"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   9.48974609375E-01  -1.34799804688E+01  C_2157_V_11 
   5.06103515625E-01  -1.33400878906E+01  C_2157_V_12 
   2.53173828125E-01  -1.47399902344E+01  C_2157_V_13 
  -5.85449218750E-01  -2.24401855469E+01  C_2157_V_14 
  -1.25048828125E+00  -1.10700683594E+01  C_2157_V_15 
  -1.75268554688E+00  -1.74799804688E+01  C_2157_V_16 
  -2.07690429688E+00  -1.77001953125E+01  C_2157_V_17 
  -2.41845703125E+00  -2.04799804688E+01  C_2157_V_18 
  -3.10693359375E+00  -1.41701660156E+01  C_2157_V_19 
  -2.84008789062E+00  -2.03000488281E+01  C_2157_V_20 
  -2.96020507812E+00  -1.91701660156E+01  C_2157_V_21 
  -3.20605468750E+00  -2.34401855469E+01  C_2157_V_22 
  -3.00732421875E+00  -2.36301269531E+01  C_2157_V_23 
  -2.70922851562E+00  -2.39699707031E+01  C_2157_V_24 
  -2.97509765625E+00  -1.66701660156E+01  C_2157_V_25 
  -3.17285156250E+00  -2.50400390625E+01  C_2157_V_26 
  -3.13427734375E+00  -1.70000000000E+01  C_2157_V_27 
   2.21821044922E+03   2.19961010742E+03  C_2193_1    
   8.44482421875E-01  -1.09602050781E+01  C_2193_2    
   6.91650390625E-01  -1.19802246094E+01  C_2193_3    
   7.36083984375E-01  -1.16301269531E+01  C_2193_4    
   1.51367187500E-01  -1.44001464844E+01  C_2193_5    
   2.13623046875E-01  -1.54602050781E+01  C_2193_6    
   1.06494140625E+00  -1.88901367188E+01  C_2193_7    
   7.25585937500E-01  -1.56201171875E+01  C_2193_8    
   1.34790039062E+00  -1.50100097656E+01  C_2193_9    
  -5.42724609375E-01  -2.03701171875E+01  C_2193_10   
  -1.87304687500E+00  -3.57302246094E+01  C_2193_11   
  -2.51855468750E+00  -3.73500976562E+01  C_2193_12   
  -1.73901367188E+00  -3.85400390625E+01  C_2193_13   
  -6.66015625000E-01  -4.22700195312E+01  C_2193_14   
  -1.25219726562E+00  -4.35200195312E+01  C_2193_15   
  -1.47021484375E+00  -4.45300292969E+01  C_2193_16   
  -1.46533203125E+00  -4.53200683594E+01  C_2193_17   
   2.22968115234E+03   2.24295996094E+03  C_2239_1    
   1.21362304688E+00  -2.10986328125E+00  C_2239_2    
   1.15673828125E+00  -3.91992187500E+00  C_2239_3    
   1.69555664062E+00  -5.34985351562E+00  C_2239_4    
   1.73388671875E+00  -7.40991210938E+00  C_2239_5    
   1.66333007812E+00  -8.56005859375E+00  C_2239_6    
   2.22045898438E+00  -9.59985351562E+00  C_2239_7    
   2.32617187500E+00  -1.03999023438E+01  C_2239_8    
   2.46948242188E+00  -1.09399414062E+01  C_2239_9    
   2.63012695312E+00  -1.17399902344E+01  C_2239_10   
   1.35595703125E+00  -1.24399414062E+01  C_2239_11   
   2.52197265625E-01  -1.29499511719E+01  C_2239_12   
  -3.87695312500E-01  -1.33798828125E+01  C_2239_13   
  -9.88281250000E-01  -3.91992187500E+00  C_2239_14   
  -1.54711914062E+00  -1.40500488281E+01  C_2239_15   
  -3.03369140625E+00  -1.32199707031E+01  C_2239_16   
  -3.34643554688E+00  -1.42700195312E+01  C_2239_17   
  -4.28100585938E+00  -1.44899902344E+01  C_2239_18   
  -4.29833984375E+00  -1.33200683594E+01  C_2239_19   
  -4.50219726562E+00  -1.49799804688E+01  C_2239_20   
  -4.78222656250E+00  -1.58100585938E+01  C_2239_21   
  -4.76733398438E+00  -1.59499511719E+01  C_2239_22   
  -4.59716796875E+00  -1.68300781250E+01  C_2239_23   
  -4.78442382812E+00  -1.71899414062E+01  C_2239_24   
  -4.88159179688E+00  -1.72199707031E+01  C_2239_25   
  -5.02124023438E+00  -1.85898437500E+01  C_2239_26   
   2.26795532227E+03   2.20389990234E+03  C_245V2_1   
   2.61230468750E-02  -1.36987304688E+00  C_245V2_2   
   4.53710937500E+00  -2.65991210938E+00  C_245V2_3   
   6.22265625000E+00  -3.34985351562E+00  C_245V2_4   
  -2.03002929688E+00   5.97021484375E+00  C_245V2_5   
   8.61328125000E-01  -4.00000000000E+00  C_245V2_6   
  -1.50585937500E+00   7.27001953125E+00  C_245V2_7   
  -2.08715820312E+00  -4.10986328125E+00  C_245V2_8   
   1.62158203125E+00   4.71020507812E+00  C_245V2_9   
  -4.89038085938E+00   2.95019531250E+00  C_245V2_10  
   2.21741821289E+03   2.20075000000E+03  C_2599_1    
   2.94921875000E-01  -2.56005859375E+00  C_2599_2    
   3.39355468750E-01  -4.31005859375E+00  C_2599_3    
   5.63476562500E-01  -6.63989257812E+00  C_2599_4    
   4.32861328125E-01  -8.82006835938E+00  C_2599_5    
   4.32128906250E-01  -1.01899414062E+01  C_2599_6    
   3.73046875000E-01  -1.13798828125E+01  C_2599_7    
  -6.10351562500E-02  -1.28300781250E+01  C_2599_8    
   2.19726562500E-03  -1.45000000000E+01  C_2599_9    
   6.61865234375E-01  -1.55600585938E+01  C_2599_10   
   8.47900390625E-01  -1.61799316406E+01  C_2599_11   
   8.03466796875E-01  -1.69899902344E+01  C_2599_12   
   1.11352539062E+00  -1.78300781250E+01  C_2599_13   
  -6.88476562500E-01  -1.91899414062E+01  C_2599_14   
  -2.10180664062E+00  -2.67399902344E+01  C_2599_15   
  -2.64257812500E+00  -2.49799804688E+01  C_2599_16   
  -2.64160156250E+00  -2.51201171875E+01  C_2599_17   
  -2.04785156250E+00  -2.34899902344E+01  C_2599_18   
  -1.83422851562E+00  -2.60100097656E+01  C_2599_19   
  -1.80590820312E+00  -2.65000000000E+01  C_2599_20   
  -1.54394531250E+00  -2.61899414062E+01  C_2599_21   
  -4.70703125000E-01  -2.81298828125E+01  C_2599_22   
  -1.24584960938E+00  -2.92700195312E+01  C_2599_23   
  -1.38354492188E+00  -3.05800781250E+01  C_2599_24   
  -1.38134765625E+00  -3.12299804688E+01  C_2599_25   
   2.21822460938E+03   2.22822998047E+03  C_2616_1    
   4.31152343750E-01  -1.13989257812E+00  C_2616_2    
   5.34179687500E-01  -3.35986328125E+00  C_2616_3    
   6.46972656250E-01  -4.31005859375E+00  C_2616_4    
   5.68359375000E-01  -6.35986328125E+00  C_2616_5    
   4.44335937500E-01  -7.37988281250E+00  C_2616_6    
   5.79833984375E-01  -9.31005859375E+00  C_2616_7    
   1.14990234375E-01  -8.71997070312E+00  C_2616_8    
   7.34619140625E-01  -7.35986328125E+00  C_2616_9    
   9.56542968750E-01  -9.54003906250E+00  C_2616_10   
   1.43115234375E+00   3.42993164062E+00  C_2616_11   
  -3.57177734375E-01   4.94995117188E+00  C_2616_12   
  -1.89111328125E+00  -1.36999511719E+01  C_2616_13   
  -2.50854492188E+00   5.01000976562E+00  C_2616_14   
  -1.81835937500E+00   4.04003906250E+00  C_2616_15   
  -1.46997070312E+00   2.38012695312E+00  C_2616_16   
   2.21690942383E+03   2.20533007812E+03  C_2755_1    
   2.67578125000E-01  -3.16015625000E+00  C_2755_2    
   3.16650390625E-01  -4.83007812500E+00  C_2755_3    
   4.42382812500E-01  -7.03002929688E+00  C_2755_4    
   2.53662109375E-01  -1.21301269531E+01  C_2755_5    
   1.76757812500E-01  -1.41000976562E+01  C_2755_6    
   2.55371093750E-01  -1.46601562500E+01  C_2755_7    
  -1.86767578125E-01  -1.63100585938E+01  C_2755_8    
  -1.50146484375E-01  -1.78000488281E+01  C_2755_9    
   4.94873046875E-01  -1.77900390625E+01  C_2755_10   
   8.90136718750E-01  -1.91601562500E+01  C_2755_11   
   8.86474609375E-01  -2.12500000000E+01  C_2755_12   
  -5.29052734375E-01  -1.66201171875E+01  C_2755_13   
  -1.35839843750E+00  -1.63400878906E+01  C_2755_14   
  -1.97705078125E+00  -2.45900878906E+01  C_2755_15   
  -2.55883789062E+00  -1.89401855469E+01  C_2755_16   
  -2.49121093750E+00  -1.90600585938E+01  C_2755_17   
  -1.79663085938E+00  -1.83400878906E+01  C_2755_18   
  -1.46557617188E+00  -4.48999023438E+00  C_2755_19   
  -1.49951171875E+00  -2.14799804688E+01  C_2755_20   
  -1.24072265625E+00  -2.35600585938E+01  C_2755_21   
  -1.15234375000E+00  -9.72998046875E+00  C_2755_22   
  -1.17578125000E+00  -1.07600097656E+01  C_2755_23   
   2.21669238281E+03   2.22562988281E+03  C_2765_1    
   1.12548828125E-01   1.18017578125E+00  C_2765_2    
   1.37695312500E-01  -3.42993164062E+00  C_2765_3    
   1.38549804688E+00  -1.70996093750E+00  C_2765_4    
   9.62646484375E-01   3.57006835938E+00  C_2765_5    
   3.05419921875E-01  -1.08498535156E+01  C_2765_6    
   2.26318359375E-01  -6.81982421875E+00  C_2765_7    
   5.83251953125E-01  -7.72998046875E+00  C_2765_8    
   2.06811523438E+00  -8.50000000000E+00  C_2765_9    
   2.00805664062E+00  -1.78198242188E+01  C_2765_10   
   2.08154296875E+00  -1.78198242188E+01  C_2765_11   
  -9.27978515625E-01  -1.98898925781E+01  C_2765_12   
  -1.21337890625E+00  -2.06398925781E+01  C_2765_13   
   2.29003906250E-01  -2.38298339844E+01  C_2765_14   
   3.03222656250E-01  -2.39299316406E+01  C_2765_15   
   1.16040039062E+00  -2.46298828125E+01  C_2765_16   
   1.00708007812E+00  -2.51298828125E+01  C_2765_17   
   2.26751318359E+03   2.23325195312E+03  C_2788_1    
   3.61621093750E+00  -1.22998046875E+00  C_2788_2    
   5.31347656250E+00  -1.98999023438E+00  C_2788_3    
   7.01513671875E+00  -2.55004882812E+00  C_2788_4    
   8.17041015625E+00  -3.69995117188E+00  C_2788_5    
   8.94091796875E+00  -4.29003906250E+00  C_2788_6    
   9.39794921875E+00  -4.67993164062E+00  C_2788_7    
   9.65380859375E+00  -5.57983398438E+00  C_2788_8    
   9.79125976562E+00  -6.11987304688E+00  C_2788_9    
   9.82397460938E+00  -6.55004882812E+00  C_2788_10   
   1.01452636719E+01  -6.69995117188E+00  C_2788_11   
   1.03129882812E+01  -7.05004882812E+00  C_2788_12   
   1.00683593750E+01  -7.75000000000E+00  C_2788_13   
   9.90771484375E+00  -9.71997070312E+00  C_2788_14   
   9.50537109375E+00  -1.11799316406E+01  C_2788_15   
