"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   9.58398437500E+00  -1.47399902344E+01  C_2157_V_13 
   1.04982910156E+01  -2.24401855469E+01  C_2157_V_14 
   1.09509277344E+01  -1.10700683594E+01  C_2157_V_15 
   1.12756347656E+01  -1.74799804688E+01  C_2157_V_16 
   1.16374511719E+01  -1.77001953125E+01  C_2157_V_17 
   1.21320800781E+01  -2.04799804688E+01  C_2157_V_18 
   1.23562011719E+01  -1.41701660156E+01  C_2157_V_19 
   1.35258789062E+01  -2.03000488281E+01  C_2157_V_20 
   1.40832519531E+01  -1.91701660156E+01  C_2157_V_21 
   1.44812011719E+01  -2.34401855469E+01  C_2157_V_22 
   1.52973632812E+01  -2.36301269531E+01  C_2157_V_23 
   1.61149902344E+01  -2.39699707031E+01  C_2157_V_24 
   1.62849121094E+01  -1.66701660156E+01  C_2157_V_25 
   1.66523437500E+01  -2.50400390625E+01  C_2157_V_26 
   1.71870117188E+01  -1.70000000000E+01  C_2157_V_27 
   2.21977880859E+03   2.19961010742E+03  C_2193_1    
   3.11816406250E+00  -1.09602050781E+01  C_2193_2    
   3.74853515625E+00  -1.19802246094E+01  C_2193_3    
   5.32495117188E+00  -1.16301269531E+01  C_2193_4    
   5.54858398438E+00  -1.44001464844E+01  C_2193_5    
   6.37573242188E+00  -1.54602050781E+01  C_2193_6    
   8.71484375000E+00  -1.88901367188E+01  C_2193_7    
   1.02343750000E+01  -1.56201171875E+01  C_2193_8    
   1.17355957031E+01  -1.50100097656E+01  C_2193_9    
   1.18039550781E+01  -2.03701171875E+01  C_2193_10   
   1.32167968750E+01  -3.57302246094E+01  C_2193_11   
   1.43874511719E+01  -3.73500976562E+01  C_2193_12   
   1.71093750000E+01  -3.85400390625E+01  C_2193_13   
   1.90778808594E+01  -4.22700195312E+01  C_2193_14   
   1.89443359375E+01  -4.35200195312E+01  C_2193_15   
   1.92924804688E+01  -4.45300292969E+01  C_2193_16   
   1.98005371094E+01  -4.53200683594E+01  C_2193_17   
   2.23083959961E+03   2.24295996094E+03  C_2239_1    
   1.83691406250E+00  -2.10986328125E+00  C_2239_2    
   2.21533203125E+00  -3.91992187500E+00  C_2239_3    
   3.41650390625E+00  -5.34985351562E+00  C_2239_4    
   4.03637695312E+00  -7.40991210938E+00  C_2239_5    
   4.57348632812E+00  -8.56005859375E+00  C_2239_6    
   5.72314453125E+00  -9.59985351562E+00  C_2239_7    
   6.39770507812E+00  -1.03999023438E+01  C_2239_8    
   7.12011718750E+00  -1.09399414062E+01  C_2239_9    
   8.01708984375E+00  -1.17399902344E+01  C_2239_10   
   7.46044921875E+00  -1.24399414062E+01  C_2239_11   
   7.32934570312E+00  -1.29499511719E+01  C_2239_12   
   7.61694335938E+00  -1.33798828125E+01  C_2239_13   
   7.94628906250E+00  -3.91992187500E+00  C_2239_14   
   9.07202148438E+00  -1.40500488281E+01  C_2239_15   
   1.01752929688E+01  -1.32199707031E+01  C_2239_16   
   1.06921386719E+01  -1.42700195312E+01  C_2239_17   
   1.06467285156E+01  -1.44899902344E+01  C_2239_18   
   1.16083984375E+01  -1.33200683594E+01  C_2239_19   
   1.21174316406E+01  -1.49799804688E+01  C_2239_20   
   1.25095214844E+01  -1.58100585938E+01  C_2239_21   
   1.32006835938E+01  -1.59499511719E+01  C_2239_22   
   1.39772949219E+01  -1.68300781250E+01  C_2239_23   
   1.42314453125E+01  -1.71899414062E+01  C_2239_24   
   1.46909179688E+01  -1.72199707031E+01  C_2239_25   
   1.50747070312E+01  -1.85898437500E+01  C_2239_26   
   2.28513647461E+03   2.20389990234E+03  C_245V2_1   
   1.30200195312E+00  -1.36987304688E+00  C_245V2_2   
   7.81762695312E+00  -2.65991210938E+00  C_245V2_3   
   1.08510742188E+01  -3.34985351562E+00  C_245V2_4   
   2.13110351562E+00   5.97021484375E+00  C_245V2_5   
   7.02832031250E+00  -4.00000000000E+00  C_245V2_6   
   4.91552734375E+00   7.27001953125E+00  C_245V2_7   
   5.00122070312E+00  -4.10986328125E+00  C_245V2_8   
   1.09438476562E+01   4.71020507812E+00  C_245V2_9   
   3.86279296875E+00   2.95019531250E+00  C_245V2_10  
   2.21900708008E+03   2.20075000000E+03  C_2599_1    
   1.15161132812E+00  -2.56005859375E+00  C_2599_2    
