id,row,column,ROW_1,COLUMN_1,id_2,AREA,U-PER,N-PER,WAT-PER,URB-NA
1102,7,95,007,095,007095,252815,0.5524870,0.4475130,0.0000000,0.5524870
1269,8,94,008,094,008094,252816,0.6318573,0.3681427,0.0000000,0.6318573
1270,8,95,008,095,008095,252816,0.5050847,0.4949192,0.0000000,0.5050847
1436,9,93,009,093,009093,252816,0.6039594,0.3960445,0.0000000,0.6039594
1604,10,93,010,093,010093,252816,0.0195281,0.9804798,0.0000000,0.0195281
1771,11,92,011,092,011092,252817,0.2926606,0.7073512,0.0000000,0.2926606
1950,12,103,012,103,012103,252817,0.2647509,0.7352570,0.0000000,0.2647509
1951,12,104,012,104,012104,252817,0.4142911,0.5857168,0.0000000,0.4142911
1952,12,105,012,105,012105,252817,0.1372466,0.8627574,0.0000000,0.1372466
1953,12,106,012,106,012106,252817,0.0965647,0.9034432,0.0000000,0.0965647
2116,13,101,013,101,013101,252817,0.0826771,0.9173309,0.0000000,0.0826771
2117,13,102,013,102,013102,252817,0.6160473,0.3839606,0.0000000,0.6160473
2118,13,103,013,103,013103,252817,0.8290133,0.1709986,0.0000000,0.8290133
2119,13,104,013,104,013104,252817,0.9420129,0.0579950,0.0000000,0.9420129
2120,13,105,013,105,013105,252817,0.7867413,0.2132666,0.0000000,0.7867413
2121,13,106,013,106,013106,252817,0.3287859,0.6712220,0.0000000,0.3287859
2276,14,93,014,093,014093,252818,0.0128276,0.9871803,0.0000000,0.0128276
2277,14,94,014,094,014094,252818,0.0225382,0.9774697,0.0000000,0.0225382
2437,15,86,015,086,015086,252818,0.8490398,0.1509721,0.0000000,0.8490398
2438,15,87,015,087,015087,252818,0.3489113,0.6511006,0.0000000,0.3489113
2439,15,88,015,088,015088,252818,0.4683187,0.5316931,0.0000000,0.4683187
2440,15,89,015,089,015089,252818,0.7427012,0.2573107,0.0000000,0.7427012
2441,15,90,015,090,015090,252818,0.8123213,0.1876906,0.0000000,0.8123213
2442,15,91,015,091,015091,252818,0.8424579,0.1575539,0.0000000,0.8424579
2443,15,92,015,092,015092,252818,0.9100765,0.0899353,0.0000000,0.9100765
2444,15,93,015,093,015093,252818,0.9300872,0.0699246,0.0000000,0.9300872
2445,15,94,015,094,015094,252818,0.0888753,0.9111366,0.0000000,0.0888753
2601,16,82,016,082,016082,252818,0.9973815,0.0026304,0.0000000,0.9973815
2603,16,84,016,084,016084,252818,1.0000119,0.0000000,0.0000000,1.0000119
2604,16,85,016,085,016085,252818,1.0000119,0.0000000,0.0000000,1.0000119
2605,16,86,016,086,016086,252818,0.7630679,0.2369480,0.0000000,0.7630679
2606,16,87,016,087,016087,252818,0.9205664,0.0794454,0.0000000,0.9205664
2607,16,88,016,088,016088,252818,1.0000119,0.0000000,0.0000000,1.0000119
2608,16,89,016,089,016089,252818,1.0000119,0.0000000,0.0000000,1.0000119
2609,16,90,016,090,016090,252818,1.0000119,0.0000000,0.0000000,1.0000119
2610,16,91,016,091,016091,252818,1.0000119,0.0000000,0.0000000,1.0000119
2611,16,92,016,092,016092,252818,1.0000119,0.0000000,0.0000000,1.0000119
2612,16,93,016,093,016093,252818,0.4419991,0.5580128,0.0000000,0.4419991
2720,17,33,017,033,017033,252814,0.9958428,0.0041493,0.0000000,0.9958428
2721,17,34,017,034,017034,252814,0.9795700,0.0204260,0.0000000,0.9795700
2768,17,81,017,081,017081,252819,1.0000158,0.0000000,0.0000000,1.0000158
2769,17,82,017,082,017082,252819,0.9928564,0.0071594,0.0000000,0.9928564
2770,17,83,017,083,017083,252819,1.0000158,0.0000000,0.0000000,1.0000158
2771,17,84,017,084,017084,252819,0.9852026,0.0148092,0.0000000,0.9852026
2772,17,85,017,085,017085,252819,1.0000158,0.0000000,0.0000000,1.0000158
2773,17,86,017,086,017086,252819,0.8582560,0.1417558,0.0000000,0.8582560
2774,17,87,017,087,017087,252819,0.6866009,0.3134149,0.0000000,0.6866009
2775,17,88,017,088,017088,252819,1.0000158,0.0000000,0.0000000,1.0000158
2776,17,89,017,089,017089,252819,1.0000158,0.0000000,0.0000000,1.0000158
2777,17,90,017,090,017090,252819,1.0000158,0.0000000,0.0000000,1.0000158
2778,17,91,017,091,017091,252819,1.0000158,0.0000000,0.0000000,1.0000158
2779,17,92,017,092,017092,252819,0.8358365,0.1641754,0.0000000,0.8358365
2780,17,93,017,093,017093,252819,0.0187093,0.9813065,0.0000000,0.0187093
2887,18,32,018,032,018032,252814,0.2491229,0.7508732,0.0000000,0.2491229
2888,18,33,018,033,018033,252814,0.9420762,0.0579198,0.0000000,0.9420762
2889,18,34,018,034,018034,252814,0.9989320,0.0010640,0.0000000,0.9989320
2890,18,35,018,035,018035,252814,0.9832644,0.0167276,0.0000000,0.9832644
2891,18,36,018,036,018036,252814,0.9268872,0.0731128,0.0000000,0.9268872
2892,18,37,018,037,018037,252815,0.9841702,0.0158258,0.0000000,0.9841702
2893,18,38,018,038,018038,252815,1.0000000,0.0000000,0.0000000,1.0000000
2894,18,39,018,039,018039,252815,0.9946839,0.0053161,0.0000000,0.9946839
2897,18,42,018,042,018042,252815,0.9880466,0.0119534,0.0000000,0.9880466
2898,18,43,018,043,018043,252816,0.9898701,0.0101299,0.0000000,0.9898701
2899,18,44,018,044,018044,252816,1.0000040,0.0000000,0.0000000,1.0000040
2935,18,80,018,080,018080,252819,0.9919981,0.0080177,0.0000000,0.9919981
2936,18,81,018,081,018081,252819,1.0000158,0.0000000,0.0000000,1.0000158
2937,18,82,018,082,018082,252819,1.0000158,0.0000000,0.0000000,1.0000158
2938,18,83,018,083,018083,252819,0.8900738,0.1099421,0.0000000,0.8900738
2939,18,84,018,084,018084,252819,0.5857959,0.4142199,0.0000000,0.5857959
2940,18,85,018,085,018085,252819,0.9994106,0.0006052,0.0000000,0.9994106
2941,18,86,018,086,018086,252819,0.2829737,0.7170461,0.0000000,0.2829737
2942,18,87,018,087,018087,252819,0.0018037,0.9982121,0.0000000,0.0018037
2943,18,88,018,088,018088,252819,0.1665724,0.8334434,0.0000000,0.1665724
2944,18,89,018,089,018089,252819,0.4671875,0.5328284,0.0000000,0.4671875
2945,18,90,018,090,018090,252819,0.7866582,0.2133576,0.0000000,0.7866582
2946,18,91,018,091,018091,252819,0.9949093,0.0051065,0.0000000,0.9949093
2947,18,92,018,092,018092,252819,0.2676898,0.7323260,0.0000000,0.2676898
3056,19,33,019,033,019033,252814,0.5417242,0.4582758,0.0000000,0.5417242
3057,19,34,019,034,019034,252814,0.9794356,0.0205684,0.0000000,0.9794356
3058,19,35,019,035,019035,252815,0.9415066,0.0584934,0.0000000,0.9415066
3059,19,36,019,036,019036,252815,0.9441687,0.0558313,0.0000000,0.9441687
3060,19,37,019,037,019037,252815,0.9911160,0.0088840,0.0000000,0.9911160
3061,19,38,019,038,019038,252815,1.0000000,0.0000000,0.0000000,1.0000000
3062,19,39,019,039,019039,252815,1.0000000,0.0000000,0.0000000,1.0000000
3063,19,40,019,040,019040,252815,0.9953207,0.0046793,0.0000000,0.9953207
3064,19,41,019,041,019041,252816,0.9964124,0.0035916,0.0000000,0.9964124
3065,19,42,019,042,019042,252816,0.9731938,0.0268101,0.0000000,0.9731938
3066,19,43,019,043,019043,252816,0.9737832,0.0262168,0.0000000,0.9737832
3067,19,44,019,044,019044,252816,0.9914641,0.0085398,0.0000000,0.9914641
3068,19,45,019,045,019045,252816,0.4607954,0.5392125,0.0000000,0.4607954
3071,19,48,019,048,019048,252817,0.6319443,0.3680596,0.0000000,0.6319443
3103,19,80,019,080,019080,252819,0.9631311,0.0368847,0.0000000,0.9631311
3104,19,81,019,081,019081,252819,1.0000158,0.0000000,0.0000000,1.0000158
3105,19,82,019,082,019082,252819,1.0000158,0.0000000,0.0000000,1.0000158
3106,19,83,019,083,019083,252819,0.8672349,0.1327809,0.0000000,0.8672349
3107,19,84,019,084,019084,252819,0.1691593,0.8308605,0.0000000,0.1691593
3108,19,85,019,085,019085,252819,0.4972964,0.5027194,0.0000000,0.4972964
3114,19,91,019,091,019091,252819,0.0872852,0.9127346,0.0000000,0.0872852
3225,20,34,020,034,020034,252815,0.2168344,0.7831656,0.0000000,0.2168344
3226,20,35,020,035,020035,252815,0.5342681,0.4657319,0.0000000,0.5342681
3227,20,36,020,036,020036,252815,0.2076696,0.7923343,0.0000000,0.2076696
3228,20,37,020,037,020037,252815,0.7643138,0.2356901,0.0000000,0.7643138
3229,20,38,020,038,020038,252815,0.9944030,0.0055970,0.0000000,0.9944030
3230,20,39,020,039,020039,252816,1.0000040,0.0000000,0.0000000,1.0000040
3231,20,40,020,040,020040,252816,1.0000040,0.0000000,0.0000000,1.0000040
3232,20,41,020,041,020041,252816,0.9920772,0.0079307,0.0000000,0.9920772
3233,20,42,020,042,020042,252816,0.9844273,0.0155766,0.0000000,0.9844273
3234,20,43,020,043,020043,252816,0.9653739,0.0346340,0.0000000,0.9653739
3235,20,44,020,044,020044,252816,0.9912031,0.0088009,0.0000000,0.9912031
3236,20,45,020,045,020045,252817,0.9391373,0.0608666,0.0000000,0.9391373
3237,20,46,020,046,020046,252817,0.1147598,0.8852481,0.0000000,0.1147598
3239,20,48,020,048,020048,252817,0.9309772,0.0690307,0.0000000,0.9309772
3240,20,49,020,049,020049,252817,1.0000079,0.0000000,0.0000000,1.0000079
3269,20,78,020,078,020078,252819,0.0613611,0.9386547,0.0000000,0.0613611
3270,20,79,020,079,020079,252820,0.0796314,0.9203884,0.0000000,0.0796314
3271,20,80,020,080,020080,252820,0.8095050,0.1905108,0.0000000,0.8095050
3272,20,81,020,081,020081,252820,1.0000198,0.0000000,0.0000000,1.0000198
3273,20,82,020,082,020082,252820,0.9931096,0.0069062,0.0000000,0.9931096
3274,20,83,020,083,020083,252820,0.2837609,0.7162589,0.0000000,0.2837609
3395,21,36,021,036,021036,252815,0.1094674,0.8905326,0.0000000,0.1094674
3396,21,37,021,037,021037,252816,0.9669917,0.0330123,0.0000000,0.9669917
3397,21,38,021,038,021038,252816,0.9885885,0.0114155,0.0000000,0.9885885
3398,21,39,021,039,021039,252816,1.0000040,0.0000000,0.0000000,1.0000040
3399,21,40,021,040,021040,252816,0.9865079,0.0134960,0.0000000,0.9865079
3400,21,41,021,041,021041,252816,1.0000040,0.0000000,0.0000000,1.0000040
3401,21,42,021,042,021042,252816,0.9725412,0.0274667,0.0000000,0.9725412
3402,21,43,021,043,021043,252817,1.0000079,0.0000000,0.0000000,1.0000079
3403,21,44,021,044,021044,252817,0.9881257,0.0118822,0.0000000,0.9881257
3404,21,45,021,045,021045,252817,0.9900283,0.0099836,0.0000000,0.9900283
3405,21,46,021,046,021046,252817,0.2931669,0.7068449,0.0000000,0.2931669
3407,21,48,021,048,021048,252817,0.8771987,0.1228092,0.0000000,0.8771987
3408,21,49,021,049,021049,252817,0.9945019,0.0055060,0.0000000,0.9945019
3409,21,50,021,050,021050,252817,0.7629057,0.2371022,0.0000000,0.7629057
3421,21,62,021,062,021062,252819,0.2131836,0.7868283,0.0000000,0.2131836
3422,21,63,021,063,021063,252819,0.6477701,0.3522457,0.0000000,0.6477701
3423,21,64,021,064,021064,252819,0.1951110,0.8049008,0.0000000,0.1951110
3436,21,77,021,077,021077,252820,0.3642387,0.6357771,0.0000000,0.3642387
3437,21,78,021,078,021078,252820,0.9912980,0.0087218,0.0000000,0.9912980
3438,21,79,021,079,021079,252820,0.9702035,0.0298163,0.0000000,0.9702035
3439,21,80,021,080,021080,252820,1.0000198,0.0000000,0.0000000,1.0000198
3440,21,81,021,081,021081,252820,1.0000198,0.0000000,0.0000000,1.0000198
3441,21,82,021,082,021082,252820,0.3770662,0.6229535,0.0000000,0.3770662
3487,21,128,021,128,021128,252818,0.4961098,0.5039021,0.0000000,0.4961098
3488,21,129,021,129,021129,252818,0.4295750,0.5704369,0.0000000,0.4295750
3489,21,130,021,130,021130,252818,0.0935348,0.9064771,0.0000000,0.0935348
3563,22,36,022,036,022036,252816,0.1552123,0.8447956,0.0000000,0.1552123
3564,22,37,022,037,022037,252816,0.9699187,0.0300852,0.0000000,0.9699187
3565,22,38,022,038,022038,252816,0.9788976,0.0211063,0.0000000,0.9788976
3566,22,39,022,039,022039,252816,1.0000040,0.0000000,0.0000000,1.0000040
3567,22,40,022,040,022040,252816,1.0000040,0.0000000,0.0000000,1.0000040
3568,22,41,022,041,022041,252817,0.9996875,0.0003164,0.0000000,0.9996875
3569,22,42,022,042,022042,252817,0.9805550,0.0194530,0.0000000,0.9805550
3570,22,43,022,043,022043,252817,0.9636295,0.0363784,0.0000000,0.9636295
3571,22,44,022,044,022044,252817,0.9872199,0.0127880,0.0000000,0.9872199
3572,22,45,022,045,022045,252817,0.9999209,0.0000870,0.0000000,0.9999209
3573,22,46,022,046,022046,252817,0.9624548,0.0375532,0.0000000,0.9624548
3574,22,47,022,047,022047,252817,0.5300793,0.4699286,0.0000000,0.5300793
3575,22,48,022,048,022048,252818,0.9031901,0.0968178,0.0000000,0.9031901
3576,22,49,022,049,022049,252818,0.9822558,0.0177561,0.0000000,0.9822558
3577,22,50,022,050,022050,252818,0.9924253,0.0075866,0.0000000,0.9924253
3578,22,51,022,051,022051,252818,0.9989518,0.0010601,0.0000000,0.9989518
3579,22,52,022,052,022052,252818,0.6580701,0.3419417,0.0000000,0.6580701
3589,22,62,022,062,022062,252819,0.5818128,0.4182030,0.0000000,0.5818128
3590,22,63,022,063,022063,252819,0.7020193,0.2979966,0.0000000,0.7020193
3591,22,64,022,064,022064,252819,0.3264680,0.6735518,0.0000000,0.3264680
3597,22,70,022,070,022070,252820,0.0443961,0.9556237,0.0000000,0.0443961
3598,22,71,022,071,022071,252820,0.3173388,0.6826810,0.0000000,0.3173388
3604,22,77,022,077,022077,252820,0.7348852,0.2651346,0.0000000,0.7348852
3605,22,78,022,078,022078,252820,1.0000198,0.0000000,0.0000000,1.0000198
3606,22,79,022,079,022079,252820,1.0000198,0.0000000,0.0000000,1.0000198
3607,22,80,022,080,022080,252820,1.0000198,0.0000000,0.0000000,1.0000198
3608,22,81,022,081,022081,252820,0.9999565,0.0000633,0.0000000,0.9999565
3609,22,82,022,082,022082,252820,0.0733501,0.9266697,0.0000000,0.0733501
3654,22,127,022,127,022127,252818,0.2084726,0.7915432,0.0000000,0.2084726
3655,22,128,022,128,022128,252818,0.9935605,0.0064514,0.0000000,0.9935605
3656,22,129,022,129,022129,252818,0.6395981,0.3604137,0.0000000,0.6395981
3657,22,130,022,130,022130,252818,0.0477385,0.9522734,0.0000000,0.0477385
3729,23,34,023,034,023034,252816,0.1860095,0.8139944,0.0000000,0.1860095
3730,23,35,023,035,023035,252816,0.7679291,0.2320748,0.0000000,0.7679291
3731,23,36,023,036,023036,252816,0.8181714,0.1818286,0.0000000,0.8181714
3732,23,37,023,037,023037,252816,1.0000040,0.0000000,0.0000000,1.0000040
3733,23,38,023,038,023038,252816,0.9935091,0.0064988,0.0000000,0.9935091
3734,23,39,023,039,023039,252817,1.0000079,0.0000000,0.0000000,1.0000079
3735,23,40,023,040,023040,252817,1.0000079,0.0000000,0.0000000,1.0000079
3736,23,41,023,041,023041,252817,0.9970650,0.0029429,0.0000000,0.9970650
3737,23,42,023,042,023042,252817,1.0000079,0.0000000,0.0000000,1.0000079
3738,23,43,023,043,023043,252817,0.9654649,0.0345470,0.0000000,0.9654649
3739,23,44,023,044,023044,252817,0.9900757,0.0099361,0.0000000,0.9900757
3740,23,45,023,045,023045,252818,1.0000119,0.0000000,0.0000000,1.0000119
3741,23,46,023,046,023046,252818,0.9783557,0.0216562,0.0000000,0.9783557
3742,23,47,023,047,023047,252818,0.9981488,0.0018630,0.0000000,0.9981488
3743,23,48,023,048,023048,252818,0.9805510,0.0194609,0.0000000,0.9805510
3744,23,49,023,049,023049,252818,1.0000119,0.0000000,0.0000000,1.0000119
3745,23,50,023,050,023050,252818,0.8835117,0.1165042,0.0000000,0.8835117
3746,23,51,023,051,023051,252818,0.6602733,0.3397425,0.0000000,0.6602733
3747,23,52,023,052,023052,252818,0.4313747,0.5686371,0.0000000,0.4313747
3755,23,60,023,060,023060,252819,0.0821549,0.9178609,0.0000000,0.0821549
3756,23,61,023,061,023061,252819,0.5839250,0.4160908,0.0000000,0.5839250
3757,23,62,023,062,023062,252819,0.9729605,0.0270593,0.0000000,0.9729605
3758,23,63,023,063,023063,252820,0.5574392,0.4425805,0.0000000,0.5574392
3759,23,64,023,064,023064,252820,0.7481835,0.2518324,0.0000000,0.7481835
3765,23,70,023,070,023070,252820,0.0001582,0.9998616,0.0000000,0.0001582
3766,23,71,023,071,023071,252820,0.5226628,0.4773570,0.0000000,0.5226628
3767,23,72,023,072,023072,252820,0.6592884,0.3407314,0.0000000,0.6592884
3768,23,73,023,073,023073,252820,0.0013013,0.9987224,0.0000000,0.0013013
3772,23,77,023,077,023077,252820,0.6129027,0.3871171,0.0000000,0.6129027
3773,23,78,023,078,023078,252821,1.0000237,0.0000000,0.0000000,1.0000237
3774,23,79,023,079,023079,252821,1.0000237,0.0000000,0.0000000,1.0000237
3775,23,80,023,080,023080,252821,1.0000237,0.0000000,0.0000000,1.0000237
3776,23,81,023,081,023081,252821,1.0000237,0.0000000,0.0000000,1.0000237
3777,23,82,023,082,023082,252821,0.8244843,0.1755394,0.0000000,0.8244843
3778,23,83,023,083,023083,252821,0.2428258,0.7571940,0.0000000,0.2428258
3781,23,86,023,086,023086,252821,0.1449598,0.8550600,0.0000000,0.1449598
3782,23,87,023,087,023087,252821,0.4404248,0.5595910,0.0000000,0.4404248
3823,23,128,023,128,023128,252819,0.0309159,0.9690999,0.0000000,0.0309159
3824,23,129,023,129,023129,252818,0.0002769,0.9997350,0.0000000,0.0002769
3891,24,28,024,028,024028,252815,0.0004588,0.9995412,0.0000000,0.0004588
3896,24,33,024,033,024033,252816,0.0999189,0.9000850,0.0000000,0.0999189
3897,24,34,024,034,024034,252816,0.5525740,0.4474299,0.0000000,0.5525740
3898,24,35,024,035,024035,252816,0.9994185,0.0005894,0.0000000,0.9994185
3899,24,36,024,036,024036,252816,1.0000040,0.0000000,0.0000000,1.0000040
3900,24,37,024,037,024037,252817,1.0000079,0.0000000,0.0000000,1.0000079
3901,24,38,024,038,024038,252817,0.9995609,0.0004470,0.0000000,0.9995609
3902,24,39,024,039,024039,252817,1.0000079,0.0000000,0.0000000,1.0000079
3903,24,40,024,040,024040,252817,1.0000079,0.0000000,0.0000000,1.0000079
3904,24,41,024,041,024041,252817,1.0000079,0.0000000,0.0000000,1.0000079
3905,24,42,024,042,024042,252817,0.9878370,0.0121749,0.0000000,0.9878370
3906,24,43,024,043,024043,252818,0.9961513,0.0038566,0.0000000,0.9961513
3907,24,44,024,044,024044,252818,0.9515337,0.0484781,0.0000000,0.9515337
3908,24,45,024,045,024045,252818,0.9474715,0.0525404,0.0000000,0.9474715
3909,24,46,024,046,024046,252818,0.9885766,0.0114352,0.0000000,0.9885766
3910,24,47,024,047,024047,252818,0.9975793,0.0024326,0.0000000,0.9975793
3911,24,48,024,048,024048,252818,0.9782806,0.0217353,0.0000000,0.9782806
3912,24,49,024,049,024049,252818,1.0000119,0.0000000,0.0000000,1.0000119
3913,24,50,024,050,024050,252819,0.7398770,0.2601388,0.0000000,0.7398770
3914,24,51,024,051,024051,252819,0.1271285,0.8728833,0.0000000,0.1271285
3915,24,52,024,052,024052,252819,0.1938413,0.8061784,0.0000000,0.1938413
3916,24,53,024,053,024053,252819,0.0953504,0.9046615,0.0000000,0.0953504
3917,24,54,024,054,024054,252819,0.3611969,0.6388189,0.0000000,0.3611969
3918,24,55,024,055,024055,252819,0.3491684,0.6508475,0.0000000,0.3491684
3923,24,60,024,060,024060,252820,0.0744616,0.9255582,0.0000000,0.0744616
3924,24,61,024,061,024061,252820,0.9396792,0.0603406,0.0000000,0.9396792
3925,24,62,024,062,024062,252820,1.0000198,0.0000000,0.0000000,1.0000198
3926,24,63,024,063,024063,252820,0.8646125,0.1354073,0.0000000,0.8646125
3927,24,64,024,064,024064,252820,0.9718727,0.0281471,0.0000000,0.9718727
3928,24,65,024,065,024065,252820,0.2804580,0.7195617,0.0000000,0.2804580
3934,24,71,024,071,024071,252821,0.0141764,0.9858474,0.0000000,0.0141764
3935,24,72,024,072,024072,252821,0.8946542,0.1053656,0.0000000,0.8946542
3936,24,73,024,073,024073,252821,0.4017404,0.5982833,0.0000000,0.4017404
3940,24,77,024,077,024077,252821,0.1818444,0.8181793,0.0000000,0.1818444
3941,24,78,024,078,024078,252821,0.9227973,0.0772264,0.0000000,0.9227973
3942,24,79,024,079,024079,252821,0.9921682,0.0078516,0.0000000,0.9921682
3943,24,80,024,080,024080,252821,1.0000237,0.0000000,0.0000000,1.0000237
3944,24,81,024,081,024081,252821,0.9934893,0.0065344,0.0000000,0.9934893
3945,24,82,024,082,024082,252821,1.0000237,0.0000000,0.0000000,1.0000237
3946,24,83,024,083,024083,252821,0.9943872,0.0056405,0.0000000,0.9943872
3947,24,84,024,084,024084,252821,0.5875522,0.4124716,0.0000000,0.5875522
3948,24,85,024,085,024085,252821,0.0491783,0.9508415,0.0000000,0.0491783
3949,24,86,024,086,024086,252821,0.3274054,0.6726183,0.0000000,0.3274054
3950,24,87,024,087,024087,252821,0.9125843,0.0874394,0.0000000,0.9125843
3951,24,88,024,088,024088,252821,0.1305065,0.8695172,0.0000000,0.1305065
3970,24,107,024,107,024107,252821,0.1192057,0.8808140,0.0000000,0.1192057
3971,24,108,024,108,024108,252821,0.3662916,0.6337322,0.0000000,0.3662916
3972,24,109,024,109,024109,252821,0.1489073,0.8511125,0.0000000,0.1489073
3973,24,110,024,110,024110,252821,0.5610466,0.4389771,0.0000000,0.5610466
3974,24,111,024,111,024111,252820,0.5801554,0.4198683,0.0000000,0.5801554
3975,24,112,024,112,024112,252820,0.4377707,0.5622491,0.0000000,0.4377707
3976,24,113,024,113,024113,252820,0.1490972,0.8509226,0.0000000,0.1490972
4058,25,27,025,027,025027,252815,0.1835413,0.8164547,0.0000000,0.1835413
4059,25,28,025,028,025028,252815,0.4189585,0.5810454,0.0000000,0.4189585
4064,25,33,025,033,025033,252816,0.3951229,0.6048810,0.0000000,0.3951229
4065,25,34,025,034,025034,252816,1.0000040,0.0000000,0.0000000,1.0000040
4066,25,35,025,035,025035,252817,1.0000079,0.0000000,0.0000000,1.0000079
4067,25,36,025,036,025036,252817,0.9993236,0.0006843,0.0000000,0.9993236
4068,25,37,025,037,025037,252817,0.9999921,0.0000158,0.0000000,0.9999921
4069,25,38,025,038,025038,252817,0.9891106,0.0108973,0.0000000,0.9891106
4070,25,39,025,039,025039,252817,0.9924530,0.0075549,0.0000000,0.9924530
4071,25,40,025,040,025040,252817,0.9860451,0.0139628,0.0000000,0.9860451
4072,25,41,025,041,025041,252818,1.0000119,0.0000000,0.0000000,1.0000119
4073,25,42,025,042,025042,252818,0.9961276,0.0038803,0.0000000,0.9961276
4074,25,43,025,043,025043,252818,0.9838894,0.0161264,0.0000000,0.9838894
4075,25,44,025,044,025044,252818,0.9568657,0.0431501,0.0000000,0.9568657
4076,25,45,025,045,025045,252818,0.9756264,0.0243854,0.0000000,0.9756264
4077,25,46,025,046,025046,252818,0.9986116,0.0014002,0.0000000,0.9986116
4078,25,47,025,047,025047,252818,0.9929355,0.0070763,0.0000000,0.9929355
4079,25,48,025,048,025048,252819,0.9908036,0.0092083,0.0000000,0.9908036
4080,25,49,025,049,025049,252819,0.9987303,0.0012855,0.0000000,0.9987303
4081,25,50,025,050,025050,252819,0.9663469,0.0336728,0.0000000,0.9663469
4082,25,51,025,051,025051,252819,0.8026383,0.1973815,0.0000000,0.8026383
4083,25,52,025,052,025052,252819,0.2858335,0.7141863,0.0000000,0.2858335
4084,25,53,025,053,025053,252819,0.7777624,0.2222574,0.0000000,0.7777624
4085,25,54,025,054,025054,252819,1.0000158,0.0000000,0.0000000,1.0000158
4086,25,55,025,055,025055,252819,0.5806380,0.4193778,0.0000000,0.5806380
4089,25,58,025,058,025058,252820,0.0435971,0.9564227,0.0000000,0.0435971
4090,25,59,025,059,025059,252820,0.3767538,0.6232660,0.0000000,0.3767538
4091,25,60,025,060,025060,252820,0.2165022,0.7835176,0.0000000,0.2165022
4092,25,61,025,061,025061,252820,0.7434844,0.2565354,0.0000000,0.7434844
4093,25,62,025,062,025062,252820,0.9978008,0.0022230,0.0000000,0.9978008
4094,25,63,025,063,025063,252820,1.0000198,0.0000000,0.0000000,1.0000198
4095,25,64,025,064,025064,252820,1.0000198,0.0000000,0.0000000,1.0000198
4096,25,65,025,065,025065,252820,0.2377865,0.7622372,0.0000000,0.2377865
4103,25,72,025,072,025072,252821,0.0964302,0.9035975,0.0000000,0.0964302
4104,25,73,025,073,025073,252821,0.9284536,0.0715701,0.0000000,0.9284536
4105,25,74,025,074,025074,252821,0.3718767,0.6281471,0.0000000,0.3718767
4106,25,75,025,075,025075,252821,0.0286178,0.9714020,0.0000000,0.0286178
4107,25,76,025,076,025076,252821,0.3974369,0.6025829,0.0000000,0.3974369
4108,25,77,025,077,025077,252821,0.6752250,0.3247988,0.0000000,0.6752250
4109,25,78,025,078,025078,252821,0.9660305,0.0339972,0.0000000,0.9660305
4110,25,79,025,079,025079,252821,1.0000237,0.0000040,0.0000000,1.0000237
4111,25,80,025,080,025080,252821,1.0000237,0.0000000,0.0000000,1.0000237
4112,25,81,025,081,025081,252821,1.0000237,0.0000000,0.0000000,1.0000237
4113,25,82,025,082,025082,252821,1.0000237,0.0000000,0.0000000,1.0000237
4114,25,83,025,083,025083,252821,1.0000237,0.0000000,0.0000000,1.0000237
4115,25,84,025,084,025084,252821,1.0000237,0.0000000,0.0000000,1.0000237
4116,25,85,025,085,025085,252821,0.8795127,0.1205190,0.0000000,0.8795127
4117,25,86,025,086,025086,252821,0.2718272,0.7281965,0.0000000,0.2718272
4118,25,87,025,087,025087,252821,0.6152087,0.3848150,0.0000000,0.6152087
4119,25,88,025,088,025088,252821,0.1575263,0.8425014,0.0000000,0.1575263
4138,25,107,025,107,025107,252821,0.1337777,0.8662500,0.0000000,0.1337777
4139,25,108,025,108,025108,252821,0.5883512,0.4116726,0.0000000,0.5883512
4140,25,109,025,109,025109,252821,0.5170144,0.4830093,0.0000000,0.5170144
4141,25,110,025,110,025110,252821,0.3531238,0.6468999,0.0000000,0.3531238
4142,25,111,025,111,025111,252821,0.3500504,0.6499693,0.0000000,0.3500504
4143,25,112,025,112,025112,252821,1.0000237,0.0000000,0.0000000,1.0000237
4144,25,113,025,113,025113,252821,0.7518067,0.2482131,0.0000000,0.7518067
4225,26,26,026,026,026026,252815,0.0240294,0.9759706,0.0000000,0.0240294
4226,26,27,026,027,026027,252815,0.8871784,0.1128216,0.0000000,0.8871784
4227,26,28,026,028,026028,252816,0.7757412,0.2242628,0.0000000,0.7757412
4232,26,33,026,033,026033,252817,0.5320373,0.4679746,0.0000000,0.5320373
4233,26,34,026,034,026034,252817,0.9170658,0.0829421,0.0000000,0.9170658
4234,26,35,026,035,026035,252817,0.9931571,0.0068509,0.0000000,0.9931571
4235,26,36,026,036,026036,252817,0.9212626,0.0787414,0.0000000,0.9212626
4236,26,37,026,037,026037,252817,0.8972252,0.1027827,0.0000000,0.8972252
4237,26,38,026,038,026038,252817,0.9443743,0.0556336,0.0000000,0.9443743
4238,26,39,026,039,026039,252818,0.9467793,0.0532326,0.0000000,0.9467793
4239,26,40,026,040,026040,252818,0.9486621,0.0513498,0.0000000,0.9486621
4240,26,41,026,041,026041,252818,0.9940312,0.0059807,0.0000000,0.9940312
4241,26,42,026,042,026042,252818,1.0000119,0.0000000,0.0000000,1.0000119
4242,26,43,026,043,026043,252818,0.9715642,0.0284477,0.0000000,0.9715642
4243,26,44,026,044,026044,252818,0.9978641,0.0021478,0.0000000,0.9978641
