1.705317878310103931e-03,1.602628130167940484e-03,1.723983455731268157e-03,1.319742453260764042e-03,1.472491754838548472e-03,1.429471309438465820e-03,1.441827130520816503e-03,1.747483964670695300e-03,1.228611606298740666e-01,1.726691604329101681e-01,1.415408566777622834e-01,1.576403805533362901e-01
3.530014679219718454e-01,3.370742435775183066e-01,3.644957748756508797e-01,1.835224565604439469e-03,3.000294712734220132e-02,2.914947941683899979e-02,2.547459449284412286e-02,8.537299105078759859e-03,6.329211257671374206e-03,3.240641784674783751e-03,9.190583095238829409e-03,1.451569188469882705e-02
5.131306816483052063e-02,5.377467937818179028e-02,5.254180537013540542e-02,1.318685285738476929e-03,2.485021594564484036e-03,2.374122941300691684e-03,2.359325971825496603e-03,2.528130314632214774e-03,5.893129080310067179e-03,5.878987095007062562e-03,6.719467065462206637e-03,5.464104158645185540e-03
3.164452061277385486e-02,3.239668734809549033e-02,2.937825405985839550e-02,1.313794785038159985e-03,9.012794193883409688e-02,6.470164170827524819e-02,6.334906162344801361e-02,4.587229311413213578e-02,1.360014115456787964e-01,1.202462152416028524e-01,1.267562124848268801e-01,9.543655349845726887e-02
5.770282201145476852e-03,5.975588058290202953e-03,6.063143330454373071e-03,1.340457723747286905e-03,2.290871085651170411e-02,2.608949494821206222e-02,2.369259195861003753e-02,1.410396153620024386e-02,2.279066947983073282e-03,2.122375909611300040e-03,2.184219159734272515e-03,1.819069322656265836e-03
1.588564558828208743e-03,1.640320429955684353e-03,1.548631909507756184e-03,1.315191144079591199e-03,1.029521733683006748e-03,1.156512717000459604e-03,1.112885836040818912e-03,1.177565929649977000e-03,1.555089097722130035e-03,1.563536923988799888e-03,1.573648941566168323e-03,1.209199829960335044e-03
1.308376876975150252e-03,1.338640408780352332e-03,1.353357243294800666e-03,1.440457938069247086e-03,4.446268796735390084e-03,1.742358144286362473e-02,1.146929569362620596e-02,1.533905901255986325e-02,1.482493916844537969e-02,2.361351953994765551e-02,1.828231246131522061e-02,2.193580553941445674e-02
1.583959024475222865e-03,1.633726804704111780e-03,1.594456808883163530e-03,1.315817702114298500e-03,1.205617873829505689e-03,1.203265686891691550e-03,1.221026344176304700e-03,1.147171983904596250e-03,1.749071731341804437e-03,2.030121922869224799e-03,1.839202761758423335e-03,1.971031456003515588e-03
9.476919689130399328e-04,1.043251669078028255e-03,1.002155391148128226e-03,1.321546891231407516e-03,1.336483426748745571e-03,1.223876571492390781e-03,1.037932531131290081e-03,1.104012087680065817e-03,1.111276034440253401e-03,1.038577839701436368e-03,1.051262111260933049e-03,9.998477946630785016e-04
1.384542302113199366e-03,1.342276537932454977e-03,1.370100518021942146e-03,1.307479009168735279e-03,1.271795559417022515e-03,1.365622116529754092e-03,1.270227199630832339e-03,1.403915324501551652e-03,1.124830823301174688e-03,1.106998229929923288e-03,1.171335054984912801e-03,1.239784096663476770e-03
