GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,12312778
1999,,,,,,,,,,,,,,,,,,,,,385168522
,,419,,,,,,,,,,,,,,,,,,,405250646
JARDIN SAN ALVARO,10,480945,2151587,196,09,016,Miguel Hidalgo,09016,94003,82253,88128,82685,94003,85709,94003,101779,62899,74650,69638,70157,999907
NUEVA SANTA MARIA,11,482650,2152058,248,09,002,Azcapotzalco,09002,52531,149990,163296,150336,149299,152669,157594,168739,125798,110592,109814,120960,1611619
OBRERO POPULAR,12,481957,2152026,250,09,002,Azcapotzalco,09002,135475,118541,127008,145325,165888,131242,146534,155347,145152,143770,141955,116122,1672358
PANAMERICANA,13,484759,2153609,262,09,005,Gustavo A. Madero,09005,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,0
PANTACO #1,14,482283,2154851,263,09,002,Azcapotzalco,09002,REHAB.,REHAB.,REHAB.,145325,207360,144634,176947,91066,84672,168653,158026,149990,1326672
PANTACO #2,15,482419,2154039,264,09,002,Azcapotzalco,09002,199066,174182,173664,175392,182477,163382,171418,200880,183859,182477,198202,164506,2169504
PANTACO #3,16,482304,2153389,265,09,002,Azcapotzalco,09002,88474,77414,82944,75168,85709,109814,116122,117850,72576,168653,179453,149990,1324166
PARQUE TEZOZOMOC,17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,201830,174182,178848,165370,182477,195523,201830,195523,169344,193536,18749,169344,2046557
PETROLERA,18,479198,2154207,313,09,002,Azcapotzalco,09002,47002,41126,44064,32573,38707,37498,35942,37498,26611,35942,32141,7258,416362
PRADOS DEL ROSARIO,19,478144,2155925,321,09,002,Azcapotzalco,09002,163123,135475,145152,120269,135475,133920,132710,133920,120960,138240,125885,104026,1589155
PRO-HOGAR,20,483605,2152928,323,09,002,Azcapotzalco,09002,132710,116122,124416,105235,127181,112493,107827,107136,111283,116122,115171,104026,1379722
PROVIDENCIA,21,478144,2155181,324,09,002,Azcapotzalco,09002,201830,174182,189216,155347,163123,174096,154829,174096,157248,174182,141955,152410,2012515
PRESIDENTE MADERO,22,478895,2155313,322,09,002,Azcapotzalco,09002,138240,123379,134784,115258,135475,128563,132710,131242,116122,96768,91066,84672,1428278
SANTA CATARINA AZCAPOTZALCO,23,471527,2154972,438,15,057,Naucalpan de Ju?írez,15057,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
SAN JUAN TLIHUACA,24,478946,2154626,388,09,002,Azcapotzalco,09002,176947,154829,145152,137808,163123,158026,107827,158026,142733,168653,160704,147571,1821398
SAN MARTIN XOCHINAHUAC #1,25,479995,2155926,415,09,002,Azcapotzalco,09002,47002,41126,46656,42595,49766,48211,49766,48211,43546,55296,50890,45965,569030
SAN MARTIN XOCHINAHUAC #2,26,478781,2155913,416,09,002,Azcapotzalco,09002,190771,166925,150336,20045,124416,149990,160358,147312,118541,218419,158026,186278,1791418
SAN MIGUEL AMANTLA,27,478540,2153210,417,09,002,Azcapotzalco,09002,118886,104026,111456,90202,102298,99101,102298,99101,89510,143770,131242,125798,1317686
SAN PEDRO XALPA #1,28,478126,2154207,421,09,002,Azcapotzalco,09002,33178,29030,31104,30067,33178,32141,33178,32141,29030,35942,34819,33869,387677
SAN PEDRO XALPA #2,29,477447,2154531,422,09,002,Azcapotzalco,09002,REHAB.,REHAB.,41472,135302,146534,149990,154829,160704,142733,129946,147312,145152,1353974
TRABAJADORES DEL HIERRO,30,484108,2153620,503,09,002,Azcapotzalco,09002,107827,94349,98496,60134,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,360806
VALLE DEL TEPEYAC,31,485252,2154857,535,09,005,Gustavo A. Madero,09005,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,0
VILLAS AZCAPOTZALCO,32,479576,2155276,566,09,002,Azcapotzalco,09002,99533,84672,90720,85190,94003,91066,96768,93744,84672,102298,96422,89510,1108598
ABASOLO JARDIN,33,484606,2150489,2,09,015,Cuauht??moc,09015,REPOS.,19354,145152,132797,99533,45533,157594,147312,142733,171418,144634,149990,1356048
ACACIAS,34,481862,2140960,4,09,014,Benito Ju?írez,09014,77414,79834,80352,80179,91238,88387,74650,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,572054
ALAMEDA DE SANTA MARIA,35,483553,2150442,15,09,015,Cuauht??moc,09015,11059,149990,152928,152842,146534,168739,157594,168739,149990,157594,166061,125798,1707869
ALAMEDA DE TACUBAYA,36,480571,2145040,16,09,016,Miguel Hidalgo,09016,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,53222,53222
ALAMOS JARDIN #1,37,485190,2144841,17,09,014,Benito Ju?írez,09014,110592,99187,106272,102730,118886,112493,118886,115171,104026,116122,117850,106445,1328659
ALAMOS JARDIN #2,38,485124,2145120,18,09,014,Benito Ju?írez,09014,REHAB.,128218,127008,120269,160358,139277,127181,120528,116122,118886,107136,96768,1361750
ALBERT Y BERLIN,39,485377,2141715,19,09,014,Benito Ju?írez,09014,41472,41126,44064,45101,55296,48211,49766,26784,29030,33178,10714,50803,475546
ALGARIN,40,485104,2145574,21,09,015,Cuauht??moc,09015,47002,48384,25920,130291,149299,144634,143770,123206,128218,149299,147312,137894,1375229
ALTAVISTA,41,479176,2139108,22,09,010,?ülvaro Obreg??n,09010,171418,145152,77760,65146,82944,74995,74650,72317,65318,74650,88387,77414,1070150
ANTONIO M. ANZA,42,483287,2146238,36,09,015,Cuauht??moc,09015,71885,67738,72576,72662,74650,66960,41472,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,467942
ARENAL SAN ANGEL,43,480917,2139244,38,09,003,Coyoac?ín,09003,157594,140314,139968,140314,163123,149990,154829,125885,123379,118886,48211,133056,1595549
ARNAIZ ROSENDO,44,480411,2143138,39,09,014,Benito Ju?írez,09014,91238,84672,93312,92707,99533,93744,102298,104458,89510,107827,104458,94349,1158106
AXOTLA,45,481716,2140255,80,09,010,?ülvaro Obreg??n,09010,REPAR.,26611,38880,35078,44237,40176,41472,42854,36288,41472,34819,29030,410918
BENJAMIN FRANKLIN,46,480957,2145692,87,09,016,Miguel Hidalgo,09016,33178,29030,31104,30067,35942,34819,35942,34819,31450,35942,18749,REPAR.,351043
CAMPOS ELISEOS,47,478852,2148058,94,09,016,Miguel Hidalgo,09016,107827,87091,95904,95213,105062,96422,94003,96422,87091,99533,101779,70157,1136506
CASA AMARILLA,48,480065,2145785,98,09,016,Miguel Hidalgo,09016,141005,118541,127008,127786,138240,136598,141005,125885,96768,124416,93744,96768,1467763
CEDROS Y MOLIERE,49,478706,2148642,104,09,016,Miguel Hidalgo,09016,69120,60480,51840,27562,41472,45533,47002,48211,50803,55296,61603,55642,614563
CICERON,50,478413,2148337,119,09,016,Miguel Hidalgo,09016,66355,58061,64800,65146,71885,66960,60826,58925,50803,55296,POZ.PAR,POZ.PAR,619056
DIAGONAL SAN ANTONIO,51,484551,2144735,139,09,014,Benito Ju?írez,09014,80179,84672,90720,85190,94003,85709,88474,93744,74995,91238,80352,79834,1029110
CHAPULTEPEC MORALES,52,480327,2148642,113,09,016,Miguel Hidalgo,09016,REPOS.,REPOS.,REPOS.,32573,52531,158026,146534,109814,137894,143770,0,135475,916618
HORMIGA,53,479959,2146530,174,09,016,Miguel Hidalgo,09016,74650,65318,69984,67651,71885,74995,71885,72317,62899,71885,72317,65318,841104
HUERTAS DEL CARMEN,54,480757,2138752,175,09,003,Coyoac?ín,09003,107827,91930,93312,92707,99533,91066,69120,117850,118541,105062,80352,77414,1144714
IRRIGACION,55,478175,2149700,177,09,016,Miguel Hidalgo,09016,19354,14515,0,0,0,18749,71885,69638,62899,71885,69638,62899,461462
JARDIN DE SAN JACINTO,56,479963,2138791,193,09,010,?ülvaro Obreg??n,09010,149299,135475,46656,32573,127181,120528,107827,101779,113702,129946,93744,104026,1262736
JARDINES DEL PEDREGAL #1,57,478216,2137221,197,09,010,?ülvaro Obreg??n,09010,71885,62899,59616,50112,52531,26784,24883,16070,41126,35942,50890,58061,550800
JARDINES DEL PEDREGAL #2,58,479233,2137630,198,09,010,?ülvaro Obreg??n,09010,REPAR.,REPAR.,REPAR.,REPAR.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
JARDINES DEL PEDREGAL #3,59,479590,2136089,199,09,003,Coyoac?ín,09003,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
JARDINES DEL PEDREGAL #4-B,60,477965,2135930,200,09,010,?ülvaro Obreg??n,09010,49766,53222,72576,72662,94003,88387,85709,85709,55642,66355,61603,84672,870307
JARDINES DEL PEDREGAL #5-A,61,477046,2135344,202,09,010,?ülvaro Obreg??n,09010,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
JARDINES DEL PEDREGAL #5-B,62,477155,2135188,203,09,010,?ülvaro Obreg??n,09010,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,48211,102298,96422,53222,102298,99101,89510,591062
JARDIN MORELOS,63,481303,2145227,194,09,016,Miguel Hidalgo,09016,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
JARDIN POMBO,64,480823,2144109,195,09,014,Benito Ju?írez,09014,49766,45965,49248,42595,41472,42854,41472,42854,43546,44237,50890,48384,543283
LA CAMPANA,65,480797,2141915,204,09,014,Benito Ju?írez,09014,196301,171763,184032,175392,193536,184810,193536,184810,169344,91238,88387,79834,1912982
LA HUERTA,66,483034,2142593,206,09,014,Benito Ju?írez,09014,176947,154829,163296,152842,105062,139277,141005,136598,123379,141005,139277,123379,1696896
LAGO GINEBRA,67,479224,2150276,209,09,016,Miguel Hidalgo,09016,94003,82253,64800,62640,91238,69638,77414,74995,65318,82944,83030,70157,918432
LEGARIA,68,478689,2150496,210,09,016,Miguel Hidalgo,09016,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,16070,44237,34819,16934,160358,147312,130637,550368
MARINA NACIONAL #1,69,481481,2149520,217,09,016,Miguel Hidalgo,09016,127181,108864,119232,95213,102298,117850,121651,117850,104026,118886,117850,106445,1357344
MARINA NACIONAL #3,70,480760,2150404,218,09,016,Miguel Hidalgo,09016,66355,65318,67392,62640,85709,83030,85709,83030,65318,99533,101779,91930,957744
MARINA NACIONAL #4,71,480221,2151033,219,09,016,Miguel Hidalgo,09016,96768,87091,93312,90202,88474,83030,88474,88387,79834,60826,58925,53222,968544
MAR MEDITERRANEO,72,481776,2150834,216,09,016,Miguel Hidalgo,09016,127181,108864,114048,112752,129946,128563,132710,128563,116122,121651,115171,108864,1444435
MARTIRES DE TACUBAYA,73,480664,2144482,220,09,014,Benito Ju?írez,09014,118886,99187,93312,72662,66355,48211,58061,24106,38707,44237,5357,7258,676339
MAYORASGO,74,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
MIGUEL ALEMAN,75,485070,2143994,224,09,014,Benito Ju?írez,09014,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
MIRAFLORES,76,480622,2143758,228,09,014,Benito Ju?írez,09014,113357,101606,106272,100224,110592,107136,107827,107136,94349,107827,107136,96768,1260230
MIRAVALLE,77,485274,2140695,229,09,014,Benito Ju?írez,09014,102298,91930,80352,90202,94003,85709,99533,74995,91930,102298,85709,116122,1115078
MODERNA,78,485903,2144382,230,09,014,Benito Ju?írez,09014,58061,36288,41472,37584,49766,40176,33178,42854,24192,30413,32141,26611,452736
MOLINO DEL REY,79,479642,2147289,231,09,016,Miguel Hidalgo,09016,38707,33869,33696,32573,35942,32141,30413,29462,26611,27648,24106,26611,371779
NAPOLES,80,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52531,41126,46656,40090,44237,45533,52531,56246,41126,REPAR.,32141,31450,483667
NATIVITAS,81,485550,2142726,236,09,014,Benito Ju?írez,09014,165888,145152,147744,140314,157594,136598,135475,136598,125798,129946,115171,208051,1744330
NATIVITAS,82,485550,2142726,236,09,014,Benito Ju?írez,09014,22118,7258,31104,37584,41472,37498,38707,40176,36288,41472,40176,33869,407722
NORMANDIA,83,485856,2141928,247,09,007,Iztapalapa,09007,248832,208051,194400,197942,221184,222307,212890,200880,195955,237773,184810,208051,2533075
NUEVO MIGUEL ALEMAN,84,485108,2143877,249,09,014,Benito Ju?írez,09014,99533,87091,93312,102730,113357,109814,113357,109814,62899,85709,64282,72576,1114474
ORTIZ RUBIO,85,485111,2142220,253,09,014,Benito Ju?írez,09014,116122,104026,101088,92707,99533,88387,113357,109814,89510,105062,101779,67738,1189123
PARQUE DE LOS VENADOS,86,483779,2141901,270,09,014,Benito Ju?írez,09014,REPAR.,REPAR.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
P. MARISCAL SUCRE,87,483060,2143897,254,09,014,Benito Ju?írez,09014,102298,94349,101088,97718,60826,64282,107827,101779,94349,107827,104458,94349,1131149
PARROQUIA #1,88,483206,2141726,271,09,014,Benito Ju?írez,09014,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
PARROQUIA #2,89,483206,2141726,272,09,014,Benito Ju?írez,09014,8294,9677,10368,10022,5530,8035,8294,8035,7258,8294,8035,7258,99101
PERIODISTA,90,477073,2150067,312,09,016,Miguel Hidalgo,09016,143770,133056,145152,112752,141005,147312,149299,109814,128218,52531,10714,130637,1404259
PIRULERA,91,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,132710,116122,116640,117763,138240,107136,124416,115171,106445,110592,99101,99187,1383523
PORTALES,92,484686,2140946,317,09,014,Benito Ju?írez,09014,REPOS.,REPOS.,7776,107741,110592,115171,132710,125885,96768,124416,112493,89510,1023062
POPOTLA,93,481168,2151220,316,09,016,Miguel Hidalgo,09016,27648,21773,25920,25056,27648,26784,27648,26784,24192,27648,26784,24192,312077
RADIO MIL,94,484258,2143551,353,09,014,Benito Ju?írez,09014,REPOS.,REPOS.,142560,192931,212890,208915,221184,163382,193536,210125,206237,174182,1925942
SALESIANO,95,481404,2150143,379,09,016,Miguel Hidalgo,09016,52531,REPAR.,REPAR.,77674,105062,109814,113357,109814,99187,110592,109814,99187,987034
SAN FELIPE POPOTLA,96,481648,2151031,380,09,016,Miguel Hidalgo,09016,152064,130637,142560,137808,152064,147312,152064,147312,154829,174182,171418,154829,1817078
SAN JOAQUIN TACUBA,97,478238,2150738,386,09,016,Miguel Hidalgo,09016,REPOS.,REPOS.,145152,177898,188006,163382,154829,117850,152410,182477,192845,125798,1600646
RIO SAN JOAQUIN,98,477902,2150276,363,09,016,Miguel Hidalgo,09016,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
TACUBA,99,480210,2151387,459,09,016,Miguel Hidalgo,09016,110592,99187,106272,97718,105062,91066,102298,109814,99187,110592,109814,99187,1240790
TIZAPAN,100,478906,2138404,497,09,010,?ülvaro Obreg??n,09010,146534,118541,132192,67651,74650,74995,8294,125885,19354,8294,POZ.PAR,POZ.PAR,776390
VERONICA,101,481682,2148727,555,09,016,Miguel Hidalgo,09016,132710,125798,108864,115258,149299,141955,19354,26784,41126,146534,152669,137894,1298246
VIADUCTO,102,481343,2144628,556,09,014,Benito Ju?írez,09014,47002,38707,44064,37584,49766,45533,44237,50890,REHAB.,REHAB.,REHAB.,REHAB.,357782
DIRECTO #22,103,477696,2134789,144,09,012,Tlalpan,09012,52531,74995,77760,80179,77414,45533,94003,80352,0,71885,61603,62899,779155
AJUSCO,104,483445,2136071,14,09,003,Coyoac?ín,09003,94003,82253,64800,77674,85709,83030,88474,88387,26611,27648,29462,26611,774662
ALTILLO UNIVERSIDAD,105,481103,2138473,23,09,003,Coyoac?ín,09003,47002,38707,41472,42595,44237,48211,52531,53568,45965,52531,50890,48384,566093
BOSQUES DE TLATEMEYA,106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,163123,137894,150336,147830,157594,101779,110592,104458,91930,33178,50890,REHAB.,1249603
CARACOL,107,482972,2134511,96,09,003,Coyoac?ín,09003,82944,67738,72576,72662,77414,74995,80179,69638,72576,77414,80352,72576,901066
CEDRAL,108,488152,2135509,103,09,003,Coyoac?ín,09003,REPAR.,41126,44064,45101,94003,88387,94003,85709,19354,REPAR.,21427,77414,610589
COUNTRY CLUB,109,485226,2139758,129,09,003,Coyoac?ín,09003,85709,72576,80352,77674,85709,83030,88474,83030,74995,82944,83030,74995,972518
COLONIA DEL CARMEN FRAGATA,110,483260,2139989,127,09,003,Coyoac?ín,09003,193536,169344,181440,175392,193536,176774,193536,179453,164506,179712,184810,162086,2154125
COPILCO UNIVERSIDAD,111,480690,2137954,128,09,003,Coyoac?ín,09003,49766,65318,69984,67651,74650,72317,77414,69638,62899,71885,72317,62899,816739
DEPORTIVO CANTIL,112,483864,2138082,133,09,003,Coyoac?ín,09003,105062,89510,101088,112752,116122,85709,116122,85709,111283,49766,99101,104026,1176250
DEPORTIVO DURANGO,113,483374,2135359,134,09,003,Coyoac?ín,09003,157594,137894,147744,135302,149299,144634,157594,149990,135475,149299,152669,135475,1752970
EDUCACION #1,114,485357,2138170,147,09,003,Coyoac?ín,09003,94003,82253,88128,85190,91238,77674,88474,93744,84672,94003,96422,84672,1060474
EDUCACION #2 (N),115,486192,2137920,148,09,003,Coyoac?ín,09003,99533,87091,93312,90202,99533,99101,107827,101779,74995,82944,85709,74995,1097021
HUIPULCO,116,485681,2132491,176,09,012,Tlalpan,09012,102298,89510,95904,95213,105062,99101,107827,99101,84672,99533,101779,89510,1169510
LA CIENEGA,117,483898,2137741,205,09,003,Coyoac?ín,09003,118886,104026,111456,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REHAB.,REPAR.,334368
LOS COYOTES,118,487314,2135852,214,09,003,Coyoac?ín,09003,163123,111283,132192,112752,132710,147312,163123,163382,137894,163123,163382,147571,1737850
LOS REYES COYOACAN,119,483778,2138641,215,09,003,Coyoac?ín,09003,77414,67738,72576,62640,69120,72317,77414,85709,82253,88474,80352,79834,915840
METRO C.U.,120,481622,2136504,223,09,003,Coyoac?ín,09003,171418,159667,181440,160358,185242,182131,199066,192845,174182,199066,192845,108864,2107123
MULTIF. COAPA #7,121,486679,2133212,233,09,012,Tlalpan,09012,212890,181440,196992,192931,188006,182131,193536,195523,174182,190771,195523,169344,2273270
MULTIF. COAPA #8,122,487734,2132727,234,09,013,Xochimilco,09013,154829,137894,145152,147830,179712,168739,179712,171418,157248,174182,176774,154829,1948320
PASEOS DE TAXQUENA,123,486893,2138915,273,09,003,Coyoac?ín,09003,118886,101606,108864,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,101779,104026,535162
PEDREGAL DE SAN FRANCISCO,124,482687,2138340,277,09,003,Coyoac?ín,09003,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,89510,96768,99101,89510,374890
PEDREGAL IMAN,125,481901,2135103,279,09,003,Coyoac?ín,09003,91238,79834,90720,55123,102298,128563,127181,123206,113702,116122,117850,116122,1261958
PERIFERICO #1,126,485573,2136312,293,09,003,Coyoac?ín,09003,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,0
PERIFERICO #2,127,486493,2134490,304,09,012,Tlalpan,09012,201830,176602,189216,182909,193536,190166,207360,192845,176602,193536,198202,174182,2276986
PERIFERICO #3,128,484822,2133935,305,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REPAR.,124416,120528,129946,123206,108864,121651,123206,111283,963101
PERIFERICO #4,129,484272,2133665,306,09,012,Tlalpan,09012,185242,162086,173664,150336,168653,158026,174182,158026,145152,160358,120528,142733,1898986
PERIFERICO #5,130,483200,2133848,307,09,012,Tlalpan,09012,REPAR.,91930,101088,90202,88474,99101,94003,91066,65318,71885,69638,74995,937699
PERIFERICO #6,131,484192,2132586,308,09,012,Tlalpan,09012,27648,21773,51840,15034,52531,56246,58061,64282,55642,66355,64282,58061,591754
PERIFERICO #7,132,483602,2132446,309,09,012,Tlalpan,09012,24883,36288,46656,20045,41472,66960,63590,24106,45965,41472,74995,67738,554170
PERIFERICO #8,133,483602,2132446,310,09,012,Tlalpan,09012,0,0,0,0,REPAR.,REPAR.,0,0,0,POZ.PAR,0,67738,67738
PERIFERICO #9,134,486233,2131345,311,09,013,Xochimilco,09013,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,96422,105062,112493,99187,110592,112493,101606,737856
PERIFERICO #10,135,486333,2132216,294,09,013,Xochimilco,09013,160358,140314,147744,142819,152064,139277,154829,147312,133056,146534,149990,130637,1744934
PERIFERICO #11,136,488634,2132855,295,09,013,Xochimilco,09013,52531,45965,46656,72662,80179,74995,94003,96422,87091,138240,141955,125798,1056499
PERIFERICO #12,137,488153,2133115,296,09,012,Tlalpan,09012,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,0
PERIFERICO #13,138,486343,2136134,297,09,003,Coyoac?ín,09003,REPOS.,REPOS.,REPOS.,137808,149299,139277,146534,141955,125798,138240,141955,48384,1169251
PERIFERICO #14,139,488083,2134134,298,09,003,Coyoac?ín,09003,185242,162086,173664,167875,174182,174096,185242,174096,152410,168653,171418,154829,2043792
PERIFERICO #15,140,485969,2135229,299,09,003,Coyoac?ín,09003,0,0,0,40090,176947,171418,182477,176774,154829,171418,174096,157248,1405296
PERIFERICO #16,141,489444,2134015,300,09,013,Xochimilco,09013,55296,70157,82944,0,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,0,137894,346291
PERIFERICO #17,142,489484,2134564,301,09,013,Xochimilco,09013,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
PERIFERICO #19,143,488874,2136877,303,09,003,Coyoac?ín,09003,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,121651,POZ.PAR,POZ.PAR,REPAR.,REPAR.,REPAR.,121651
POZO 20 DE AGOSTO,144,487195,2138577,318,09,003,Coyoac?ín,09003,174182,91930,160704,157853,REPAR.,179453,190771,179453,159667,176947,179453,162086,1812499
PRADOS CHURUBUSCO,145,486699,2140007,320,09,003,Coyoac?ín,09003,141005,123379,129600,150336,160358,155347,165888,152669,135475,149299,REPAR.,REPAR.,1463357
PREPARATORIA #5 (N),146,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,207360,176602,191808,187920,91238,198202,210125,200880,179021,196301,206237,181440,2227133
REY MOCTEZUMA,147,483541,2137081,360,09,003,Coyoac?ín,09003,19354,130637,142560,140314,152064,168739,179712,40176,152410,168653,171418,154829,1620864
ROMERO DE TERREROS,148,482187,2138640,364,09,003,Coyoac?ín,09003,132710,118541,124416,122774,141005,141955,154829,147312,135475,149299,152669,133056,1654042
RUIZ CORTINEZ,149,484853,2136072,365,09,003,Coyoac?ín,09003,149299,130637,142560,130291,143770,139277,152064,147312,133056,146534,149990,133056,1697846
SAN FRANCISCO CULHUACAN,150,487793,2137344,382,09,003,Coyoac?ín,09003,129946,116122,121824,120269,132710,139277,146534,141955,125798,138240,141955,128218,1582848
SAN NICOLAS TOLENTINO,151,485838,2133075,418,09,012,Tlalpan,09012,107827,94349,101088,97718,107827,101779,110592,104458,94349,105062,107136,94349,1226534
SANTA URSULA COAPA,152,483956,2134956,449,09,003,Coyoac?ín,09003,85709,74995,80352,80179,88474,88387,96768,91066,82253,91238,93744,82253,1035418
UNIVERSIDAD,153,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52531,53222,44064,47606,11059,10714,11059,48211,58061,60826,45533,50803,493690
VILLA OLIMPICA #1,154,480489,2134541,563,09,003,Coyoac?ín,09003,141005,120960,129600,127786,138240,133920,141005,136598,120960,132710,139277,123379,1585440
