GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,12312778
1999,,,,,,,,,,,,,,,,,,,,,385168522
,,419,,,,,,,,,,,,,,,,,,,405250646
VIVEROS DEL RELOJ #1,155,485383,2135593,568,09,003,Coyoac?ín,09003,121651,106445,114048,110246,121651,112493,124416,120528,108864,77414,123206,108864,1349827
VIVEROS DEL RELOJ #2,156,485353,2136042,569,09,003,Coyoac?ín,09003,99533,87091,93312,97718,107827,101779,110592,104458,94349,110592,107136,94349,1208736
ACOXPA #31,157,485192,2133795,5,09,012,Tlalpan,09012,REPAR.,REPAR.,44064,205459,201830,37498,199066,198202,147571,85709,POZ.PAR,POZ.PAR,1119398
ACOXPA #32,158,485455,2133735,6,09,012,Tlalpan,09012,235008,205632,194400,190426,207360,198202,223949,211594,195955,215654,219629,193536,2491344
DIRECTO #18,159,489804,2135343,140,09,013,Xochimilco,09013,35942,45965,41472,42595,44237,48211,55296,40176,29030,33178,37498,29030,482630
DIRECTO #19,160,481368,2134327,141,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REPAR.,41472,40176,41472,40176,36288,REPAR.,10714,36288,246586
DIRECTO #20-B,161,480015,2134312,142,09,003,Coyoac?ín,09003,149299,166925,178848,177898,154829,179453,171418,160704,176602,207360,211594,210470,2145398
DIRECTO #21,162,479873,2134178,143,09,012,Tlalpan,09012,116122,101606,121824,117763,129946,120528,149299,141955,74995,118886,120528,106445,1419898
DIRECTO #24,163,482128,2135810,145,09,003,Coyoac?ín,09003,110592,62899,137376,110246,132710,117850,116122,109814,113702,121651,128563,123379,1384906
DIRECTO #25,164,483719,2134751,146,09,003,Coyoac?ín,09003,74650,62899,36288,32573,38707,53568,71885,80352,36288,80179,80352,70157,717898
ISSSTE COAPA #1,165,487057,2133526,179,09,012,Tlalpan,09012,201830,176602,150336,145325,182477,171418,182477,171418,157248,176947,179453,157248,2052778
ISSSTE COAPA #2,166,488733,2133590,180,09,012,Tlalpan,09012,REHAB.,REHAB.,80352,127786,141005,136598,132710,125885,147571,165888,163382,145152,1366330
ISSSTE COAPA #3,167,487084,2134763,181,09,003,Coyoac?ín,09003,223949,195955,209952,202954,223949,195523,193536,158026,198374,196301,190166,198374,2387059
ISSSTE COAPA #4,168,487494,2135343,182,09,003,Coyoac?ín,09003,215654,195955,212544,200448,221184,219629,218419,222307,120960,232243,227664,188698,2475706
NAHUATLACAS,169,483445,2136059,235,09,003,Coyoac?ín,09003,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REPOS.,0
PEDREGAL DE CARRASCO,170,482587,2134705,276,09,003,Coyoac?ín,09003,118886,91930,132192,122774,143770,141955,152064,166061,137894,160358,141955,125798,1635638
PEDREGAL DE SANTO DOMINGO,171,482109,2136073,278,09,003,Coyoac?ín,09003,102298,89510,59616,57629,69120,66960,77414,72317,77414,82944,85709,74995,915926
SANTA URSULA,172,483587,2135232,448,09,003,Coyoac?ín,09003,176947,154829,139968,137808,157594,174096,176947,166061,162086,176947,182131,159667,1965082
TERRANOVA,173,480277,2137821,495,09,003,Coyoac?ín,09003,163123,142733,152928,147830,149299,139277,143770,133920,123379,135475,139277,120960,1691971
ZAPATA #17,174,482186,2134254,576,09,012,Tlalpan,09012,33178,21773,POZ.PAR,55123,55296,53568,38707,29462,50803,55296,53568,53222,499997
ZAPOTECAS,175,483267,2136640,577,09,003,Coyoac?ín,09003,129946,113702,114048,112752,110592,104458,REPAR.,72317,104026,116122,115171,104026,1197158
BATAM,176,477520,2137686,85,09,008,La Magdalena Contreras,09008,55296,50803,49248,47606,47002,53568,41472,42854,36288,44237,45533,41126,555034
BELISARIO DOMINGUEZ,177,481265,2133300,86,09,012,Tlalpan,09012,60826,67738,77760,75168,82944,80352,74650,80352,70157,77414,77674,70157,895190
CLUB DE GOLF #2,178,483400,2131600,123,09,012,Tlalpan,09012,REPAR.,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,0
CLUB DE GOLF #3,179,483400,2131600,124,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,REPAR.,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,0
CLUB DE GOLF #4,180,483400,2131600,125,09,012,Tlalpan,09012,58061,48384,54432,50112,58061,58925,60826,56246,53222,58061,58925,50803,666058
DALIAS,181,481889,2141303,132,09,014,Benito Ju?írez,09014,16589,26611,28512,5011,8294,5357,0,POZ.PAR,POZ.PAR,8294,10714,19354,128736
DEPORTIVO XOCHITL,182,481054,2132826,138,09,012,Tlalpan,09012,55296,36288,49248,42595,44237,24106,52531,32141,12096,REPAR.,POZ.PAR,REPAR.,348538
DEPORTIVO VIVANCO,183,483427,2139343,137,09,003,Coyoac?ín,09003,88474,77414,93312,87696,107827,104458,74650,72317,62899,71885,64282,38707,943920
EL CAMINERO,184,481103,2138473,150,09,003,Coyoac?ín,09003,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
EL TREBOL,185,482401,2131586,151,09,012,Tlalpan,09012,118886,106445,111456,107741,121651,115171,116122,40176,REPAR.,REPAR.,REPAR.,113702,951350
EL ZAPOTE,186,481267,2133874,152,09,012,Tlalpan,09012,58061,48384,54432,45101,66355,64282,77414,107136,99187,113357,96422,38707,868838
FOVISSSTE,187,480685,2132104,156,09,012,Tlalpan,09012,13824,12096,18144,12528,35942,37498,16589,18749,16934,11059,37498,33869,264730
GALEANA TLALPAN,188,482632,2132332,162,09,012,Tlalpan,09012,47002,24192,51840,35078,41472,56246,41472,16070,19354,13824,8035,21773,376358
HIDALGO TLALPAN,189,480912,2132969,172,09,012,Tlalpan,09012,77414,0,72576,65146,91238,83030,85709,26784,79834,88474,88387,77414,836006
JARDIN DE LA MONTANA #1,190,479273,2133860,191,09,012,Tlalpan,09012,71885,60480,67392,65146,71885,37498,41472,40176,33869,41472,40176,36288,607738
JARDIN DE LA MONTANA #2,191,478378,2133978,192,09,012,Tlalpan,09012,71885,58061,75168,62640,80179,66960,63590,58925,58061,60826,74995,67738,799027
PENA POBRE #2,192,480997,2133774,281,09,012,Tlalpan,09012,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
R-1,193,483430,2130663,333,09,012,Tlalpan,09012,82944,58061,82944,87696,88474,85709,118886,74995,84672,5530,REHAB.,REHAB.,769910
R-2,194,483177,2130602,338,09,012,Tlalpan,09012,96768,12096,80352,17539,88474,85709,96768,74995,84672,96768,93744,84672,912557
R-3,195,483552,2130452,346,09,012,Tlalpan,09012,33178,31450,31104,37584,24883,40176,52531,48211,45965,58061,56246,45965,505354
R-4,196,483815,2130811,347,09,012,Tlalpan,09012,74650,65318,64800,72662,77414,77674,19354,5357,REPAR.,REPAR.,REPAR.,36288,493517
R-5,197,484339,2131154,348,09,012,Tlalpan,09012,77414,67738,64800,75168,82944,77674,80179,74995,70157,80179,77674,70157,899078
R-6,198,485210,2132061,349,09,013,Xochimilco,09013,69120,60480,64800,62640,69120,66960,69120,66960,58061,60826,66960,60480,775526
R-7,199,484935,2131404,350,09,012,Tlalpan,09012,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
R-8,200,484693,2131234,351,09,012,Tlalpan,09012,24883,45965,41472,42595,44237,45533,52531,50890,48384,55296,53568,45965,551318
R-9,201,484129,2130853,352,09,012,Tlalpan,09012,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
R-10,202,483792,2130536,334,09,012,Tlalpan,09012,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
SAN FERNANDO TLALPAN,203,481638,2133393,381,09,012,Tlalpan,09012,110592,79834,145152,127786,157594,182131,154829,158026,135475,165888,144634,125798,1687738
SAN RAMON,204,477947,2137711,423,09,008,La Magdalena Contreras,09008,POZ.PAR,POZ.PAR,25920,55123,63590,56246,52531,56246,45965,58061,56246,50803,520733
SAN PEDRO MARTIR #1,205,483072,2129627,420,09,012,Tlalpan,09012,91238,79834,88128,87696,88474,85709,105062,88387,67738,91238,85709,79834,1039046
SANTA URSULA XITLA,206,480995,2131462,450,09,012,Tlalpan,09012,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
NORMANDIA,207,485856,2141928,247,09,007,Iztapalapa,09007,27648,24192,36288,32573,35942,37498,30413,29462,26611,30413,32141,26611,369792
TORIELLO,208,483222,2133095,501,09,012,Tlalpan,09012,58061,48384,57024,52618,16589,66960,60826,58925,50803,60826,58925,50803,640742
VILLA OLIMPICA #2,209,480443,2134197,564,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,0
VILLA OLIMPICA #3,210,479950,2133465,565,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,29030,29030
ARENAL,211,485285,2131689,37,09,013,Xochimilco,09013,99533,96768,59616,80179,85709,83030,96768,99101,89510,107827,101779,96768,1096589
ARTESANIAS O VILLA OLIMPICA,212,480679,2133319,40,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,REPAR.,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,0
BOSQUE TLALPAN #1,213,479688,2133363,88,09,012,Tlalpan,09012,2765,POZ.PAR,2592,37584,13824,5357,POZ.PAR,0,POZ.PAR,0,0,POZ.PAR,62122
BOSQUE TLALPAN #2,214,479648,2133076,89,09,012,Tlalpan,09012,REPAR.,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,0
CANAL #13,215,478437,2134424,95,09,012,Tlalpan,09012,REPOS.,REPOS.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,REPOS.,0
FUENTES BROTANTES #1,216,481550,2132467,159,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,0
FUENTES BROTANTES #2,217,481296,2132279,160,09,012,Tlalpan,09012,0,0,0,7517,55296,53568,52531,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,168912
FUENTES DEL PEDREGAL,218,476178,2134095,161,09,012,Tlalpan,09012,35942,29030,77760,32573,38707,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,214013
ISSFAM,219,483120,2131330,178,09,012,Tlalpan,09012,58061,53222,57024,55123,44237,56246,85709,58925,60480,58061,69638,53222,709949
LIMANTITLA,220,481534,2132038,211,09,012,Tlalpan,09012,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
#37,221,483038,2133008,1,09,012,Tlalpan,09012,REPAR.,87091,93312,77674,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,258077
PADIERNA #1,222,476778,2134389,255,09,012,Tlalpan,09012,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
PADIERNA #2,223,476720,2134847,256,09,012,Tlalpan,09012,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
PADIERNA #3,224,477226,2134706,257,09,012,Tlalpan,09012,58061,53222,54432,47606,58061,56246,74650,69638,45965,63590,56246,53222,690941
PADIERNA #4,225,476884,2135388,258,09,008,La Magdalena Contreras,09008,58061,48384,69984,70157,74650,56246,30413,72317,58061,66355,26784,33869,665280
PADIERNA #5,226,477814,2133790,259,09,012,Tlalpan,09012,63590,55642,41472,60134,63590,64282,49766,48211,41126,63590,56246,55642,663293
PADIERNA PICACHO,227,476943,2133837,260,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,0
PEDREGAL AGUILAS,228,482211,2130826,275,09,012,Tlalpan,09012,5530,2419,10368,5011,8294,8035,8294,10714,21773,74650,58925,POZ.PAR,214013
PEDREGAL #2,229,478376,2140393,274,09,010,?ülvaro Obreg??n,09010,30413,26611,25920,25056,24883,24106,16589,16070,36288,47002,50890,43546,367373
PENA POBRE,230,479896,2133084,280,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,2765,5357,0,2765,10714,POZ.PAR,21600
REINO AVENTURA,231,477889,2133563,358,09,012,Tlalpan,09012,35942,19354,64800,55123,80179,74995,105062,107136,87091,107827,99101,94349,930960
SUR #27 BIS,232,483401,2133291,458,09,012,Tlalpan,09012,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
SAN JERONIMO #3 (ANZALDO),233,476723,2136300,385,09,008,La Magdalena Contreras,09008,30413,21773,31104,32573,41472,32141,35942,32141,26611,35942,40176,38707,398995
TLALCOLIGIA,234,481921,2130816,499,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,51840,42595,33178,13392,24883,26784,48384,27648,26784,REPAR.,295488
VIADUCTO TLALPAN #1,235,483438,2132139,557,09,012,Tlalpan,09012,118886,111283,134784,57629,11059,123206,124416,120528,101606,118886,40176,96768,1159229
VIADUCTO TLALPAN #2,236,483032,2131706,558,09,012,Tlalpan,09012,66355,58061,77760,65146,49766,48211,77414,66960,24192,REPAR.,REPAR.,REPAR.,533866
MIRADOR #1,237,494077,2127688,225,09,013,Xochimilco,09013,174182,149990,163296,157853,157594,155347,160358,155347,145152,160358,133920,135475,1848874
MIRADOR #2,238,494205,2127862,226,09,013,Xochimilco,09013,179712,157248,171072,160358,171418,168739,168653,168739,157248,176947,123206,140314,1943654
MIRADOR #3,239,494228,2127235,227,09,013,Xochimilco,09013,190771,162086,176256,170381,174182,179453,185242,24106,REPAR.,REPAR.,18749,24192,1305418
NATIVITAS,240,485550,2142726,236,09,014,Benito Ju?írez,09014,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
NATIVITAS #2,241,490330,2126433,238,09,013,Xochimilco,09013,190771,169344,54432,175392,190771,187488,127181,187488,166925,171418,166061,149990,1937261
NATIVITAS #3,242,490458,2126770,239,09,013,Xochimilco,09013,176947,157248,57024,REPAR.,49766,117850,121651,117850,106445,121651,117850,89510,1233792
NORIA #1,243,486562,2130782,240,09,013,Xochimilco,09013,113357,99187,106272,102730,110592,109814,113357,109814,99187,107827,109814,99187,1281139
NORIA #2,244,487133,2129237,241,09,013,Xochimilco,09013,174182,149990,163296,155347,154829,155347,157594,155347,137894,152064,136598,118541,1811030
NORIA #3,245,487635,2129008,242,09,013,Xochimilco,09013,105062,82253,85536,90202,102298,96422,102298,99101,89510,96768,91066,82253,1122768
NORIA #4,246,487975,2128974,243,09,013,Xochimilco,09013,196301,183859,194400,190426,193536,184810,193536,190166,171763,193536,176774,176602,2245709
NORIA #6,247,488178,2127972,245,09,013,Xochimilco,09013,124416,111283,116640,112752,121651,120528,127181,117850,111283,124416,120528,101606,1410134
NORIA #7,248,489421,2127836,246,09,013,Xochimilco,09013,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,0
PANTEON SAN LUCAS XOCHIMANCA,249,488329,2126886,269,09,013,Xochimilco,09013,77414,77414,82944,80179,82944,83030,85709,85709,77414,88474,85709,77414,984355
RECLUSORIO SUR #1,250,487085,2126212,354,09,013,Xochimilco,09013,105062,79834,82944,82685,88474,88387,124416,133920,120960,113357,109814,99187,1229040
RECLUSORIO SUR #2,251,486650,2126527,355,09,013,Xochimilco,09013,91238,89510,93312,90202,96768,101779,99533,99101,91930,99533,101779,91930,1146614
RESIDENCIAL SUR,252,486065,2131760,359,09,013,Xochimilco,09013,146534,130637,139968,135302,143770,144634,141005,136598,123379,141005,136598,125798,1645229
S-1,253,488882,2127217,366,09,013,Xochimilco,09013,113357,99187,106272,102730,107827,107136,113357,109814,166925,190771,171418,169344,1558138
S-2,254,487111,2126517,371,09,013,Xochimilco,09013,141005,108864,114048,110246,121651,123206,124416,123206,108864,127181,50890,116122,1369699
S-3,255,489958,2126538,372,09,013,Xochimilco,09013,116122,101606,101088,95213,99533,93744,99533,96422,87091,99533,96422,77414,1163722
S-4,256,486666,2126212,373,09,013,Xochimilco,09013,105062,91930,98496,95213,102298,101779,102298,101779,74995,85709,85709,77414,1122682
S-5,257,489992,2126177,374,09,013,Xochimilco,09013,85709,72576,80352,80179,41472,72317,27648,85709,72576,77414,83030,74995,853978
S-6,258,490912,2126096,375,09,013,Xochimilco,09013,80179,79834,80352,80179,85709,85709,49766,85709,77414,88474,83030,65318,941674
S-7,259,492891,2126808,376,09,013,Xochimilco,09013,138240,120960,116640,122774,135475,136598,127181,104458,120960,141005,136598,116122,1517011
S-8,260,488261,2127516,377,09,013,Xochimilco,09013,182477,162086,171072,165370,182477,179453,182477,179453,162086,185242,163382,162086,2077661
S-9,261,486026,2130803,378,09,013,Xochimilco,09013,132710,123379,129600,125280,149299,147312,152064,141955,133056,152064,147312,128218,1662250
S-10,262,485222,2130406,367,09,013,Xochimilco,09013,80179,70157,75168,72662,80179,77674,80179,77674,48384,55296,53568,48384,819504
S-11,263,496467,2128172,368,09,013,Xochimilco,09013,107827,87091,62208,67651,77414,REHAB.,REHAB.,REHAB.,REHAB.,96768,80352,58061,637373
SAN GREGORIO ATL. #1,264,493006,2128467,383,09,013,Xochimilco,09013,60826,53222,57024,55123,99533,96422,96768,96422,82253,99533,77674,84672,959472
SAN GREGORIO ATL. #2,265,492890,2127862,384,09,013,Xochimilco,09013,63590,55642,59616,45101,74650,69638,63590,77674,70157,74650,77674,65318,797299
SAN LUIS #1,266,497615,2129035,394,09,013,Xochimilco,09013,102298,89510,95904,92707,52531,40176,55296,53568,48384,55296,42854,48384,776909
SAN LUIS #3,267,497036,2129582,407,09,013,Xochimilco,09013,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
SAN LUIS #5,268,497315,2129600,409,09,013,Xochimilco,09013,REPAR.,REPAR.,REPAR.,7517,REPAR.,131242,129946,125885,118541,124416,131242,113702,882490
SAN LUIS #6,269,497439,2129597,410,09,013,Xochimilco,09013,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,0
SAN LUIS #7,270,496647,2129289,411,09,013,Xochimilco,09013,301363,251597,272160,260582,107827,104458,107827,101779,94349,105062,99101,94349,1900454
SAN LUIS #8,271,496435,2128999,412,09,013,Xochimilco,09013,82944,74995,88128,85190,110592,107136,107827,104458,74995,85709,77674,67738,1067386
SAN LUIS #9,272,496048,2129025,413,09,013,Xochimilco,09013,116122,99187,108864,105235,110592,104458,107827,104458,96768,110592,99101,96768,1259971
SAN LUIS #10,273,495713,2128981,395,09,013,Xochimilco,09013,REPOS.,REPOS.,REPOS.,REPOS.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,143770,179453,154829,478051
SAN LUIS #11,274,495413,2128559,396,09,013,Xochimilco,09013,199066,171763,186624,177898,196301,190166,196301,190166,171763,193536,168739,171763,2214086
SAN LUIS #12,275,495360,2128726,397,09,013,Xochimilco,09013,257126,70157,241056,230515,254362,246413,254362,246413,224986,251597,230342,220147,2727475
SAN LUIS #13,276,494961,2128603,398,09,013,Xochimilco,09013,168653,142733,155520,147830,168653,163382,160358,171418,154829,174182,166061,152410,1926029
SAN LUIS #14,277,493710,2128823,399,09,013,Xochimilco,09013,102298,87091,95904,92707,102298,96422,99533,99101,89510,196301,179453,174182,1414800
SAN LUIS #16,278,492704,2128176,401,09,013,Xochimilco,09013,223949,203213,225504,217987,235008,147312,232243,230342,212890,240538,235699,212890,2617574
SAN LUIS #17,279,492917,2128568,402,09,013,Xochimilco,09013,52531,45965,20736,REPAR.,11059,50890,52531,50890,45965,52531,48211,45965,477274
SAN LUIS #18,280,492829,2128339,403,09,013,Xochimilco,09013,268186,222566,243648,233021,226714,219629,223949,216950,203213,254362,246413,227405,2786054
SAN LUIS #19,281,491807,2127960,404,09,013,Xochimilco,09013,80179,70157,75168,72662,80179,77674,74650,74995,67738,160358,144634,101606,1080000
SAN LUIS #20,282,490706,2127793,406,09,013,Xochimilco,09013,185242,159667,173664,165370,124416,120528,124416,120528,111283,124416,120528,111283,1641341
SAN LUIS TLAXIALTEMALCO,283,496162,2128409,414,09,013,Xochimilco,09013,118886,101606,114048,107741,116122,112493,116122,112493,58061,19354,152669,137894,1267488
SAN LORENZO ATEMOAYA #1,284,489528,2127154,390,09,013,Xochimilco,09013,127181,111283,121824,117763,127181,125885,129946,125885,113702,127181,120528,113702,1462061
SAN LORENZO ATEMOAYA #2,285,489441,2127276,391,09,013,Xochimilco,09013,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,0
SAN LUCAS XOCHIMANCA,286,487902,2127087,393,09,013,Xochimilco,09013,99533,84672,90720,87696,94003,88387,96768,93744,84672,91238,93744,84672,1089850
SANTA CRUZ ACALPIXCA #1,287,492715,2127316,440,09,013,Xochimilco,09013,71885,89510,95904,92707,66355,64282,66355,64282,58061,66355,61603,58061,855360
SANTA CRUZ ACALPIXCA #2,288,492727,2127595,441,09,013,Xochimilco,09013,182477,154829,168480,162864,168653,179453,188006,192845,171763,193536,171418,169344,2103667
SANTA CRUZ XOCHITEPEC,289,486440,2128685,444,09,013,Xochimilco,09013,232243,205632,217728,210470,199066,195523,201830,198202,164506,190771,200880,183859,2400710
SANTIAGO TEPALCATLALPAN,290,487217,2127605,451,09,013,Xochimilco,09013,107827,94349,101088,85190,35942,69638,71885,69638,62899,121651,112493,108864,1041466
PISTA OLIMPICA #1,291,489138,2132973,314,09,013,Xochimilco,09013,82944,91930,124416,137808,124416,128563,154829,88387,137894,149299,144634,133056,1498176
TEPEPAN #1,292,484817,2130992,485,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REHAB.,0
TEPEPAN #2,293,484526,2130414,486,09,012,Tlalpan,09012,69120,60480,64800,57629,82944,80352,82944,80352,72576,80179,77674,70157,879206
TEPEPAN #3,294,485444,2131291,487,09,013,Xochimilco,09013,69120,60480,64800,60134,66355,64282,66355,66960,53222,69120,69638,62899,773366
MONTE SUR #1,295,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66355,41126,57024,55123,38707,37498,58061,56246,55642,60826,61603,53222,641434
MONTE SUR #2,296,487741,2125198,232,09,013,Xochimilco,09013,38707,36288,36288,35078,33178,32141,44237,42854,43546,49766,48211,43546,483840
CERRILLOS #1,297,497979,2128002,105,09,013,Xochimilco,09013,55296,45965,49248,42595,33178,48211,33178,61603,58061,99533,101779,84672,713318
CERRILLOS #2,298,498560,2127688,106,09,011,Tl?íhuac,09011,149299,118541,139968,120269,110592,131242,77414,POZ.PAR,POZ.PAR,143770,147312,133056,1271462
CERRILLOS #3,299,498585,2127177,107,09,011,Tl?íhuac,09011,77414,77414,88128,85190,85709,91066,91238,88387,65318,74650,80352,74995,979862
ESCUDO NACIONAL #1,300,499305,2127979,153,09,011,Tl?íhuac,09011,141005,123379,134784,130291,118886,107136,118886,117850,74995,129946,131242,118541,1446941
ESCUDO NACIONAL #2,301,499028,2127046,154,09,011,Tl?íhuac,09011,66355,62899,64800,60134,60826,72317,69120,72317,62899,91238,93744,77414,854064
R-11,302,499184,2127397,335,09,011,Tl?íhuac,09011,135475,118541,142560,137808,116122,139277,141005,141955,120960,146534,147312,133056,1620605
R-18,303,500141,2123254,336,09,009,Milpa Alta,09009,141005,130637,137376,135302,143770,139277,138240,133920,120960,141005,139277,125798,1626566
R-19,304,498387,2122183,337,09,009,Milpa Alta,09009,44237,45965,46656,47606,49766,50890,49766,48211,82253,91238,93744,84672,735005
R-21,305,498543,2122563,339,09,009,Milpa Alta,09009,110592,99187,98496,95213,94003,93744,105062,93744,91930,88474,91066,94349,1155859
R-22,306,500132,2122660,340,09,009,Milpa Alta,09009,149299,133056,142560,135302,58061,POZ.PAR,POZ.PAR,133920,89510,99533,101779,91930,1134950
R-24,307,499460,2123283,341,09,009,Milpa Alta,09009,110592,96768,98496,70157,102298,96422,94003,99101,89510,105062,107136,96768,1166314
R-25,308,498704,2122951,342,09,009,Milpa Alta,09009,107827,48384,51840,50112,55296,64282,8294,64282,96768,105062,104458,94349,850954
R-26,309,500353,2122335,343,09,009,Milpa Alta,09009,143770,154829,165888,160358,168653,158026,116122,149990,113702,157594,160704,145152,1794787
R-28,310,500633,2123093,345,09,009,Milpa Alta,09009,113357,108864,111456,107741,107827,107136,107827,107136,104026,116122,115171,104026,1310688
S-12,311,498012,2128664,369,09,013,Xochimilco,09013,163123,133056,145152,135302,141005,POZ.PAR,REHAB.,REHAB.,111283,143770,141955,125798,1240445
S-13,312,498497,2128189,370,09,013,Xochimilco,09013,91238,84672,98496,92707,105062,101779,96768,91066,82253,88474,83030,55642,1071187
SAN JUAN TEPENAHUAC,313,500689,2121549,387,09,009,Milpa Alta,09009,135475,123379,127008,117763,141005,139277,135475,139277,125798,143770,149990,135475,1613693
SAN PEDRO ATOCPAN,314,494862,2124268,419,09,009,Milpa Alta,09009,80179,70157,77760,77674,77414,83030,80179,80352,72576,82944,80352,74995,937613
TECOMITL #10,315,501476,2124659,464,09,009,Milpa Alta,09009,132710,120960,124416,112752,105062,96422,91238,101779,74995,41472,74995,70157,1146960
TECOMITL #11,316,501597,2124497,465,09,009,Milpa Alta,09009,141005,130637,139968,135302,118886,POZ.PAR,POZ.PAR,120528,108864,127181,128563,113702,1264637
TECOMITL #12,317,502121,2124423,466,09,009,Milpa Alta,09009,121651,104026,116640,92707,47002,POZ.PAR,POZ.PAR,13392,POZ.PAR,129946,131242,120960,877565
