GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,9810106
2011,,,,,,,,,,,,,,,,,,,,,421385223
,,499,,,,,,,,,,,,,,,,,,,441756951
NOMBRE,No.,X,Y,ID,CVE_ENT,CVE_MUN,NOM_MUN,CODE,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,
SANTA URSULA COAPA,162,483956,2134956,449,09,003,Coyoac?ín,09003,133920,120960,138240,133920,138240,120960,133920,138240,133920,120960,138240,133920,1585440
TERRANOVA,163,480277,2137821,495,09,003,Coyoac?ín,09003,66960,60480,66355,64282,66355,58061,64282,66355,66960,60480,74650,72317,787536
UNIVERSIDAD SANTA CATARINA ,164,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58925,53222,60826,58925,60826,53222,58925,60826,58925,53222,60826,58925,697594
VILLA OLIMPICA #1,165,480489,2134541,563,09,003,Coyoac?ín,09003,128563,116122,132710,128563,132710,116122,128563,132710,128563,116122,132710,128563,1522022
VIVEROS DEL RELOJ #1,166,485383,2135593,568,09,003,Coyoac?ín,09003,112493,77414,110592,80352,94003,74995,104458,66355,107136,94349,105062,96422,1123632
VIVEROS DEL RELOJ #2,167,485353,2136042,569,09,003,Coyoac?ín,09003,112493,96768,99533,96422,96768,101606,112493,116122,107136,104026,116122,109814,1269302
ZAPATA #17 ,168,482186,2134254,576,09,012,Tlalpan,09012,61603,55642,66355,93744,88474,82253,85709,99533,93744,84672,63590,FE,875318
ZAPOTECAS,169,483267,2136640,577,09,003,Coyoac?ín,09003,5357,4838,5530,5357,5530,4838,5357,5530,5357,4838,5530,5357,63418
TULYEHUALCO SUR #1 ,170,489324,2133515,512,09,012,Tlalpan,09012,248406,223227,189549,170076,184833,177997,118836,126642,129260,133941,129610,141782,1974159
TULYEHUALCO SUR #2 ,171,488938,2133322,517,09,012,Tlalpan,09012,104269,55807,47387,42519,46208,49183,106103,99203,102929,101696,94893,96304,946503
TULYEHUALCO SUR #3 ,172,488153,2133115,519,09,012,Tlalpan,09012,67468,64618,54870,38043,FE,FE,21221,46435,52661,71931,71748,139106,628103
TULYEHUALCO SUR #4 ,173,487881,2132804,525,09,013,Xochimilco,09013,269873,252599,182067,192455,238337,229523,169765,204738,222614,225715,210616,216685,2614988
TULYEHUALCO SUR #5 ,174,487503,2132636,526,09,013,Xochimilco,09013,RH,55807,112233,100703,109441,110077,103981,103424,69417,69451,71748,45477,951760
TULYEHUALCO SUR #6 ,175,487208,2132493,527,09,013,Xochimilco,09013,208538,193855,182067,161125,179969,168629,150667,149860,184315,195951,175899,254137,2205011
TULYEHUALCO SUR #7 ,176,486933,2132236,528,09,013,Xochimilco,09013,144137,138048,117221,107417,104577,110077,103981,107646,119685,114098,106465,136431,1409783
TULYEHUALCO SUR #8 ,177,486105,2132113,529,09,013,Xochimilco,09013,98136,82242,92281,80562,94849,91341,84883,84428,67024,69451,69434,82929,997557
TULYEHUALCO SUR #9 ,178,485351,2132095,530,09,012,Tlalpan,09012,RH,155672,132186,118606,128897,124130,93371,109756,69417,69451,104151,88279,1193915
TULYEHUALCO SUR #10 ,179,486333,2132216,513,09,013,Xochimilco,09013,122670,58744,82304,105179,158081,142866,123080,143527,141228,128980,129610,37452,1373721
TULYEHUALCO SUR #11 ,180,484473,2132617,514,09,012,Tlalpan,09012,116536,111614,94775,85038,92417,93683,120958,124531,124472,138902,141182,37452,1281559
TULYEHUALCO SUR #12 ,181,484107,2133070,515,09,012,Tlalpan,09012,92002,26435,22447,24616,36480,35131,97615,107646,40693,39686,43975,50827,617553
TULYEHUALCO SUR #13 ,182,486343,2136109,516,09,003,Coyoac?ín,09003,27601,20560,22447,40281,55936,58552,46685,52767,59843,54569,50918,56178,546337
TULYEHUALCO SUR #23 ,183,489609,2135481,518,09,013,Xochimilco,09013,153337,91053,109739,118606,124033,131156,101859,101314,126866,143863,148126,181908,1531859
TULYEHUALCO SUR #33 ,184,489692,2133900,520,09,013,Xochimilco,09013,64402,76367,104751,118606,145921,152234,89127,84428,136441,136421,134239,173883,1416820
TULYEHUALCO SUR #34 ,185,489568,2136213,521,09,013,Xochimilco,09013,88935,93990,79810,71611,77824,74946,65784,65432,71811,74412,69434,85604,919594
TULYEHUALCO SUR #35 ,186,489834,2135709,522,09,013,Xochimilco,09013,110403,79304,69834,69373,102145,98367,87005,90760,76598,74412,71748,80254,1010203
TULYEHUALCO SUR #36 ,187,484773,2132258,523,09,012,Tlalpan,09012,RH,RH,122209,152174,170241,163945,146423,145638,165165,166186,157383,50827,1440192
TULYEHUALCO SUR #38 ,188,489569,2136221,524,09,013,Xochimilco,09013,88935,73430,64846,80562,119169,124130,118836,116088,95748,101696,92578,109680,1185699
XOCHIMILCO #28 ,189,484437,2133089,570,09,012,Tlalpan,09012,93477,94333,87319,30413,FS,19545,63555,63836,57356,56741,55838,59583,681997
XOCHIMILCO #29 ,190,484599,2133433,571,09,012,Tlalpan,09012,RE,RE,8186,65896,65730,63521,51639,51867,51423,50871,50062,53419,512614
XOCHIMILCO #30 ,191,484641,2133825,572,09,012,Tlalpan,09012,123631,100419,144622,114051,123876,114826,101291,101739,96912,95872,103975,110948,1332163
ZAPATA #14 ,192,488083,2134134,573,09,003,Coyoac?ín,09003,126646,127806,117335,108982,108708,105054,83416,83785,83068,82176,80869,86293,1194138
ZAPATA #15 ,193,483077,2134102,574,09,012,Tlalpan,09012,36185,36516,32745,30413,30337,29317,23833,23939,23734,5870,FE,FE,272888
ZAPATA #16 ,194,489444,2134015,575,09,013,Xochimilco,09013,105539,106505,103691,126723,121348,124599,105263,107724,108779,113481,111677,119166,1354495
ARENAL,195,485285,2131689,37,09,013,Xochimilco,09013,144634,128218,118886,115171,124416,91930,112493,121651,107136,19354,22118,88387,1194394
ARTESANIAS O VILLA OLIMPICA,196,480679,2133319,40,09,012,Tlalpan,09012,8035,67738,82944,77674,27648,72576,80352,80179,77674,70157,77414,77674,800064
BATAM ,197,477520,2137686,85,09,008,La Magdalena Contreras,09008,5357,4838,5530,5357,5530,4838,29462,27648,26784,24192,27648,26784,193968
BELISARIO DOMINGUEZ,198,481265,2133300,86,09,012,Tlalpan,09012,34819,PA,PA,PA,19354,PA,PA,33178,PA,PA,PA,PA,87350
BOSQUE TLALPAN #1,199,479688,2133363,88,09,012,Tlalpan,09012,77674,70157,69120,72317,47002,62899,40176,8294,FE,FE,FE,FE,447638
BOSQUE TLALPAN #2,200,479648,2133076,89,09,012,Tlalpan,09012,RH,RH,RH,RH,27648,38707,48211,49766,48211,41126,47002,45533,346205
CANAL #13,201,478437,2134424,95,09,012,Tlalpan,09012,91066,87091,99533,91066,88474,82253,80352,FE,40176,29030,FE,21427,710467
CLUB DE GOLF #1,202,483400,2131600,122,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
CLUB DE GOLF #2 ,203,483400,2131600,123,09,012,Tlalpan,09012,37498,33869,38707,37498,38707,33869,37498,38707,37498,33869,38707,37498,443923
CLUB DE GOLF #3 ,204,483400,2131600,124,09,012,Tlalpan,09012,24106,21773,24883,24106,24883,21773,24106,24883,24106,21773,24883,24106,285379
CLUB DE GOLF #4 ,205,483400,2131600,125,09,012,Tlalpan,09012,8035,FE,FE,FE,FE,38707,42854,41472,40176,36288,41472,40176,289181
DALIAS,206,481889,2141303,132,09,014,Benito Ju?írez,09014,58925,53222,13824,10714,16589,24192,2678,FS,24106,FS,FE,FS,204250
NORMANDIA,207,485856,2141928,247,09,007,Iztapalapa,09007,48211,43546,52531,56246,58061,53222,58925,60826,56246,50803,58061,56246,652925
DEPORTIVO XOCHITL ,208,481054,2132826,138,09,012,Tlalpan,09012,42854,38707,16589,26784,33178,29030,40176,38707,42854,41126,30413,32141,412560
EL CAMINERO ,209,481103,2138473,150,09,003,Coyoac?ín,09003,18749,16934,52531,48211,102298,123379,136598,143770,112493,70157,99533,139277,1063930
EL TREBOL,210,482401,2131586,151,09,012,Tlalpan,09012,88387,79834,66355,72317,80179,70157,72317,71885,58925,62899,60826,64282,848362
EL ZAPOTE,211,481267,2133874,152,09,012,Tlalpan,09012,107136,108864,0,0,19354,21773,34819,0,FS,14515,16589,13392,336442
FOVISSSTE,212,480685,2132104,156,09,012,Tlalpan,09012,RE,26611,24883,FS,FS,FS,FS,FS,FS,FS,FS,FS,51494
FUENTES BROTANTES #1,213,481550,2132467,159,09,012,Tlalpan,09012,10714,9677,11059,10714,11059,9677,10714,11059,10714,9677,11059,10714,126835
FUENTES BROTANTES #2,214,481296,2132279,160,09,012,Tlalpan,09012,PA,PA,PA,PA,22118,43546,48211,49766,45533,41126,47002,45533,342835
FUENTES DEL PEDREGAL ,215,476178,2134095,161,09,012,Tlalpan,09012,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
GALEANA TLALPAN,216,482632,2132332,162,09,012,Tlalpan,09012,13392,12096,2765,2678,PA,PA,PA,PA,PA,PA,PA,PA,30931
HIDALGO TLALPAN,217,480912,2132969,172,09,012,Tlalpan,09012,74995,70157,91238,96422,91238,74995,72317,69120,83030,FS,FS,FS,723514
ISSFAM,218,483120,2131330,178,09,012,Tlalpan,09012,107136,99187,96768,91066,102298,89510,96422,96768,93744,84672,88474,96422,1142467
JARDIN DE LA MONTANA #1,219,479273,2133860,191,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
JARDIN DE LA MONTANA #2,220,478378,2133978,192,09,012,Tlalpan,09012,21427,19354,22118,21427,22118,19354,16070,19354,21427,19354,22118,21427,245549
LIMANTITLA,221,481534,2132038,211,09,012,Tlalpan,09012,101779,91930,160358,182131,212890,179021,160704,146534,61603,FS,FS,FS,1296950
#37,222,483038,2133008,1,09,012,Tlalpan,09012,88387,77414,85709,83030,82944,60480,66960,66355,64282,58061,66355,64282,864259
PADIERNA #1,223,476778,2134389,255,09,012,Tlalpan,09012,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
PADIERNA #2,224,476720,2134847,256,09,012,Tlalpan,09012,101779,91930,105062,101779,105062,91930,101779,105062,101779,91930,105062,101779,1204934
PADIERNA #3,225,477226,2134706,257,09,012,Tlalpan,09012,72317,65318,74650,72317,74650,65318,69638,71885,72317,65318,71885,69638,845251
PADIERNA #4,226,476884,2135388,258,09,008,La Magdalena Contreras,09008,66960,58061,66355,64282,63590,58061,58925,63590,61603,53222,66355,64282,745286
PADIERNA #5,227,477814,2133790,259,09,012,Tlalpan,09012,99101,89510,132710,120528,132710,106445,112493,107827,109814,41126,35942,42854,1131062
PADIERNA PICACHO,228,476943,2133837,260,09,012,Tlalpan,09012,10714,9677,11059,10714,11059,9677,10714,11059,10714,9677,11059,10714,126835
PEDREGAL #2,229,478376,2140393,274,09,010,?ülvaro Obreg??n,09010,29462,24192,30413,26784,19354,24192,24106,24883,24106,21773,22118,18749,290131
PEDREGAL AGUILAS,230,482211,2130826,275,09,012,Tlalpan,09012,61603,55642,13824,FE,FE,43546,53568,FE,FE,FE,FE,FE,228182
PENA POBRE,231,479896,2133084,280,09,012,Tlalpan,09012,34819,31450,35942,34819,35942,31450,34819,35942,34819,31450,35942,34819,412214
PERIFERICO #5,232,483200,2133848,307,09,012,Tlalpan,09012,72317,65318,74650,72317,74650,65318,72317,74650,72317,65318,74650,72317,856138
PERIFERICO #6,233,484192,2132586,308,09,012,Tlalpan,09012,53568,48384,113357,91066,80179,72576,107136,99533,101779,89510,85709,85709,1028506
PERIFERICO #7,234,483602,2132446,309,09,012,Tlalpan,09012,64282,55642,63590,56246,60826,58061,64282,63590,61603,55642,60826,58925,723514
R-1,235,483430,2130663,333,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
R-2,236,483177,2130602,338,09,012,Tlalpan,09012,61603,53222,60826,58925,58061,53222,66960,69120,66960,58061,66355,64282,737597
R-3,237,483552,2130452,346,09,012,Tlalpan,09012,40176,82253,91238,88387,88474,82253,88387,91238,88387,77414,88474,85709,992390
R-4,238,483815,2130811,347,09,012,Tlalpan,09012,72317,94349,105062,104458,105062,96768,101779,105062,99101,89510,102298,96422,1172189
R-5,239,484339,2131154,348,09,012,Tlalpan,09012,72317,67738,77414,72317,69120,62899,50890,41472,48211,43546,49766,48211,703901
R-6,240,485210,2132061,349,09,013,Xochimilco,09013,34819,31450,35942,34819,35942,4838,RH,2765,RH,RH,30413,34819,245808
R-7,241,484935,2131404,350,09,012,Tlalpan,09012,99101,87091,99533,93744,99533,65318,96422,96768,91066,82253,94003,91066,1095898
R-8,242,484693,2131234,351,09,012,Tlalpan,09012,21427,24192,38707,37498,38707,36288,45533,44237,42854,38707,44237,42854,455242
R-9,243,484129,2130853,352,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
R-10,244,483792,2130536,334,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
REINO AVENTURA ,245,477889,2133563,358,09,012,Tlalpan,09012,64282,58061,66355,64282,66355,58061,64282,66355,64282,58061,66355,64282,761011
SAN FERNANDO TLALPAN ,246,481638,2133393,381,09,012,Tlalpan,09012,109814,104026,8294,2678,11059,FS,FS,30413,160704,65318,77414,214272,783994
SAN JERONIMO #3 (ANZALDO) ,247,476723,2136300,385,09,008,La Magdalena Contreras,09008,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN PEDRO MARTIR #1,248,483072,2129627,420,09,012,Tlalpan,09012,91066,84672,33178,64282,69120,62899,58925,47002,64282,26611,30413,32141,664589
SAN RAMON,249,477947,2137711,423,09,008,La Magdalena Contreras,09008,42854,38707,44237,42854,44237,38707,42854,44237,42854,38707,44237,18749,483235
SANTA CATARINA COYOACAN ,250,480791,2133270,439,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SUR #27 BIS ,251,483401,2133291,458,09,012,Tlalpan,09012,53568,50803,91238,85709,99533,84672,101779,94003,83030,FS,FS,FS,744336
TLALCOLIGIA ,252,481921,2130816,499,09,012,Tlalpan,09012,RH,RH,RH,RH,27648,31450,40176,38707,37498,33869,38707,37498,285552
TOPILEJO ,253,486705,2123955,500,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
TORIELLO ,254,483222,2133095,501,09,012,Tlalpan,09012,56246,67738,77414,74995,77414,67738,74995,77414,74995,67738,77414,74995,869098
VIADUCTO TLALPAN #1,255,483438,2132139,557,09,012,Tlalpan,09012,101779,89510,110592,93744,110592,101606,96422,96768,99101,87091,99533,96422,1183162
VIADUCTO TLALPAN #2,256,483032,2131706,558,09,012,Tlalpan,09012,91066,43546,107827,99101,113357,99187,107136,110592,88387,53222,77414,53568,1044403
VILLA OLIMPICA #2,257,480443,2134197,564,09,012,Tlalpan,09012,42854,38707,44237,21427,44237,38707,40176,41472,40176,36288,41472,40176,469930
VILLA OLIMPICA #3,258,479950,2133465,565,09,012,Tlalpan,09012,RE,RE,38707,72317,66355,62899,72317,74650,69638,62899,71885,69638,661306
SAN LUCAS XOCHIMANCA,259,487902,2127087,393,09,013,Xochimilco,09013,141955,130637,146534,141955,146534,128218,141955,146534,136598,118541,141005,136598,1657066
MIRADOR #1,260,494077,2127688,225,09,013,Xochimilco,09013,34819,82253,94003,58925,91238,79834,64282,91238,85709,82253,94003,91066,949622
MIRADOR #2,261,494205,2127862,226,09,013,Xochimilco,09013,104458,94349,107827,50890,DC,DC,DC,DC,DC,DC,DC,DC,357523
MIRADOR #3,262,494228,2127235,227,09,013,Xochimilco,09013,74995,67738,77414,74995,77414,67738,58925,58061,72317,67738,77414,74995,849744
MONTE SUR #1 ,263,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56246,58061,66355,66960,69120,60480,61603,71885,74995,62899,74650,74995,798250
MONTE SUR #2 ,264,487741,2125198,232,09,013,Xochimilco,09013,48211,43546,49766,48211,49766,50803,66960,69120,66960,60480,66355,66960,687139
NATIVITAS #1 ,265,489958,2127340,237,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NATIVITAS #2 ,266,490330,2126433,238,09,013,Xochimilco,09013,160704,145152,168653,163382,152064,133056,144634,132710,128563,142733,163123,158026,1792800
NATIVITAS #3 ,267,490458,2126770,239,09,013,Xochimilco,09013,136598,62899,FE,FE,146534,130637,139277,149299,160704,137894,165888,160704,1390435
NORIA #1,268,486562,2130782,240,09,013,Xochimilco,09013,80352,72576,80179,74995,88474,77414,85709,82944,83030,65318,85709,74995,951696
NORIA #2,269,487133,2129237,241,09,013,Xochimilco,09013,112493,101606,116122,112493,116122,104026,104458,96768,93744,91930,94003,88387,1232150
NORIA #3,270,487635,2129008,242,09,013,Xochimilco,09013,77674,70157,80179,77674,80179,70157,77674,80179,77674,70157,80179,77674,919555
NORIA #4,271,487975,2128974,243,09,013,Xochimilco,09013,222307,210470,240538,227664,240538,210470,222307,232243,224986,198374,226714,222307,2678918
NORIA #5,272,487231,2128266,244,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NORIA #6,273,488178,2127972,245,09,013,Xochimilco,09013,117850,123379,124416,120528,116122,118541,144634,141005,117850,91930,99533,104458,1420243
NORIA #7,274,489421,2127836,246,09,013,Xochimilco,09013,83030,74995,85709,88387,91238,82253,77674,94003,109814,96768,113357,109814,1107043
SAN LUIS TLAXIALTEMALCO,275,496162,2128409,414,09,013,Xochimilco,09013,115171,116122,129946,131242,132710,120960,141955,141005,136598,120960,135475,133920,1556064
PANTEON SAN LUCAS XOCHIMANCA,276,488329,2126886,269,09,013,Xochimilco,09013,117850,106445,121651,117850,129946,118541,128563,138240,136598,120960,143770,133920,1514333
PERIFERICO #09 ,277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34819,31450,35942,34819,35942,31450,37498,38707,37498,33869,38707,37498,428198
PERIFERICO #8,278,483602,2132446,310,09,012,Tlalpan,09012,115171,104026,118886,107136,105062,99187,109814,71885,83030,79834,99533,101779,1195344
PISTA OLIMPICA #1,279,489138,2132973,314,09,013,Xochimilco,09013,136598,123379,143770,136598,138240,125798,139277,141005,131242,123379,141005,136598,1616890
PISTA OLIMPICA #2,280,487790,2131726,315,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
RECLUSORIO SUR #1,281,487085,2126212,354,09,013,Xochimilco,09013,125885,116122,116122,125885,129946,113702,128563,129946,99101,87091,99533,99101,1370995
RECLUSORIO SUR #2,282,486650,2126527,355,09,013,Xochimilco,09013,93744,87091,91238,80352,96768,87091,96422,99533,96422,87091,91238,96422,1103414
RESIDENCIAL SUR,283,486065,2131760,359,09,013,Xochimilco,09013,139277,123379,141005,136598,141005,123379,139277,141005,139277,125798,143770,136598,1630368
S-1,284,488882,2127217,366,09,013,Xochimilco,09013,128563,116122,132710,128563,132710,116122,128563,132710,64282,FE,FE,FE,1080346
S-2,285,487111,2126517,371,09,013,Xochimilco,09013,168739,154829,176947,168739,176947,154829,174096,176947,163382,149990,171418,163382,2000246
S-3,286,489958,2126538,372,09,013,Xochimilco,09013,83030,74995,85709,83030,85709,74995,83030,85709,83030,77414,88474,85709,990835
S-4,287,486666,2126212,373,09,013,Xochimilco,09013,85709,77414,88474,72317,88474,82253,85709,74650,72317,65318,74650,64282,931565
S-5,288,489992,2126177,374,09,013,Xochimilco,09013,109814,99187,116122,45533,94003,99187,101779,118886,125885,111283,102298,104458,1228435
S-6,289,490912,2126096,375,09,013,Xochimilco,09013,133920,133056,152064,147312,152064,133056,147312,141005,139277,125798,146534,136598,1687997
S-7,290,492891,2126808,376,09,013,Xochimilco,09013,128563,77414,80179,115171,121651,123379,139277,121651,136598,118541,146534,128563,1437523
S-8,291,488261,2127516,377,09,013,Xochimilco,09013,120528,99187,121651,120528,124416,108864,123206,127181,123206,111283,127181,99101,1406333
S-9,292,486026,2130803,378,09,013,Xochimilco,09013,96422,43546,FE,FE,74650,87091,99101,124416,128563,116122,132710,128563,1031184
S-10,293,485222,2130406,367,09,013,Xochimilco,09013,42854,38707,44237,42854,44237,38707,42854,41472,42854,38707,44237,42854,504576
S-11,294,496467,2128172,368,09,013,Xochimilco,09013,58925,53222,60826,58925,60826,65318,101779,105062,96422,99187,113357,101779,975629
SANTIAGO TEPALCATLALPAN ,295,487217,2127605,451,09,013,Xochimilco,09013,104458,101606,110592,107136,121651,104026,112493,118886,120528,101606,124416,120528,1347926
SAN GREGORIO ATL. #1,296,493006,2128467,383,09,013,Xochimilco,09013,37498,43546,44237,40176,49766,33869,53568,47002,56246,50803,55296,53568,565574
SAN GREGORIO ATL. #2,297,492890,2127862,384,09,013,Xochimilco,09013,112493,101606,116122,112493,116122,89510,91066,118886,112493,99187,118886,101779,1290643
SAN LUIS #1,298,497615,2129035,394,09,013,Xochimilco,09013,40176,38707,63590,56246,49766,31450,37498,44237,50890,53222,41472,32141,539395
SAN LUIS #2,299,497783,2129060,405,09,013,Xochimilco,09013,163382,147571,168653,163382,168653,128218,160704,171418,166061,147571,171418,163382,1920413
SAN LUIS #3,300,497036,2129582,407,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #4,301,497202,2129606,408,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #5,302,497315,2129600,409,09,013,Xochimilco,09013,53568,48384,47002,42854,47002,38707,42854,44237,45533,53222,63590,50890,577843
SAN LUIS #6,303,497439,2129597,410,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #7,304,496647,2129289,411,09,013,Xochimilco,09013,136598,123379,107827,117850,77414,96768,85709,91238,115171,101606,116122,123206,1292890
SAN LUIS #8,305,496435,2128999,412,09,013,Xochimilco,09013,FE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #9,306,496048,2129025,413,09,013,Xochimilco,09013,115171,94349,113357,112493,107827,106445,117850,94003,120528,108864,121651,96422,1308960
SAN LUIS #10,307,495713,2128981,395,09,013,Xochimilco,09013,120528,108864,124416,120528,124416,108864,190166,193536,208915,181440,215654,208915,1906243
SAN LUIS #11,308,495413,2128559,396,09,013,Xochimilco,09013,168739,205632,268186,257126,265421,215309,251770,207360,259805,222566,259891,216950,2798755
SAN LUIS #12,309,495360,2128726,397,09,013,Xochimilco,09013,195523,176602,190771,198202,201830,179021,200880,207360,200880,181440,207360,200880,2340749
SAN LUIS #13,310,494961,2128603,398,09,013,Xochimilco,09013,109814,104026,88474,109814,13824,FE,FE,FE,FE,FE,FE,FE,425952
SAN LUIS #14,311,493710,2128823,399,09,013,Xochimilco,09013,91066,91930,96768,96422,105062,91930,96422,96768,101779,87091,102298,93744,1151280
SAN LUIS #15,312,492970,2129043,400,09,013,Xochimilco,09013,0,0,0,109814,135475,128218,152669,110592,136598,137894,157594,152669,1221523
SAN LUIS #16,313,492704,2128176,401,09,013,Xochimilco,09013,128563,118541,124416,112493,94003,84672,93744,113357,136598,133056,152064,144634,1436141
SAN LUIS #17,314,492917,2128568,402,09,013,Xochimilco,09013,5357,14515,47002,FE,FE,FE,FE,FE,FE,FE,FE,FE,66874
SAN LUIS #18,315,492829,2128339,403,09,013,Xochimilco,09013,230342,212890,246067,230342,243302,176602,238378,229478,241056,215309,243302,238378,2745446
SAN LUIS #19,316,491807,2127960,404,09,013,Xochimilco,09013,72317,67738,77414,72317,77414,65318,74995,77414,77674,70157,80179,77674,890611
SAN LUIS #20,317,490706,2127793,406,09,013,Xochimilco,09013,40176,36288,55296,85709,94003,82253,91066,94003,83030,77414,88474,85709,913421
SAN LORENZO ATEMOAYA #1,318,489528,2127154,390,09,013,Xochimilco,09013,50890,58061,24883,64282,60826,58061,53568,60826,74995,67738,77414,74995,726538
SAN LORENZO ATEMOAYA #2,319,489441,2127276,391,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SANTA CRUZ ACALPIXCA #1,320,492715,2127316,440,09,013,Xochimilco,09013,115171,104026,116122,112493,113357,94349,112493,116122,112493,108864,118886,88387,1312762
SANTA CRUZ ACALPIXCA #2,321,492727,2127595,441,09,013,Xochimilco,09013,72317,82253,160358,117850,99533,108864,69638,94003,133920,120960,129946,125885,1315526
SANTA CRUZ XOCHITEPEC,322,486440,2128685,444,09,013,Xochimilco,09013,176774,157248,182477,176774,182477,162086,176774,185242,184810,166925,188006,184810,2124403
SANTA CATARINA #3,323,499488,2133877,431,09,011,Tl?íhuac,09011,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
TEPEPAN #1,324,484817,2130992,485,09,012,Tlalpan,09012,80352,72576,82944,80352,82944,72576,80352,82944,91066,82253,94003,91066,993427
TEPEPAN #2,325,484526,2130414,486,09,012,Tlalpan,09012,72317,48384,116122,107136,113357,99187,93744,116122,120528,108864,118886,99101,1213747
TEPEPAN #3,326,485444,2131291,487,09,013,Xochimilco,09013,149990,133056,149299,144634,152064,135475,149990,157594,152669,135475,154829,152669,1767744
CERRILLOS #1,327,497979,2128002,105,09,013,Xochimilco,09013,77674,70157,80179,77674,80179,70157,77674,80179,77674,70157,80179,77674,919555
CERRILLOS #2,328,498560,2127688,106,09,011,Tl?íhuac,09011,40176,36288,41472,42854,44237,38707,42854,44237,42854,38707,44237,42854,499478
CERRILLOS #3,329,498585,2127177,107,09,011,Tl?íhuac,09011,93744,84672,96768,128563,132710,113702,128563,132710,128563,87091,99533,96422,1323043
ESCUDO NACIONAL #1,330,499305,2127979,153,09,011,Tl?íhuac,09011,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0
ESCUDO NACIONAL #2,331,499028,2127046,154,09,011,Tl?íhuac,09011,34819,31450,35942,32141,33178,29030,32141,33178,32141,31450,35942,34819,396230
R-11,332,499184,2127397,335,09,011,Tl?íhuac,09011,66960,60480,69120,66960,69120,60480,66960,69120,66960,60480,69120,66960,792720
R-18,333,500141,2123254,336,09,009,Milpa Alta,09009,21427,19354,22118,21427,22118,19354,21427,22118,21427,29030,33178,32141,285120
R-19,334,498387,2122183,337,09,009,Milpa Alta,09009,16070,14515,16589,16070,11059,RE,RH,RH,RH,9677,11059,10714,105754
R-21,335,498543,2122563,339,09,009,Milpa Alta,09009,101779,91930,105062,101779,94003,91930,101779,105062,101779,91930,105062,101779,1193875
R-22,336,500132,2122660,340,09,009,Milpa Alta,09009,69638,62899,71885,69638,71885,62899,69638,71885,69638,60480,69120,66960,816566
R-24,337,499460,2123283,341,09,009,Milpa Alta,09009,80352,72576,82944,61603,41472,72576,80352,82944,80352,70157,80179,77674,883181
R-25,338,498704,2122951,342,09,009,Milpa Alta,09009,88387,77414,88474,88387,91238,79834,88387,91238,88387,79834,91238,88387,1041206
R-26,339,500353,2122335,343,09,009,Milpa Alta,09009,80352,72576,82944,80352,82944,72576,80352,82944,80352,72576,82944,80352,951264
R-28,340,500633,2123093,345,09,009,Milpa Alta,09009,45533,111283,121651,120528,127181,108864,40176,124416,123206,108864,124416,120528,1276646
