GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,13106381
2005,,,,,,,,,,,,,,,,,,,,,411048332
,,459,,,,,,,,,,,,,,,,,,,434351642
PANTACO #3 ,14,482304,2153389,265,09,002,Azcapotzalco,09002,146534,128218,70157,160272,104458,84672,105062,101779,82253,47002,RH,9677,1040083
PARQUE TEZOZOMOC,15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,179712,157248,157248,196560,174096,157248,154829,163382,145152,174182,168739,157248,1985645
PETROLERA,16,479198,2154207,313,09,002,Azcapotzalco,09002,58061,50803,50803,63504,37498,N,N,N,N,N,N,N,260669
PRADOS DEL ROSARIO,17,478144,2155925,321,09,002,Azcapotzalco,09002,44237,38707,38707,48384,37498,36288,66355,64282,82253,96768,93744,84672,731894
PRESIDENTE MADERO ,18,478895,2155313,322,09,002,Azcapotzalco,09002,160358,140314,140314,175392,155347,137894,102298,99101,84672,105062,101779,84672,1487203
PRO-HOGAR,19,483605,2152928,323,09,002,Azcapotzalco,09002,77414,89510,89510,111888,99101,89510,82944,83030,111283,132710,128563,82253,1177718
PROVIDENCIA ,20,478144,2155181,324,09,002,Azcapotzalco,09002,99533,87091,87091,108864,91066,87091,129946,125885,108864,129946,125885,116122,1297382
SAN JUAN TLIHUACA ,21,478946,2154626,388,09,002,Azcapotzalco,09002,163123,142733,142733,178416,152669,74995,138240,133920,123379,146534,141955,128218,1666915
SAN MARTIN XOCHINAHUAC #1 ,22,479995,2155926,415,09,002,Azcapotzalco,09002,63590,55642,55642,69552,61603,55642,63590,61603,60480,71885,69638,48384,737251
SAN MARTIN XOCHINAHUAC #2 ,23,478781,2155913,416,09,002,Azcapotzalco,09002,116122,101606,101606,127008,112493,101606,116122,112493,65318,77414,69638,65318,1166746
SAN MIGUEL AMANTLA,24,478540,2153210,417,09,002,Azcapotzalco,09002,82944,19354,62899,90720,80352,72576,82944,80352,70157,82944,80352,72576,878170
SAN PEDRO XALPA #1,25,478126,2154207,421,09,002,Azcapotzalco,09002,88474,77414,77414,96768,85709,77414,88474,85709,74995,88474,85709,79834,1006387
SAN PEDRO XALPA #2,26,477447,2154531,422,09,002,Azcapotzalco,09002,152064,133056,133056,166320,147312,94349,141005,144634,106445,127181,123206,77414,1546042
SANTA CATARINA AZCAPOTZALCO,27,471527,2154972,438,15,057,Naucalpan de Ju?írez,15057,RH,RH,RH,RH,DC,DC,DC,DC,DC,DC,DC,DC,0
TRABAJADORES DEL HIERRO ,28,484108,2153620,503,09,002,Azcapotzalco,09002,RH,RH,RH,RH,DC,DC,DC,DC,DC,DC,DC,DC,0
VILLAS AZCAPOTZALCO,29,479576,2155276,566,09,002,Azcapotzalco,09002,66355,58061,58061,72576,64282,58061,127181,120528,104026,124416,120528,106445,1080518
ABASOLO JARDIN ,30,484606,2150489,2,09,015,Cuauht??moc,09015,146534,101606,120960,157248,133920,116122,141005,133920,118541,138240,131242,116122,1555459
ACACIAS,31,481862,2140960,4,09,014,Benito Ju?írez,09014,99533,82253,89510,87696,101779,55642,94003,96422,89510,110592,107136,89510,1103587
ALAMEDA DE SANTA MARIA,32,483553,2150442,15,09,015,Cuauht??moc,09015,160358,140314,140314,163296,149990,133056,141005,144634,123379,132710,139277,133056,1701389
ALAMEDA DE TACUBAYA,33,480571,2145040,16,09,016,Miguel Hidalgo,09016,152064,94349,111283,117936,123206,125798,118886,109814,111283,121651,93744,123379,1403395
ALAMOS JARDIN #1,34,485190,2144841,17,09,014,Benito Ju?írez,09014,91238,74995,74995,69552,58925,58061,52531,58925,60480,47002,48211,41126,736042
ALAMOS JARDIN #2,35,485124,2145120,18,09,014,Benito Ju?írez,09014,129946,120960,135475,166320,133920,133056,132710,133920,118541,132710,128563,118541,1584662
ALBERT Y BERLIN,36,485377,2141715,19,09,014,Benito Ju?írez,09014,149299,130637,113702,193536,163382,147571,143770,139277,140314,152064,141955,140314,1755821
ALGARIN,37,485104,2145574,21,09,015,Cuauht??moc,09015,146534,116122,116122,145152,139277,116122,154829,131242,128218,135475,125885,133056,1588032
ALTAVISTA,38,479176,2139108,22,09,010,?ülvaro Obreg??n,09010,96768,84672,87091,117936,91066,84672,85709,120528,108864,146534,144634,130637,1299110
ANTONIO M. ANZA,39,483287,2146238,36,09,015,Cuauht??moc,09015,55296,50803,50803,60480,53568,48384,52531,53568,48384,58061,53568,45965,631411
ARENAL SAN ANGEL,40,480917,2139244,38,09,003,Coyoac?ín,09003,135475,113702,106445,102816,88387,96768,116122,109814,91930,107827,96422,101606,1267315
ARNAIZ ROSENDO ,41,480411,2143138,39,09,014,Benito Ju?írez,09014,77414,72576,72576,96768,85709,50803,63590,69638,9677,0,37498,67738,703987
AXOTLA,42,481716,2140255,80,09,010,?ülvaro Obreg??n,09010,47002,43546,41126,51408,42854,38707,55296,40176,29030,47002,42854,38707,517709
BENJAMIN FRANKLIN,43,480957,2145692,87,09,016,Miguel Hidalgo,09016,33178,26611,29030,45360,45533,36288,49766,42854,36288,44237,42854,36288,468288
CAMPOS ELISEOS ,44,478852,2148058,94,09,016,Miguel Hidalgo,09016,116122,101606,94349,142128,112493,62899,121651,133920,113702,107827,96422,118541,1321661
CASA AMARILLA,45,480065,2145785,98,09,016,Miguel Hidalgo,09016,165888,140314,137894,105840,85709,96768,168653,163382,142733,171418,163382,147571,1689552
CEDROS Y MOLIERE,46,478706,2148642,104,09,016,Miguel Hidalgo,09016,88474,58061,77414,72576,91066,79834,94003,99101,84672,82944,91066,84672,1003882
CHAPULTEPEC MORALES,47,480327,2148642,113,09,016,Miguel Hidalgo,09016,168653,120960,104026,151200,139277,135475,141005,109814,104026,82944,74995,74995,1407370
CICERON,48,478413,2148337,119,09,016,Miguel Hidalgo,09016,66355,53222,43546,57456,50890,53222,60826,61603,50803,63590,61603,67738,690854
DIAGONAL SAN ANTONIO,49,484551,2144735,139,09,014,Benito Ju?írez,09014,49766,45965,89510,111888,117850,104026,55296,125885,104026,121651,96422,7258,1029542
DIRECTO #22,50,477696,2134789,144,09,012,Tlalpan,09012,107827,94349,79834,105840,93744,94349,113357,104458,94349,113357,101779,84672,1187914
HUERTAS DEL CARMEN,51,480757,2138752,175,09,003,Coyoac?ín,09003,129946,111283,91930,127008,115171,99187,118886,104458,101606,110592,112493,91930,1314490
IRRIGACION,52,478175,2149700,177,09,016,Miguel Hidalgo,09016,58061,62899,55642,75600,69638,53222,60826,61603,53222,58061,56246,41126,706147
JARDIN DE SAN JACINTO,53,479963,2138791,193,09,010,?ülvaro Obreg??n,09010,129946,133056,111283,157248,112493,79834,118886,83030,106445,160358,155347,137894,1485821
JARDINES DEL PEDREGAL #1 ,54,478216,2137221,197,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
JARDINES DEL PEDREGAL #2 ,55,479233,2137630,198,09,010,?ülvaro Obreg??n,09010,2765,4838,9677,15120,8035,7258,PA,2678,2419,PA,2678,12096,67565
JARDINES DEL PEDREGAL #3 ,56,479590,2136089,199,09,003,Coyoac?ín,09003,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
JARDINES DEL PEDREGAL #4-B,57,477965,2135930,200,09,010,?ülvaro Obreg??n,09010,77414,70157,58061,69552,61603,50803,38707,2678,RH,RH,61603,41126,531706
JARDINES DEL PEDREGAL #5-B,58,477155,2135188,203,09,010,?ülvaro Obreg??n,09010,91238,77414,77414,105840,48211,50803,99533,99101,94349,107827,109814,91930,1053475
JARDIN MORELOS ,59,481303,2145227,194,09,016,Miguel Hidalgo,09016,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
JARDIN POMBO,60,480823,2144109,195,09,014,Benito Ju?írez,09014,74650,62899,65318,87696,72317,65318,49766,61603,65318,77414,69638,31450,783389
JARDINES DEL PEDREGAL #5-A ,61,477046,2135344,202,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
LA CAMPANA,62,480797,2141915,204,09,014,Benito Ju?írez,09014,160358,140314,140314,178416,147312,135475,146534,152669,135475,143770,147312,140314,1768262
HORMIGA,63,479959,2146530,174,09,016,Miguel Hidalgo,09016,38707,41126,50803,54432,45533,41126,38707,45533,45965,52531,48211,41126,543802
LA HUERTA,64,483034,2142593,206,09,014,Benito Ju?írez,09014,107827,94349,113702,117936,123206,108864,85709,83030,84672,116122,115171,118541,1269130
LAGO GINEBRA,65,479224,2150276,209,09,016,Miguel Hidalgo,09016,58061,38707,82253,111888,107136,99187,80179,69638,67738,88474,91066,67738,962064
LEGARIA,66,478689,2150496,210,09,016,Miguel Hidalgo,09016,96768,106445,104026,130032,101779,84672,107827,104458,96768,96768,85709,99187,1214438
MAR MEDITERRANEO,67,481776,2150834,216,09,016,Miguel Hidalgo,09016,85709,67738,72576,87696,80352,65318,71885,69638,62899,74650,72317,65318,876096
MARINA NACIONAL #1,68,481481,2149520,217,09,016,Miguel Hidalgo,09016,82944,67738,70157,87696,85709,70157,80179,80352,33869,RH,10714,60480,729994
MARINA NACIONAL #3,69,480760,2150404,218,09,016,Miguel Hidalgo,09016,71885,70157,67738,93744,66960,58061,88474,72317,50803,71885,69638,62899,844560
MARINA NACIONAL #4,70,480221,2151033,219,09,016,Miguel Hidalgo,09016,74650,82253,53222,102816,91066,77414,47002,26784,41126,55296,99101,104026,854755
MARTIRES DE TACUBAYA ,71,480664,2144482,220,09,014,Benito Ju?írez,09014,85709,74995,82253,90720,85709,58061,63590,RH,RH,63590,85709,84672,775008
MAYORAZGO,72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
MIGUEL ALEMAN,73,485070,2143994,224,09,014,Benito Ju?írez,09014,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
MIRAFLORES,74,480622,2143758,228,09,014,Benito Ju?írez,09014,110592,96768,91930,111888,99101,79834,121651,120528,108864,121651,125885,94349,1283040
MIRAVALLE,75,485274,2140695,229,09,014,Benito Ju?írez,09014,146534,128218,130637,172368,149990,118541,105062,109814,87091,102298,112493,104026,1467072
MODERNA,76,485903,2144382,230,09,014,Benito Ju?írez,09014,RH,RH,RH,RH,RH,RH,RH,RE,RE,RE,RE,RE,0
MOLINO DEL REY ,77,479642,2147289,231,09,016,Miguel Hidalgo,09016,85709,74995,74995,93744,83030,74995,85709,83030,72576,82944,83030,74995,969754
NAPOLES,78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NATIVITAS,79,485550,2142726,236,09,014,Benito Ju?írez,09014,47002,26611,26611,51408,58925,48384,47002,48211,130637,80179,72317,62899,700186
NATIVITAS ,80,485550,2142726,236,09,014,Benito Ju?írez,09014,124416,113702,77414,99792,133920,104026,124416,128563,120960,141005,133920,116122,1418256
NORMANDIA,81,485856,2141928,247,09,007,Iztapalapa,09007,141005,128218,113702,187488,171418,152410,146534,144634,162086,176947,152669,166925,1844035
NUEVO MIGUEL ALEMAN,82,485108,2143877,249,09,014,Benito Ju?írez,09014,165888,118541,108864,163296,123206,84672,24883,136598,130637,163123,141955,111283,1472947
ORTIZ RUBIO ,83,485111,2142220,253,09,014,Benito Ju?írez,09014,174182,166925,157248,166320,155347,133056,174182,144634,152410,102298,147312,159667,1833581
P. MARISCAL SUCRE ,84,483060,2143897,254,09,014,Benito Ju?írez,09014,55296,108864,106445,136080,56246,RE,RE,RE,RE,RE,RE,RE,462931
PARQUE DE LOS VENADOS,85,483779,2141901,270,09,014,Benito Ju?írez,09014,143770,128218,116122,157248,123206,123379,146534,144634,128218,146534,147312,113702,1618877
PARROQUIA #1,86,483206,2141726,271,09,014,Benito Ju?írez,09014,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PARROQUIA #2,87,483206,2141726,272,09,014,Benito Ju?írez,09014,2765,2419,2419,3024,2678,4838,5530,2678,2419,5530,5357,4838,44496
PERIODISTA,88,477073,2150067,312,09,016,Miguel Hidalgo,09016,135475,104026,31450,60480,61603,82253,63590,58925,45965,58061,37498,21773,761098
PIRULERA ,89,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,118886,120960,120960,127008,120528,96768,135475,125885,106445,113357,123206,120960,1430438
POPOTLA ARBOL,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PORTALES ,91,484686,2140946,317,09,014,Benito Ju?írez,09014,85709,91930,67738,81648,72317,87091,88474,104458,116122,135475,120528,118541,1170029
RADIO MIL,92,484258,2143551,353,09,014,Benito Ju?írez,09014,157594,133056,106445,172368,139277,125798,146534,128563,113702,146534,141955,130637,1642464
RIO SAN JOAQUIN,93,477902,2150276,363,09,016,Miguel Hidalgo,09016,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,0
SALESIANO,94,481404,2150143,379,09,016,Miguel Hidalgo,09016,143770,135475,149990,181440,147312,104026,118886,26784,48384,132710,120528,130637,1439942
SAN FELIPE POPOTLA,95,481648,2151031,380,09,016,Miguel Hidalgo,09016,171418,128218,130637,172368,144634,157248,174182,179453,149990,127181,FE,118541,1653869
SAN JOAQUIN TACUBA,96,478238,2150738,386,09,016,Miguel Hidalgo,09016,91238,91930,89510,120960,109814,89510,94003,80352,53222,94003,125885,106445,1146874
TACUBA,97,480210,2151387,459,09,016,Miguel Hidalgo,09016,55296,60480,50803,78624,80352,70157,82944,80352,70157,77414,77674,74995,859248
TIZAPAN,98,478906,2138404,497,09,010,?ülvaro Obreg??n,09010,99533,84672,89510,120960,101779,96768,110592,109814,82253,160358,158026,140314,1354579
VERONICA ,99,481682,2148727,555,09,016,Miguel Hidalgo,09016,149299,137894,120960,160272,149990,106445,210125,187488,195955,190771,174096,169344,1952640
VIADUCTO ,100,481343,2144628,556,09,014,Benito Ju?írez,09014,160358,137894,135475,163296,160704,147571,152064,155347,133056,163123,155347,108864,1773101
ACOXPA #31,101,485192,2133795,5,09,012,Tlalpan,09012,60826,53222,60480,72576,61603,55642,41472,40176,RH,RH,RH,RH,445997
ACOXPA #32,102,485455,2133735,6,09,012,Tlalpan,09012,237773,208051,198374,254016,219629,198374,218419,206237,186278,223949,216950,195955,2564006
AJUSCO,103,483445,2136071,14,09,003,Coyoac?ín,09003,132710,116122,116122,148176,131242,118541,132710,128563,116122,132710,128563,116122,1517702
ALTILLO UNIVERSIDAD,104,481103,2138473,23,09,003,Coyoac?ín,09003,55296,48384,48384,57456,50890,45965,52531,50890,45965,49766,48211,43546,597283
BOSQUES DE TETLALMEYA,105,484033,2133858,90,09,003,Coyoac?ín,09003,118886,104026,101606,130032,109814,104026,146534,133920,113702,135475,131242,118541,1447805
CARACOL,106,482972,2134511,96,09,003,Coyoac?ín,09003,74650,65318,65318,75600,66960,60480,24883,69638,62899,77414,72317,67738,783216
CEDRAL,107,488152,2135509,103,09,003,Coyoac?ín,09003,107827,94349,89510,117936,104458,94349,135475,128563,113702,135475,131242,118541,1371427
COLONIA DEL CARMEN FRAGATA ,108,483260,2139989,127,09,003,Coyoac?ín,09003,141005,123379,120960,154224,136598,123379,141005,109814,96768,113357,109814,99187,1469491
COPILCO UNIVERSIDAD,109,480690,2137954,128,09,003,Coyoac?ín,09003,35942,31450,31450,36288,32141,29030,33178,29462,26611,30413,26784,24192,366941
COUNTRY CLUB,110,485226,2139758,129,09,003,Coyoac?ín,09003,49766,43546,41126,54432,45533,43546,49766,40176,36288,35942,37498,33869,511488
DEPORTIVO CANTIL,111,483864,2138082,133,09,003,Coyoac?ín,09003,141005,123379,120960,154224,136598,120960,141005,139277,123379,118886,131242,118541,1569456
DEPORTIVO DURANGO ,112,483374,2135359,134,09,003,Coyoac?ín,09003,RH,RH,RE,RE,RE,RE,RE,56246,RE,8294,RE,RE,64541
DIRECTO #18,113,489804,2135343,140,09,013,Xochimilco,09013,33178,14515,33869,39312,34819,31450,38707,8035,33869,11059,136598,123379,538790
DIRECTO #19,114,481368,2134327,141,09,012,Tlalpan,09012,69120,60480,53222,63504,56246,50803,71885,69638,58061,66355,61603,55642,736560
DIRECTO #20-B ,115,480015,2134312,142,09,003,Coyoac?ín,09003,240538,145152,137894,39312,251770,227405,246067,238378,227405,259891,235699,212890,2462400
DIRECTO #21,116,479873,2134178,143,09,012,Tlalpan,09012,94003,82253,89510,105840,93744,84672,96768,93744,89510,102298,107136,96768,1136246
DIRECTO #24,117,482128,2135810,145,09,003,Coyoac?ín,09003,107827,94349,113702,133056,125885,113702,99533,96422,101606,116122,115171,104026,1321402
DIRECTO #25,118,483719,2134751,146,09,003,Coyoac?ín,09003,91238,79834,84672,99792,88387,79834,77414,85709,24192,FE,RH,RH,711072
EDUCACION #1,119,485357,2138170,147,09,003,Coyoac?ín,09003,66355,77414,77414,90720,77674,70157,80179,77674,70157,71885,66960,60480,887069
EDUCACION #2 (N) ,120,486192,2137920,148,09,003,Coyoac?ín,09003,30413,72576,72576,84672,74995,67738,33178,32141,29030,52531,50890,45965,646704
HUIPULCO ,121,485681,2132491,176,09,012,Tlalpan,09012,RE,67738,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,67738
ISSSTE COAPA #1,122,487057,2133526,179,09,012,Tlalpan,09012,152064,133056,137894,163296,149990,135475,154829,149990,133056,149299,139277,125798,1724026
ISSSTE COAPA #2,123,488733,2133590,180,09,012,Tlalpan,09012,99533,87091,79834,93744,83030,74995,85709,83030,62899,71885,72317,65318,959386
ISSSTE COAPA #3,124,487084,2134763,181,09,003,Coyoac?ín,09003,149299,130637,123379,145152,131242,118541,129946,125885,111283,124416,115171,104026,1508976
ISSSTE COAPA #4,125,487494,2135343,182,09,003,Coyoac?ín,09003,193536,169344,186278,154224,192845,174182,199066,192845,152410,171418,176774,38707,2001629
LA CIENEGA,126,483898,2137741,205,09,003,Coyoac?ín,09003,80179,70157,70157,87696,74995,67738,77414,72317,65318,71885,69638,62899,870394
LOS COYOTES ,127,487314,2135852,214,09,003,Coyoac?ín,09003,5530,4838,4838,6048,5357,4838,5530,5357,4838,5530,5357,4838,62899
LOS REYES COYOACAN,128,483778,2138641,215,09,003,Coyoac?ín,09003,63590,55642,55642,66528,58925,53222,60826,58925,53222,58061,56246,50803,691632
METRO C.U.,129,481622,2136504,223,09,003,Coyoac?ín,09003,27648,24192,24192,9072,29462,26611,30413,26784,24192,27648,26784,24192,301190
MULTIF. COAPA #7 ,130,486679,2133212,233,09,012,Tlalpan,09012,105062,87091,87091,99792,88387,79834,91238,88387,79834,91238,88387,79834,1066176
MULTIF. COAPA #8 ,131,487734,2132727,234,09,013,Xochimilco,09013,165888,145152,145152,142128,125885,113702,129946,125885,113702,132710,128563,116122,1584835
NAHUATLACAS ,132,483445,2136059,235,09,003,Coyoac?ín,09003,105062,91930,89510,105840,101779,91930,149299,144634,118541,135475,128563,116122,1378685
PASEOS DE TAXQUENA,133,486893,2138915,273,09,003,Coyoac?ín,09003,66355,55642,55642,66528,58925,53222,52531,50890,45965,52531,48211,43546,649987
PEDREGAL DE CARRASCO ,134,482587,2134705,276,09,003,Coyoac?ín,09003,63590,55642,60480,42336,DC,DC,DC,18749,152410,176947,69638,65318,705110
PEDREGAL DE SAN FRANCISCO,135,482687,2138340,277,09,003,Coyoac?ín,09003,DC,DC,DC,45360,99101,89510,102298,85709,DC,DC,DC,DC,421978
PEDREGAL DE SANTO DOMINGO,136,482109,2136073,278,09,003,Coyoac?ín,09003,94003,84672,79834,96768,85709,77414,80179,69638,65318,85709,80352,72576,972173
PEDREGAL IMAN,137,481901,2135103,279,09,003,Coyoac?ín,09003,121651,106445,106445,123984,109814,99187,113357,139277,125798,143770,139277,125798,1454803
PERIFERICO #1,138,485573,2136312,293,09,003,Coyoac?ín,09003,157594,137894,137894,163296,96422,RE,RE,RE,RE,RE,RE,RE,693101
PERIFERICO #2,139,486493,2134490,304,09,012,Tlalpan,09012,110592,96768,96768,105840,93744,84672,96768,109814,99187,107827,104458,94349,1200787
PERIFERICO #3,140,484822,2133935,305,09,012,Tlalpan,09012,80179,70157,70157,84672,72317,65318,74650,72317,65318,49766,16070,RH,720922
PERIFERICO #4,141,484272,2133665,306,09,012,Tlalpan,09012,127181,111283,111283,130032,115171,104026,118886,77674,70157,77414,74995,67738,1185840
PERIFERICO #8,142,483602,2132446,310,09,012,Tlalpan,09012,149299,130637,130637,FS,FS,FS,FS,FS,FS,FS,FS,FS,410573
PERIFERICO #10,143,486333,2132216,294,09,013,Xochimilco,09013,163123,142733,142733,166320,147312,133056,152064,147312,133056,154829,139277,104026,1725840
PERIFERICO #11,144,488634,2132855,295,09,013,Xochimilco,09013,152064,133056,128218,166320,144634,133056,149299,141955,125798,132710,131242,116122,1654474
PERIFERICO #12,145,488153,2133115,296,09,012,Tlalpan,09012,129946,113702,16934,FE,85709,113702,129946,125885,113702,152064,147312,133056,1261958
PERIFERICO #13,146,486343,2136134,297,09,003,Coyoac?ín,09003,RH,RH,RH,RH,RH,RH,RH,RH,RE,RE,RE,RE,0
PERIFERICO #14,147,488083,2134134,298,09,003,Coyoac?ín,09003,163123,142733,142733,166320,147312,133056,152064,141955,128218,146534,139277,125798,1729123
PERIFERICO #15,148,485969,2135229,299,09,003,Coyoac?ín,09003,82944,72576,72576,72576,64282,58061,66355,64282,58061,69120,66960,60480,808272
PERIFERICO #16,149,489444,2134015,300,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PERIFERICO #17,150,489484,2134564,301,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PERIFERICO #19,151,488874,2136877,303,09,003,Coyoac?ín,09003,60826,53222,53222,63504,53568,48384,55296,53568,48384,55296,53568,48384,647222
POZO 20 DE AGOSTO ,152,487195,2138577,318,09,003,Coyoac?ín,09003,77414,67738,67738,81648,69638,62899,19354,18749,16934,19354,18749,16934,537149
PRADOS CHURUBUSCO ,153,486699,2140007,320,09,003,Coyoac?ín,09003,163123,140314,140314,163296,144634,137894,157594,152669,137894,152064,147312,133056,1770163
PREPARATORIA #5 (N) ,154,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
REY MOCTEZUMA,155,483541,2137081,360,09,003,Coyoac?ín,09003,163123,142733,142733,169344,149990,135475,154829,147312,133056,149299,144634,130637,1763165
ROMERO DE TERREROS,156,482187,2138640,364,09,003,Coyoac?ín,09003,152064,133056,133056,157248,139277,125798,146534,141955,128218,154829,149990,135475,1697501
RUIZ CORTINEZ,157,484853,2136072,365,09,003,Coyoac?ín,09003,121651,106445,104026,133056,117850,106445,80179,117850,106445,113357,109814,99187,1316304
SAN FRANCISCO CULHUACAN ,158,487793,2137344,382,09,003,Coyoac?ín,09003,19354,96768,96768,114912,107136,99187,113357,107136,94349,113357,109814,99187,1171325
SAN NICOLAS TOLENTINO,159,485838,2133075,418,09,012,Tlalpan,09012,157594,137894,137894,202608,179453,162086,185242,158026,142733,154829,149990,135475,1903824
SANTA URSULA,160,483587,2135232,448,09,003,Coyoac?ín,09003,254362,222566,241920,311472,251770,227405,334541,318730,280627,317952,289267,261274,3311885
SANTA URSULA COAPA,161,483956,2134956,449,09,003,Coyoac?ín,09003,132710,116122,113702,145152,125885,116122,132710,53568,43546,55296,56246,50803,1141862
TERRANOVA,162,480277,2137821,495,09,003,Coyoac?ín,09003,152064,133056,118541,139104,123206,111283,127181,123206,128218,146534,117850,106445,1526688
UNIVERSIDAD ,163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38707,33869,33869,42336,34819,31450,35942,34819,31450,35942,34819,31450,419472
VILLA OLIMPICA #1,164,480489,2134541,563,09,003,Coyoac?ín,09003,116122,101606,101606,117936,104458,94349,107827,104458,94349,107827,104458,94349,1249344
VIVEROS DEL RELOJ #1,165,485383,2135593,568,09,003,Coyoac?ín,09003,185242,159667,157248,199584,176774,159667,182477,160704,142733,171418,166061,147571,2009146
VIVEROS DEL RELOJ #2,166,485353,2136042,569,09,003,Coyoac?ín,09003,124416,106445,106445,127008,112493,101606,96768,117850,106445,116122,112493,101606,1329696
ZAPATA #17 ,167,482186,2134254,576,09,012,Tlalpan,09012,44237,38707,41126,48384,42854,38707,41472,40176,36288,41472,40176,36288,489888
