GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,15666653
1998,,,,,,,,,,,,,,,,,,,,,372841920
,,417,,,,,,,,,,,,,,,,,,,395549741
VIVEROS DEL RELOJ #1,155,485383,2135593,568,09,003,Coyoac?ín,09003,109814,31450,REPAR.,58925,REPAR.,24192,112493,116122,112493,106445,133056,106445,911434
VIVEROS DEL RELOJ #2,156,485353,2136042,569,09,003,Coyoac?ín,09003,96422,87091,99533,96422,99533,87091,96422,99533,96422,87091,108864,87091,1141517
ACOXPA #31,157,485192,2133795,5,09,012,Tlalpan,09012,144634,7258,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,151891
ACOXPA #32,158,485455,2133735,6,09,012,Tlalpan,09012,198202,179021,185242,179453,185242,162086,184810,193536,187488,171763,254016,205632,2286490
DIRECTO #18,159,489804,2135343,140,09,013,Xochimilco,09013,64282,62899,63590,58925,38707,53222,56246,60826,58925,43546,54432,9677,625277
DIRECTO #19,160,481368,2134327,141,09,012,Tlalpan,09012,POZ.PAR,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,85709,85709,40176,36288,REPAR.,REPAR.,247882
DIRECTO #20-B,161,480015,2134312,142,09,003,Coyoac?ín,09003,144634,120960,24883,42854,47002,29030,26784,38707,24106,33869,81648,145152,759629
DIRECTO #21,162,479873,2134178,143,09,012,Tlalpan,09012,131242,65318,74650,83030,74650,REPAR.,REPAR.,88474,REPAR.,REPAR.,78624,108864,704851
DIRECTO #24,163,482128,2135810,145,09,003,Coyoac?ín,09003,117850,128218,110592,107136,143770,108864,125885,129946,125885,113702,142128,118541,1472515
DIRECTO #25,164,483719,2134751,146,09,003,Coyoac?ín,09003,POZ.PAR,POZ.PAR,REPAR.,61603,91238,74995,29462,82944,77674,67738,81648,65318,632621
ISSSTE COAPA #1,165,487057,2133526,179,09,012,Tlalpan,09012,265162,171763,199066,192845,196301,171763,198202,204595,192845,174182,223776,179021,2369520
ISSSTE COAPA #2,166,488733,2133590,180,09,012,Tlalpan,09012,REPAR.,REPAR.,DESAR.,DESAR.,DESAR.,DESAR.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
ISSSTE COAPA #3,167,487084,2134763,181,09,003,Coyoac?ín,09003,208915,188698,218419,211594,218419,188698,203558,210125,99101,191117,241920,195955,2376518
ISSSTE COAPA #4,168,487494,2135343,182,09,003,Coyoac?ín,09003,214272,166925,237773,184810,243302,94349,195523,204595,152669,179021,229824,215309,2318371
NAHUATLACAS,169,483445,2136059,235,09,003,Coyoac?ín,09003,64282,DESAR.,DESAR.,DESAR.,DESAR.,REPOS.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,64282
PEDREGAL DE CARRASCO,170,482587,2134705,276,09,003,Coyoac?ín,09003,141955,106445,60826,133920,107827,123379,133920,135475,131242,128218,157248,145152,1505606
PEDREGAL DE SANTO DOMINGO,171,482109,2136073,278,09,003,Coyoac?ín,09003,91066,87091,96768,109814,88474,77414,83030,85709,99101,89510,114912,91930,1114819
SANTA URSULA,172,483587,2135232,448,09,003,Coyoac?ín,09003,141955,128218,141005,136598,152064,133056,91066,94003,91066,82253,199584,154829,1545696
TERRANOVA,173,480277,2137821,495,09,003,Coyoac?ín,09003,155347,142733,165888,158026,165888,142733,163382,163123,158026,142733,178416,145152,1881446
ZAPATA #17,174,482186,2134254,576,09,012,Tlalpan,09012,26784,24192,27648,26784,REPAR.,REPAR.,58925,60826,64282,58061,69552,58061,475114
ZAPOTECAS,175,483267,2136640,577,09,003,Coyoac?ín,09003,107136,96768,129946,133920,138240,125798,131242,135475,125885,113702,36288,113702,1388102
BATAM,176,477520,2137686,85,09,008,La Magdalena Contreras,09008,131242,118541,143770,56246,47002,48384,42854,52531,53568,48384,69552,45965,858038
BELISARIO DOMINGUEZ,177,481265,2133300,86,09,012,Tlalpan,09012,POZ.PAR,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,12096,REPAR.,12096
CLUB DE GOLF #2,178,483400,2131600,123,09,012,Tlalpan,09012,42854,38707,44237,29462,30413,26611,29462,49766,42854,2419,REPAR.,REPAR.,336787
CLUB DE GOLF #3,179,483400,2131600,124,09,012,Tlalpan,09012,37498,33869,38707,21427,27648,16934,REPAR.,REPAR.,2678,REPAR.,REPAR.,REPAR.,178762
CLUB DE GOLF #4,180,483400,2131600,125,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,POZ.PAR,POZ.PAR,53568,50803,63504,50803,218678
DALIAS,181,481889,2141303,132,09,014,Benito Ju?írez,09014,13392,14515,19354,16070,16589,9677,16070,11059,POZ.PAR,26611,30240,0,173578
DEPORTIVO XOCHITL,182,481054,2132826,138,09,012,Tlalpan,09012,83030,74995,82944,50890,52531,45965,50890,55296,58925,50803,63504,45965,715738
DEPORTIVO VIVANCO,183,483427,2139343,137,09,003,Coyoac?ín,09003,83030,74995,30413,85709,88474,77414,85709,91238,74995,70157,99792,70157,932083
EL CAMINERO,184,481103,2138473,150,09,003,Coyoac?ín,09003,POZ.PAR,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
EL TREBOL,185,482401,2131586,151,09,012,Tlalpan,09012,125885,113702,129946,123206,127181,118541,128563,129946,117850,94349,136080,104026,1449274
EL ZAPOTE,186,481267,2133874,152,09,012,Tlalpan,09012,66960,58061,69120,56246,58061,50803,56246,58061,56246,48384,54432,48384,681005
FOVISSSTE,187,480685,2132104,156,09,012,Tlalpan,09012,26784,26611,33178,13392,11059,12096,18749,13824,13392,12096,15120,12096,208397
GALEANA TLALPAN,188,482632,2132332,162,09,012,Tlalpan,09012,32141,19354,33178,50890,47002,50803,58925,49766,40176,43546,36288,14515,476582
HIDALGO TLALPAN,189,480912,2132969,172,09,012,Tlalpan,09012,77674,74995,82944,74995,80179,67738,74995,85709,72317,67738,45360,62899,867542
JARDIN DE LA MONTANA #1,190,479273,2133860,191,09,012,Tlalpan,09012,48211,38707,52531,56246,55296,50803,56246,60826,56246,50803,78624,62899,667440
JARDIN DE LA MONTANA #2,191,478378,2133978,192,09,012,Tlalpan,09012,53568,67738,80179,64282,105062,53222,85709,52531,58925,58061,57456,55642,792374
PENA POBRE #2,192,480997,2133774,281,09,012,Tlalpan,09012,POZ.PAR,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
R-1,193,483430,2130663,333,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,29462,94003,53568,29030,93744,77414,377222
R-2,194,483177,2130602,338,09,012,Tlalpan,09012,69638,62899,71885,64282,66355,58061,64282,91238,93744,82253,105840,84672,915149
R-3,195,483552,2130452,346,09,012,Tlalpan,09012,45533,38707,47002,42854,47002,41126,45533,33178,32141,29030,36288,29030,467424
R-4,196,483815,2130811,347,09,012,Tlalpan,09012,74995,65318,77414,66960,69120,62899,56246,88474,66960,50803,84672,60480,824342
R-5,197,484339,2131154,348,09,012,Tlalpan,09012,72317,62899,66355,83030,88474,77414,77674,52531,69638,60480,84672,67738,863222
R-6,198,485210,2132061,349,09,013,Xochimilco,09013,48211,60480,69120,64282,69120,60480,66960,69120,66960,55642,75600,60480,766454
R-7,199,484935,2131404,350,09,012,Tlalpan,09012,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
R-8,200,484693,2131234,351,09,012,Tlalpan,09012,40176,7258,REPAR.,45533,49766,43546,48211,55296,40176,50803,66528,REPAR.,447293
R-9,201,484129,2130853,352,09,012,Tlalpan,09012,50890,29030,49766,53568,33178,45965,48211,66355,48211,REPOS.,REPOS.,REPOS.,425174
R-10,202,483792,2130536,334,09,012,Tlalpan,09012,REPAR.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
SAN FERNANDO TLALPAN,203,481638,2133393,381,09,012,Tlalpan,09012,107136,82253,110592,123206,138240,123379,144634,132710,136598,116122,120960,74995,1410826
SAN RAMON,204,477947,2137711,423,09,008,La Magdalena Contreras,09008,56246,50803,63590,58925,49766,53222,58925,60826,32141,REPAR.,18144,38707,541296
SAN PEDRO MARTIR #1,205,483072,2129627,420,09,012,Tlalpan,09012,85709,70157,85709,88387,96768,82253,96422,94003,85709,82253,102816,82253,1052438
SANTA URSULA XITLA,206,480995,2131462,450,09,012,Tlalpan,09012,RECUP.,REPAR.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
NORMANDIA,207,485856,2141928,247,09,007,Iztapalapa,09007,40176,33869,33178,40176,41472,36288,40176,27648,26784,24192,30240,24192,398390
TORIELLO,208,483222,2133095,501,09,012,Tlalpan,09012,37498,19354,35942,56246,58061,50803,53568,58061,50890,50803,63504,50803,585533
VILLA OLIMPICA #2,209,480443,2134197,564,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,0
VILLA OLIMPICA #3,210,479950,2133465,565,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,REPAR.,POZ.PAR,0
ARENAL,211,485285,2131689,37,09,013,Xochimilco,09013,120528,104026,74650,48211,146534,77414,149990,94003,107136,96768,123984,79834,1223078
ARTESANIAS O VILLA OLIMPICA,212,480679,2133319,40,09,012,Tlalpan,09012,POZ.PAR,74995,11059,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,208051,294106
BOSQUE TLALPAN #1,213,479688,2133363,88,09,012,Tlalpan,09012,34819,14515,19354,18749,POZ.PAR,77414,21427,2765,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,189043
BOSQUE TLALPAN #2,214,479648,2133076,89,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,REPAR.,REPAR.,POZ.PAR,REPAR.,REPAR.,REPAR.,0
CANAL #13,215,478437,2134424,95,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,REPAR.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
FUENTES BROTANTES #1,216,481550,2132467,159,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,0
FUENTES DEL PEDREGAL,217,476178,2134095,161,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,26784,2765,74995,21427,30413,POZ.PAR,REPAR.,REPAR.,62899,219283
ISSFAM,218,483120,2131330,178,09,012,Tlalpan,09012,93744,65318,91238,96422,80179,87091,88387,88474,72317,74995,102816,67738,1008720
LIMANTITLA,219,481534,2132038,211,09,012,Tlalpan,09012,29462,26611,27648,29462,30413,26611,29462,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,199670
#37,220,483038,2133008,1,09,012,Tlalpan,09012,66960,43546,82944,107136,99533,91930,99101,99533,69638,74995,102816,84672,1022803
PADIERNA #1,221,476778,2134389,255,09,012,Tlalpan,09012,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,REHAB.,REHAB.,RECUP.,RECUP.,RECUP.,0
PADIERNA #2,222,476720,2134847,256,09,012,Tlalpan,09012,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,REHAB.,REHAB.,RECUP.,RECUP.,RECUP.,0
PADIERNA #3,223,477226,2134706,257,09,012,Tlalpan,09012,50890,50803,69120,101779,44237,24192,77674,55296,53568,50803,60480,43546,682387
PADIERNA #4,224,476884,2135388,258,09,008,La Magdalena Contreras,09008,REPAR.,43546,55296,61603,66355,58061,64282,58061,56246,43546,63504,50803,621302
PADIERNA #5,225,477814,2133790,259,09,012,Tlalpan,09012,42854,38707,33178,42854,69120,55642,61603,52531,37498,50803,57456,36288,578534
PADIERNA PICACHO,226,476943,2133837,260,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,0
PEDREGAL AGUILAS,227,482211,2130826,275,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,5530,POZ.PAR,2765,4838,2678,2765,8035,16934,POZ.PAR,POZ.PAR,43546
PEDREGAL #2,228,478376,2140393,274,09,010,?ülvaro Obreg??n,09010,21427,21773,27648,24106,33178,29030,26784,24883,29462,21773,30240,21773,312077
PENA POBRE,229,479896,2133084,280,09,012,Tlalpan,09012,26784,62899,24883,32141,91238,38707,42854,POZ.PAR,8035,POZ.PAR,POZ.PAR,POZ.PAR,327542
REINO AVENTURA,230,477889,2133563,358,09,012,Tlalpan,09012,72317,82253,99533,104458,127181,96768,123206,116122,74995,43546,9072,POZ.PAR,949450
SUR #27 BIS,231,483401,2133291,458,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,DESAR.,DESAR.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
SAN JERONIMO #3 (ANZALDO),232,476723,2136300,385,09,008,La Magdalena Contreras,09008,40176,38707,52531,50890,52531,43546,42854,35942,32141,29030,45360,26611,490320
TLALCOLIGIA,233,481921,2130816,499,09,012,Tlalpan,09012,16070,19354,44237,29462,30413,26611,29462,33178,8035,POZ.PAR,POZ.PAR,POZ.PAR,236822
VIADUCTO TLALPAN #1,234,483438,2132139,557,09,012,Tlalpan,09012,139277,128218,149299,125885,124416,108864,125885,71885,125885,106445,108864,111283,1426205
VIADUCTO TLALPAN #2,235,483032,2131706,558,09,012,Tlalpan,09012,83030,43546,69120,45533,19354,24192,18749,2765,REPAR.,REPAR.,54432,58061,418781
MIRADOR #1,236,494077,2127688,225,09,013,Xochimilco,09013,125885,111283,110592,120528,110592,94349,166061,171418,171418,154829,187488,152410,1676851
MIRADOR #2,237,494205,2127862,226,09,013,Xochimilco,09013,120528,118541,110592,107136,107827,91930,83030,88474,77674,82253,87696,REPAR.,1075680
MIRADOR #3,238,494228,2127235,227,09,013,Xochimilco,09013,80352,116122,124416,136598,138240,14515,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,610243
NATIVITAS,239,485550,2142726,236,09,014,Benito Ju?írez,09014,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
NATIVITAS #2,240,490330,2126433,238,09,013,Xochimilco,09013,174096,65318,71885,72317,80179,67738,72317,69120,66960,24192,REPAR.,60480,824602
NATIVITAS #3,241,490458,2126770,239,09,013,Xochimilco,09013,120528,198374,212890,206237,204595,125798,179453,199066,179453,171763,211680,176602,2186438
NORIA #1,242,486562,2130782,240,09,013,Xochimilco,09013,101779,91930,105062,101779,102298,99187,109814,107827,107136,96768,123984,99187,1246752
NORIA #2,243,487133,2129237,241,09,013,Xochimilco,09013,125885,120960,154829,152669,152064,79834,88387,152064,149990,147571,187488,152410,1664150
NORIA #3,244,487635,2129008,242,09,013,Xochimilco,09013,85709,77414,94003,149990,116122,7258,48211,96768,96422,89510,117936,91930,1071274
NORIA #4,245,487975,2128974,243,09,013,Xochimilco,09013,117850,106445,55296,56246,58061,50803,131242,204595,200880,181440,211680,174182,1548720
NORIA #6,246,488178,2127972,245,09,013,Xochimilco,09013,117850,104026,124416,5357,88474,111283,115171,121651,115171,106445,136080,108864,1254787
NORIA #7,247,489421,2127836,246,09,013,Xochimilco,09013,DESAR.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPAR.,REPAR.,REPAR.,0
PANTEON SAN LUCAS XOCHIMANCA,248,488329,2126886,269,09,013,Xochimilco,09013,74995,91930,77414,74995,77414,65318,72317,77414,72317,67738,84672,67738,904262
RECLUSORIO SUR #1,249,487085,2126212,354,09,013,Xochimilco,09013,66960,60480,66355,104458,107827,94349,104458,107827,104458,94349,117936,84672,1114128
RECLUSORIO SUR #2,250,486650,2126527,355,09,013,Xochimilco,09013,85709,55642,66355,69638,69120,58061,61603,69120,69638,60480,78624,65318,809309
RESIDENCIAL SUR,251,486065,2131760,359,09,013,Xochimilco,09013,147312,133056,99533,99101,96768,94349,101779,149299,141955,130637,163296,130637,1487722
S-1,252,488882,2127217,366,09,013,Xochimilco,09013,227664,200794,229478,109814,113357,55642,107136,107827,107136,96768,123984,99187,1578787
S-2,253,487111,2126517,371,09,013,Xochimilco,09013,144634,125798,143770,144634,113357,116122,131242,135475,131242,120960,154224,120960,1582416
S-3,254,489958,2126538,372,09,013,Xochimilco,09013,141955,120960,99533,96422,113357,96768,109814,113357,109814,96768,127008,101606,1327363
S-4,255,486666,2126212,373,09,013,Xochimilco,09013,101779,82253,99533,104458,107827,94349,99101,105062,99101,89510,114912,91930,1189814
S-5,256,489992,2126177,374,09,013,Xochimilco,09013,80352,72576,85709,69638,85709,72576,77674,82944,83030,50803,93744,74995,929750
S-6,257,490912,2126096,375,09,013,Xochimilco,09013,91066,82253,96768,88387,94003,72576,85709,88474,85709,77414,96768,77414,1036541
S-7,258,492891,2126808,376,09,013,Xochimilco,09013,139277,128218,143770,139277,141005,128218,117850,127181,131242,120960,130032,120960,1567987
S-8,259,488261,2127516,377,09,013,Xochimilco,09013,88387,65318,116122,179453,185242,157248,176774,149299,171418,154829,202608,162086,1808784
S-9,260,486026,2130803,378,09,013,Xochimilco,09013,93744,84672,102298,99101,116122,89510,99101,146534,139277,125798,160272,116122,1372550
S-10,261,485222,2130406,367,09,013,Xochimilco,09013,77674,70157,80179,77674,80179,70157,77674,80179,77674,67738,87696,70157,917136
S-11,262,496467,2128172,368,09,013,Xochimilco,09013,104458,94349,107827,74995,107827,99187,91066,91238,104458,65318,78624,91930,1111277
SAN GREGORIO ATL. #1,263,493006,2128467,383,09,013,Xochimilco,09013,101779,91930,74650,64282,80179,70157,61603,60826,58925,53222,66528,53222,837302
SAN GREGORIO ATL. #2,264,492890,2127862,384,09,013,Xochimilco,09013,34819,58061,60826,26784,44237,55642,58925,60826,58925,50803,66528,53222,629597
SAN LUIS #1,265,497615,2129035,394,09,013,Xochimilco,09013,91066,79834,94003,99101,102298,87091,99101,102298,99101,84672,108864,89510,1136938
SAN LUIS #3,266,497036,2129582,407,09,013,Xochimilco,09013,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
SAN LUIS #5,267,497315,2129600,409,09,013,Xochimilco,09013,141955,128218,149299,147312,157594,133056,144634,138240,2678,REPAR.,REPAR.,REPAR.,1142986
SAN LUIS #6,268,497439,2129597,410,09,013,Xochimilco,09013,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,MAL.CAL,MAL.CAL,MAL.CAL,0
SAN LUIS #7,269,496647,2129289,411,09,013,Xochimilco,09013,289267,258854,301363,275875,295834,258854,286589,301363,291946,263693,329616,263693,3416947
SAN LUIS #8,270,496435,2128999,412,09,013,Xochimilco,09013,77674,82253,77414,74995,82944,70157,74995,85709,83030,74995,93744,74995,952906
SAN LUIS #9,271,496048,2129025,413,09,013,Xochimilco,09013,101779,91930,107827,104458,107827,91930,109814,113357,109814,101606,127008,101606,1268957
SAN LUIS #10,272,495713,2128981,395,09,013,Xochimilco,09013,DESAR.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
SAN LUIS #11,273,495413,2128559,396,09,013,Xochimilco,09013,187488,166925,190771,187488,193536,166925,187488,193536,179453,171763,217728,174182,2217283
SAN LUIS #12,274,495360,2128726,397,09,013,Xochimilco,09013,241056,212890,248832,246413,254362,220147,241056,240538,243734,224986,278208,222566,2874787
SAN LUIS #13,275,494961,2128603,398,09,013,Xochimilco,09013,96422,89510,118886,107136,107827,101606,158026,165888,163382,145152,187488,137894,1579219
SAN LUIS #14,276,493710,2128823,399,09,013,Xochimilco,09013,99101,87091,102298,99101,102298,87091,96422,99533,96422,89510,111888,89510,1160266
SAN LUIS #16,277,492704,2128176,401,09,013,Xochimilco,09013,190166,166925,182477,233021,246067,210470,222307,215654,230342,212890,263088,195955,2569363
SAN LUIS #17,278,492917,2128568,402,09,013,Xochimilco,09013,0,0,REPOS.,REPOS.,22118,58061,61603,52531,50890,45965,60480,48384,400032
SAN LUIS #18,279,492829,2128339,403,09,013,Xochimilco,09013,262483,249178,304128,238378,317952,273370,233021,254362,254448,224986,293328,229824,3135456
SAN LUIS #19,280,491807,2127960,404,09,013,Xochimilco,09013,152669,142733,157594,144634,163123,140314,77674,77414,74995,67738,87696,58061,1344643
SAN LUIS #20,281,490706,2127793,406,09,013,Xochimilco,09013,144634,135475,146534,147312,149299,99187,158026,188006,179453,162086,199584,50803,1760400
SAN LUIS NVO.,282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,123206,0,0,0,0,0,0,0,0,0,0,0,123206
SAN LUIS TLAXIALTEMALCO,283,496162,2128409,414,09,013,Xochimilco,09013,0,0,0,133920,24883,REPAR.,85709,107827,61603,41126,81648,108864,645581
SAN LUIS TLAXIALTEMALCO,284,496162,2128409,414,09,013,Xochimilco,09013,0,99187,129946,0,0,0,0,0,0,0,0,0,229133
SAN LORENZO ATEMOAYA #1,285,489528,2127154,390,09,013,Xochimilco,09013,125885,113702,127181,125885,124416,89510,115171,121651,117850,99187,139104,36288,1335830
SAN LORENZO ATEMOAYA #2,286,489441,2127276,391,09,013,Xochimilco,09013,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,0
SAN LUCAS XOCHIMANCA,287,487902,2127087,393,09,013,Xochimilco,09013,101779,91930,94003,93744,96768,84672,93744,99533,93744,84672,108864,84672,1128125
SANTA CRUZ ACALPIXCA #1,288,492715,2127316,440,09,013,Xochimilco,09013,115171,99187,113357,109814,113357,99187,56246,99533,93744,84672,114912,91930,1191110
SANTA CRUZ ACALPIXCA #2,289,492727,2127595,441,09,013,Xochimilco,09013,147312,137894,165888,222307,174182,108864,192845,190771,176774,159667,226800,181440,2084746
SANTA CRUZ XOCHITEPEC,290,486440,2128685,444,09,013,Xochimilco,09013,139277,108864,154829,152669,157594,166925,179453,229478,224986,203213,257040,203213,2177539
SANTIAGO TEPALCATLALPAN,291,487217,2127605,451,09,013,Xochimilco,09013,99101,89510,105062,101779,105062,91930,101779,110592,107136,96768,120960,94349,1224029
PISTA OLIMPICA #1,292,489138,2132973,314,09,013,Xochimilco,09013,128563,31450,41472,5357,44237,74995,66960,60826,56246,70157,84672,70157,735091
TEPEPAN #1,293,484817,2130992,485,09,012,Tlalpan,09012,72317,48384,77414,74995,77414,50803,74995,88474,88387,14515,REPAR.,REPAR.,667699
TEPEPAN #2,294,484526,2130414,486,09,012,Tlalpan,09012,64282,60480,66355,64282,60826,55642,61603,63590,64282,58061,75600,60480,755482
TEPEPAN #3,295,485444,2131291,487,09,013,Xochimilco,09013,149990,120960,163123,163382,165888,137894,158026,71885,69638,60480,60480,60480,1382227
MONTE SUR #1,296,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66960,58061,71885,69638,66355,55642,64282,66355,64282,58061,78624,62899,783043
MONTE SUR #2,297,487741,2125198,232,09,013,Xochimilco,09013,40176,43546,47002,45533,47002,31450,45533,47002,2678,36288,51408,41126,478742
CERRILLOS #1,298,497979,2128002,105,09,013,Xochimilco,09013,58925,53222,49766,32141,52531,50803,53568,55296,56246,45965,60480,50803,619747
CERRILLOS #2,299,498560,2127688,106,09,011,Tl?íhuac,09011,133920,137894,154829,152669,149299,125798,147312,132710,149990,118541,166320,130637,1699920
CERRILLOS #3,300,498585,2127177,107,09,011,Tl?íhuac,09011,74995,77414,85709,88387,85709,72576,85709,85709,85709,55642,90720,70157,958435
ESCUDO NACIONAL #1,301,499305,2127979,153,09,011,Tl?íhuac,09011,139277,135475,152064,147312,146534,133056,147312,146534,147312,120960,160272,123379,1699488
ESCUDO NACIONAL #2,302,499028,2127046,154,09,011,Tl?íhuac,09011,107136,91930,94003,115171,116122,101606,112493,105062,115171,67738,90720,67738,1184890
R-11,303,499184,2127397,335,09,011,Tl?íhuac,09011,136598,128218,143770,29462,REPAR.,120960,131242,132710,136598,113702,154224,118541,1346026
R-18,304,500141,2123254,336,09,009,Milpa Alta,09009,50890,130637,105062,144634,77414,101606,109814,121651,139277,125798,157248,120960,1384992
R-19,305,498387,2122183,337,09,009,Milpa Alta,09009,42854,38707,44237,42854,38707,38707,42854,41472,42854,36288,48384,36288,494208
R-21,306,498543,2122563,339,09,009,Milpa Alta,09009,96422,87091,41472,10714,94003,104026,88387,102298,109814,89510,123984,99187,1046909
R-22,307,500132,2122660,340,09,009,Milpa Alta,09009,128563,123379,141005,158026,157594,128218,115171,138240,149990,118541,160272,130637,1649635
R-24,308,499460,2123283,341,09,009,Milpa Alta,09009,40176,60480,71885,64282,107827,99187,107136,107827,112493,89510,127008,96768,1084579
R-25,309,498704,2122951,342,09,009,Milpa Alta,09009,123206,101606,113357,107136,30413,99187,101779,102298,107136,87091,114912,94349,1182470
R-26,310,500353,2122335,343,09,009,Milpa Alta,09009,179453,149990,171418,174096,165888,19354,168739,163123,166061,149990,193536,125798,1827446
R-28,311,500633,2123093,345,09,009,Milpa Alta,09009,107136,87091,99533,112493,110592,94349,120528,116122,120528,104026,136080,101606,1310083
S-12,312,498012,2128664,369,09,013,Xochimilco,09013,168739,162086,185242,174096,174182,154829,155347,168653,163382,135475,190512,104026,1936570
S-13,313,498497,2128189,370,09,013,Xochimilco,09013,216950,125798,141005,131242,121651,113702,139277,132710,141955,99187,114912,91930,1570320
SAN JUAN TEPENAHUAC,314,500689,2121549,387,09,009,Milpa Alta,09009,93744,118541,138240,125885,127181,116122,128563,135475,133920,116122,154224,120960,1508976
SAN PEDRO ATOCPAN,315,494862,2124268,419,09,009,Milpa Alta,09009,74995,72576,82944,85709,85709,74995,83030,82944,80352,62899,90720,70157,947030
TECOMITL #10,316,501476,2124659,464,09,009,Milpa Alta,09009,107136,111283,124416,117850,113357,91930,107136,107827,109814,108864,148176,120960,1368749
TECOMITL #11,317,501597,2124497,465,09,009,Milpa Alta,09009,141955,120960,135475,128563,132710,120960,115171,121651,123206,120960,160272,125798,1547683
TECOMITL #12,318,502121,2124423,466,09,009,Milpa Alta,09009,200880,113702,127181,123206,116122,91930,109814,107827,109814,104026,139104,108864,1452470
