GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,15847229
1993,,,,,,,,,,,,,,,,,,,,,435135111
,,524,,,,,,,,,,,,,,,,,,,457473744
RUIZ CORTINEZ,166,484853,2136072,365,09,003,Coyoac?ín,09003,113357,115171,99187,116899,106272,99187,113357,109814,99187,113357,109814,99187,1294790
SAN FRANCISCO CULHUACAN ,167,487793,2137344,382,09,003,Coyoac?ín,09003,113357,112493,99187,116899,106272,99187,113357,109814,99187,113357,109814,99187,1292112
SAN NICOLAS TOLENTINO,168,485838,2133075,418,09,012,Tlalpan,09012,157594,171418,137894,162518,147744,137894,157594,152669,137894,157594,120528,108864,1750205
SANTA URSULA,169,483587,2135232,448,09,003,Coyoac?ín,09003,301363,297302,261274,305078,277344,261274,298598,56246,179021,210125,203558,183859,2835043
SANTA URSULA COAPA,170,483956,2134956,449,09,003,Coyoac?ín,09003,58061,56246,48384,57024,51840,48384,55296,56246,84672,96768,93744,84672,791338
TERRANOVA,171,480277,2137821,495,09,003,Coyoac?ín,09003,127181,141955,116122,136858,116640,108864,129946,125885,111283,127181,123206,111283,1476403
UNIVERSIDAD SANTA CATARINA ,172,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35942,40176,31450,37066,33696,31450,35942,34819,31450,35942,34819,31450,414202
VILLA OLIMPICA #1,173,480489,2134541,563,09,003,Coyoac?ín,09003,107827,115171,94349,111197,101088,94349,107827,104458,94349,107827,104458,94349,1237248
VIVEROS DEL RELOJ #1,174,485383,2135593,568,09,003,Coyoac?ín,09003,154829,152669,133056,159667,142560,135475,152064,147312,128218,146534,141955,128218,1722557
VIVEROS DEL RELOJ #2,175,485353,2136042,569,09,003,Coyoac?ín,09003,107827,115171,94349,111197,101088,94349,107827,104458,94349,107827,104458,94349,1237248
ZAPATA #17 ,176,482186,2134254,576,09,012,Tlalpan,09012,41472,45533,36288,42768,38880,36288,41472,40176,36288,41472,40176,33869,474682
ZAPOTECAS,177,483267,2136640,577,09,003,Coyoac?ín,09003,19354,8035,7258,8554,7776,7258,5530,5357,4838,5530,5357,4838,89683
TULYEHUALCO SUR #1 ,178,489324,2133515,512,09,012,Tlalpan,09012,RE,176602,227664,205632,188179,176774,208915,215654,170381,188006,171072,165370,2094250
TULYEHUALCO SUR #2 ,179,488938,2133322,517,09,012,Tlalpan,09012,159667,118541,18749,RH,RH,RH,RH,RH,RH,RH,64800,140314,502070
TULYEHUALCO SUR #3 ,180,488153,2133115,519,09,012,Tlalpan,09012,96941,77414,74995,50803,RH,RH,RH,60826,92707,138240,114048,110246,816221
TULYEHUALCO SUR #4 ,181,487881,2132804,525,09,013,Xochimilco,09013,156816,147571,147312,133056,139709,131242,141955,146534,117763,129946,119232,115258,1626394
TULYEHUALCO SUR #5 ,182,487503,2132636,526,09,013,Xochimilco,09013,185328,159667,171418,157248,168221,158026,163382,168653,152842,165888,163296,155347,1969315
TULYEHUALCO SUR #6 ,183,487208,2132493,527,09,013,Xochimilco,09013,79834,152410,168739,152410,179626,187488,198202,182477,137808,129946,196992,190426,1956355
TULYEHUALCO SUR #7 ,184,486933,2132236,528,09,013,Xochimilco,09013,242352,208051,224986,200794,230947,216950,219629,229478,205459,229478,194400,187920,2590445
TULYEHUALCO SUR #8 ,185,486105,2132113,529,09,013,Xochimilco,09013,91238,87091,85709,77414,91238,85709,77674,80179,65146,82944,77760,75168,977270
TULYEHUALCO SUR #9 ,186,485351,2132095,530,09,012,Tlalpan,09012,76982,72576,72317,65318,116899,109814,115171,118886,105235,80179,108864,105235,1147478
TULYEHUALCO SUR #10 ,187,486333,2132216,513,09,013,Xochimilco,09013,125453,118541,117850,106445,57024,53568,58925,60826,55123,60826,59616,57629,931824
TULYEHUALCO SUR #11 ,188,484473,2132617,514,09,012,Tlalpan,09012,122602,116122,109814,113702,128304,120528,120528,124416,110246,121651,116640,112752,1417306
TULYEHUALCO SUR #12 ,189,484107,2133070,515,09,012,Tlalpan,09012,111197,108864,107136,96768,119750,112493,109814,113357,100224,96768,103680,100224,1280275
TULYEHUALCO SUR #13 ,190,486343,2136109,516,09,003,Coyoac?ín,09003,25661,12096,RE,RH,RH,RH,RH,RH,RH,11059,20736,20045,89597
TULYEHUALCO SUR #23 ,191,489609,2135481,518,09,013,Xochimilco,09013,151114,140314,139277,125798,156816,147312,115171,107827,102730,113357,103680,100224,1503619
TULYEHUALCO SUR #33 ,192,489692,2133900,520,09,013,Xochimilco,09013,85536,77414,77674,70157,74131,69638,80352,82944,57629,82944,80352,77674,916445
TULYEHUALCO SUR #34 ,193,489568,2136213,521,09,013,Xochimilco,09013,119750,113702,112493,101606,108346,101779,101779,105062,90202,99533,88128,85190,1227571
TULYEHUALCO SUR #35 ,194,489834,2135709,522,09,013,Xochimilco,09013,91238,87091,85709,77414,91238,85709,88387,91238,87696,96768,90720,87696,1060906
TULYEHUALCO SUR #36 ,195,484773,2132258,523,09,012,Tlalpan,09012,173923,157248,168739,154829,176774,163382,163382,168653,155347,174182,163296,160358,1980115
TULYEHUALCO SUR #38 ,196,489569,2136221,524,09,013,Xochimilco,09013,39917,45965,45533,41126,25661,24106,26784,27648,30067,24883,7776,30067,369533
TULYEHUALCO SUR #1 ,197,489324,2133515,512,09,012,Tlalpan,09012,RE,135960,170889,169509,149121,146642,169689,195802,170389,178996,158753,146772,1792522
TULYEHUALCO SUR #2 ,198,488938,2133322,517,09,012,Tlalpan,09012,129101,91261,14073,RH,RH,RH,RH,RH,RH,RH,60134,124534,419103
TULYEHUALCO SUR #3 ,199,488153,2133115,519,09,012,Tlalpan,09012,78383,59599,56293,41879,RH,RH,RH,55226,92712,131615,105835,97848,719389
TULYEHUALCO SUR #4 ,200,487881,2132804,525,09,013,Xochimilco,09013,126796,113611,110576,109682,110711,108871,115301,133045,117769,123718,110646,102295,1383020
TULYEHUALCO SUR #5 ,201,487503,2132636,526,09,013,Xochimilco,09013,149850,122923,128670,129624,133305,131089,132705,153127,152849,157938,151537,137876,1681494
TULYEHUALCO SUR #6 ,202,487208,2132493,527,09,013,Xochimilco,09013,64551,117335,126659,125636,142343,155530,160987,165678,137815,123718,182806,169010,1672068
TULYEHUALCO SUR #7 ,203,486933,2132236,528,09,013,Xochimilco,09013,195957,160172,168879,165520,183012,179970,178391,208353,205469,218481,180401,166786,2211392
TULYEHUALCO SUR #8 ,204,486105,2132113,529,09,013,Xochimilco,09013,73772,67049,64335,63815,72301,71099,63089,72798,65149,78969,72160,66714,831251
TULYEHUALCO SUR #9 ,205,485351,2132095,530,09,012,Tlalpan,09012,62245,55874,54283,53844,92636,91096,93546,107942,105240,76337,101024,93400,987468
TULYEHUALCO SUR #10 ,206,486333,2132216,513,09,013,Xochimilco,09013,101437,91261,88460,87746,45188,44437,47861,55226,55126,57911,55323,51148,781123
NORMANDIA,207,485856,2141928,247,09,007,Iztapalapa,09007,99131,89398,82429,93728,101674,99983,97897,112963,110252,115821,108240,100072,1211589
TULYEHUALCO SUR #12 ,208,484107,2133070,515,09,012,Tlalpan,09012,89910,83811,80419,79769,94895,93318,89195,102921,100229,92131,96214,88953,1091764
TULYEHUALCO SUR #13 ,209,486343,2136109,516,09,003,Coyoac?ín,09003,20748,9312,RE,RH,RH,RH,RH,RH,RH,10529,19243,17791,77623
TULYEHUALCO SUR #23 ,210,489609,2135481,518,09,013,Xochimilco,09013,122185,108023,104544,103699,124268,122202,93546,97901,102735,107924,96214,88953,1272194
TULYEHUALCO SUR #33 ,211,489692,2133900,520,09,013,Xochimilco,09013,69161,59599,58303,57832,58745,57768,65265,75308,57632,78969,74566,68938,782087
TULYEHUALCO SUR #34 ,212,489568,2136213,521,09,013,Xochimilco,09013,96826,87536,84440,83757,85858,84430,82669,95391,90206,94763,81782,75610,1043266
TULYEHUALCO SUR #35 ,213,489834,2135709,522,09,013,Xochimilco,09013,73772,67049,64335,63815,72301,71099,71791,82839,87700,92131,84187,77833,908853
TULYEHUALCO SUR #36 ,214,484773,2132258,523,09,012,Tlalpan,09012,140628,121060,126659,127630,140083,135533,132705,153127,155355,165835,151537,142324,1692477
TULYEHUALCO SUR #38 ,215,489569,2136221,524,09,013,Xochimilco,09013,32275,35387,34178,33902,20335,19997,21755,25103,30069,23691,7216,26686,310592
XOCHIMILCO #28 ,216,484437,2133089,570,09,012,Tlalpan,09012,76982,72576,77674,70157,79834,74995,74995,77414,70157,77414,72576,70157,894931
XOCHIMILCO #29 ,217,484599,2133433,571,09,012,Tlalpan,09012,57024,55642,56246,50803,59875,56246,56246,58061,52618,58061,51840,50112,662774
XOCHIMILCO #30 ,218,484641,2133825,572,09,012,Tlalpan,09012,142560,135475,136598,123379,153965,144634,131242,135475,122774,135475,127008,122774,1611360
ZAPATA #14 ,219,488083,2134134,573,09,003,Coyoac?ín,09003,119750,113702,112493,101606,119750,112493,112493,116122,105235,116122,95904,92707,1318378
ZAPATA #15 ,220,483077,2134102,574,09,012,Tlalpan,09012,34214,33869,32141,29030,34214,24106,32141,33178,30067,33178,31104,30067,377309
ZAPATA #16 ,221,489444,2134015,575,09,013,Xochimilco,09013,2851,2419,2678,2419,2851,2678,RE,RE,RE,RH,RE,RE,15898
XOCHIMILCO #28 ,222,484437,2133089,570,09,012,Tlalpan,09012,85373,77160,54577,55017,59627,59876,60673,64203,46796,71577,63737,57036,755652
XOCHIMILCO #29 ,223,484599,2133433,571,09,012,Tlalpan,09012,63239,59156,39521,39840,44720,44907,45505,48153,35097,53683,45526,40740,560087
XOCHIMILCO #30 ,224,484641,2133825,572,09,012,Tlalpan,09012,158098,144032,95980,96755,114994,115475,106178,112356,81893,125260,111540,99814,1362373
ZAPATA #14 ,225,488083,2134134,573,09,003,Coyoac?ín,09003,132802,120884,79042,79680,89440,89814,91009,96305,70194,107366,84224,75370,1116129
ZAPATA #15 ,226,483077,2134102,574,09,012,Tlalpan,09012,37944,36008,22584,22766,25554,19246,26003,27516,20055,30676,27316,24444,320110
ZAPATA #16 ,227,489444,2134015,575,09,013,Xochimilco,09013,3162,2572,1882,1897,2130,2138,RE,RE,RE,RH,RE,RE,13781
ARENAL,228,485285,2131689,37,09,013,Xochimilco,09013,135475,133920,120960,136858,116640,106445,121651,117850,116122,129946,128563,113702,1478131
ARTESANIAS O VILLA OLIMPICA,229,480679,2133319,40,09,012,Tlalpan,09012,RH,RH,RH,RH,RH,RH,RH,RH,36288,69120,66960,60480,232848
BATAM ,230,477520,2137686,85,09,008,La Magdalena Contreras,09008,8294,16070,4838,5702,5184,4838,5530,5357,4838,5530,5357,4838,76378
BELISARIO DOMINGUEZ,231,481265,2133300,86,09,012,Tlalpan,09012,RH,RH,RH,0,0,0,30413,53568,50803,19354,13392,62899,230429
BOSQUE TLALPAN #1,232,479688,2133363,88,09,012,Tlalpan,09012,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
BOSQUE TLALPAN #2,233,479648,2133076,89,09,012,Tlalpan,09012,22118,24106,12096,14256,15552,14515,11059,10714,9677,11059,10714,9677,165542
CANAL #13,234,478437,2134424,95,09,012,Tlalpan,09012,91238,96422,74995,96941,77760,89510,99533,96422,72576,16589,FE,FE,811987
CLUB DE GOLF #1,235,483400,2131600,122,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
CLUB DE GOLF #2 ,236,483400,2131600,123,09,012,Tlalpan,09012,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,0
CLUB DE GOLF #3 ,237,483400,2131600,124,09,012,Tlalpan,09012,PA,PA,PA,PA,PA,PA,2765,FE,FE,FE,FE,FE,2765
CLUB DE GOLF #4 ,238,483400,2131600,125,09,012,Tlalpan,09012,27648,26784,16934,19958,18144,16934,13824,18749,16934,19354,18749,16934,230947
DALIAS,239,481889,2141303,132,09,014,Benito Ju?írez,09014,38707,42854,50803,31363,33696,29030,19354,21427,24192,19354,40176,29030,379987
DEPORTIVO VIVANCO ,240,483427,2139343,137,09,003,Coyoac?ín,09003,55296,48211,55642,62726,57024,53222,58061,32141,45965,38707,42854,38707,588557
DEPORTIVO XOCHITL ,241,481054,2132826,138,09,012,Tlalpan,09012,55296,58925,50803,62726,54432,53222,60826,58925,50803,58061,56246,53222,673488
EL CAMINERO ,242,481103,2138473,150,09,003,Coyoac?ín,09003,88474,107136,79834,108346,80352,65318,82944,101779,87091,63590,96422,91930,1053216
EL TREBOL,243,482401,2131586,151,09,012,Tlalpan,09012,107827,117850,104026,102643,111456,101606,118886,117850,106445,121651,99101,89510,1298851
EL ZAPOTE,244,481267,2133874,152,09,012,Tlalpan,09012,16589,26784,9677,11405,10368,9677,52531,128563,116122,135475,117850,106445,741485
FOVISSSTE,245,480685,2132104,156,09,012,Tlalpan,09012,47002,58925,43546,48470,44064,45965,52531,40176,31450,38707,37498,21773,510106
FUENTES BROTANTES #1,246,481550,2132467,159,09,012,Tlalpan,09012,16589,16070,9677,11405,10368,9677,11059,10714,9677,11059,10714,9677,136685
FUENTES BROTANTES #2,247,481296,2132279,160,09,012,Tlalpan,09012,33178,32141,19354,22810,20736,19354,22118,21427,19354,22118,21427,19354,273370
FUENTES DEL PEDREGAL ,248,476178,2134095,161,09,012,Tlalpan,09012,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,0
GALEANA TLALPAN,249,482632,2132332,162,09,012,Tlalpan,09012,8294,10714,4838,5702,5184,4838,5530,5357,4838,41472,2678,2419,101866
HIDALGO TLALPAN,250,480912,2132969,172,09,012,Tlalpan,09012,88474,96422,89510,102643,93312,84672,91238,42854,FE,22118,66960,60480,838685
ISSFAM,251,483120,2131330,178,09,012,Tlalpan,09012,77414,104458,96768,116899,93312,87091,91238,91066,91930,102298,104458,94349,1151280
JARDIN DE LA MONTANA #1,252,479273,2133860,191,09,012,Tlalpan,09012,RE,2678,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,2678
JARDIN DE LA MONTANA #2,253,478378,2133978,192,09,012,Tlalpan,09012,30413,34819,19354,22810,20736,19354,22118,21427,19354,22118,21427,19354,273283
LIMANTITLA,254,481534,2132038,211,09,012,Tlalpan,09012,63590,61603,38707,42768,38880,36288,41472,40176,36288,41472,40176,36288,517709
#37,255,483038,2133008,1,09,012,Tlalpan,09012,41472,83030,70157,91238,88128,67738,88474,74995,58061,74650,99101,89510,926554
PADIERNA #1,256,476778,2134389,255,09,012,Tlalpan,09012,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
PADIERNA #2,257,476720,2134847,256,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PADIERNA #3,258,477226,2134706,257,09,012,Tlalpan,09012,58061,88387,70157,88387,44064,50803,58061,53568,43546,52531,37498,41126,686189
PADIERNA #4,259,476884,2135388,258,09,008,La Magdalena Contreras,09008,PA,PA,PA,PA,5184,19354,30413,21427,45965,33178,50890,53222,259632
PADIERNA #5,260,477814,2133790,259,09,012,Tlalpan,09012,99533,104458,79834,88387,77760,74995,80179,74995,82253,91238,88387,87091,1029110
PADIERNA PICACHO,261,476943,2133837,260,09,012,Tlalpan,09012,13824,21427,9677,11405,10368,9677,11059,10714,9677,11059,10714,9677,139277
PEDREGAL #2,262,478376,2140393,274,09,010,?ülvaro Obreg??n,09010,33178,61603,36288,42768,38880,36288,30413,8035,19354,16589,18749,12096,354240
PEDREGAL AGUILAS,263,482211,2130826,275,09,012,Tlalpan,09012,35942,37498,16934,19958,20736,19354,47002,50890,45965,63590,69638,53222,480730
PENA POBRE,264,479896,2133084,280,09,012,Tlalpan,09012,55296,56246,31450,37066,31104,29030,38707,37498,29030,33178,32141,29030,439776
PENA POBRE #2,265,480997,2133774,281,09,012,Tlalpan,09012,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
PERIFERICO #5,266,483200,2133848,307,09,012,Tlalpan,09012,129946,171418,130637,156816,176256,186278,171418,182131,200794,204595,152669,157248,2020205
PERIFERICO #6,267,484192,2132586,308,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,40176,36288,76464
PERIFERICO #7,268,483602,2132446,309,09,012,Tlalpan,09012,94003,93744,84672,99792,88128,84672,91238,91066,82253,96768,91066,84672,1082074
R-1,269,483430,2130663,333,09,012,Tlalpan,09012,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
R-2,270,483177,2130602,338,09,012,Tlalpan,09012,71885,72317,58061,71280,44064,62899,60826,56246,60480,71885,83030,74995,787968
R-3,271,483552,2130452,346,09,012,Tlalpan,09012,74650,77674,RH,RH,7776,RH,RH,16070,21773,22118,74995,67738,362794
R-4,272,483815,2130811,347,09,012,Tlalpan,09012,171418,166061,137894,168221,142560,149990,168653,166061,135475,171418,166061,149990,1893802
R-5,273,484339,2131154,348,09,012,Tlalpan,09012,88474,88387,77414,88387,82944,79834,85709,85709,77414,91238,85709,77414,1008634
R-6,274,485210,2132061,349,09,013,Xochimilco,09013,33178,34819,31450,37066,23328,29030,33178,26784,29030,33178,21427,26611,359078
R-7,275,484935,2131404,350,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
R-8,276,484693,2131234,351,09,012,Tlalpan,09012,16589,18749,9677,11405,10368,9677,11059,10714,9677,11059,13392,12096,144461
R-9,277,484129,2130853,352,09,012,Tlalpan,09012,82944,83030,72576,85536,77760,74995,82944,80352,74995,85709,80352,72576,953770
R-10,278,483792,2130536,334,09,012,Tlalpan,09012,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
REINO AVENTURA ,279,477889,2133563,358,09,012,Tlalpan,09012,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,0
SAN FERNANDO TLALPAN ,280,481638,2133393,381,09,012,Tlalpan,09012,163123,168739,152410,171072,145152,149990,163123,163382,135475,160358,158026,142733,1873584
SAN JERONIMO #3 (ANZALDO) ,281,476723,2136300,385,09,008,La Magdalena Contreras,09008,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN PEDRO MARTIR #1,282,483072,2129627,420,09,012,Tlalpan,09012,88474,96422,79834,91238,88128,84672,91238,80352,70157,71885,77674,79834,999907
SAN RAMON,283,477947,2137711,423,09,008,La Magdalena Contreras,09008,27648,45533,43546,45619,28512,31450,38707,21427,31450,38707,37498,24192,414288
SUR #27 BIS ,284,483401,2133291,458,09,012,Tlalpan,09012,74650,66960,43546,51322,46656,38707,41472,40176,41126,47002,45533,41126,578275
TLALCOLIGIA ,285,481921,2130816,499,09,012,Tlalpan,09012,5530,5357,4838,2851,5184,7258,5530,5357,4838,5530,5357,4838,62467
TOPILEJO ,286,486705,2123955,500,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
TORIELLO ,287,483222,2133095,501,09,012,Tlalpan,09012,FE,FE,RH,RH,RH,RH,RH,RH,7258,60826,85709,79834,233626
VIADUCTO TLALPAN #1,288,483438,2132139,557,09,012,Tlalpan,09012,127181,141955,118541,142560,82944,79834,96768,93744,87091,99533,96422,82253,1248826
VIADUCTO TLALPAN #2,289,483032,2131706,558,09,012,Tlalpan,09012,35942,40176,21773,25661,23328,21773,55296,101779,91930,107827,101779,87091,714355
VILLA OLIMPICA #2,290,480443,2134197,564,09,012,Tlalpan,09012,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
VILLA OLIMPICA #3,291,479950,2133465,565,09,012,Tlalpan,09012,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,0
MIRADOR #1,292,494077,2127688,225,09,013,Xochimilco,09013,55296,66960,55642,68429,62208,65318,74650,72317,65318,74650,74995,67738,803520
MIRADOR #2,293,494205,2127862,226,09,013,Xochimilco,09013,52531,29462,24192,28512,20736,16934,19354,18749,16934,19354,18749,16934,282442
MIRADOR #3,294,494228,2127235,227,09,013,Xochimilco,09013,44237,53568,45965,54173,51840,55642,60826,58925,53222,60826,61603,53222,654048
MONTE SUR #1 ,295,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71885,69638,65318,76982,62208,62899,69120,66960,67738,80179,50890,50803,794621
MONTE SUR #2 ,296,487741,2125198,232,09,013,Xochimilco,09013,13824,13392,9677,11405,10368,9677,11059,10714,9677,8294,53568,45965,207619
NATIVITAS #1 ,297,489958,2127340,237,09,013,Xochimilco,09013,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
NATIVITAS #2 ,298,490330,2126433,238,09,013,Xochimilco,09013,174182,190166,166925,202435,178848,162086,182477,176774,166925,190771,163382,130637,2085610
NATIVITAS #3 ,299,490458,2126770,239,09,013,Xochimilco,09013,135475,115171,108864,122602,124416,130637,127181,120528,96768,96768,112493,106445,1397347
NORIA #1,300,486562,2130782,240,09,013,Xochimilco,09013,107827,104458,94349,111197,101088,94349,107827,104458,94349,107827,101779,91930,1221437
NORIA #2,301,487133,2129237,241,09,013,Xochimilco,09013,85709,112493,96768,111197,103680,94349,110592,104458,96768,107827,107136,84672,1215648
NORIA #3,302,487635,2129008,242,09,013,Xochimilco,09013,33178,34819,29030,34214,31104,29030,33178,32141,29030,33178,32141,29030,380074
NORIA #4,303,487975,2128974,243,09,013,Xochimilco,09013,193536,227664,195955,233798,215136,188698,235008,227664,203213,237773,206237,164506,2529187
NORIA #6,304,488178,2127972,245,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NORIA #7,305,489421,2127836,246,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS TLAXIALTEMALCO,306,496162,2128409,414,09,013,Xochimilco,09013,176947,171418,142733,165370,152928,152410,174182,149990,145152,160358,163382,145152,1900022
PANTEON SAN LUCAS XOCHIMANCA,307,488329,2126886,269,09,013,Xochimilco,09013,141005,139277,120960,131155,64800,RH,RH,RH,RH,RH,RH,RH,597197
PERIFERICO #09 ,308,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24883,37498,33869,39917,36288,31450,35942,34819,24192,30413,32141,29030,390442
PERIFERICO #8,309,483602,2132446,310,09,012,Tlalpan,09012,99533,109814,87091,102643,93312,104026,88474,88387,79834,74650,85709,87091,1100563
PISTA OLIMPICA #1,310,489138,2132973,314,09,013,Xochimilco,09013,8294,10714,7258,8554,7776,7258,8294,8035,7258,8294,8035,7258,97027
RECLUSORIO SUR #1,311,487085,2126212,354,09,013,Xochimilco,09013,121651,139277,118541,122602,103680,94349,77414,91066,94349,110592,112493,101606,1287619
RECLUSORIO SUR #2,312,486650,2126527,355,09,013,Xochimilco,09013,71885,69638,62899,65578,64800,96768,110592,107136,96768,102298,104458,89510,1042330
RESIDENCIAL SUR,313,486065,2131760,359,09,013,Xochimilco,09013,127181,136598,111283,131155,119232,111283,127181,123206,111283,127181,123206,111283,1460074
S-1,314,488882,2127217,366,09,013,Xochimilco,09013,165888,160704,142733,168221,152928,142733,165888,158026,142733,163123,141955,118541,1823472
S-2,315,487111,2126517,371,09,013,Xochimilco,09013,163123,195523,166925,173923,150336,152410,182477,179453,164506,152064,147312,145152,1973203
S-3,316,489958,2126538,372,09,013,Xochimilco,09013,80179,85709,72576,88387,75168,72576,82944,80352,74995,88474,85709,74995,962064
S-4,317,486666,2126212,373,09,013,Xochimilco,09013,71885,72317,65318,65578,38880,43546,55296,66960,65318,63590,61603,60480,730771
S-5,318,489992,2126177,374,09,013,Xochimilco,09013,149299,141955,125798,148262,134784,125798,141005,139277,125798,143770,139277,99187,1614211
S-6,319,490912,2126096,375,09,013,Xochimilco,09013,149299,163382,140314,168221,150336,157248,179712,176774,159667,182477,168739,101606,1897776
S-7,320,492891,2126808,376,09,013,Xochimilco,09013,71885,80352,62899,74131,67392,62899,71885,69638,62899,71885,69638,62899,828403
S-8,321,488261,2127516,377,09,013,Xochimilco,09013,74650,80352,72576,85536,67392,70157,94003,91066,91930,116122,115171,106445,1065398
S-9,322,486026,2130803,378,09,013,Xochimilco,09013,152064,152669,118541,136858,124416,74995,85709,83030,74995,88474,85709,77414,1254874
S-10,323,485222,2130406,367,09,013,Xochimilco,09013,52531,50890,45965,54173,49248,45965,52531,50890,45965,52531,50890,29030,580608
S-11,324,496467,2128172,368,09,013,Xochimilco,09013,107827,131242,116122,136858,127008,87091,102298,96422,89510,99533,99101,87091,1280102
SANTIAGO TEPALCATLALPAN ,325,487217,2127605,451,09,013,Xochimilco,09013,127181,123206,108864,131155,103680,96768,116122,112493,96768,110592,112493,104026,1343347
SAN GREGORIO ATL. #1,326,493006,2128467,383,09,013,Xochimilco,09013,47002,64282,36288,59875,49248,58061,69120,66960,45965,55296,61603,62899,676598
SAN GREGORIO ATL. #2,327,492890,2127862,384,09,013,Xochimilco,09013,52531,56246,33869,11405,33696,33869,47002,45533,41126,47002,42854,45965,491098
SAN LUCAS XOCHIMANCA ,328,487902,2127087,393,09,013,Xochimilco,09013,138240,136598,120960,134006,127008,116122,127181,120528,106445,116122,136598,120960,1500768
SAN LUIS #1,329,497615,2129035,394,09,013,Xochimilco,09013,8294,8035,7258,8554,7776,7258,8294,8035,7258,8294,8035,7258,94349
SAN LUIS #3,330,497036,2129582,407,09,013,Xochimilco,09013,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
SAN LUIS #5,331,497315,2129600,409,09,013,Xochimilco,09013,80179,101779,72576,65578,82944,72576,82944,85709,50803,69120,77674,74995,916877
SAN LUIS #6,332,497439,2129597,410,09,013,Xochimilco,09013,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0
SAN LUIS #7,333,496647,2129289,411,09,013,Xochimilco,09013,146534,152669,53222,108346,134784,104026,116122,125885,135475,160358,163382,149990,1550794
SAN LUIS #8,334,496435,2128999,412,09,013,Xochimilco,09013,91238,96422,79834,94090,85536,79834,91238,88387,79834,91238,88387,79834,1045872
SAN LUIS #9,335,496048,2129025,413,09,013,Xochimilco,09013,154829,163382,108864,128304,145152,137894,157594,133920,128218,149299,163382,142733,1713571
SAN LUIS #10,336,495713,2128981,395,09,013,Xochimilco,09013,38707,42854,36288,25661,25920,24192,24883,21427,19354,19354,16070,14515,309226
SAN LUIS #11,337,495413,2128559,396,09,013,Xochimilco,09013,251597,262483,232243,276566,248832,232243,268186,259805,237082,270950,262483,237082,3039552
SAN LUIS #12,338,495360,2128726,397,09,013,Xochimilco,09013,110592,160704,157248,91238,85536,111283,121651,147312,108864,149299,125885,152410,1522022
SAN LUIS #13,339,494961,2128603,398,09,013,Xochimilco,09013,96768,144634,108864,111197,108864,123379,129946,136598,104026,127181,115171,130637,1437264
SAN LUIS #14,340,493710,2128823,399,09,013,Xochimilco,09013,96768,93744,84672,99792,90720,89510,102298,99101,89510,102298,99101,87091,1134605
SAN LUIS #16,341,492704,2128176,401,09,013,Xochimilco,09013,149299,155347,128218,153965,139968,125798,152064,141955,130637,138240,147312,99187,1661990
SAN LUIS #17,342,492917,2128568,402,09,013,Xochimilco,09013,49766,77674,50803,62726,57024,50803,60826,61603,53222,55296,58925,48384,687053
SAN LUIS #18,343,492829,2128339,403,09,013,Xochimilco,09013,246067,241056,215309,248054,228096,215309,248832,238378,210470,243302,238378,212890,2786141
