GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,9326398
2002,,,,,,,,,,,,,,,,,,,,,434600549
,,455,,,,,,,,,,,,,,,,,,,453324675
PANTACO #1 ,12,482283,2154851,263,09,002,Azcapotzalco,09002,120960,60480,65318,111283,151200,101606,113357,61603,72576,99792,79834,79834,1117843
PANTACO #2 ,13,482419,2154039,264,09,002,Azcapotzalco,09002,123984,65318,72576,118541,187488,118541,52531,72317,111283,108864,116122,123379,1270944
PANTACO #3 ,14,482304,2153389,265,09,002,Azcapotzalco,09002,84672,50803,50803,87091,133056,104026,116122,120528,108864,136080,108864,108864,1209773
PARQUE TEZOZOMOC,15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,184464,149990,154829,149990,184464,137894,157594,149990,137894,172368,137894,137894,1855267
PETROLERA,16,479198,2154207,313,09,002,Azcapotzalco,09002,33264,21773,29030,26611,45360,33869,35942,26784,21773,45360,36288,38707,394762
PRADOS DEL ROSARIO,17,478144,2155925,321,09,002,Azcapotzalco,09002,63504,58061,58061,50803,75600,53222,60826,58925,45965,63504,50803,50803,690077
PRESIDENTE MADERO ,18,478895,2155313,322,09,002,Azcapotzalco,09002,66528,41126,36288,50803,96768,74995,85709,101779,96768,120960,84672,82253,938650
PRO-HOGAR,19,483605,2152928,323,09,002,Azcapotzalco,09002,FE,45965,55642,72576,99792,58061,88474,85709,77414,90720,31450,RH,705802
PROVIDENCIA ,20,478144,2155181,324,09,002,Azcapotzalco,09002,139104,94349,99187,128218,184464,147571,168653,163382,140314,175392,130637,130637,1701907
SAN JUAN TLIHUACA ,21,478946,2154626,388,09,002,Azcapotzalco,09002,117936,99187,99187,106445,133056,96768,113357,133920,120960,151200,116122,120960,1409098
SAN MARTIN XOCHINAHUAC #1 ,22,479995,2155926,415,09,002,Azcapotzalco,09002,78624,55642,55642,48384,72576,50803,47002,45533,38707,51408,43546,41126,628992
SAN MARTIN XOCHINAHUAC #2 ,23,478781,2155913,416,09,002,Azcapotzalco,09002,169344,104026,125798,154829,187488,84672,91238,96422,96768,120960,72576,67738,1371859
SAN MIGUEL AMANTLA,24,478540,2153210,417,09,002,Azcapotzalco,09002,84672,53222,65318,82253,93744,62899,71885,69638,65318,84672,70157,70157,873936
SAN PEDRO XALPA #1,25,478126,2154207,421,09,002,Azcapotzalco,09002,21168,14515,12096,16934,21168,87091,96768,83030,70157,93744,89510,26611,632794
SAN PEDRO XALPA #2,26,477447,2154531,422,09,002,Azcapotzalco,09002,78624,118541,123379,106445,157248,125798,143770,139277,123379,154224,91930,87091,1449706
SANTA CATARINA AZCAPOTZALCO,27,471527,2154972,438,15,057,Naucalpan de Ju?írez,15057,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
TRABAJADORES DEL HIERRO ,28,484108,2153620,503,09,002,Azcapotzalco,09002,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
VILLAS AZCAPOTZALCO,29,479576,2155276,566,09,002,Azcapotzalco,09002,96768,77414,84672,55642,199584,58061,55296,53568,62899,78624,82253,84672,989453
ABASOLO JARDIN ,30,484606,2150489,2,09,015,Cuauht??moc,09015,154224,130637,84672,145152,120960,14515,19354,29462,26611,33264,26611,24192,809654
ACACIAS,31,481862,2140960,4,09,014,Benito Ju?írez,09014,39312,12096,48384,84672,93744,72576,77414,123206,118541,60480,74995,67738,873158
ALAMEDA DE SANTA MARIA,32,483553,2150442,15,09,015,Cuauht??moc,09015,6048,9677,9677,2419,157248,147571,163123,158026,135475,160272,149990,128218,1227744
ALAMEDA DE TACUBAYA,33,480571,2145040,16,09,016,Miguel Hidalgo,09016,87696,65318,60480,41126,51408,94349,110592,83030,67738,72576,87091,87091,908496
ALAMOS JARDIN #1,34,485190,2144841,17,09,014,Benito Ju?írez,09014,136080,91930,104026,87091,111888,84672,91238,99101,67738,96768,67738,82253,1120522
ALAMOS JARDIN #2,35,485124,2145120,18,09,014,Benito Ju?írez,09014,154224,120960,104026,113702,154224,128218,110592,93744,130637,151200,94349,106445,1462320
ALBERT Y BERLIN,36,485377,2141715,19,09,014,Benito Ju?írez,09014,181440,145152,147571,142733,181440,137894,157594,115171,142733,157248,142733,140314,1792022
ALGARIN,37,485104,2145574,21,09,015,Cuauht??moc,09015,142128,111283,113702,70157,139104,84672,118886,128563,113702,133056,106445,89510,1351210
ALTAVISTA,38,479176,2139108,22,09,010,?ülvaro Obreg??n,09010,45360,41126,60480,70157,93744,79834,74650,74995,50803,69552,48384,70157,779242
ANTONIO M. ANZA,39,483287,2146238,36,09,015,Cuauht??moc,09015,42336,96768,45965,43546,54432,53222,49766,66960,38707,42336,38707,45965,618710
ARENAL SAN ANGEL,40,480917,2139244,38,09,003,Coyoac?ín,09003,96768,104026,123379,125798,178416,147571,96768,104458,123379,108864,116122,118541,1444090
ARNAIZ ROSENDO ,41,480411,2143138,39,09,014,Benito Ju?írez,09014,93744,79834,84672,72576,93744,77414,94003,99101,91930,90720,65318,60480,1003536
AXOTLA,42,481716,2140255,80,09,010,?ülvaro Obreg??n,09010,30240,26611,29030,29030,42336,33869,38707,34819,36288,39312,31450,26611,398304
BENJAMIN FRANKLIN,43,480957,2145692,87,09,016,Miguel Hidalgo,09016,42336,33869,33869,33869,45360,36288,41472,37498,33869,42336,33869,33869,448502
CAMPOS ELISEOS ,44,478852,2148058,94,09,016,Miguel Hidalgo,09016,123984,99187,111283,111283,142128,111283,107827,112493,96768,114912,43546,53222,1227917
CASA AMARILLA,45,480065,2145785,98,09,016,Miguel Hidalgo,09016,12096,45965,111283,91930,99792,82253,124416,74995,89510,114912,94349,84672,1026173
CEDROS Y MOLIERE,46,478706,2148642,104,09,016,Miguel Hidalgo,09016,136080,55642,96768,94349,117936,99187,110592,99101,99187,108864,89510,82253,1189469
CHAPULTEPEC MORALES,47,480327,2148642,113,09,016,Miguel Hidalgo,09016,196560,147571,142733,145152,187488,152410,171418,158026,133056,175392,140314,147571,1897690
CICERON,48,478413,2148337,119,09,016,Miguel Hidalgo,09016,66528,53222,53222,53222,60480,45965,47002,37498,29030,36288,33869,31450,547776
DIAGONAL SAN ANTONIO,49,484551,2144735,139,09,014,Benito Ju?írez,09014,78624,67738,84672,79834,93744,72576,82944,74995,70157,87696,70157,70157,933293
DIRECTO #22,50,477696,2134789,144,09,012,Tlalpan,09012,114912,91930,106445,104026,123984,84672,105062,99101,113702,130032,72576,89510,1235952
HUERTAS DEL CARMEN,51,480757,2138752,175,09,003,Coyoac?ín,09003,139104,106445,106445,104026,133056,104026,77414,74995,123379,139104,123379,128218,1359590
IRRIGACION,52,478175,2149700,177,09,016,Miguel Hidalgo,09016,66528,65318,67738,67738,81648,53222,58061,58925,53222,69552,53222,48384,743558
JARDIN DE SAN JACINTO,53,479963,2138791,193,09,010,?ülvaro Obreg??n,09010,130032,104026,91930,101606,127008,101606,110592,96422,111283,127008,94349,111283,1307146
JARDINES DEL PEDREGAL #1 ,54,478216,2137221,197,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
JARDINES DEL PEDREGAL #2 ,55,479233,2137630,198,09,010,?ülvaro Obreg??n,09010,18144,2419,7258,9677,27216,4838,PA,PA,PA,PA,PA,PA,69552
JARDINES DEL PEDREGAL #3 ,56,479590,2136089,199,09,003,Coyoac?ín,09003,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
JARDINES DEL PEDREGAL #4-B,57,477965,2135930,200,09,010,?ülvaro Obreg??n,09010,63504,50803,50803,45965,63504,53222,66355,61603,48384,54432,41126,38707,638410
JARDINES DEL PEDREGAL #5-B,58,477155,2135188,203,09,010,?ülvaro Obreg??n,09010,123984,94349,94349,94349,117936,91930,91238,104458,94349,117936,94349,94349,1213574
JARDIN MORELOS ,59,481303,2145227,194,09,016,Miguel Hidalgo,09016,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
JARDIN POMBO,60,480823,2144109,195,09,014,Benito Ju?írez,09014,51408,45965,48384,41126,54432,41126,47002,42854,38707,78624,67738,48384,605750
JARDINES DEL PEDREGAL #5-A ,61,477046,2135344,202,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
LA CAMPANA,62,480797,2141915,204,09,014,Benito Ju?írez,09014,178416,137894,145152,145152,187488,152410,160358,171418,152410,193536,152410,154829,1931472
HORMIGA,63,479959,2146530,174,09,016,Miguel Hidalgo,09016,105840,84672,84672,84672,105840,84672,94003,83030,82253,102816,82253,82253,1076976
LA HUERTA,64,483034,2142593,206,09,014,Benito Ju?írez,09014,154224,133056,113702,91930,148176,130637,135475,131242,128218,154224,125798,111283,1557965
LAGO GINEBRA,65,479224,2150276,209,09,016,Miguel Hidalgo,09016,81648,45965,65318,62899,78624,53222,52531,61603,53222,51408,62899,60480,729821
LEGARIA,66,478689,2150496,210,09,016,Miguel Hidalgo,09016,166320,104026,123379,135475,151200,118541,129946,131242,120960,117936,91930,104026,1494979
MAR MEDITERRANEO,67,481776,2150834,216,09,016,Miguel Hidalgo,09016,127008,84672,87091,101606,127008,91930,113357,112493,101606,90720,77414,99187,1214093
MARINA NACIONAL #1,68,481481,2149520,217,09,016,Miguel Hidalgo,09016,105840,108864,99187,108864,136080,84672,110592,104458,94349,117936,96768,94349,1261958
MARINA NACIONAL #3,69,480760,2150404,218,09,016,Miguel Hidalgo,09016,81648,58061,62899,62899,78624,65318,80179,80352,67738,84672,60480,72576,855446
MARINA NACIONAL #4,70,480221,2151033,219,09,016,Miguel Hidalgo,09016,24192,33869,43546,16934,39312,43546,49766,34819,26611,87696,65318,65318,530928
MARTIRES DE TACUBAYA ,71,480664,2144482,220,09,014,Benito Ju?írez,09014,102816,FS,FS,FS,FS,FS,41472,56246,62899,78624,65318,65318,472694
MAYORAZGO,72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
MIGUEL ALEMAN,73,485070,2143994,224,09,014,Benito Ju?írez,09014,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
MIRAFLORES,74,480622,2143758,228,09,014,Benito Ju?írez,09014,111888,87091,91930,84672,105840,91930,80179,91066,87091,90720,89510,84672,1096589
MIRAVALLE,75,485274,2140695,229,09,014,Benito Ju?írez,09014,151200,125798,130637,116122,148176,137894,121651,56246,53222,123984,89510,96768,1351210
MODERNA,76,485903,2144382,230,09,014,Benito Ju?írez,09014,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
MOLINO DEL REY ,77,479642,2147289,231,09,016,Miguel Hidalgo,09016,84672,60480,62899,62899,57456,53222,13824,34819,24192,51408,48384,43546,597802
NAPOLES,78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RH,RH,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NATIVITAS,79,485550,2142726,236,09,014,Benito Ju?írez,09014,39312,26611,45965,50803,48384,45965,52531,58925,58061,39312,45965,45965,557798
NATIVITAS ,80,485550,2142726,236,09,014,Benito Ju?írez,09014,130032,82253,84672,101606,148176,145152,143770,158026,113702,172368,147571,152410,1579738
NORMANDIA,81,485856,2141928,247,09,007,Iztapalapa,09007,142128,128218,120960,118541,148176,118541,132710,133920,106445,160272,123379,120960,1554250
NUEVO MIGUEL ALEMAN,82,485108,2143877,249,09,014,Benito Ju?írez,09014,193536,142733,137894,116122,139104,128218,105062,136598,77414,136080,53222,67738,1433722
ORTIZ RUBIO ,83,485111,2142220,253,09,014,Benito Ju?írez,09014,148176,116122,145152,135475,193536,125798,129946,120528,104026,142128,159667,130637,1651190
P. MARISCAL SUCRE ,84,483060,2143897,254,09,014,Benito Ju?írez,09014,139104,94349,113702,99187,136080,120960,138240,224986,186278,69552,91930,116122,1530490
PARQUE DE LOS VENADOS,85,483779,2141901,270,09,014,Benito Ju?írez,09014,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PARROQUIA #1,86,483206,2141726,271,09,014,Benito Ju?írez,09014,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PARROQUIA #2,87,483206,2141726,272,09,014,Benito Ju?írez,09014,3024,2419,2419,2419,3024,2419,5530,2678,2419,3024,2419,2419,34214
PERIODISTA,88,477073,2150067,312,09,016,Miguel Hidalgo,09016,105840,91930,91930,94349,123984,101606,121651,101779,96768,120960,94349,84672,1229818
PIRULERA ,89,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,102816,0,99187,82253,105840,62899,74650,96422,67738,81648,89510,87091,950054
POPOTLA ARBOL,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PORTALES ,91,484686,2140946,317,09,014,Benito Ju?írez,09014,66528,60480,82253,62899,93744,87091,80179,72317,72576,93744,89510,70157,931478
RADIO MIL,92,484258,2143551,353,09,014,Benito Ju?írez,09014,211680,181440,183859,152410,208656,174182,135475,123206,113702,99792,116122,154829,1855354
RIO SAN JOAQUIN,93,477902,2150276,363,09,016,Miguel Hidalgo,09016,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,0
SALESIANO,94,481404,2150143,379,09,016,Miguel Hidalgo,09016,39312,24192,159667,133056,190512,130637,168653,179453,130637,199584,152410,108864,1616976
SAN FELIPE POPOTLA,95,481648,2151031,380,09,016,Miguel Hidalgo,09016,220752,140314,147571,142733,184464,142733,163123,168739,135475,172368,140314,142733,1901318
SAN JOAQUIN TACUBA,96,478238,2150738,386,09,016,Miguel Hidalgo,09016,78624,60480,87091,123379,139104,120960,102298,96422,101606,136080,91930,67738,1205712
TACUBA,97,480210,2151387,459,09,016,Miguel Hidalgo,09016,84672,67738,70157,70157,84672,67738,47002,91066,87091,127008,104026,104026,1005350
TIZAPAN,98,478906,2138404,497,09,010,?ülvaro Obreg??n,09010,96768,77414,87091,84672,123984,24192,27648,29462,33869,42336,84672,87091,799200
VERONICA ,99,481682,2148727,555,09,016,Miguel Hidalgo,09016,102816,145152,142733,145152,166320,164506,182477,155347,149990,169344,140314,130637,1794787
VIADUCTO ,100,481343,2144628,556,09,014,Benito Ju?írez,09014,133056,118541,116122,111283,127008,89510,127181,123206,111283,133056,113702,101606,1405555
ACOXPA #31,101,485192,2133795,5,09,012,Tlalpan,09012,45360,33869,65318,111283,157248,87091,154829,88387,72576,127008,140314,104026,1187309
ACOXPA #32,102,485455,2133735,6,09,012,Tlalpan,09012,223776,176602,176602,181440,226800,181440,212890,208915,193536,241920,164506,166925,2355350
AJUSCO,103,483445,2136071,14,09,003,Coyoac?ín,09003,145152,26611,26611,26611,33264,29030,33178,32141,29030,36288,29030,29030,475978
ALTILLO UNIVERSIDAD,104,481103,2138473,23,09,003,Coyoac?ín,09003,45360,36288,36288,36288,45360,36288,41472,40176,36288,36288,36288,36288,462672
BOSQUES DE TETLALMEYA,105,484033,2133858,90,09,003,Coyoac?ín,09003,45360,36288,36288,36288,45360,84672,96768,93744,84672,81648,65318,65318,771725
CARACOL,106,482972,2134511,96,09,003,Coyoac?ín,09003,81648,55642,65318,65318,81648,74995,16589,88387,77414,99792,79834,79834,866419
CEDRAL,107,488152,2135509,103,09,003,Coyoac?ín,09003,105840,84672,84672,84672,105840,77414,88474,85709,77414,123984,99187,99187,1117066
COLONIA DEL CARMEN FRAGATA ,108,483260,2139989,127,09,003,Coyoac?ín,09003,178416,142733,142733,142733,178416,140314,157594,155347,123379,166320,130637,133056,1791677
COPILCO UNIVERSIDAD,109,480690,2137954,128,09,003,Coyoac?ín,09003,84672,67738,65318,65318,81648,65318,74650,74995,65318,27216,33869,50803,756864
COUNTRY CLUB,110,485226,2139758,129,09,003,Coyoac?ín,09003,102816,53222,48384,65318,60480,45965,58061,101779,74995,72576,113702,116122,913421
DEPORTIVO CANTIL,111,483864,2138082,133,09,003,Coyoac?ín,09003,139104,111283,130637,130637,163296,133056,149299,147312,133056,175392,137894,140314,1691280
DEPORTIVO DURANGO ,112,483374,2135359,134,09,003,Coyoac?ín,09003,102816,82253,82253,82253,102816,79834,91238,88387,79834,96768,77414,77414,1043280
DIRECTO #18,113,489804,2135343,140,09,013,Xochimilco,09013,51408,58061,60480,53222,69552,60480,55296,69638,74995,93744,70157,70157,787190
DIRECTO #19,114,481368,2134327,141,09,012,Tlalpan,09012,21168,41126,48384,48384,45360,36288,38707,48211,48384,60480,48384,43546,528422
DIRECTO #20-B ,115,480015,2134312,142,09,003,Coyoac?ín,09003,172368,137894,210470,210470,272160,217728,207360,200880,188698,235872,183859,183859,2421619
DIRECTO #21,116,479873,2134178,143,09,012,Tlalpan,09012,87696,70157,99187,99187,130032,104026,113357,123206,108864,136080,133056,135475,1340323
DIRECTO #24,117,482128,2135810,145,09,003,Coyoac?ín,09003,166320,118541,111283,125798,145152,133056,154829,136598,77414,160272,125798,99187,1554250
DIRECTO #25,118,483719,2134751,146,09,003,Coyoac?ín,09003,102816,82253,82253,82253,81648,65318,71885,69638,65318,81648,62899,62899,910829
EDUCACION #1,119,485357,2138170,147,09,003,Coyoac?ín,09003,142128,113702,99187,99187,123984,99187,82944,80352,74995,96768,77414,77414,1167264
EDUCACION #2 (N) ,120,486192,2137920,148,09,003,Coyoac?ín,09003,114912,91930,91930,91930,114912,91930,41472,40176,106445,133056,106445,106445,1131581
HUIPULCO ,121,485681,2132491,176,09,012,Tlalpan,09012,99792,79834,79834,79834,99792,79834,85709,83030,74995,99792,79834,79834,1022112
ISSSTE COAPA #1,122,487057,2133526,179,09,012,Tlalpan,09012,214704,174182,171763,171763,214704,171763,176947,174096,166925,202608,171763,174182,2185402
ISSSTE COAPA #2,123,488733,2133590,180,09,012,Tlalpan,09012,102816,82253,72576,72576,93744,74995,85709,83030,72576,90720,72576,72576,976147
ISSSTE COAPA #3,124,487084,2134763,181,09,003,Coyoac?ín,09003,184464,147571,162086,162086,202608,162086,237773,230342,198374,166320,142733,130637,2127082
ISSSTE COAPA #4,125,487494,2135343,182,09,003,Coyoac?ín,09003,229824,183859,183859,183859,229824,183859,190771,184810,193536,220752,176602,176602,2338157
LA CIENEGA,126,483898,2137741,205,09,003,Coyoac?ín,09003,81648,65318,65318,65318,81648,82253,94003,91066,82253,90720,82253,82253,964051
LOS COYOTES ,127,487314,2135852,214,09,003,Coyoac?ín,09003,120960,120960,113702,82253,108864,101606,118886,115171,135475,151200,101606,89510,1360195
LOS REYES COYOACAN,128,483778,2138641,215,09,003,Coyoac?ín,09003,148176,116122,116122,113702,148176,118541,132710,131242,118541,78624,62899,62899,1347754
METRO C.U.,129,481622,2136504,223,09,003,Coyoac?ín,09003,205632,164506,162086,166925,184464,169344,152064,179453,164506,193536,159667,154829,2057011
MULTIF. COAPA #7 ,130,486679,2133212,233,09,012,Tlalpan,09012,96768,77414,79834,79834,99792,82253,88474,85709,77414,96768,77414,77414,1019088
MULTIF. COAPA #8 ,131,487734,2132727,234,09,013,Xochimilco,09013,127008,101606,104026,104026,130032,111283,127181,123206,111283,111888,111283,111283,1374106
NAHUATLACAS ,132,483445,2136059,235,09,003,Coyoac?ín,09003,145152,116122,123379,123379,96768,77414,91238,88387,91930,114912,91930,91930,1252541
PASEOS DE TAXQUENA,133,486893,2138915,273,09,003,Coyoac?ín,09003,90720,72576,72576,72576,90720,72576,63590,61603,41126,51408,41126,41126,771725
PEDREGAL DE CARRASCO ,134,482587,2134705,276,09,003,Coyoac?ín,09003,63504,50803,72576,72576,78624,62899,74650,72317,74995,93744,48384,48384,813456
PEDREGAL DE SAN FRANCISCO,135,482687,2138340,277,09,003,Coyoac?ín,09003,FE,21773,12096,FE,FE,FE,FE,FE,FE,FE,FE,12096,45965
PEDREGAL DE SANTO DOMINGO,136,482109,2136073,278,09,003,Coyoac?ín,09003,93744,84672,77414,77414,96768,77414,80179,77674,70157,87696,70157,70157,963446
PEDREGAL IMAN,137,481901,2135103,279,09,003,Coyoac?ín,09003,111888,87091,104026,94349,127008,94349,99533,115171,106445,105840,87091,91930,1224720
PERIFERICO #1,138,485573,2136312,293,09,003,Coyoac?ín,09003,214704,171763,171763,171763,214704,171763,174182,168739,152410,181440,145152,145152,2083536
PERIFERICO #2,139,486493,2134490,304,09,012,Tlalpan,09012,163296,130637,120960,120960,151200,130637,132710,128563,116122,93744,74995,74995,1438819
PERIFERICO #3,140,484822,2133935,305,09,012,Tlalpan,09012,87696,70157,70157,70157,87696,70157,80179,77674,70157,84672,67738,67738,904176
PERIFERICO #4,141,484272,2133665,306,09,012,Tlalpan,09012,178416,145152,152410,152410,193536,152410,174182,168739,152410,187488,91930,36288,1785370
PERIFERICO #8,142,483602,2132446,310,09,012,Tlalpan,09012,154224,123379,123379,123379,154224,123379,141005,136598,123379,154224,123379,123379,1603930
PERIFERICO #10,143,486333,2132216,294,09,013,Xochimilco,09013,117936,94349,94349,94349,117936,94349,107827,104458,94349,117936,94349,94349,1226534
PERIFERICO #11,144,488634,2132855,295,09,013,Xochimilco,09013,148176,118541,118541,118541,148176,118541,135475,131242,118541,142128,113702,113702,1525306
PERIFERICO #12,145,488153,2133115,296,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,FS,0
PERIFERICO #13,146,486343,2136134,297,09,003,Coyoac?ín,09003,63504,50803,50803,50803,63504,50803,58061,48211,36288,42336,RH,FS,515117
PERIFERICO #14,147,488083,2134134,298,09,003,Coyoac?ín,09003,178416,142733,142733,142733,178416,142733,163123,158026,142733,108864,135475,135475,1771459
PERIFERICO #15,148,485969,2135229,299,09,003,Coyoac?ín,09003,78624,62899,67738,67738,84672,67738,74650,72317,65318,81648,62899,62899,849139
PERIFERICO #16,149,489444,2134015,300,09,013,Xochimilco,09013,139104,111283,111283,111283,139104,111283,13824,RE,RE,RE,RE,FS,737165
PERIFERICO #17,150,489484,2134564,301,09,013,Xochimilco,09013,DT,DT,DT,DT,DT,DT,RE,RE,RE,RE,RE,FS,0
PERIFERICO #19,151,488874,2136877,303,09,003,Coyoac?ín,09003,160272,128218,128218,128218,160272,31450,47002,58925,53222,66528,53222,53222,1068768
POZO 20 DE AGOSTO ,152,487195,2138577,318,09,003,Coyoac?ín,09003,75600,60480,60480,60480,75600,60480,38707,37498,33869,42336,33869,33869,613267
PRADOS CHURUBUSCO ,153,486699,2140007,320,09,003,Coyoac?ín,09003,148176,118541,118541,118541,148176,118541,135475,131242,118541,148176,118541,118541,1541030
PREPARATORIA #5 (N) ,154,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,142128,113702,113702,113702,142128,113702,129946,125885,113702,181440,36288,FE,1326326
REY MOCTEZUMA,155,483541,2137081,360,09,003,Coyoac?ín,09003,172368,137894,137894,137894,172368,137894,157594,152669,137894,172368,137894,116122,1770854
ROMERO DE TERREROS,156,482187,2138640,364,09,003,Coyoac?ín,09003,148176,118541,118541,118541,148176,118541,127181,123206,111283,139104,118541,118541,1508371
RUIZ CORTINEZ,157,484853,2136072,365,09,003,Coyoac?ín,09003,148176,135475,135475,137894,172368,137894,154829,152669,137894,166320,133056,135475,1747526
SAN FRANCISCO CULHUACAN ,158,487793,2137344,382,09,003,Coyoac?ín,09003,78624,62899,62899,62899,78624,26611,30413,29462,55642,36288,29030,29030,582422
SAN NICOLAS TOLENTINO,159,485838,2133075,418,09,012,Tlalpan,09012,FE,FE,FE,58061,117936,94349,107827,104458,94349,117936,104026,104026,902966
SANTA URSULA,160,483587,2135232,448,09,003,Coyoac?ín,09003,181440,145152,220147,222566,257040,205632,232243,203558,174182,220752,154829,157248,2374790
SANTA URSULA COAPA,161,483956,2134956,449,09,003,Coyoac?ín,09003,75600,60480,62899,62899,78624,62899,80179,77674,70157,84672,67738,67738,851558
TERRANOVA,162,480277,2137821,495,09,003,Coyoac?ín,09003,178416,145152,142733,145152,178416,142733,171418,168739,152410,175392,137894,140314,1878768
UNIVERSIDAD ,163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63504,58061,58061,58061,72576,58061,66355,64282,58061,72576,58061,58061,745718
VILLA OLIMPICA #1,164,480489,2134541,563,09,003,Coyoac?ín,09003,148176,118541,118541,118541,148176,116122,132710,128563,116122,145152,113702,116122,1520467
VIVEROS DEL RELOJ #1,165,485383,2135593,568,09,003,Coyoac?ín,09003,120960,108864,108864,108864,136080,108864,124416,117850,108864,136080,108864,108864,1397434
VIVEROS DEL RELOJ #2,166,485353,2136042,569,09,003,Coyoac?ín,09003,148176,120960,118541,120960,151200,120960,129946,125885,113702,142128,113702,118541,1524701
ZAPATA #17 ,167,482186,2134254,576,09,012,Tlalpan,09012,57456,53222,50803,48384,66528,55642,44237,58925,45965,27216,4838,16934,530150
