GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,6378135
2012,,,,,,,,,,,,,,,,,,,,,412374534
,,503,,,,,,,,,,,,,,,,,,,429648399
ZAPATA #17 ,168,482186,2134254,576,09,012,Tlalpan,09012,58061,58061,64282,66355,64282,58061,66355,64282,FE,FE,FE,FE,499739
ZAPOTECAS,169,483267,2136640,577,09,003,Coyoac?ín,09003,8294,7258,5357,5530,8035,7258,8294,8035,5530,4838,5357,4838,78624
TULYEHUALCO SUR #1 ,170,489324,2133515,512,09,012,Tlalpan,09012,126461,111865,116851,107741,140812,124953,109063,117346,122526,120661,145274,150274,1493827
TULYEHUALCO SUR #2 ,171,488938,2133322,517,09,012,Tlalpan,09012,82774,73221,74961,69117,91267,80988,76344,82142,71065,100551,96849,100183,999462
TULYEHUALCO SUR #3 ,172,488153,2133115,519,09,012,Tlalpan,09012,98869,103730,101418,107741,125167,120325,113425,122040,124977,22983,27239,28176,1096090
TULYEHUALCO SUR #4 ,173,487881,2132804,525,09,013,Xochimilco,09013,195439,191188,209450,182956,250333,224453,213763,227652,227899,244195,293575,303679,2764582
TULYEHUALCO SUR #5 ,174,487503,2132636,526,09,013,Xochimilco,09013,43686,38644,44095,40657,44330,90244,76344,82142,78417,103424,99876,100183,842042
TULYEHUALCO SUR #6 ,175,487208,2132493,527,09,013,Xochimilco,09013,225330,199324,213859,197186,195573,173546,163594,176019,186240,218339,251203,259849,2460062
TULYEHUALCO SUR #7 ,176,486933,2132236,528,09,013,Xochimilco,09013,117264,103730,114646,105708,135597,120325,109063,117346,120076,135026,133168,159667,1471616
TULYEHUALCO SUR #8 ,177,486105,2132113,529,09,013,Xochimilco,09013,82774,75255,77166,71150,93875,87930,87250,96224,53912,60331,105929,109575,1001371
TULYEHUALCO SUR #9 ,178,485351,2132095,530,09,012,Tlalpan,09012,94271,83391,85985,79281,101698,90244,93794,100918,90669,66076,108956,118967,1114250
TULYEHUALCO SUR #10 ,179,486333,2132216,513,09,013,Xochimilco,09013,147154,130171,141103,130102,166889,148093,139600,150203,127427,146517,154354,159667,1741280
TULYEHUALCO SUR #11 ,180,484473,2132617,514,09,012,Tlalpan,09012,142556,124069,123465,103675,132989,118011,109063,117346,53912,RH,RH,RH,1025086
TULYEHUALCO SUR #12 ,181,484107,2133070,515,09,012,Tlalpan,09012,43686,38644,41890,38624,54760,48593,26175,RH,4901,RH,RH,RH,297273
TULYEHUALCO SUR #13 ,182,486343,2136109,516,09,003,Coyoac?ín,09003,55183,56950,57323,52854,73014,64791,71981,75102,73516,83314,87770,90791,842589
TULYEHUALCO SUR #23 ,183,489609,2135481,518,09,013,Xochimilco,09013,144855,132204,127875,124004,146028,145779,135238,143162,134779,97678,118035,122098,1571735
TULYEHUALCO SUR #33 ,184,489692,2133900,520,09,013,Xochimilco,09013,149454,132204,143308,132135,166889,148093,93794,117346,93120,163754,175540,181582,1697219
TULYEHUALCO SUR #34 ,185,489568,2136213,521,09,013,Xochimilco,09013,75876,67119,70552,65051,80837,71732,65438,70408,75966,83314,93823,97052,917168
TULYEHUALCO SUR #35 ,186,489834,2135709,522,09,013,Xochimilco,09013,32190,10170,70552,65051,83444,74046,76344,82142,85768,120661,108956,112706,922030
TULYEHUALCO SUR #36 ,187,484773,2132258,523,09,012,Tlalpan,09012,45986,40678,44095,40657,57368,50907,54531,58673,66164,51712,69611,72006,652388
TULYEHUALCO SUR #38 ,188,489569,2136221,524,09,013,Xochimilco,09013,94271,83391,88189,81314,106913,94872,85069,91530,105373,117788,124088,128359,1201157
XOCHIMILCO #28 ,189,484437,2133089,570,09,012,Tlalpan,09012,65958,55459,55267,54672,110155,103124,82338,98366,86416,93116,60407,95528,960806
XOCHIMILCO #29 ,190,484599,2133433,571,09,012,Tlalpan,09012,63683,87969,85760,88606,130649,122310,104981,122958,113705,124971,128365,128208,1302165
XOCHIMILCO #30 ,191,484641,2133825,572,09,012,Tlalpan,09012,111446,93706,99100,98032,125526,117513,104981,125417,113705,117620,118297,120666,1346009
ZAPATA #14 ,192,488083,2134134,573,09,003,Coyoac?ín,09003,95525,80319,80042,79179,107594,100726,86455,81152,81868,88215,90611,90500,1062186
ZAPATA #15 ,193,483077,2134102,574,09,012,Tlalpan,09012,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,0
ZAPATA #16 ,194,489444,2134015,575,09,013,Xochimilco,09013,127367,107092,106723,107458,138335,129505,100864,120499,115979,124971,123331,123180,1425304
ARENAL,195,485285,2131689,37,09,013,Xochimilco,09013,88474,74995,85709,88474,77674,65318,82944,45533,69120,79834,64282,48384,870741
ARTESANIAS O VILLA OLIMPICA,196,480679,2133319,40,09,012,Tlalpan,09012,77414,67738,74995,91238,91066,82253,96768,96422,94003,84672,104458,94349,1055376
BATAM ,197,477520,2137686,85,09,008,La Magdalena Contreras,09008,27648,24192,26784,27648,26784,24192,27648,26784,27648,24192,26784,24192,314496
BELISARIO DOMINGUEZ,198,481265,2133300,86,09,012,Tlalpan,09012,PA,PA,PA,41472,64282,58061,66355,69638,71885,62899,69638,62899,567129
BOSQUE TLALPAN #1,199,479688,2133363,88,09,012,Tlalpan,09012,52531,70157,77674,80179,69638,62899,71885,72317,19354,FE,FE,FE,576634
BOSQUE TLALPAN #2,200,479648,2133076,89,09,012,Tlalpan,09012,47002,41126,45533,35942,34819,31450,33178,34819,24883,31450,34819,31450,426471
CANAL #13,201,478437,2134424,95,09,012,Tlalpan,09012,85709,77414,85709,82944,83030,67738,88474,85709,71885,62899,69638,62899,924048
CLUB DE GOLF #1 ,202,483400,2131600,122,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
CLUB DE GOLF #2 ,203,483400,2131600,123,09,012,Tlalpan,09012,38707,33869,37498,38707,37498,33869,38707,37498,38707,33869,37498,33869,440296
CLUB DE GOLF #3 ,204,483400,2131600,124,09,012,Tlalpan,09012,24883,FE,FE,FE,FE,7258,24883,24106,24883,21773,24106,21773,173665
CLUB DE GOLF #4 ,205,483400,2131600,125,09,012,Tlalpan,09012,41472,36288,40176,41472,40176,36288,41472,29462,30413,26611,29462,26611,419903
DALIAS,206,481889,2141303,132,09,014,Benito Ju?írez,09014,FE,FE,FE,FE,FS,FS,13824,13392,13824,FS,FS,24192,65232
NORMANDIA,207,485856,2141928,247,09,007,Iztapalapa,09007,58061,50803,56246,58061,56246,50803,58061,56246,58061,50803,56246,50803,660440
DEPORTIVO XOCHITL ,208,481054,2132826,138,09,012,Tlalpan,09012,49766,21773,58925,38707,34819,29030,38707,29462,38707,60480,66960,55642,522978
EL CAMINERO ,209,481103,2138473,150,09,003,Coyoac?ín,09003,129946,38707,69638,132710,42854,29030,44237,48211,44237,38707,18749,26611,663637
EL TREBOL,210,482401,2131586,151,09,012,Tlalpan,09012,47002,50803,64282,FS,FS,FS,FS,FS,FE,FE,FS,FS,162087
EL ZAPOTE,211,481267,2133874,152,09,012,Tlalpan,09012,19354,26611,37498,44237,37498,36288,19354,32141,38707,26611,FS,FS,318299
FOVISSSTE,212,480685,2132104,156,09,012,Tlalpan,09012,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0
FUENTES BROTANTES #1,213,481550,2132467,159,09,012,Tlalpan,09012,11059,9677,10714,11059,21427,19354,22118,21427,22118,19354,21427,19354,209088
FUENTES BROTANTES #2,214,481296,2132279,160,09,012,Tlalpan,09012,47002,41126,45533,47002,45533,41126,47002,45533,47002,41126,45533,41126,534644
FUENTES DEL PEDREGAL ,215,476178,2134095,161,09,012,Tlalpan,09012,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
GALEANA TLALPAN,216,482632,2132332,162,09,012,Tlalpan,09012,PA,PA,PA,FS,2678,FS,FS,FS,FS,FE,FE,FE,2678
HIDALGO TLALPAN,217,480912,2132969,172,09,012,Tlalpan,09012,11059,14515,18749,30413,24106,21773,30413,24106,22118,26611,26784,24192,274839
ISSFAM,218,483120,2131330,178,09,012,Tlalpan,09012,82944,79834,85709,85709,80352,72576,88474,88387,88474,77414,85709,77414,992996
JARDIN DE LA MONTANA #1,219,479273,2133860,191,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
JARDIN DE LA MONTANA #2,220,478378,2133978,192,09,012,Tlalpan,09012,22118,19354,21427,22118,21427,19354,22118,21427,22118,19354,21427,19354,251596
LIMANTITLA,221,481534,2132038,211,09,012,Tlalpan,09012,FS,FS,FS,FS,42854,87091,88474,74995,82944,74995,88387,67738,607478
#37,222,483038,2133008,1,09,012,Tlalpan,09012,66355,55642,64282,60826,61603,55642,63590,61603,63590,55642,61603,55642,726020
PADIERNA #1,223,476778,2134389,255,09,012,Tlalpan,09012,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
PADIERNA #2,224,476720,2134847,256,09,012,Tlalpan,09012,105062,91930,101779,105062,101779,91930,105062,101779,105062,91930,101779,91930,1195084
PADIERNA #3,225,477226,2134706,257,09,012,Tlalpan,09012,77414,67738,69638,71885,72317,65318,74650,72317,71885,62899,77674,70157,853892
PADIERNA #4,226,476884,2135388,258,09,008,La Magdalena Contreras,09008,66355,58061,64282,63590,56246,50803,58061,56246,113357,99187,109814,99187,895189
PADIERNA #5,227,477814,2133790,259,09,012,Tlalpan,09012,44237,41126,48211,49766,45533,38707,41472,45533,47002,41126,48211,38707,529631
PADIERNA PICACHO,228,476943,2133837,260,09,012,Tlalpan,09012,11059,9677,10714,11059,10714,9677,11059,10714,11059,9677,10714,9677,125800
PEDREGAL #2,229,478376,2140393,274,09,010,?ülvaro Obreg??n,09010,22118,19354,21427,22118,21427,19354,24883,21427,24883,19354,21427,21773,259545
PEDREGAL AGUILAS,230,482211,2130826,275,09,012,Tlalpan,09012,FS,FS,FS,FS,FS,FS,74650,91066,94003,91930,91066,79834,522549
PENA POBRE,231,479896,2133084,280,09,012,Tlalpan,09012,35942,31450,34819,35942,32141,29030,33178,18749,13824,4838,5357,4838,280108
PERIFERICO #5,232,483200,2133848,307,09,012,Tlalpan,09012,74650,55642,72317,74650,72317,65318,82944,88387,91238,79834,88387,82253,927937
PERIFERICO #6,233,484192,2132586,308,09,012,Tlalpan,09012,58061,65318,13392,63590,69638,74995,80179,72317,66355,72576,13392,FS,649813
PERIFERICO #7,234,483602,2132446,309,09,012,Tlalpan,09012,60826,53222,58925,60826,58925,53222,60826,56246,58061,50803,50890,50803,673575
R-1,235,483430,2130663,333,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
R-2,236,483177,2130602,338,09,012,Tlalpan,09012,66355,58061,64282,66355,64282,58061,66355,53568,63590,55642,61603,58061,736215
R-3,237,483552,2130452,346,09,012,Tlalpan,09012,88474,77414,85709,88474,83030,74995,88474,21427,27648,7258,FE,12096,654999
R-4,238,483815,2130811,347,09,012,Tlalpan,09012,99533,87091,96422,99533,96422,87091,99533,96422,102298,89510,99101,89510,1142466
R-5,239,484339,2131154,348,09,012,Tlalpan,09012,49766,43546,48211,49766,48211,43546,49766,64282,66355,58061,64282,58061,643853
R-6,240,485210,2132061,349,09,013,Xochimilco,09013,33178,29030,32141,33178,32141,29030,33178,34819,35942,31450,34819,31450,390356
R-7,241,484935,2131404,350,09,012,Tlalpan,09012,94003,82253,88387,91238,88387,79834,91238,91066,94003,82253,91066,82253,1055981
R-8,242,484693,2131234,351,09,012,Tlalpan,09012,44237,38707,26784,38707,42854,38707,44237,45533,49766,43546,42854,7258,463190
R-9,243,484129,2130853,352,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
R-10,244,483792,2130536,334,09,012,Tlalpan,09012,5530,38707,42854,44237,42854,38707,44237,42854,44237,16934,5357,4838,371346
REINO AVENTURA ,245,477889,2133563,358,09,012,Tlalpan,09012,66355,58061,64282,66355,64282,58061,66355,64282,66355,58061,64282,58061,754792
SAN FERNANDO TLALPAN ,246,481638,2133393,381,09,012,Tlalpan,09012,154829,67738,13392,152064,206237,174182,135475,176774,201830,159667,96422,84672,1623282
SAN JERONIMO #3 (ANZALDO) ,247,476723,2136300,385,09,008,La Magdalena Contreras,09008,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN PEDRO MARTIR #1,248,483072,2129627,420,09,012,Tlalpan,09012,22118,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,22118
SAN RAMON,249,477947,2137711,423,09,008,La Magdalena Contreras,09008,19354,16934,18749,19354,18749,16934,19354,18749,19354,16934,18749,16934,220148
SANTA CATARINA COYOACAN ,250,480791,2133270,439,09,012,Tlalpan,09012,RE,7258,64282,66355,64282,58061,66355,64282,66355,58061,64282,58061,637634
SUR #27 BIS ,251,483401,2133291,458,09,012,Tlalpan,09012,FS,FS,2678,5530,FS,FS,FS,FS,FS,FS,FS,FS,8208
TLALCOLIGIA ,252,481921,2130816,499,09,012,Tlalpan,09012,38707,33869,37498,52531,50890,45965,44237,42854,47002,41126,40176,36288,511143
TOPILEJO ,253,486705,2123955,500,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
TORIELLO ,254,483222,2133095,501,09,012,Tlalpan,09012,77414,67738,74995,77414,74995,67738,77414,74995,77414,67738,74995,67738,880588
VIADUCTO TLALPAN #1,255,483438,2132139,557,09,012,Tlalpan,09012,107827,94349,93744,96768,101779,91930,113357,109814,88474,67738,64282,58061,1088123
VIADUCTO TLALPAN #2,256,483032,2131706,558,09,012,Tlalpan,09012,FS,87091,96422,113357,133920,7258,FS,FS,FS,58061,109814,113702,719625
VILLA OLIMPICA #2,257,480443,2134197,564,09,012,Tlalpan,09012,41472,36288,40176,41472,40176,36288,41472,8035,22118,36288,29462,33869,407116
VILLA OLIMPICA #3,258,479950,2133465,565,09,012,Tlalpan,09012,71885,62899,69638,71885,69638,62899,71885,69638,71885,62899,69638,62899,817688
SAN LUCAS XOCHIMANCA,259,487902,2127087,393,09,013,Xochimilco,09013,141005,113702,128563,132710,136598,120960,141005,149990,154829,135475,149990,135475,1640302
MIRADOR #1,260,494077,2127688,225,09,013,Xochimilco,09013,94003,82253,77674,94003,91066,82253,94003,91066,94003,82253,91066,82253,1055896
MIRADOR #2,261,494205,2127862,226,09,013,Xochimilco,09013,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0
MIRADOR #3,262,494228,2127235,227,09,013,Xochimilco,09013,74650,65318,69638,74650,72317,65318,74650,74995,77414,70157,29462,87091,835660
MONTE SUR #1 ,263,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69120,60480,69638,71885,72317,62899,66355,64282,69120,62899,69638,62899,801532
MONTE SUR #2 ,264,487741,2125198,232,09,013,Xochimilco,09013,69120,60480,66960,66355,66960,60480,63590,61603,71885,62899,66960,60480,777772
NATIVITAS #1 ,265,489958,2127340,237,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NATIVITAS #2 ,266,490330,2126433,238,09,013,Xochimilco,09013,143770,142733,158026,157594,158026,142733,157594,155347,160358,140314,158026,130637,1805158
NATIVITAS #3 ,267,490458,2126770,239,09,013,Xochimilco,09013,165888,135475,158026,165888,147312,113702,129946,107136,129946,113702,125885,113702,1606608
NORIA #1,268,486562,2130782,240,09,013,Xochimilco,09013,80179,77414,74995,69120,85709,72576,88474,85709,80179,58061,80352,74995,927763
NORIA #2,269,487133,2129237,241,09,013,Xochimilco,09013,88474,79834,85709,82944,88387,82253,85709,91066,88474,82253,91066,96768,1042937
NORIA #3,270,487635,2129008,242,09,013,Xochimilco,09013,80179,70157,77674,80179,77674,70157,80179,77674,80179,36288,RE,RE,730340
NORIA #4,271,487975,2128974,243,09,013,Xochimilco,09013,229478,203213,224986,185242,166061,133056,135475,163382,163123,125798,190166,174182,2094162
NORIA #5,272,487231,2128266,244,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NORIA #6,273,488178,2127972,245,09,013,Xochimilco,09013,110592,96768,91066,99533,99101,106445,127181,112493,127181,113702,128563,111283,1323908
NORIA #7,274,489421,2127836,246,09,013,Xochimilco,09013,113357,99187,109814,113357,109814,99187,113357,109814,124416,94349,128563,118541,1333756
SAN LUIS TLAXIALTEMALCO,275,496162,2128409,414,09,013,Xochimilco,09013,138240,118541,128563,143770,139277,128218,138240,74995,91238,67738,77674,72576,1319070
PANTEON SAN LUCAS XOCHIMANCA,276,488329,2126886,269,09,013,Xochimilco,09013,141005,116122,128563,141005,139277,125798,141005,131242,138240,120960,136598,104026,1563841
PERIFERICO #8,277,483602,2132446,310,09,012,Tlalpan,09012,107827,72576,107136,110592,99101,91930,110592,104458,91238,65318,107136,96768,1164672
PERIFERICO #9,278,486233,2131345,311,09,013,Xochimilco,09013,38707,33869,37498,38707,37498,33869,38707,40176,38707,29030,37498,33869,438135
PISTA OLIMPICA #1,279,489138,2132973,314,09,013,Xochimilco,09013,138240,120960,139277,141005,139277,104026,143770,139277,160358,140314,155347,140314,1662165
PISTA OLIMPICA #2,280,487790,2131726,315,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
RECLUSORIO SUR #1,281,487085,2126212,354,09,013,Xochimilco,09013,102298,87091,96422,102298,96422,87091,96768,85709,77414,79834,96422,87091,1094860
RECLUSORIO SUR #2,282,486650,2126527,355,09,013,Xochimilco,09013,99533,87091,96422,99533,96422,87091,96768,93744,96768,77414,85709,77414,1093909
RESIDENCIAL SUR,283,486065,2131760,359,09,013,Xochimilco,09013,143770,118541,128563,143770,136598,125798,141005,141955,171418,154829,171418,154829,1732494
S-1,284,488882,2127217,366,09,013,Xochimilco,09013,30413,123379,155347,163123,160704,145152,165888,158026,160358,130637,160704,145152,1698883
S-2,285,487111,2126517,371,09,013,Xochimilco,09013,168653,120960,168739,174182,168739,152410,138240,131242,124416,108864,117850,108864,1683159
S-3,286,489958,2126538,372,09,013,Xochimilco,09013,88474,77414,80352,88474,83030,77414,88474,83030,82944,77414,85709,77414,990143
S-4,287,486666,2126212,373,09,013,Xochimilco,09013,74650,65318,72317,74650,72317,65318,74650,42854,102298,77414,74995,77414,874195
S-5,288,489992,2126177,374,09,013,Xochimilco,09013,129946,113702,120528,121651,125885,113702,129946,125885,129946,91930,123206,104026,1430353
S-6,289,490912,2126096,375,09,013,Xochimilco,09013,149299,128218,144634,149299,144634,130637,149299,149990,143770,111283,109814,99187,1610064
S-7,290,492891,2126808,376,09,013,Xochimilco,09013,135475,108864,120528,121651,149990,104026,127181,136598,127181,125798,136598,120960,1514850
S-8,291,488261,2127516,377,09,013,Xochimilco,09013,121651,101606,115171,121651,112493,94349,107827,104458,107827,94349,104458,94349,1280189
S-9,292,486026,2130803,378,09,013,Xochimilco,09013,132710,104026,120528,124416,123206,113702,116122,109814,135475,94349,115171,118541,1408060
S-10,293,485222,2130406,367,09,013,Xochimilco,09013,41472,33869,42854,44237,42854,2419,RH,RH,RH,RH,RH,RH,207705
S-11,294,496467,2128172,368,09,013,Xochimilco,09013,99533,67738,85709,110592,109814,96768,113357,109814,88474,60480,109814,99187,1151280
SANTA CATARINA #3,295,499488,2133877,431,09,011,Tl?íhuac,09011,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SANTIAGO TEPALCATLALPAN ,296,487217,2127605,451,09,013,Xochimilco,09013,124416,106445,120528,124416,120528,108864,124416,99101,102298,89510,99101,87091,1306714
SAN GREGORIO ATL. #1,297,493006,2128467,383,09,013,Xochimilco,09013,60826,50803,56246,47002,56246,38707,44237,40176,82944,72576,80352,72576,702691
SAN GREGORIO ATL. #2,298,492890,2127862,384,09,013,Xochimilco,09013,110592,101606,104458,102298,104458,89510,102298,115171,121651,106445,117850,106445,1282782
SAN LUIS #1,299,497615,2129035,394,09,013,Xochimilco,09013,44237,45965,45533,33178,48211,31450,35942,53568,63590,60480,66960,60480,589594
SAN LUIS #2,300,497783,2129060,405,09,013,Xochimilco,09013,168653,149990,160704,171418,166061,128218,171418,166061,165888,137894,166061,147571,1899937
SAN LUIS #3,301,497036,2129582,407,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #4,302,497202,2129606,408,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #5,303,497315,2129600,409,09,013,Xochimilco,09013,58061,50803,56246,58061,53568,53222,58061,58925,63590,55642,50890,62899,679968
SAN LUIS #6,304,497439,2129597,410,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #7,305,496647,2129289,411,09,013,Xochimilco,09013,149299,130637,133920,149299,141955,130637,146534,144634,141005,128218,144634,120960,1661732
SAN LUIS #8,306,496435,2128999,412,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #9,307,496048,2129025,413,09,013,Xochimilco,09013,94003,79834,80352,116122,115171,99187,102298,112493,124416,106445,117850,99187,1247358
SAN LUIS #10,308,495713,2128981,395,09,013,Xochimilco,09013,215654,188698,200880,215654,206237,186278,212890,208915,210125,186278,206237,183859,2421705
SAN LUIS #11,309,495413,2128559,396,09,013,Xochimilco,09013,257126,188698,206237,240538,259805,215309,262656,257126,146534,128218,139277,130637,2432161
SAN LUIS #12,310,495360,2128726,397,09,013,Xochimilco,09013,188006,137894,184810,207360,198202,179021,204595,198202,207360,181440,198202,181440,2266532
SAN LUIS #13,311,494961,2128603,398,09,013,Xochimilco,09013,91238,104026,80352,94003,101779,74995,91238,93744,99533,96768,93744,101606,1123026
SAN LUIS #14,312,493710,2128823,399,09,013,Xochimilco,09013,96768,79834,74995,94003,96422,77414,94003,91066,96768,84672,93744,84672,1064361
SAN LUIS #15,313,492970,2129043,400,09,013,Xochimilco,09013,157594,135475,133920,154829,149990,137894,154829,152669,157594,111283,85709,60480,1592266
SAN LUIS #16,314,492704,2128176,401,09,013,Xochimilco,09013,138240,113702,128563,146534,139277,120960,127181,141955,143770,128218,139277,128218,1595895
SAN LUIS #17,315,492917,2128568,402,09,013,Xochimilco,09013,FE,FE,FE,5530,FE,FE,16589,FE,FE,FE,RE,RE,22119
SAN LUIS #18,316,492829,2128339,403,09,013,Xochimilco,09013,246067,210470,227664,246067,238378,215309,243302,238378,207360,183859,203558,183859,2644271
SAN LUIS #19,317,491807,2127960,404,09,013,Xochimilco,09013,80179,65318,74995,80179,77674,70157,80179,77674,80179,70157,77674,70157,904522
SAN LUIS #20,318,490706,2127793,406,09,013,Xochimilco,09013,88474,77414,80352,82944,83030,77414,88474,85709,88474,77414,85709,77414,992822
SAN LORENZO ATEMOAYA #1,319,489528,2127154,390,09,013,Xochimilco,09013,77414,67738,74995,74650,74995,67738,77414,74995,77414,62899,72317,67738,870307
SAN LORENZO ATEMOAYA #2,320,489441,2127276,391,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SANTA CRUZ ACALPIXCA #1,321,492715,2127316,440,09,013,Xochimilco,09013,105062,106445,104458,96768,88387,84672,88474,91066,94003,82253,91066,82253,1114907
SANTA CRUZ ACALPIXCA #2,322,492727,2127595,441,09,013,Xochimilco,09013,138240,111283,120528,132710,128563,116122,129946,131242,135475,106445,107136,142733,1500423
SANTA CRUZ XOCHITEPEC,323,486440,2128685,444,09,013,Xochimilco,09013,188006,157248,184810,188006,171418,159667,176947,184810,190771,166925,184810,166925,2120343
TEPEPAN #1,324,484817,2130992,485,09,012,Tlalpan,09012,94003,65318,88387,94003,91066,82253,94003,80352,82944,72576,80352,72576,997833
TEPEPAN #2,325,484526,2130414,486,09,012,Tlalpan,09012,96768,84672,91066,94003,91066,82253,82944,83030,102298,74995,101779,96768,1081642
TEPEPAN #3,326,485444,2131291,487,09,013,Xochimilco,09013,152064,133056,155347,146534,152669,128218,149299,139277,138240,123379,128563,87091,1633737
AUXILIAR XOTEPINGO #8-A ,327,499453,2127639,71,09,011,Tl?íhuac,09011,35942,33869,37498,38707,37498,33869,38707,37498,38707,33869,37498,33869,437531
CERRILLOS #1,328,497979,2128002,105,09,013,Xochimilco,09013,71885,67738,72317,80179,77674,70157,80179,77674,80179,70157,77674,70157,895970
CERRILLOS #2,329,498560,2127688,106,09,011,Tl?íhuac,09011,44237,38707,42854,41472,40176,36288,41472,40176,41472,36288,40176,36288,479606
CERRILLOS #3,330,498585,2127177,107,09,011,Tl?íhuac,09011,88474,84672,91066,127181,125885,113702,129946,125885,129946,118541,131242,118541,1385081
ESCUDO NACIONAL #1,331,499305,2127979,153,09,011,Tl?íhuac,09011,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0
ESCUDO NACIONAL #2,332,499028,2127046,154,09,011,Tl?íhuac,09011,35942,31450,34819,35942,34819,29030,33178,32141,33178,29030,32141,29030,390700
R-11,333,499184,2127397,335,09,011,Tl?íhuac,09011,69120,60480,66960,69120,66960,60480,69120,66960,69120,60480,66960,60480,786240
R-18,334,500141,2123254,336,09,009,Milpa Alta,09009,33178,29030,32141,33178,32141,29030,33178,32141,33178,29030,32141,29030,377396
R-19,335,498387,2122183,337,09,009,Milpa Alta,09009,11059,9677,10714,11059,10714,9677,11059,8035,11059,9677,10714,9677,123121
R-21,336,498543,2122563,339,09,009,Milpa Alta,09009,105062,91930,101779,105062,101779,91930,105062,101779,99533,87091,96422,87091,1174520
R-22,337,500132,2122660,340,09,009,Milpa Alta,09009,69120,60480,66960,69120,66960,60480,69120,66960,69120,60480,66960,60480,786240
R-24,338,499460,2123283,341,09,009,Milpa Alta,09009,80179,70157,77674,80179,77674,43546,80179,74995,58061,65318,77674,70157,855793
R-25,339,498704,2122951,342,09,009,Milpa Alta,09009,85709,79834,88387,91238,88387,79834,91238,88387,85709,74995,69638,84672,1008028
R-26,340,500353,2122335,343,09,009,Milpa Alta,09009,82944,72576,80352,82944,80352,72576,82944,80352,71885,62899,69638,62899,902361
R-28,341,500633,2123093,345,09,009,Milpa Alta,09009,102298,108864,115171,124416,120528,108864,124416,120528,124416,108864,120528,106445,1385338
S-12,342,498012,2128664,369,09,013,Xochimilco,09013,124416,108864,120528,124416,120528,108864,124416,120528,124416,108864,120528,108864,1415232
S-13,343,498497,2128189,370,09,013,Xochimilco,09013,24883,21773,24106,19354,18749,16934,19354,18749,19354,16934,18749,16934,235873
SAN JUAN TEPENAHUAC,344,500689,2121549,387,09,009,Milpa Alta,09009,141005,123379,133920,138240,136598,123379,141005,136598,141005,123379,136598,120960,1596066
SAN PEDRO ATOCPAN ,345,494862,2124268,419,09,009,Milpa Alta,09009,74650,65318,53568,FE,FE,FE,FE,8035,74650,65318,72317,65318,479174
SANTA CATARINA #5,346,497411,2134398,433,09,011,Tl?íhuac,09011,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0
SANTA CATARINA #6,347,495695,2134617,434,09,011,Tl?íhuac,09011,113357,99187,109814,113357,109814,99187,113357,109814,113357,99187,109814,99187,1289432
SANTA CATARINA #7,348,494188,2134405,435,09,011,Tl?íhuac,09011,41472,36288,40176,41472,40176,36288,41472,40176,41472,36288,40176,36288,471744
