GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,10354101
2003,,,,,,,,,,,,,,,,,,,,,420534168
,,455,,,,,,,,,,,,,,,,,,,441168486
ALAMOS JARDIN #2,35,485124,2145120,18,09,014,Benito Ju?írez,09014,148176,142733,133056,146534,139277,130637,166320,123379,140314,160272,154829,128218,1713744
ALBERT Y BERLIN,36,485377,2141715,19,09,014,Benito Ju?írez,09014,166320,120960,130637,138240,152669,137894,178416,147571,108864,163296,171418,152410,1768694
ALGARIN,37,485104,2145574,21,09,015,Cuauht??moc,09015,114912,108864,106445,116122,107136,120960,160272,104026,104026,48384,127181,125798,1344125
ALTAVISTA,38,479176,2139108,22,09,010,?ülvaro Obreg??n,09010,72576,62899,82253,85709,93744,62899,84672,70157,72576,93744,91238,89510,961978
ANTONIO M. ANZA,39,483287,2146238,36,09,015,Cuauht??moc,09015,57456,58061,53222,49766,56246,43546,54432,50803,53222,54432,60826,53222,645235
ARENAL SAN ANGEL,40,480917,2139244,38,09,003,Coyoac?ín,09003,148176,111283,133056,149299,128563,113702,139104,118541,128218,154224,149299,130637,1604102
ARNAIZ ROSENDO ,41,480411,2143138,39,09,014,Benito Ju?írez,09014,63504,74995,79834,85709,80352,67738,90720,67738,82253,102816,85709,79834,961200
AXOTLA,42,481716,2140255,80,09,010,?ülvaro Obreg??n,09010,33264,29030,29030,33178,32141,31450,39312,33869,31450,36288,41472,12096,382579
BENJAMIN FRANKLIN,43,480957,2145692,87,09,016,Miguel Hidalgo,09016,42336,33869,24192,38707,42854,36288,42336,33869,31450,42336,41472,33869,443578
CAMPOS ELISEOS ,44,478852,2148058,94,09,016,Miguel Hidalgo,09016,111888,94349,108864,116122,83030,94349,114912,94349,87091,114912,99533,89510,1208909
CASA AMARILLA,45,480065,2145785,98,09,016,Miguel Hidalgo,09016,136080,101606,101606,110592,131242,118541,169344,118541,128218,151200,149299,106445,1522714
CEDROS Y MOLIERE,46,478706,2148642,104,09,016,Miguel Hidalgo,09016,114912,89510,91930,116122,85709,94349,120960,99187,89510,142128,105062,99187,1248566
CHAPULTEPEC MORALES,47,480327,2148642,113,09,016,Miguel Hidalgo,09016,178416,149990,140314,168653,158026,62899,105840,116122,147571,190512,163123,140314,1721779
CICERON,48,478413,2148337,119,09,016,Miguel Hidalgo,09016,60480,45965,45965,52531,53568,43546,63504,50803,45965,63504,52531,48384,626746
DIAGONAL SAN ANTONIO,49,484551,2144735,139,09,014,Benito Ju?írez,09014,84672,77414,77414,88474,85709,77414,93744,67738,72576,93744,80179,74995,974074
DIRECTO #22,50,477696,2134789,144,09,012,Tlalpan,09012,117936,87091,99187,113357,104458,87091,108864,89510,87091,108864,107827,96768,1208045
HUERTAS DEL CARMEN,51,480757,2138752,175,09,003,Coyoac?ín,09003,133056,116122,113702,91238,101779,101606,139104,96768,104026,123984,127181,116122,1364688
IRRIGACION,52,478175,2149700,177,09,016,Miguel Hidalgo,09016,54432,53222,58061,69120,50890,38707,57456,43546,65318,81648,66355,55642,694397
JARDIN DE SAN JACINTO,53,479963,2138791,193,09,010,?ülvaro Obreg??n,09010,120960,106445,96768,96768,115171,111283,148176,104026,116122,123984,141005,120960,1401667
JARDINES DEL PEDREGAL #1 ,54,478216,2137221,197,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
JARDINES DEL PEDREGAL #2 ,55,479233,2137630,198,09,010,?ülvaro Obreg??n,09010,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,9677,9677
JARDINES DEL PEDREGAL #3 ,56,479590,2136089,199,09,003,Coyoac?ín,09003,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
JARDINES DEL PEDREGAL #4-B,57,477965,2135930,200,09,010,?ülvaro Obreg??n,09010,57456,55642,58061,69120,64282,60480,75600,53222,58061,78624,85709,60480,776736
JARDINES DEL PEDREGAL #5-B,58,477155,2135188,203,09,010,?ülvaro Obreg??n,09010,117936,91930,94349,105062,107136,89510,111888,91930,89510,111888,102298,89510,1202947
JARDIN MORELOS ,59,481303,2145227,194,09,016,Miguel Hidalgo,09016,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
JARDIN POMBO,60,480823,2144109,195,09,014,Benito Ju?írez,09014,66528,65318,70157,80179,45533,45965,51408,45965,41126,54432,49766,65318,681696
JARDINES DEL PEDREGAL #5-A ,61,477046,2135344,202,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
LA CAMPANA,62,480797,2141915,204,09,014,Benito Ju?írez,09014,193536,142733,137894,163123,155347,140314,151200,140314,135475,166320,160358,135475,1822090
HORMIGA,63,479959,2146530,174,09,016,Miguel Hidalgo,09016,99792,82253,79834,94003,85709,48384,66528,48384,50803,60480,58061,45965,820195
LA HUERTA,64,483034,2142593,206,09,014,Benito Ju?írez,09014,154224,113702,111283,138240,115171,116122,151200,123379,135475,154224,143770,125798,1582589
LAGO GINEBRA,65,479224,2150276,209,09,016,Miguel Hidalgo,09016,81648,50803,48384,71885,69638,65318,81648,55642,60480,75600,80179,67738,808963
LEGARIA,66,478689,2150496,210,09,016,Miguel Hidalgo,09016,123984,99187,91930,102298,72317,72576,87696,70157,74995,96768,85709,74995,1052611
MAR MEDITERRANEO,67,481776,2150834,216,09,016,Miguel Hidalgo,09016,111888,94349,94349,110592,69638,50803,57456,48384,60480,75600,77414,67738,918691
MARINA NACIONAL #1,68,481481,2149520,217,09,016,Miguel Hidalgo,09016,117936,91930,91930,102298,99101,91930,108864,91930,87091,111888,110592,104026,1209514
MARINA NACIONAL #3,69,480760,2150404,218,09,016,Miguel Hidalgo,09016,84672,74995,53222,69120,80352,74995,90720,74995,72576,81648,63590,116122,937008
MARINA NACIONAL #4,70,480221,2151033,219,09,016,Miguel Hidalgo,09016,57456,60480,72576,91238,56246,72576,81648,70157,58061,69552,82944,58061,830995
MARTIRES DE TACUBAYA ,71,480664,2144482,220,09,014,Benito Ju?írez,09014,84672,70157,60480,63590,74995,67738,84672,70157,72576,105840,85709,74995,915581
MAYORAZGO,72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
MIGUEL ALEMAN,73,485070,2143994,224,09,014,Benito Ju?írez,09014,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
MIRAFLORES,74,480622,2143758,228,09,014,Benito Ju?írez,09014,96768,74995,82253,96768,93744,87091,99792,84672,82253,120960,107827,94349,1121472
MIRAVALLE,75,485274,2140695,229,09,014,Benito Ju?írez,09014,127008,123379,125798,113357,125885,108864,160272,128218,147571,178416,157594,123379,1619741
MODERNA,76,485903,2144382,230,09,014,Benito Ju?írez,09014,RH,RH,RH,RE,RH,RH,RH,RH,RH,RE,RE,RH,0
MOLINO DEL REY ,77,479642,2147289,231,09,016,Miguel Hidalgo,09016,51408,16934,43546,38707,42854,94349,114912,87091,91930,93744,85709,72576,833760
NAPOLES,78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NATIVITAS,79,485550,2142726,236,09,014,Benito Ju?írez,09014,57456,50803,48384,55296,53568,45965,57456,43546,48384,63504,49766,43546,617674
NATIVITAS ,80,485550,2142726,236,09,014,Benito Ju?írez,09014,136080,147571,133056,141005,144634,147571,163296,142733,130637,163296,107827,120960,1678666
NORMANDIA,81,485856,2141928,247,09,007,Iztapalapa,09007,142128,123379,125798,138240,149990,133056,154224,137894,130637,175392,154829,133056,1698624
NUEVO MIGUEL ALEMAN,82,485108,2143877,249,09,014,Benito Ju?írez,09014,123984,77414,89510,69120,83030,67738,87696,70157,67738,93744,91238,79834,1001203
ORTIZ RUBIO ,83,485111,2142220,253,09,014,Benito Ju?írez,09014,166320,137894,135475,160358,141955,145152,157248,135475,152410,181440,171418,159667,1844813
P. MARISCAL SUCRE ,84,483060,2143897,254,09,014,Benito Ju?írez,09014,133056,108864,108864,116122,120528,99187,148176,24192,FE,FE,FE,9677,868666
PARQUE DE LOS VENADOS,85,483779,2141901,270,09,014,Benito Ju?írez,09014,RE,RE,RE,8294,109814,128218,163296,135475,140314,175392,157594,116122,1134518
PARROQUIA #1,86,483206,2141726,271,09,014,Benito Ju?írez,09014,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PARROQUIA #2,87,483206,2141726,272,09,014,Benito Ju?írez,09014,3024,2419,2419,2765,5357,4838,6048,4838,4838,3024,5530,2419,47520
PERIODISTA,88,477073,2150067,312,09,016,Miguel Hidalgo,09016,117936,104026,99187,91238,96422,104026,133056,108864,111283,130032,118886,113702,1328659
PIRULERA ,89,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,102816,72576,82253,99533,115171,89510,108864,77414,99187,133056,127181,116122,1223683
POPOTLA ARBOL,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,2419,RE,RE,RE,RE,RE,RE,RE,RE,RE,2419
PORTALES ,91,484686,2140946,317,09,014,Benito Ju?írez,09014,93744,65318,67738,77414,69638,87091,102816,89510,79834,114912,94003,79834,1021853
RADIO MIL,92,484258,2143551,353,09,014,Benito Ju?írez,09014,226800,145152,162086,188006,72317,70157,87696,70157,70157,93744,168653,154829,1509754
RIO SAN JOAQUIN,93,477902,2150276,363,09,016,Miguel Hidalgo,09016,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,0
SALESIANO,94,481404,2150143,379,09,016,Miguel Hidalgo,09016,145152,130637,116122,146534,125885,108864,142128,120960,9677,117936,160358,154829,1479082
SAN FELIPE POPOTLA,95,481648,2151031,380,09,016,Miguel Hidalgo,09016,169344,137894,135475,168653,168739,166925,190512,174182,159667,196560,163123,135475,1966550
SAN JOAQUIN TACUBA,96,478238,2150738,386,09,016,Miguel Hidalgo,09016,123984,72576,101606,110592,109814,99187,111888,104026,123379,160272,143770,104026,1365120
TACUBA,97,480210,2151387,459,09,016,Miguel Hidalgo,09016,130032,91930,104026,113357,112493,104026,130032,101606,104026,127008,116122,101606,1336262
TIZAPAN,98,478906,2138404,497,09,010,?ülvaro Obreg??n,09010,111888,89510,108864,107827,117850,101606,117936,108864,113702,136080,129946,118541,1362614
VERONICA ,99,481682,2148727,555,09,016,Miguel Hidalgo,09016,169344,152410,130637,165888,160704,130637,148176,135475,128218,184464,152064,125798,1783814
VIADUCTO ,100,481343,2144628,556,09,014,Benito Ju?írez,09014,139104,111283,118541,129946,125885,106445,157248,125798,128218,160272,146534,113702,1562976
ACOXPA #31,101,485192,2133795,5,09,012,Tlalpan,09012,151200,130637,67738,FE,0,36288,96768,79834,74995,93744,85709,74995,891907
ACOXPA #32,102,485455,2133735,6,09,012,Tlalpan,09012,214704,169344,176602,201830,211594,193536,199584,159667,174182,214704,201830,181440,2299018
AJUSCO,103,483445,2136071,14,09,003,Coyoac?ín,09003,36288,29030,29030,127181,123206,111283,142128,113702,113702,142128,129946,113702,1211328
ALTILLO UNIVERSIDAD,104,481103,2138473,23,09,003,Coyoac?ín,09003,45360,36288,36288,69120,66960,58061,75600,60480,60480,75600,69120,60480,713837
BOSQUES DE TETLALMEYA,105,484033,2133858,90,09,003,Coyoac?ín,09003,81648,65318,65318,77414,74995,67738,90720,72576,72576,90720,82944,72576,914544
CARACOL,106,482972,2134511,96,09,003,Coyoac?ín,09003,99792,79834,79834,85709,83030,74995,93744,74995,74995,93744,85709,74995,1001376
CEDRAL,107,488152,2135509,103,09,003,Coyoac?ín,09003,123984,91930,99187,113357,107136,99187,120960,96768,96768,117936,107827,96768,1271808
COLONIA DEL CARMEN FRAGATA ,108,483260,2139989,127,09,003,Coyoac?ín,09003,166320,157248,157248,176947,168739,154829,178416,142733,142733,172368,157594,142733,1917907
COPILCO UNIVERSIDAD,109,480690,2137954,128,09,003,Coyoac?ín,09003,63504,50803,50803,13824,13392,12096,15120,12096,12096,15120,13824,FE,272678
COUNTRY CLUB,110,485226,2139758,129,09,003,Coyoac?ín,09003,145152,116122,116122,132710,125885,41126,54432,43546,41126,51408,47002,43546,958176
DEPORTIVO CANTIL,111,483864,2138082,133,09,003,Coyoac?ín,09003,175392,140314,140314,135475,128563,118541,148176,118541,116122,145152,129946,118541,1615075
DEPORTIVO DURANGO ,112,483374,2135359,134,09,003,Coyoac?ín,09003,96768,77414,77414,88474,48211,FE,RH,RH,RH,RH,RH,FS,388282
DIRECTO #18,113,489804,2135343,140,09,013,Xochimilco,09013,87696,70157,77414,91238,88387,79834,99792,79834,70157,36288,105062,91930,977789
DIRECTO #19,114,481368,2134327,141,09,012,Tlalpan,09012,66528,53222,53222,58061,53568,50803,63504,50803,45965,57456,63590,55642,672365
DIRECTO #20-B ,115,480015,2134312,142,09,003,Coyoac?ín,09003,223776,179021,181440,201830,198202,179021,229824,183859,183859,229824,212890,162086,2365632
DIRECTO #21,116,479873,2134178,143,09,012,Tlalpan,09012,160272,128218,91930,107827,144634,130637,169344,135475,89510,111888,63590,101606,1434931
DIRECTO #24,117,482128,2135810,145,09,003,Coyoac?ín,09003,148176,108864,77414,113357,104458,118541,142128,99187,84672,127008,102298,89510,1315613
DIRECTO #25,118,483719,2134751,146,09,003,Coyoac?ín,09003,75600,60480,62899,85709,99101,91930,93744,74995,77414,93744,94003,84672,994291
EDUCACION #1,119,485357,2138170,147,09,003,Coyoac?ín,09003,96768,77414,77414,88474,85709,77414,96768,67738,74995,99792,91238,79834,1013558
EDUCACION #2 (N) ,120,486192,2137920,148,09,003,Coyoac?ín,09003,133056,106445,106445,118886,115171,31450,39312,31450,26611,9072,5530,7258,730685
HUIPULCO ,121,485681,2132491,176,09,012,Tlalpan,09012,99792,79834,79834,91238,88387,79834,99792,77414,77414,96768,88474,77414,1036195
ISSSTE COAPA #1,122,487057,2133526,179,09,012,Tlalpan,09012,84672,67738,67738,77414,80352,72576,87696,70157,58061,72576,105062,137894,981936
ISSSTE COAPA #2,123,488733,2133590,180,09,012,Tlalpan,09012,90720,72576,77414,88474,85709,77414,105840,84672,74995,93744,85709,74995,1012262
ISSSTE COAPA #3,124,487084,2134763,181,09,003,Coyoac?ín,09003,163296,130637,130637,149299,144634,130637,163296,130637,120960,151200,143770,125798,1684800
ISSSTE COAPA #4,125,487494,2135343,182,09,003,Coyoac?ín,09003,232848,186278,183859,210125,192845,174182,190512,152410,157248,196560,188006,164506,2229379
LA CIENEGA,126,483898,2137741,205,09,003,Coyoac?ín,09003,81648,9677,82253,80179,77674,79834,99792,79834,79834,99792,91238,79834,941587
LOS COYOTES ,127,487314,2135852,214,09,003,Coyoac?ín,09003,130032,FS,FS,8294,5357,4838,6048,4838,4838,6048,5530,4838,180662
LOS REYES COYOACAN,128,483778,2138641,215,09,003,Coyoac?ín,09003,78624,65318,62899,60826,61603,50803,78624,60480,60480,75600,69120,60480,784858
METRO C.U.,129,481622,2136504,223,09,003,Coyoac?ín,09003,166320,29030,21773,8294,8035,7258,21168,19354,19354,24192,19354,24192,368323
MULTIF. COAPA #7 ,130,486679,2133212,233,09,012,Tlalpan,09012,96768,77414,77414,88474,85709,77414,75600,60480,14515,75600,69120,60480,858989
MULTIF. COAPA #8 ,131,487734,2132727,234,09,013,Xochimilco,09013,139104,14515,154829,176947,171418,154829,178416,142733,142733,178416,163123,142733,1759795
NAHUATLACAS ,132,483445,2136059,235,09,003,Coyoac?ín,09003,145152,116122,113702,129946,112493,101606,117936,94349,94349,117936,107827,94349,1345766
PASEOS DE TAXQUENA,133,486893,2138915,273,09,003,Coyoac?ín,09003,51408,41126,41126,47002,45533,29030,42336,33869,29030,30240,38707,33869,463277
PEDREGAL DE CARRASCO ,134,482587,2134705,276,09,003,Coyoac?ín,09003,60480,48384,48384,52531,53568,48384,60480,48384,38707,48384,47002,41126,595814
PEDREGAL DE SAN FRANCISCO,135,482687,2138340,277,09,003,Coyoac?ín,09003,FE,12096,33869,RH,RH,RH,DC,DC,DC,DC,DC,FS,45965
PEDREGAL DE SANTO DOMINGO,136,482109,2136073,278,09,003,Coyoac?ín,09003,96768,77414,77414,82944,83030,72576,102816,82253,72576,90720,82944,74995,996451
PEDREGAL IMAN,137,481901,2135103,279,09,003,Coyoac?ín,09003,114912,87091,111283,124416,115171,106445,127008,101606,101606,127008,116122,101606,1334275
PERIFERICO #1,138,485573,2136312,293,09,003,Coyoac?ín,09003,181440,145152,145152,165888,160704,145152,181440,108864,145152,181440,165888,145152,1871424
PERIFERICO #2,139,486493,2134490,304,09,012,Tlalpan,09012,93744,74995,74995,85709,83030,74995,93744,FS,FS,FS,FS,FS,581213
PERIFERICO #3,140,484822,2133935,305,09,012,Tlalpan,09012,90720,72576,72576,82944,80352,72576,90720,72576,72576,90720,82944,72576,953856
PERIFERICO #4,141,484272,2133665,306,09,012,Tlalpan,09012,45360,36288,36288,41472,40176,36288,45360,36288,36288,45360,41472,36288,476928
PERIFERICO #8,142,483602,2132446,310,09,012,Tlalpan,09012,154224,123379,123379,141005,136598,130637,163296,130637,130637,163296,149299,130637,1677024
PERIFERICO #10,143,486333,2132216,294,09,013,Xochimilco,09013,117936,94349,94349,107827,83030,91930,114912,79834,91930,114912,105062,91930,1188000
PERIFERICO #11,144,488634,2132855,295,09,013,Xochimilco,09013,142128,113702,113702,129946,123206,125798,160272,128218,125798,154224,141005,128218,1586218
PERIFERICO #12,145,488153,2133115,296,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PERIFERICO #13,146,486343,2136134,297,09,003,Coyoac?ín,09003,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
PERIFERICO #14,147,488083,2134134,298,09,003,Coyoac?ín,09003,169344,135475,135475,154829,149990,135475,169344,135475,135475,169344,154829,135475,1780531
PERIFERICO #15,148,485969,2135229,299,09,003,Coyoac?ín,09003,78624,62899,62899,71885,69638,62899,84672,67738,67738,84672,77414,67738,858816
PERIFERICO #16,149,489444,2134015,300,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,15120,RE,RE,15120
PERIFERICO #17,150,489484,2134564,301,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PERIFERICO #19,151,488874,2136877,303,09,003,Coyoac?ín,09003,66528,53222,53222,60826,58925,53222,66528,53222,53222,66528,60826,53222,699494
POZO 20 DE AGOSTO ,152,487195,2138577,318,09,003,Coyoac?ín,09003,42336,33869,33869,38707,37498,16934,57456,58061,58061,72576,66355,50803,566525
PRADOS CHURUBUSCO ,153,486699,2140007,320,09,003,Coyoac?ín,09003,148176,118541,118541,135475,131242,118541,148176,118541,118541,148176,135475,118541,1557965
PREPARATORIA #5 (N) ,154,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,FE,16934,145152,165888,160704,145152,181440,147571,147571,24192,22118,19354,1176077
REY MOCTEZUMA,155,483541,2137081,360,09,003,Coyoac?ín,09003,145152,116122,116122,132710,128563,116122,145152,145152,145152,181440,165888,145152,1682726
ROMERO DE TERREROS,156,482187,2138640,364,09,003,Coyoac?ín,09003,148176,118541,118541,135475,131242,149990,145152,116122,116122,145152,132710,116122,1573344
RUIZ CORTINEZ,157,484853,2136072,365,09,003,Coyoac?ín,09003,166320,135475,133056,152064,147312,106445,133056,106445,104026,130032,118886,106445,1539562
SAN FRANCISCO CULHUACAN ,158,487793,2137344,382,09,003,Coyoac?ín,09003,36288,29030,29030,33178,32141,29030,36288,14515,29030,36288,33178,29030,367027
SAN NICOLAS TOLENTINO,159,485838,2133075,418,09,012,Tlalpan,09012,78624,65318,33869,38707,37498,33869,42336,152410,152410,190512,174182,152410,1152144
SANTA URSULA,160,483587,2135232,448,09,003,Coyoac?ín,09003,199584,159667,157248,179712,136598,123379,374976,299981,261274,320544,259891,234662,2707517
SANTA URSULA COAPA,161,483956,2134956,449,09,003,Coyoac?ín,09003,84672,67738,67738,60826,58925,53222,66528,53222,53222,66528,60826,45965,739411
TERRANOVA,162,480277,2137821,495,09,003,Coyoac?ín,09003,172368,137894,135475,152064,147312,135475,166320,133056,135475,169344,146534,140314,1771632
UNIVERSIDAD ,163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72576,31450,31450,35942,34819,31450,39312,31450,31450,39312,35942,31450,446602
VILLA OLIMPICA #1,164,480489,2134541,563,09,003,Coyoac?ín,09003,145152,116122,116122,129946,125885,113702,114912,91930,89510,111888,118886,106445,1380499
VIVEROS DEL RELOJ #1,165,485383,2135593,568,09,003,Coyoac?ín,09003,136080,108864,108864,124416,107136,130637,166320,133056,130637,160272,146534,133056,1585872
VIVEROS DEL RELOJ #2,166,485353,2136042,569,09,003,Coyoac?ín,09003,148176,118541,118541,135475,131242,123379,154224,123379,123379,154224,141005,123379,1594944
ZAPATA #17 ,167,482186,2134254,576,09,012,Tlalpan,09012,42336,33869,38707,44237,45533,41126,42336,33869,38707,48384,44237,38707,492048
