GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,16922167
2008,,,,,,,,,,,,,,,,,,,,,411250453
,,484,,,,,,,,,,,,,,,,,,,437838620
JARDINES DEL PEDREGAL #4-B,60,477965,2135930,200,09,010,?ülvaro Obreg??n,09010,69120,61603,66355,54432,57629,116122,101779,89510,RN,RN,118541,116122,851213
JARDINES DEL PEDREGAL #5-A,61,477046,2135344,202,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,110592,128563,RN,RN,239155
JARDINES DEL PEDREGAL #5-B,62,477155,2135188,203,09,010,?ülvaro Obreg??n,09010,96768,88387,99533,93312,92707,102298,93744,89510,RN,RN,89510,82253,928022
JARDIN MORELOS ,63,481303,2145227,194,09,016,Miguel Hidalgo,09016,RE,RE,RE,RE,RE,RE,RE,RE,99533,99101,RE,RE,198634
JARDIN POMBO,64,480823,2144109,195,09,014,Benito Ju?írez,09014,35942,45533,55296,28512,5011,2765,2678,PA,RE,RE,48384,36288,260410
LA CAMPANA,65,480797,2141915,204,09,014,Benito Ju?írez,09014,138240,128563,141005,121824,122774,138240,139277,118541,PA,5357,113702,116122,1283645
HORMIGA,66,479959,2146530,174,09,016,Miguel Hidalgo,09016,38707,24106,RE,RE,RE,RE,RE,RE,141005,139277,RE,RE,343094
LA HUERTA,67,483034,2142593,206,09,014,Benito Ju?írez,09014,74650,74995,94003,85536,77674,82944,96422,101606,RE,RH,55642,113702,857174
LAGO GINEBRA,68,479224,2150276,209,09,016,Miguel Hidalgo,09016,94003,74995,102298,88128,82685,88474,88387,67738,121651,125885,43546,36288,1014077
LEGARIA,69,478689,2150496,210,09,016,Miguel Hidalgo,09016,82944,72317,77414,80352,90202,91238,72317,60480,44237,50890,70157,67738,860285
MAR MEDITERRANEO,70,481776,2150834,216,09,016,Miguel Hidalgo,09016,77414,74995,71885,69984,62640,69120,69638,41126,88474,88387,53222,65318,832205
MARINA NACIONAL #1,71,481481,2149520,217,09,016,Miguel Hidalgo,09016,82944,83030,85709,72576,60134,63590,61603,50803,69120,64282,58061,62899,814752
MARINA NACIONAL #2,72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,63590,58925,RE,RE,122515
MARINA NACIONAL #3,73,480760,2150404,218,09,016,Miguel Hidalgo,09016,63590,72317,77414,72576,70157,74650,74995,65318,RE,RE,65318,48384,684720
MARINA NACIONAL #4,74,480221,2151033,219,09,016,Miguel Hidalgo,09016,27648,26784,69120,93312,117763,74650,42854,4838,77414,69638,38707,26611,669341
MARTIRES DE TACUBAYA ,75,480664,2144482,220,09,014,Benito Ju?írez,09014,85709,66960,110592,88128,77674,52531,45533,62899,13824,66960,FE,55642,726451
MAYORAZGO,76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RN,RE,60826,53568,RE,RE,114394
MIGUEL ALEMAN,77,485070,2143994,224,09,014,Benito Ju?írez,09014,RN,RN,RN,RN,RN,RN,RN,RN,RE,RE,RN,RN,0
MIRAFLORES,78,480622,2143758,228,09,014,Benito Ju?írez,09014,69120,80352,77414,49248,7517,RH,RH,RH,RN,RN,2419,53222,339293
MIRAVALLE,79,485274,2140695,229,09,014,Benito Ju?írez,09014,127181,115171,113357,108864,102730,116122,109814,101606,RH,RH,RH,2419,897264
MODERNA,80,485903,2144382,230,09,014,Benito Ju?írez,09014,124416,115171,132710,124416,110246,132710,117850,96768,99533,RH,94349,99187,1247357
MOLINO DEL REY ,81,479642,2147289,231,09,016,Miguel Hidalgo,09016,80179,69638,77414,72576,70157,77414,69638,65318,138240,139277,79834,79834,1019520
NAPOLES,82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,74650,72317,RE,RE,146966
NATIVITAS,83,485550,2142726,236,09,014,Benito Ju?írez,09014,52531,50890,58061,54432,50112,55296,53568,48384,RE,RE,79834,41126,544234
NATIVITAS ,84,485550,2142726,236,09,014,Benito Ju?írez,09014,143770,117850,60826,82944,92707,102298,96422,82253,55296,50890,55642,70157,1011053
NORMANDIA,85,485856,2141928,247,09,007,Iztapalapa,09007,132710,141955,154829,124416,125280,146534,104458,60480,82944,69638,140314,106445,1390003
NUEVO MIGUEL ALEMAN,86,485108,2143877,249,09,014,Benito Ju?írez,09014,157594,174096,188006,168480,185414,96768,91066,89510,116122,141955,79834,96768,1585613
ORTIZ RUBIO ,87,485111,2142220,253,09,014,Benito Ju?írez,09014,154829,171418,99533,88128,75168,88474,85709,77414,102298,107136,120960,106445,1277510
P. MARISCAL SUCRE ,88,483060,2143897,254,09,014,Benito Ju?írez,09014,124416,128563,124416,127008,120269,88474,85709,123379,88474,85709,145152,130637,1372205
PARQUE DE LOS VENADOS,89,483779,2141901,270,09,014,Benito Ju?írez,09014,141005,131242,149299,134784,115258,143770,133920,128218,149299,147312,128218,120960,1623283
PARROQUIA #1,90,483206,2141726,271,09,014,Benito Ju?írez,09014,RE,RE,RE,RE,RE,RE,RE,RE,146534,144634,RE,RE,291168
PARROQUIA #2,91,483206,2141726,272,09,014,Benito Ju?írez,09014,2765,5357,5530,5184,2506,2765,5357,2419,RE,RE,4838,4838,41558
PERIODISTA,92,477073,2150067,312,09,016,Miguel Hidalgo,09016,113357,112493,110592,41472,47606,47002,8035,12096,2765,2678,36288,94349,628733
PIRULERA ,93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,105062,85709,110592,77760,80179,88474,77674,89510,FE,PA,82253,65318,862531
POPOTLA ARBOL,94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,94003,88387,RE,RE,182390
PORTALES ,95,484686,2140946,317,09,014,Benito Ju?írez,09014,129946,120528,138240,121824,117763,124416,88387,108864,RE,RE,94349,106445,1150762
RADIO MIL,96,484258,2143551,353,09,014,Benito Ju?írez,09014,132710,125885,141005,129600,122774,129946,120528,111283,118886,120528,113702,101606,1468454
RIO SAN JOAQUIN,97,477902,2150276,363,09,016,Miguel Hidalgo,09016,RH,RH,55296,67392,75168,52531,91066,74995,102298,112493,72576,77414,781229
SALESIANO,98,481404,2150143,379,09,016,Miguel Hidalgo,09016,102298,85709,88474,101088,87696,80179,83030,79834,91238,85709,79834,77414,1042502
SAN BORJA,99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,85709,77674,RE,RE,163382
SAN FELIPE POPOTLA,100,481648,2151031,380,09,016,Miguel Hidalgo,09016,121651,120528,124416,119232,115258,163123,160704,145152,RE,RE,142733,145152,1357949
SAN JOAQUIN TACUBA,101,478238,2150738,386,09,016,Miguel Hidalgo,09016,163123,155347,146534,124416,85190,132710,85709,77414,165888,163382,65318,43546,1408579
TACUBA,102,480210,2151387,459,09,016,Miguel Hidalgo,09016,58061,53568,63590,54432,55123,60826,53568,48384,71885,45533,58061,53222,676253
TIZAPAN,103,478906,2138404,497,09,010,?ülvaro Obreg??n,09010,127181,123206,127181,114048,102730,121651,115171,104026,63590,61603,123379,118541,1302307
VERONICA ,104,481682,2148727,555,09,016,Miguel Hidalgo,09016,171418,160704,174182,168480,160358,174182,149990,133056,118886,115171,137894,135475,1799798
VIADUCTO ,105,481343,2144628,556,09,014,Benito Ju?írez,09014,41472,50890,82944,103680,95213,105062,88387,82253,165888,158026,137894,72576,1184285
VISTA ALEGRE,106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,71885,112493,RE,RE,184378
ACOXPA #31,107,485192,2133795,5,09,012,Tlalpan,09012,88474,85709,71885,67392,65146,71885,74995,58061,80179,77674,70157,70157,881712
ACOXPA #32,108,485455,2133735,6,09,012,Tlalpan,09012,215654,208915,215654,202176,195437,215654,214272,193536,232243,224986,198374,198374,2515277
AJUSCO,109,483445,2136071,14,09,003,Coyoac?ín,09003,124416,120528,124416,116640,112752,124416,120528,108864,124416,120528,108864,108864,1415232
ALTILLO UNIVERSIDAD,110,481103,2138473,23,09,003,Coyoac?ín,09003,63590,61603,63590,59616,57629,63590,61603,55642,63590,61603,55642,55642,723341
BOSQUES DE TETLALMEYA,111,484033,2133858,90,09,003,Coyoac?ín,09003,35942,34819,35942,33696,32573,35942,34819,31450,35942,34819,31450,31450,408845
CARACOL,112,482972,2134511,96,09,003,Coyoac?ín,09003,69120,66960,69120,64800,55123,60826,58925,53222,60826,58925,53222,53222,724291
CEDRAL,113,488152,2135509,103,09,003,Coyoac?ín,09003,85709,83030,85709,80352,77674,82944,80352,72576,82944,80352,72576,72576,956794
COLONIA DEL CARMEN FRAGATA ,114,483260,2139989,127,09,003,Coyoac?ín,09003,91238,88387,91238,85536,82685,99533,96422,87091,99533,96422,87091,87091,1092269
COPILCO UNIVERSIDAD,115,480690,2137954,128,09,003,Coyoac?ín,09003,66355,64282,66355,62208,60134,66355,64282,58061,66355,64282,58061,58061,754790
COUNTRY CLUB,116,485226,2139758,129,09,003,Coyoac?ín,09003,38707,37498,38707,36288,35078,30413,29462,26611,30413,29462,26611,26611,385862
DEPORTIVO CANTIL,117,483864,2138082,133,09,003,Coyoac?ín,09003,152064,147312,152064,142560,137808,149299,144634,130637,149299,144634,130637,130637,1711584
DEPORTIVO DURANGO ,118,483374,2135359,134,09,003,Coyoac?ín,09003,127181,83030,85709,80352,77674,99533,96422,87091,99533,96422,65318,87091,1085357
DIRECTO #18,119,489804,2135343,140,09,013,Xochimilco,09013,91238,88387,118886,111456,80179,118886,96422,87091,102298,99101,72576,72576,1139098
DIRECTO #19,120,481368,2134327,141,09,012,Tlalpan,09012,33178,32141,63590,67392,60134,66355,50890,55642,60826,58925,53222,53222,655517
DIRECTO #20-B ,121,480015,2134312,142,09,003,Coyoac?ín,09003,165888,160704,165888,155520,150336,165888,160704,145152,176947,171418,154829,154829,1928102
DIRECTO #21,122,479873,2134178,143,09,012,Tlalpan,09012,74650,72317,80179,75168,72662,80179,77674,70157,71885,66960,70157,70157,882144
DIRECTO #24,123,482128,2135810,145,09,003,Coyoac?ín,09003,105062,101779,105062,98496,90202,99533,101779,91930,107827,104458,91930,91930,1189987
DIRECTO #25,124,483719,2134751,146,09,003,Coyoac?ín,09003,171418,166061,99533,93312,90202,99533,101779,91930,110592,107136,96768,96768,1325030
EDUCACION #1,125,485357,2138170,147,09,003,Coyoac?ín,09003,74650,72317,74650,69984,67651,96768,93744,84672,96768,64282,84672,84672,964829
EDUCACION #2 (N) ,126,486192,2137920,148,09,003,Coyoac?ín,09003,52531,50890,63590,59616,57629,63590,61603,55642,63590,61603,55642,55642,701568
HUIPULCO ,127,485681,2132491,176,09,012,Tlalpan,09012,193536,104458,193536,181440,175392,193536,187488,169344,193536,187488,169344,169344,2118442
ISSSTE COAPA #1,128,487057,2133526,179,09,012,Tlalpan,09012,121651,117850,116122,108864,105235,116122,112493,101606,116122,112493,101606,101606,1331770
ISSSTE COAPA #2,129,488733,2133590,180,09,012,Tlalpan,09012,99533,96422,99533,93312,90202,99533,77674,70157,85709,83030,70157,70157,1035418
ISSSTE COAPA #3,130,487084,2134763,181,09,003,Coyoac?ín,09003,88474,85709,82944,77760,85190,94003,88387,79834,94003,91066,77414,77414,1022198
ISSSTE COAPA #4,131,487494,2135343,182,09,003,Coyoac?ín,09003,182477,176774,182477,171072,165370,182477,125885,113702,135475,131242,123379,123379,1813709
LA CIENEGA,132,483898,2137741,205,09,003,Coyoac?ín,09003,80179,77674,80179,75168,72662,80179,77674,70157,80179,77674,70157,70157,912038
LOS COYOTES ,133,487314,2135852,214,09,003,Coyoac?ín,09003,8294,8035,8294,7776,7517,5530,5357,4838,5530,5357,4838,4838,76205
LOS REYES COYOACAN,134,483778,2138641,215,09,003,Coyoac?ín,09003,58061,56246,58061,54432,52618,58061,56246,50803,58061,56246,50803,50803,660442
METRO C.U.,135,481622,2136504,223,09,003,Coyoac?ín,09003,8294,8035,8294,7776,7517,8294,8035,7258,8294,8035,7258,7258,94349
MULTIF. COAPA #7 ,136,486679,2133212,233,09,012,Tlalpan,09012,47002,45533,47002,44064,42595,47002,45533,41126,47002,45533,41126,41126,534643
MULTIF. COAPA #8 ,137,487734,2132727,234,09,013,Xochimilco,09013,16589,133920,121651,129600,125280,132710,128563,116122,60826,88387,79834,79834,1213315
NAHUATLACAS ,138,483445,2136059,235,09,003,Coyoac?ín,09003,143770,139277,146534,137376,107741,118886,147312,133056,154829,149990,135475,135475,1649722
PASEOS DE TAXQUENA,139,486893,2138915,273,09,003,Coyoac?ín,09003,FE,48211,63590,59616,57629,63590,61603,55642,63590,61603,55642,55642,646358
PEDREGAL DE CARRASCO ,140,482587,2134705,276,09,003,Coyoac?ín,09003,116122,112493,116122,108864,112752,124416,115171,104026,121651,117850,104026,104026,1357517
PEDREGAL DE SAN FRANCISCO,141,482687,2138340,277,09,003,Coyoac?ín,09003,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,9677,9677
PEDREGAL DE SANTO DOMINGO,142,482109,2136073,278,09,003,Coyoac?ín,09003,66355,96422,94003,88128,90202,99533,93744,84672,102298,99101,91930,91930,1098317
PEDREGAL IMAN,143,481901,2135103,279,09,003,Coyoac?ín,09003,91238,88387,91238,85536,82685,91238,88387,79834,91238,88387,79834,79834,1037837
PERIFERICO #1,144,485573,2136312,293,09,003,Coyoac?ín,09003,152064,147312,152064,142560,137808,146534,141955,128218,146534,141955,128218,128218,1693440
PERIFERICO #2,145,486493,2134490,304,09,012,Tlalpan,09012,91238,88387,91238,85536,82685,113357,109814,99187,113357,109814,99187,99187,1182989
PERIFERICO #3,146,484822,2133935,305,09,012,Tlalpan,09012,60826,58925,60826,57024,55123,52531,58925,53222,60826,58925,53222,53222,683597
PERIFERICO #4,147,484272,2133665,306,09,012,Tlalpan,09012,121651,117850,121651,114048,110246,121651,117850,106445,121651,117850,106445,106445,1383782
PERIFERICO #10,148,486333,2132216,294,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PERIFERICO #11,149,488634,2132855,295,09,013,Xochimilco,09013,116122,112493,116122,108864,105235,116122,112493,101606,116122,112493,101606,101606,1320883
PERIFERICO #12,150,488153,2133115,296,09,012,Tlalpan,09012,160358,155347,160358,150336,145325,160358,155347,140314,160358,155347,140314,140314,1824077
PERIFERICO #13,151,486343,2136134,297,09,003,Coyoac?ín,09003,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PERIFERICO #14,152,488083,2134134,298,09,003,Coyoac?ín,09003,96768,93744,96768,90720,87696,96768,93744,84672,96768,93744,84672,84672,1100736
PERIFERICO #15,153,485969,2135229,299,09,003,Coyoac?ín,09003,66355,64282,66355,62208,60134,66355,64282,50803,58061,56246,50803,50803,716688
PERIFERICO #16,154,489444,2134015,300,09,013,Xochimilco,09013,88474,85709,77414,72576,70157,77414,74995,67738,77414,74995,67738,67738,902362
PERIFERICO #17,155,489484,2134564,301,09,013,Xochimilco,09013,107827,104458,27648,101088,97718,113357,109814,99187,113357,109814,99187,99187,1182643
PERIFERICO #19,156,488874,2136877,303,09,003,Coyoac?ín,09003,RE,RE,RE,RE,RE,5530,RE,RE,RE,RE,RE,RE,5530
POZO 20 DE AGOSTO ,157,487195,2138577,318,09,003,Coyoac?ín,09003,30413,29462,30413,28512,27562,71885,69638,62899,71885,69638,62899,62899,618106
PRADOS CHURUBUSCO ,158,486699,2140007,320,09,003,Coyoac?ín,09003,152064,147312,152064,168480,162864,179712,174096,157248,179712,174096,157248,157248,1962144
PREPARATORIA #5 (N) ,159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
REY MOCTEZUMA,160,483541,2137081,360,09,003,Coyoac?ín,09003,99533,96422,99533,93312,90202,99533,96422,87091,99533,96422,87091,87091,1132186
ROMERO DE TERREROS,161,482187,2138640,364,09,003,Coyoac?ín,09003,124416,120528,124416,116640,112752,124416,120528,108864,124416,120528,108864,108864,1415232
RUIZ CORTINEZ,162,484853,2136072,365,09,003,Coyoac?ín,09003,107827,104458,107827,101088,97718,113357,109814,99187,113357,109814,99187,99187,1262822
SAN FRANCISCO CULHUACAN ,163,487793,2137344,382,09,003,Coyoac?ín,09003,124416,120528,124416,116640,112752,124416,120528,108864,124416,120528,108864,108864,1415232
SAN NICOLAS TOLENTINO,164,485838,2133075,418,09,012,Tlalpan,09012,124416,120528,124416,116640,112752,124416,120528,108864,124416,120528,108864,108864,1415232
SANTA URSULA,165,483587,2135232,448,09,003,Coyoac?ín,09003,80179,77674,80179,75168,117763,129946,125885,113702,135475,131242,118541,118541,1304294
SANTA URSULA COAPA,166,483956,2134956,449,09,003,Coyoac?ín,09003,116122,112493,116122,108864,105235,116122,112493,101606,116122,112493,101606,89510,1308787
TERRANOVA,167,480277,2137821,495,09,003,Coyoac?ín,09003,96768,93744,99533,93312,97718,107827,104458,94349,99533,96422,79834,79834,1143331
