GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,10736323
1997,,,,,,,,,,,,,,,,,,,,,418801363
,,433,,,,,,,,,,,,,,,,,,,436141584
ALAMEDA DE SANTA MARIA,35,483553,2150442,15,09,015,Cuauht??moc,09015,145152,154829,133056,196560,137808,154829,193536,152410,163123,171418,141005,154829,1898554
ALAMEDA DE TACUBAYA,36,480571,2145040,16,09,016,Miguel Hidalgo,09016,55642,53222,53222,63504,27562,55642,45360,48384,47002,42854,41472,36288,570154
ALAMOS JARDIN #1,37,485190,2144841,17,09,014,Benito Ju?írez,09014,94349,99187,96768,123984,97718,70157,111888,94349,105062,115171,107827,94349,1210810
ALAMOS JARDIN #2,38,485124,2145120,18,09,014,Benito Ju?írez,09014,104026,91930,74995,111888,35078,101606,114912,89510,96768,96422,105062,82253,1104451
ALBERT Y BERLIN,39,485377,2141715,19,09,014,Benito Ju?írez,09014,55642,48384,55642,66528,57629,45965,57456,55642,60826,56246,60826,50803,671587
ALGARIN,40,485104,2145574,21,09,015,Cuauht??moc,09015,74995,84672,79834,105840,72662,84672,96768,84672,124416,123206,96768,70157,1098662
ALTAVISTA,41,479176,2139108,22,09,010,?ülvaro Obreg??n,09010,152410,154829,145152,190512,130291,147571,187488,142733,160358,171418,171418,140314,1894493
ANTONIO M. ANZA,42,483287,2146238,36,09,015,Cuauht??moc,09015,65318,70157,70157,72576,42595,70157,87696,70157,74650,77674,77414,70157,848707
ARENAL SAN ANGEL,43,480917,2139244,38,09,003,Coyoac?ín,09003,REPOS.,REPAR.,60480,30240,152842,169344,175392,152410,196301,195523,201830,176602,1510963
ARNAIZ ROSENDO,44,480411,2143138,39,09,014,Benito Ju?írez,09014,142733,140314,137894,181440,147830,140314,178416,142733,157594,160704,105062,94349,1729382
AXOTLA,45,481716,2140255,80,09,010,?ülvaro Obreg??n,09010,60480,21773,58061,63504,55123,60480,72576,58061,63590,69638,71885,62899,718070
BENJAMIN FRANKLIN,46,480957,2145692,87,09,016,Miguel Hidalgo,09016,26611,29030,19354,21168,20045,29030,36288,26611,35942,34819,35942,31450,346291
CAMPOS ELISEOS,47,478852,2148058,94,09,016,Miguel Hidalgo,09016,94349,91930,82253,111888,95213,94349,111888,91930,105062,101779,105062,91930,1177632
CASA AMARILLA,48,480065,2145785,98,09,016,Miguel Hidalgo,09016,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,111283,118886,160704,165888,145152,701914
CEDROS Y MOLIERE,49,478706,2148642,104,09,016,Miguel Hidalgo,09016,70157,58061,62899,78624,50112,62899,87696,65318,77414,88387,69120,58061,828749
CICERON,50,478413,2148337,119,09,016,Miguel Hidalgo,09016,91930,79834,77414,102816,65146,67738,99792,77414,55296,66960,80179,67738,932256
CHAPULTEPEC MORALES,51,480327,2148642,113,09,016,Miguel Hidalgo,09016,70157,67738,65318,81648,52618,62899,84672,65318,58061,77674,80179,70157,836438
DIAGONAL SAN ANTONIO,52,484551,2144735,139,09,014,Benito Ju?írez,09014,94349,94349,65318,133056,115258,99187,127008,101606,121651,104458,113357,94349,1263946
HORMIGA,53,479959,2146530,174,09,016,Miguel Hidalgo,09016,50803,50803,50803,63504,52618,53222,63504,50803,58061,56246,58061,50803,659232
HUERTAS DEL CARMEN,54,480757,2138752,175,09,003,Coyoac?ín,09003,101606,101606,101606,111888,97718,99187,123984,67738,110592,109814,113357,99187,1238285
IRRIGACION,55,478175,2149700,177,09,016,Miguel Hidalgo,09016,REHAB.,RECUP.,RECUP.,63504,40090,45965,57456,58061,58061,58925,60826,55642,498528
JARDIN DE SAN JACINTO,56,479963,2138791,193,09,010,?ülvaro Obreg??n,09010,REHAB.,2419,60480,175392,142819,106445,163296,94349,121651,139277,143770,123379,1273277
JARDINES DEL PEDREGAL #1,57,478216,2137221,197,09,010,?ülvaro Obreg??n,09010,67738,67738,62899,72576,42595,21773,18144,16934,33178,56246,41472,29030,530323
JARDINES DEL PEDREGAL #2,58,479233,2137630,198,09,010,?ülvaro Obreg??n,09010,RECUP.,24192,12096,3024,REPAR.,RECUP.,RECUP.,RECUP.,RECUP.,POZ.PAR,0,RECUP.,39312
JARDINES DEL PEDREGAL #3,59,479590,2136089,199,09,003,Coyoac?ín,09003,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
JARDINES DEL PEDREGAL #4-B,60,477965,2135930,200,09,010,?ülvaro Obreg??n,09010,106445,108864,116122,136080,75168,77414,84672,77414,77414,69638,69120,50803,1049155
JARDINES DEL PEDREGAL #5-A,61,477046,2135344,202,09,010,?ülvaro Obreg??n,09010,14515,60480,60480,96768,77674,77414,96768,74995,85709,26784,REPAR.,REPAR.,671587
JARDINES DEL PEDREGAL #5-B,62,477155,2135188,203,09,010,?ülvaro Obreg??n,09010,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,40176,82944,70157,193277
JARDIN MORELOS,63,481303,2145227,194,09,016,Miguel Hidalgo,09016,87091,96768,96768,120960,95213,89510,114912,101606,107827,107136,110592,94349,1222733
JARDIN POMBO,64,480823,2144109,195,09,014,Benito Ju?írez,09014,62899,72576,70157,90720,77674,74995,93744,74995,85709,83030,85709,74995,947203
LA CAMPANA,65,480797,2141915,204,09,014,Benito Ju?írez,09014,72576,70157,2419,REPOS.,REPOS.,REPOS.,REPOS.,REPOS., REPOS., REPOS.,POZ.PAR,70157,215309
LA HUERTA,66,483034,2142593,206,09,014,Benito Ju?írez,09014,164506,123379,104026,120960,132797,133056,99792,128218,152064,149990,121651,183859,1614298
LAGO GINEBRA,67,479224,2150276,209,09,016,Miguel Hidalgo,09016,31450,87091,89510,111888,80179,77414,90720,77414,91238,93744,88474,77414,996538
LEGARIA,68,478689,2150496,210,09,016,Miguel Hidalgo,09016,87091,84672,87091,6048,70157,62899,48384,0,REPAR.,18749,63590,41126,569808
MARINA NACIONAL #1,69,481481,2149520,217,09,016,Miguel Hidalgo,09016,94349,96768,96768,117936,95213,106445,130032,104026,113357,117850,121651,106445,1300838
MARINA NACIONAL #3,70,480760,2150404,218,09,016,Miguel Hidalgo,09016,65318,65318,55642,81648,65146,65318,63504,65318,74650,99101,102298,72576,875837
MARINA NACIONAL #4,71,480221,2151033,219,09,016,Miguel Hidalgo,09016,41126,43546,43546,54432,45101,43546,54432,43546,49766,83030,85709,74995,662774
MAR MEDITERRANEO,72,481776,2150834,216,09,016,Miguel Hidalgo,09016,116122,130637,128218,163296,130291,120960,136080,113702,132710,136598,135475,118541,1562630
MARTIRES DE TACUBAYA,73,480664,2144482,220,09,014,Benito Ju?írez,09014,58061,55642,45965,48384,45101,19354,33264,38707,13824,5357,82944,104026,550627
MAYORASGO,74,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,RECUP.,0
MIGUEL ALEMAN,75,485070,2143994,224,09,014,Benito Ju?írez,09014,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
MIRAFLORES,76,480622,2143758,228,09,014,Benito Ju?írez,09014,84672,74995,94349,120960,102730,99187,117936,96768,113357,104458,105062,94349,1208822
MIRAVALLE,77,485274,2140695,229,09,014,Benito Ju?írez,09014,128218,123379,128218,123984,140314,123379,120960,94349,113357,109814,110592,77414,1393978
MODERNA,78,485903,2144382,230,09,014,Benito Ju?írez,09014,58061,58061,58061,69552,57629,55642,84672,55642,80179,77674,74650,60480,790301
MOLINO DEL REY,79,479642,2147289,231,09,016,Miguel Hidalgo,09016,111283,111283,101606,130032,107741,108864,139104,111283,124416,123206,127181,111283,1407283
NAPOLES,80,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55642,43546,48384,69552,57629,53222,63504,50803,60826,58925,63590,55642,681264
NATIVITAS,81,485550,2142726,236,09,014,Benito Ju?írez,09014,29030,26611,33869,36288,32573,29030,33264,29030,30413,29462,30413,24192,364176
NATIVITAS,82,485550,2142726,236,09,014,Benito Ju?írez,09014,208051,120960,188698,244944,135302,191117,235872,188698,201830,222307,232243,174182,2344205
NORMANDIA,83,485856,2141928,247,09,007,Iztapalapa,09007,43546,43546,43546,105840,187920,183859,130032,169344,58061,171418,171418,152410,1460938
NUEVO MIGUEL ALEMAN,84,485108,2143877,249,09,014,Benito Ju?írez,09014,82253,24192,82253,75600,60134,72576,57456,96768,116122,120528,116122,101606,1005610
ORTIZ RUBIO,85,485111,2142220,253,09,014,Benito Ju?írez,09014,130637,140314,135475,123984,87696,89510,111888,101606,146534,123206,121651,72576,1385078
PARQUE DE LOS VENADOS,86,483779,2141901,270,09,014,Benito Ju?írez,09014,62899,72576,70157,66528,72662,72576,90720,65318,77414,72317,80179,70157,873504
P. MARISCAL SUCRE,87,483060,2143897,254,09,014,Benito Ju?írez,09014,50803,65318,50803,63504,65146,62899,81648,65318,74650,72317,74650,65318,792374
PARROQUIA #1,88,483206,2141726,271,09,014,Benito Ju?írez,09014,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,DESAR.,0
PARROQUIA #2,89,483206,2141726,272,09,014,Benito Ju?írez,09014,12096,7258,12096,15120,12528,14515,18144,14515,13824,13392,16589,9677,159754
PERIODISTA,90,477073,2150067,312,09,016,Miguel Hidalgo,09016,154829,157248,130637,184464,162864,162086,202608,157248,174182,166061,176947,142733,1971907
PIRULERA,91,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,96768,113702,116122,163296,130291,125798,123984,104026,132710,128563,129946,108864,1474070
PORTALES,92,484686,2140946,317,09,014,Benito Ju?írez,09014,36288,41126,41126,51408,42595,38707,51408,41126,44237,45533,44237,41126,518918
POPOTLA,93,481168,2151220,316,09,016,Miguel Hidalgo,09016,24192,REPOS.,REPOS.,REHAB.,REHAB.,REHAB.,21168,24192,27648,26784,27648,24192,175824
RADIO MIL,94,484258,2143551,353,09,014,Benito Ju?írez,09014,29030,26611,19354,24192,25056,31450,39312,33869,38707,37498,38707,33869,377654
SALESIANO,95,481404,2150143,379,09,016,Miguel Hidalgo,09016,48384,50803,50803,63504,52618,50803,57456,108864,69120,123206,127181,111283,914026
SAN FELIPE POPOTLA,96,481648,2151031,380,09,016,Miguel Hidalgo,09016,REPOS.,14515,152410,254016,197942,186278,160272,198374,229478,0.084,223949,200794,1818029
RIO SAN JOAQUIN,97,477902,2150276,363,09,016,Miguel Hidalgo,09016,58061,77414,79834,93744,80179,74995,96768,62899,66355,0.026,71885,62899,825034
SAN JOAQUIN TACUBA,98,478238,2150738,386,09,016,Miguel Hidalgo,09016,REHAB.,REHAB.,REHAB.,6048,187920,159667,217728,179021,207360,0.073,207360,181440,1346544
TACUBA,99,480210,2151387,459,09,016,Miguel Hidalgo,09016,99187,96768,99187,120960,100224,99187,120960,96768,113357,0.038,105062,94349,1146010
TIZAPAN,100,478906,2138404,497,09,010,?ülvaro Obreg??n,09010,137894,55642,74995,69552,70157,70157,133056,65318,138240,0.055,60826,36288,912125
VERONICA,101,481682,2148727,555,09,016,Miguel Hidalgo,09016,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
VIADUCTO,102,481343,2144628,556,09,014,Benito Ju?írez,09014,99187,104026,106445,127008,107741,89510,114912,91930,116122,0.041,113357,79834,1150070
DIRECTO #22,103,477696,2134789,144,09,012,Tlalpan,09012,74995,74995,79834,114912,100224,77414,99792,70157,96768,0.039,105062,89510,983664
AJUSCO,104,483445,2136071,14,09,003,Coyoac?ín,09003,45965,48384,48384,60480,50112,91930,111888,84672,96768,96422,99533,89510,924048
ALTILLO UNIVERSIDAD,105,481103,2138473,23,09,003,Coyoac?ín,09003,79834,87091,87091,102816,90202,84672,102816,84672,94003,93744,94003,87091,1088035
BOSQUES DE TLATEMEYA,106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33869,33869,33869,39312,35078,33869,39312,33869,41472,37498,44237,38707,444960
CARACOL,107,482972,2134511,96,09,003,Coyoac?ín,09003,41126,31450,38707,45360,47606,74995,57456,31450,85709,72317,55296,33869,615341
CEDRAL,108,488152,2135509,103,09,003,Coyoac?ín,09003,POZ.PAR,POZ.PAR,POZ.PAR,REPAR.,REPAR.,26611,96768,65318,88474,85709,88474,82253,533606
COUNTRY CLUB,109,485226,2139758,129,09,003,Coyoac?ín,09003,65318,67738,67738,78624,70157,67738,81648,65318,71885,72317,85709,77414,871603
COLONIA DEL CARMEN FRAGATA,110,483260,2139989,127,09,003,Coyoac?ín,09003,REHAB.,48384,195955,232848,202954,188698,235872,195955,215654,206237,218419,195955,2136931
COPILCO UNIVERSIDAD,111,480690,2137954,128,09,003,Coyoac?ín,09003,65318,65318,65318,75600,67651,62899,78624,62899,71885,69638,71885,65318,822355
DEPORTIVO CANTIL,112,483864,2138082,133,09,003,Coyoac?ín,09003,120960,101606,94349,69552,107741,72576,90720,65318,58061,123206,82944,104026,1091059
DEPORTIVO DURANGO,113,483374,2135359,134,09,003,Coyoac?ín,09003,128218,130637,130637,154224,135302,125798,157248,128218,143770,141955,146534,133056,1655597
EDUCACION #1,114,485357,2138170,147,09,003,Coyoac?ín,09003,REPAR.,99187,101606,24192,105235,99187,120960,99187,110592,107136,118886,108864,1095034
EDUCACION #2 (N),115,486192,2137920,148,09,003,Coyoac?ín,09003,87091,89510,89510,111888,92707,94349,114912,91930,105062,101779,107827,94349,1180915
HUIPULCO,116,485681,2132491,176,09,012,Tlalpan,09012,70157,72576,72576,84672,75168,41126,87696,70157,80179,77674,80179,72576,884736
LA CIENEGA,117,483898,2137741,205,09,003,Coyoac?ín,09003,REPAR.,101606,104026,120960,107741,99187,123984,99187,113357,109814,116122,104026,1200010
LOS COYOTES,118,487314,2135852,214,09,003,Coyoac?ín,09003,REPAR.,162086,164506,12096,170381,152410,187488,149990,171418,168739,174182,157248,1670544
LOS REYES COYOACAN,119,483778,2138641,215,09,003,Coyoac?ín,09003,120960,123379,123379,145152,127786,79834,99792,79834,91238,88387,91238,82253,1253232
METRO C.U.,120,481622,2136504,223,09,003,Coyoac?ín,09003,145152,147571,157248,190512,160358,154829,93744,149990,165888,163382,165888,164506,1859069
MULTIF. COAPA #7,121,486679,2133212,233,09,012,Tlalpan,09012,116122,118541,118541,148176,122774,116122,145152,116122,132710,128563,135475,154829,1553126
MULTIF. COAPA #8,122,487734,2132727,234,09,013,Xochimilco,09013,55642,169344,171763,202608,177898,164506,205632,164506,188006,182131,188006,140314,2010355
PASEOS DE TAXQUENA,123,486893,2138915,273,09,003,Coyoac?ín,09003,104026,106445,94349,123984,110246,106445,133056,106445,121651,120528,124416,111283,1362874
PEDREGAL DE SAN FRANCISCO,124,482687,2138340,277,09,003,Coyoac?ín,09003,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,99533,96422,102298,91930,390182
PEDREGAL IMAN,125,481901,2135103,279,09,003,Coyoac?ín,09003,89510,89510,89510,105840,92707,87091,108864,84672,96768,96422,99533,128218,1168646
PERIFERICO #1,126,485573,2136312,293,09,003,Coyoac?ín,09003,72576,74995,74995,87696,70157,72576,90720,72576,82944,80352,77414,70157,927158
PERIFERICO #2,127,486493,2134490,304,09,012,Tlalpan,09012,159667,176602,176602,208656,182909,181440,223776,179021,204595,198202,207360,157248,2256077
PERIFERICO #3,128,484822,2133935,305,09,012,Tlalpan,09012,111283,113702,113702,133056,117763,118541,142128,116122,132710,128563,127181,113702,1468454
PERIFERICO #4,129,484272,2133665,306,09,012,Tlalpan,09012,0,164506,164506,193536,147830,159667,196560,157248,179712,174096,182477,164506,1884643
PERIFERICO #5,130,483200,2133848,307,09,012,Tlalpan,09012,REPAR.,REPAR.,212890,169344,217987,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,600221
PERIFERICO #6,131,484192,2132586,308,09,012,Tlalpan,09012,38707,38707,38707,45360,37584,43546,39312,16934,47002,34819,35942,36288,452909
PERIFERICO #7,132,483602,2132446,309,09,012,Tlalpan,09012,62899,62899,62899,72576,62640,45965,48384,38707,71885,58925,71885,48384,708048
PERIFERICO #8,133,483602,2132446,310,09,012,Tlalpan,09012,130637,133056,135475,160272,140314,130637,163296,130637,149299,144634,157594,120960,1696810
PERIFERICO #9,134,486233,2131345,311,09,013,Xochimilco,09013,89510,91930,91930,96768,95213,89510,57456,87091,99533,96422,102298,91930,1089590
PERIFERICO #10,135,486333,2132216,294,09,013,Xochimilco,09013,60480,65318,65318,30240,67651,62899,78624,62899,66355,64282,71885,147571,843523
PERIFERICO #11,136,488634,2132855,295,09,013,Xochimilco,09013,111283,41126,41126,48384,42595,38707,48384,38707,44237,42854,47002,41126,585533
PERIFERICO #12,137,488153,2133115,296,09,012,Tlalpan,09012,67738,70157,70157,87696,72662,50803,84672,67738,82944,80352,82944,79834,897696
PERIFERICO #13,138,486343,2136134,297,09,003,Coyoac?ín,09003,125798,140314,157248,172368,162864,157248,193536,154829,176947,171418,179712,162086,1954368
PERIFERICO #14,139,488083,2134134,298,09,003,Coyoac?ín,09003,123379,186278,188698,226800,195437,176602,214704,174182,199066,192845,199066,176602,2253658
PERIFERICO #16,140,489444,2134015,300,09,013,Xochimilco,09013,101606,113702,135475,151200,105235,118541,151200,77414,132710,125885,116122,94349,1423440
PERIFERICO #17,141,489484,2134564,301,09,013,Xochimilco,09013,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
PERIFERICO #19,142,488874,2136877,303,09,003,Coyoac?ín,09003,104026,104026,106445,POZ.PAR,110246,101606,127008,101606,REPOS.,REPOS.,REPOS.,106445,861408
POZO 20 DE AGOSTO,143,487195,2138577,318,09,003,Coyoac?ín,09003,79834,82253,82253,96768,85190,79834,96768,79834,91238,88387,91238,82253,1035850
PRADOS CHURUBUSCO,144,486699,2140007,320,09,003,Coyoac?ín,09003,142733,145152,145152,154224,150336,137894,172368,135475,154829,152669,138240,125798,1754870
PREPARATORIA #5 (N),145,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70157,179021,181440,214704,187920,195955,241920,193536,218419,211594,221184,181440,2297290
REY MOCTEZUMA,146,483541,2137081,360,09,003,Coyoac?ín,09003,149990,154829,157248,181440,162864,147571,187488,152410,174182,168739,171418,154829,1963008
ROMERO DE TERREROS,147,482187,2138640,364,09,003,Coyoac?ín,09003,154829,159667,159667,187488,165370,157248,193536,152410,174182,168739,176947,159667,2009750
RUIZ CORTINEZ,148,484853,2136072,365,09,003,Coyoac?ín,09003,96768,133056,135475,163296,135302,128218,160272,128218,149299,144634,135475,123379,1633392
SAN FRANCISCO CULHUACAN,149,487793,2137344,382,09,003,Coyoac?ín,09003,106445,128218,128218,151200,132797,123379,154224,120960,141005,136598,141005,128218,1592266
SANTA URSULA COAPA,150,483956,2134956,449,09,003,Coyoac?ín,09003,89510,89510,89510,105840,92707,84672,108864,87091,96768,93744,94003,84672,1116893
SAN NICOLAS TOLENTINO,151,485838,2133075,418,09,012,Tlalpan,09012,0,0,9677,111888,100224,94349,117936,91930,105062,101779,107827,96768,937440
UNIVERSIDAD,152,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38707,60480,29030,42336,50112,53222,54432,29030,58061,61603,60826,21773,559613
VILLA OLIMPICA #1,153,480489,2134541,563,09,003,Coyoac?ín,09003,REPAR.,77414,77414,REHAB.,REPOS.,REPOS.,DESAR.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,154829
VIVEROS DEL RELOJ #1,154,485383,2135593,568,09,003,Coyoac?ín,09003,133056,116122,116122,136080,120269,113702,139104,99187,113357,109814,107827,87091,1391731
VIVEROS DEL RELOJ #2,155,485353,2136042,569,09,003,Coyoac?ín,09003,82253,60480,84672,99792,87696,82253,102816,79834,94003,91066,96768,87091,1048723
ACOXPA #31,156,485192,2133795,5,09,012,Tlalpan,09012,142733,145152,181440,0,0,0,21168,128218,204595,149990,171418,84672,1229386
ACOXPA #32,157,485455,2133735,6,09,012,Tlalpan,09012,232243,222566,224986,266112,185414,174182,214704,171763,199066,184810,199066,232243,2507155
