GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,10736323
1997,,,,,,,,,,,,,,,,,,,,,418801363
,,433,,,,,,,,,,,,,,,,,,,436141584
DIRECTO #18,158,489804,2135343,140,09,013,Xochimilco,09013,50803,53222,48384,57456,55123,50803,69552,55642,63590,61603,49766,195955,811901
DIRECTO #19,159,481368,2134327,141,09,012,Tlalpan,09012,33869,48384,31450,36288,2506,REPAR.,REPAR.,31450,35942,34819,35942,31450,322099
DIRECTO #20-B,160,480015,2134312,142,09,003,Coyoac?ín,09003,147571,145152,POZ.PAR,66528,170381,159667,160272,128218,146534,141955,146534,123379,1536192
DIRECTO #21,161,479873,2134178,143,09,012,Tlalpan,09012,193536,169344,164506,190512,170381,159667,72576,58061,190771,184810,185242,166925,1906330
DIRECTO #24,162,482128,2135810,145,09,003,Coyoac?ín,09003,79834,74995,87091,108864,90202,89510,102816,87091,52531,37498,POZ.PAR,108864,919296
DIRECTO #25,163,483719,2134751,146,09,003,Coyoac?ín,09003,74995,79834,79834,99792,85190,2419,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,422064
ISSSTE COAPA #1,164,487057,2133526,179,09,012,Tlalpan,09012,237082,217728,244339,284256,217987,203213,305424,241920,207360,254448,268186,220147,2902090
ISSSTE COAPA #2,165,488733,2133590,180,09,012,Tlalpan,09012,183859,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,179021,204595,POZ.PAR,REPAR.,REPAR.,567475
ISSSTE COAPA #3,166,487084,2134763,181,09,003,Coyoac?ín,09003,174182,174182,186278,199584,160358,174182,127008,186278,212890,203558,201830,183859,2184192
ISSSTE COAPA #4,167,487494,2135343,182,09,003,Coyoac?ín,09003,195955,210470,198374,229824,210470,193536,281232,210470,257126,249091,243302,181440,2661293
NAHUATLACAS,168,483445,2136059,235,09,003,Coyoac?ín,09003,157248,159667,157248,175392,162864,176602,226800,188698,201830,195523,207360,186278,2195510
PEDREGAL DE CARRASCO,169,482587,2134705,276,09,003,Coyoac?ín,09003,133056,135475,164506,193536,165370,159667,196560,157248,179712,179453,152064,84672,1901318
PEDREGAL DE SANTO DOMINGO,170,482109,2136073,278,09,003,Coyoac?ín,09003,87091,89510,89510,105840,90202,99187,102816,96768,107827,107136,105062,94349,1175299
SANTA URSULA,171,483587,2135232,448,09,003,Coyoac?ín,09003,113702,96768,118541,160272,135302,128218,160272,137894,152064,149990,141005,125798,1619827
TERRANOVA,172,480277,2137821,495,09,003,Coyoac?ín,09003,116122,118541,154829,193536,160358,147571,175392,142733,163123,158026,160358,145152,1835741
ZAPATA #17,173,482186,2134254,576,09,012,Tlalpan,09012,60480,77414,65318,78624,67651,62899,78624,62899,27648,26784,27648,24192,660182
ZAPOTECAS,174,483267,2136640,577,09,003,Coyoac?ín,09003,108864,113702,118541,136080,120269,113702,139104,113702,132710,128563,138240,120960,1484438
TULYEHUALCO SUR #1,175,489324,2133515,512,09,012,Tlalpan,09012,140314,261274,224986,266112,235526,237082,299376,234662,262656,254448,146534,REPAR.,2562970
TULYEHUALCO SUR #2,176,488938,2133322,517,09,012,Tlalpan,09012,159667,162086,169344,199584,182909,157248,184464,147571,165888,160704,160358,145152,1994976
TULYEHUALCO SUR #3,177,488153,2133115,519,09,012,Tlalpan,09012,183859,188698,145152,169344,175392,164506,184464,147571,146534,141955,182477,162086,1992038
TULYEHUALCO SUR #4,178,487881,2132804,525,09,013,Xochimilco,09013,72576,87091,82253,96768,97718,91930,102816,79834,96768,93744,94003,84672,1080173
TULYEHUALCO SUR #5,179,487503,2132636,526,09,013,Xochimilco,09013,249178,217728,254016,293328,107741,55642,323568,258854,270950,262483,282010,254016,2829514
TULYEHUALCO SUR #6,180,487208,2132493,527,09,013,Xochimilco,09013,179021,222566,208051,244944,212976,205632,250992,198374,199066,192845,201830,183859,2500157
TULYEHUALCO SUR #7,181,486933,2132236,528,09,013,Xochimilco,09013,200794,65318,65318,21168,62640,79834,81648,65318,226714,219629,259891,232243,1580515
TULYEHUALCO SUR #8,182,486105,2132113,529,09,013,Xochimilco,09013,96768,193536,162086,202608,160358,77414,96768,77414,85709,85709,82944,74995,1396310
TULYEHUALCO SUR #9,183,485351,2132095,530,09,012,Tlalpan,09012,62899,65318,65318,78624,27562,48384,72576,58061,66355,64282,66355,60480,736214
TULYEHUALCO SUR #10,184,486333,2132216,513,09,013,Xochimilco,09013,113702,215309,212890,250992,222998,208051,275184,220147,226714,219629,270950,244339,2680906
TULYEHUALCO SUR #11,185,484473,2132617,514,09,012,Tlalpan,09012,70157,133056,55642,63504,52618,145152,175392,140314,63590,61603,63590,58061,1082678
TULYEHUALCO SUR #12,186,484107,2133070,515,09,012,Tlalpan,09012,220147,224986,154829,181440,210470,208051,257040,261274,201830,195523,218419,195955,2529965
TULYEHUALCO SUR #13,187,486343,2136109,516,09,003,Coyoac?ín,09003,43546,147571,87091,30240,80179,79834,93744,74995,82944,80352,52531,48384,901411
TULYEHUALCO SUR #23,188,489609,2135481,518,09,013,Xochimilco,09013,REHAB.,REHAB.,REHAB.,REHAB.,95213,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,95213
TULYEHUALCO SUR #33,189,489692,2133900,520,09,013,Xochimilco,09013,220147,215309,203213,238896,207965,200794,250992,179021,201830,198202,193536,174182,2484086
TULYEHUALCO SUR #34,190,489568,2136213,521,09,013,Xochimilco,09013,91930,198374,227405,269136,258077,239501,290304,232243,251597,243734,254362,229824,2786486
TULYEHUALCO SUR #35,191,489834,2135709,522,09,013,Xochimilco,09013,183859,188698,188698,223776,177898,159667,181440,142733,113357,107136,105062,96768,1869091
TULYEHUALCO SUR #36,192,484773,2132258,523,09,012,Tlalpan,09012,108864,118541,128218,42336,132797,210470,287280,229824,248832,243734,243302,217728,2211926
TULYEHUALCO SUR #38,193,489569,2136221,524,09,013,Xochimilco,09013,0,0,0,0,0,REHAB.,257040,186278,212890,91066,207360,193536,1148170
ZAPATA #14,194,488083,2134134,573,09,003,Coyoac?ín,09003,142733,147571,210470,214704,187920,176602,181440,145152,188006,174096,165888,149990,2084573
ZAPATA #16,195,489444,2134015,575,09,013,Xochimilco,09013,208051,210470,198374,172368,205459,193536,247968,198374,223949,208915,237773,198374,2503613
BATAM,196,477520,2137686,85,09,008,La Magdalena Contreras,09008,108864,108864,87091,93744,120269,94349,145152,133056,116122,128563,113357,128218,1377648
BELISARIO DOMINGUEZ,197,481265,2133300,86,09,012,Tlalpan,09012,62899,62899,60480,75600,52618,62899,78624,65318,44237,37498,11059,62899,677030
CLUB DE GOLF #2,198,483400,2131600,123,09,012,Tlalpan,09012,14515,16934,14515,18144,15034,14515,9072,2419,19354,16070,16589,14515,171677
CLUB DE GOLF #3,199,483400,2131600,124,09,012,Tlalpan,09012,0,19354,24192,27216,22550,29030,36288,26611,30413,16070,27648,26611,285984
CLUB DE GOLF #4,200,483400,2131600,125,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,0
DALIAS,201,481889,2141303,132,09,014,Benito Ju?írez,09014,POZ.NVO,POZ.NVO,POZ.NVO,136080,10022,14515,24192,POZ.PAR,16589,POZ.PAR,13824,POZ.PAR,215222
DEPORTIVO XOCHITL,202,481054,2132826,138,09,012,Tlalpan,09012,96768,96768,67738,90720,72662,72576,93744,74995,52531,74995,85709,74995,954202
DEPORTIVO VIVANCO,203,483427,2139343,137,09,003,Coyoac?ín,09003,72576,72576,62899,48384,55123,53222,99792,79834,58061,58925,91238,79834,832464
EL CAMINERO,204,481103,2138473,150,09,003,Coyoac?ín,09003,43546,4838,POZ.PAR,51408,42595,43546,54432,9677,5530,5357,5530,POZ.PAR,266458
EL TREBOL,205,482401,2131586,151,09,012,Tlalpan,09012,94349,101606,108864,136080,117763,101606,130032,96768,127181,117850,121651,111283,1365034
EL ZAPOTE,206,481267,2133874,152,09,012,Tlalpan,09012,58061,58061,58061,69552,57629,43546,69552,7258,55296,13392,66355,58061,614822
NORMANDIA,207,485856,2141928,247,09,007,Iztapalapa,09007,16934,16934,14515,18144,17539,16934,36288,26611,30413,29462,30413,26611,280800
GALEANA TLALPAN,208,482632,2132332,162,09,012,Tlalpan,09012,43546,38707,53222,57456,40090,50803,57456,29030,49766,40176,33178,41126,534557
HIDALGO TLALPAN,209,480912,2132969,172,09,012,Tlalpan,09012,74995,74995,70157,90720,70157,65318,93744,74995,77414,61603,63590,67738,885427
JARDIN DE LA MONTANA #1,210,479273,2133860,191,09,012,Tlalpan,09012,24192,38707,31450,51408,40090,41126,45360,45965,52531,50890,49766,36288,507773
JARDIN DE LA MONTANA #2,211,478378,2133978,192,09,012,Tlalpan,09012,70157,84672,48384,39312,47606,43546,54432,48384,58061,58925,55296,53222,661997
PENA POBRE #2,212,480997,2133774,281,09,012,Tlalpan,09012,108864,99187,96768,139104,85190,96768,99792,REPAR.,REPAR.,REPAR.,REPAR.,POZ.PAR,725674
R-1,213,483430,2130663,333,09,012,Tlalpan,09012,26611,21773,72576,90720,55123,82253,72576,70157,102298,74995,16589,POZ.PAR,685670
R-2,214,483177,2130602,338,09,012,Tlalpan,09012,58061,58061,29030,57456,47606,12096,66528,53222,69120,66960,69120,60480,647741
R-3,215,483552,2130452,346,09,012,Tlalpan,09012,31450,29030,55642,72576,57629,58061,39312,31450,35942,34819,35942,31450,513302
R-4,216,483815,2130811,347,09,012,Tlalpan,09012,96768,96768,50803,90720,72662,72576,78624,62899,71885,69638,63590,62899,889834
R-5,217,484339,2131154,348,09,012,Tlalpan,09012,72576,72576,55642,72576,52618,58061,72576,58061,60826,64282,66355,58061,764208
R-6,218,485210,2132061,349,09,013,Xochimilco,09013,60480,60480,53222,21168,52618,24192,9072,9677,8294,64282,19354,58061,440899
R-7,219,484935,2131404,350,09,012,Tlalpan,09012,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
R-8,220,484693,2131234,351,09,012,Tlalpan,09012,62899,62899,58061,27216,67651,65318,60480,48384,55296,53568,55296,43546,660614
R-9,221,484129,2130853,352,09,012,Tlalpan,09012,38707,58061,38707,48384,37584,50803,42336,36288,58061,34819,38707,24192,506650
R-10,222,483792,2130536,334,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,0
SAN FERNANDO TLALPAN,223,481638,2133393,381,09,012,Tlalpan,09012,87091,104026,74995,123984,107741,77414,139104,111283,94003,117850,113357,111283,1262131
SAN RAMON,224,477947,2137711,423,09,008,La Magdalena Contreras,09008,36288,24192,9677,42336,32573,31450,39312,31450,33178,34819,38707,29030,383011
SAN PEDRO MARTIR #1,225,483072,2129627,420,09,012,Tlalpan,09012,72576,91930,79834,93744,80179,70157,87696,77414,82944,88387,85709,74995,985565
SANTA URSULA XITLA,226,480995,2131462,450,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
TOPILEJO,227,486705,2123955,500,09,013,Xochimilco,09013,14515,19354,24192,33264,32573,31450,33264,33869,33178,37498,38707,33869,365731
TORIELLO,228,483222,2133095,501,09,012,Tlalpan,09012,55642,55642,55642,60480,50112,58061,0.023,55642,49766,58925,63590,55642,619142
VILLA OLIMPICA #2,229,480443,2134197,564,09,012,Tlalpan,09012,REPAR.,77414,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,77414
VILLA OLIMPICA #3,230,479950,2133465,565,09,012,Tlalpan,09012,REPAR.,REPAR.,29030,42336,30067,29030,36288,7258,2765,2678,2765,POZ.PAR,182218
ARENAL,231,485285,2131689,37,09,013,Xochimilco,09013,POZ.PAR,POZ.PAR,POZ.PAR,166320,90202,82253,90720,87091,127181,93744,91238,79834,908582
ARTESANIAS O VILLA OLIMPICA,232,480679,2133319,40,09,012,Tlalpan,09012,99187,58061,99187,130032,92707,POZ.PAR,POZ.PAR,POZ.PAR,11059,10714,11059,POZ.PAR,512006
BOSQUE TLALPAN #1,233,479688,2133363,88,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,0
BOSQUE TLALPAN #2,234,479648,2133076,89,09,012,Tlalpan,09012,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,0
CANAL #13,235,478437,2134424,95,09,012,Tlalpan,09012,60480,55642,55642,87696,57629,53222,60480,14515,8294,8035,8294,POZ.PAR,469930
FUENTES BROTANTES #1,236,481550,2132467,159,09,012,Tlalpan,09012,POZ.PAR,REPAR.,21773,18144,0,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,39917
FUENTES DEL PEDREGAL,237,476178,2134095,161,09,012,Tlalpan,09012,82253,87091,77414,111888,105235,72576,93744,89510,102298,5357,REPAR.,REPAR.,827366
ISSFAM,238,483120,2131330,178,09,012,Tlalpan,09012,82253,79834,60480,69552,65146,62899,69552,62899,77414,61603,63590,45965,801187
LIMANTITLA,239,481534,2132038,211,09,012,Tlalpan,09012,21773,16934,19354,21168,27562,29030,30240,21773,24883,21427,27648,26611,288403
#37,240,483038,2133008,1,09,012,Tlalpan,09012,84672,62899,91930,108864,102730,99187,127008,99187,82944,93744,107827,87091,1148083
PADIERNA #1,241,476778,2134389,255,09,012,Tlalpan,09012,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
PADIERNA #2,242,476720,2134847,256,09,012,Tlalpan,09012,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
PADIERNA #3,243,477226,2134706,257,09,012,Tlalpan,09012,58061,62899,72576,81648,65146,29030,36288,33869,35942,34819,35942,26611,572832
PADIERNA #4,244,476884,2135388,258,09,008,La Magdalena Contreras,09008,72576,43546,29030,48384,17539,31450,72576,4838,REPAR.,REPAR.,REPAR.,REPAR.,319939
PADIERNA #5,245,477814,2133790,259,09,012,Tlalpan,09012,36288,43546,48384,39312,37584,41126,39312,33869,41472,37498,41472,41126,480989
PADIERNA PICACHO,246,476943,2133837,260,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,12096,21773,11059,10714,11059,POZ.PAR,66701
PEDREGAL AGUILAS,247,482211,2130826,275,09,012,Tlalpan,09012,26611,31450,24192,21168,20045,24192,6048,24192,33178,24106,2765,POZ.PAR,237946
PEDREGAL #2,248,478376,2140393,274,09,010,?ülvaro Obreg??n,09010,16934,53222,41126,63504,47606,24192,27216,16934,27648,24106,27648,19354,389491
PENA POBRE,249,479896,2133084,280,09,012,Tlalpan,09012,4838,POZ.PAR,POZ.PAR,POZ.PAR,POZ.PAR,2419,6048,19354,13824,8035,107827,POZ.PAR,162346
REINO AVENTURA,250,477889,2133563,358,09,012,Tlalpan,09012,89510,94349,67738,60480,87696,50803,66528,48384,49766,53568,110592,41126,820541
SUR #27 BIS,251,483401,2133291,458,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,POZ.PAR,0
SAN JERONIMO #3 (ANZALDO),252,476723,2136300,385,09,008,La Magdalena Contreras,09008,43546,POZ.PAR,91930,51408,42595,43546,48384,38707,41472,45533,105062,43546,595728
TLALCOLIGIA,253,481921,2130816,499,09,012,Tlalpan,09012,87091,36288,9677,18144,15034,16934,45360,65318,85709,58925,96768,33869,569117
VIADUCTO TLALPAN #1,254,483438,2132139,557,09,012,Tlalpan,09012,111283,108864,108864,123984,115258,116122,96768,111283,157594,152669,44237,99187,1346112
VIADUCTO TLALPAN #2,255,483032,2131706,558,09,012,Tlalpan,09012,87091,67738,16934,36288,60134,157248,57456,33869,49766,64282,33178,31450,695434
XOCHIMILCO #28,256,484437,2133089,570,09,012,Tlalpan,09012,0,0,0,175392,145325,128218,145152,118541,116122,112493,199066,176602,1316909
XOCHIMILCO #29,257,484599,2133433,571,09,012,Tlalpan,09012,0,REPAR.,REPAR.,18144,55123,50803,87696,70157,80179,77674,80179,72576,592531
XOCHIMILCO #30,258,484641,2133825,572,09,012,Tlalpan,09012,0,0,0,45360,132797,123379,154224,123379,63590,61603,71885,65318,841536
MIRADOR #1,259,494077,2127688,225,09,013,Xochimilco,09013,106445,101606,99187,133056,112752,101606,120960,101606,118886,123206,129946,116122,1365379
MIRADOR #2,260,494205,2127862,226,09,013,Xochimilco,09013,118541,108864,104026,151200,125280,120960,148176,123379,129946,131242,138240,POZ.PAR,1399853
MIRADOR #3,261,494228,2127235,227,09,013,Xochimilco,09013,142733,142733,133056,172368,155347,145152,178416,152410,160358,125885,118886,142733,1770077
NATIVITAS,262,485550,2142726,236,09,014,Benito Ju?írez,09014,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
NATIVITAS #2,263,490330,2126433,238,09,013,Xochimilco,09013,164506,157248,152410,190512,147830,152410,187488,149990,179712,174096,179712,157248,1993162
NATIVITAS #3,264,490458,2126770,239,09,013,Xochimilco,09013,195955,181440,171763,232848,180403,171763,211680,179021,212890,206237,204595,179021,2327616
NORIA #1,265,486562,2130782,240,09,013,Xochimilco,09013,91930,84672,87091,111888,95213,89510,114912,91930,102298,101779,105062,91930,1168214
NORIA #2,266,487133,2129237,241,09,013,Xochimilco,09013,149990,149990,142733,181440,150336,147571,145152,120960,146534,133920,121651,104026,1694304
NORIA #3,267,487635,2129008,242,09,013,Xochimilco,09013,174182,179021,157248,220752,187920,104026,REPAR.,REPAR.,63590,42854,REPAR.,REPAR.,1129594
NORIA #4,268,487975,2128974,243,09,013,Xochimilco,09013,99187,94349,91930,117936,100224,99187,120960,94349,124416,120528,124416,108864,1296346
NORIA #6,269,488178,2127972,245,09,013,Xochimilco,09013,87091,104026,99187,87696,110246,106445,123984,99187,118886,117850,118886,104026,1277510
NORIA #7,270,489421,2127836,246,09,013,Xochimilco,09013,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,0
PANTEON SAN LUCAS XOCHIMANCA,271,488329,2126886,269,09,013,Xochimilco,09013,70157,67738,65318,90720,75168,65318,84672,67738,74650,72317,77414,62899,874109
RECLUSORIO SUR #1,272,487085,2126212,354,09,013,Xochimilco,09013,29030,60480,55642,87696,72662,60480,75600,60480,69120,66960,63590,60480,762221
RECLUSORIO SUR #2,273,486650,2126527,355,09,013,Xochimilco,09013,65318,65318,62899,81648,67651,67738,81648,65318,71885,53568,71885,50803,805680
RESIDENCIAL SUR,274,486065,2131760,359,09,013,Xochimilco,09013,135475,133056,123379,160272,137808,130637,169344,133056,146534,149990,152064,135475,1707091
S-1,275,488882,2127217,366,09,013,Xochimilco,09013,205632,200794,191117,257040,200448,203213,257040,203213,232243,227664,235008,205632,2619043
S-2,276,487111,2126517,371,09,013,Xochimilco,09013,123379,113702,116122,157248,127786,118541,142128,106445,146534,144634,146534,128218,1571270
S-3,277,489958,2126538,372,09,013,Xochimilco,09013,128218,128218,123379,154224,132797,125798,160272,120960,88474,141955,146534,128218,1579046
S-4,278,486666,2126212,373,09,013,Xochimilco,09013,94349,82253,84672,111888,95213,91930,111888,62899,94003,93744,102298,87091,1112227
S-5,279,489992,2126177,374,09,013,Xochimilco,09013,26611,60480,60480,81648,65146,70157,87696,72576,85709,83030,85709,72576,851818
S-6,280,490912,2126096,375,09,013,Xochimilco,09013,82253,82253,79834,102816,80179,82253,102816,87091,94003,88387,94003,84672,1060560
S-7,281,492891,2126808,376,09,013,Xochimilco,09013,101606,84672,45965,151200,117763,123379,154224,123379,143770,136598,143770,125798,1452125
S-8,282,488261,2127516,377,09,013,Xochimilco,09013,106445,104026,96768,130032,110246,104026,133056,94349,121651,117850,121651,101606,1341706
S-9,283,486026,2130803,378,09,013,Xochimilco,09013,96768,99187,94349,120960,100224,99187,114912,94349,105062,104458,107827,94349,1231632
S-10,284,485222,2130406,367,09,013,Xochimilco,09013,62899,70157,67738,87696,72662,70157,87696,70157,80179,77674,80179,70157,897350
S-11,285,496467,2128172,368,09,013,Xochimilco,09013,0,0,0,117936,97718,82253,117936,72576,60826,104458,105062,94349,853114
SAN GREGORIO ATL. #1,286,493006,2128467,383,09,013,Xochimilco,09013,89510,87091,87091,15120,100224,33869,111888,108864,105062,66960,102298,91930,999907
SAN GREGORIO ATL. #2,287,492890,2127862,384,09,013,Xochimilco,09013,89510,50803,99187,136080,102730,104026,136080,101606,30413,24106,27648,31450,933638
SAN LUIS #1,288,497615,2129035,394,09,013,Xochimilco,09013,94349,31450,29030,39312,30067,2419,REPAR.,19354,85709,88387,94003,82253,596333
SAN LUIS #3,289,497036,2129582,407,09,013,Xochimilco,09013,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,0
SAN LUIS #5,290,497315,2129600,409,09,013,Xochimilco,09013,118541,128218,101606,139104,130291,116122,163296,130637,143770,139277,143770,125798,1580429
SAN LUIS #6,291,497439,2129597,410,09,013,Xochimilco,09013,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
SAN LUIS #7,292,496647,2129289,411,09,013,Xochimilco,09013,251597,237082,234662,293328,253066,237082,299376,246758,290304,283910,295834,261274,3184272
SAN LUIS #8,293,496435,2128999,412,09,013,Xochimilco,09013,87091,82253,77414,111888,95213,91930,111888,74995,91238,88387,94003,79834,1086134
SAN LUIS #9,294,496048,2129025,413,09,013,Xochimilco,09013,82253,79834,77414,108864,90202,87091,105840,89510,99533,99101,105062,91930,1116634
SAN LUIS #10,295,495713,2128981,395,09,013,Xochimilco,09013,130637,84672,87091,96768,REPAR.,REPAR.,REPAR.,45965,91238,REPAR.,REPAR.,REPAR.,536371
SAN LUIS #11,296,495413,2128559,396,09,013,Xochimilco,09013,162086,152410,149990,202608,170381,162086,202608,162086,190771,174096,176947,169344,2075414
SAN LUIS #12,297,495360,2128726,397,09,013,Xochimilco,09013,237082,224986,222566,299376,243043,237082,293328,241920,246067,235699,246067,217728,2944944
SAN LUIS #13,298,494961,2128603,398,09,013,Xochimilco,09013,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,POZ.PAR,91238,101606,192845
SAN LUIS #16,299,492704,2128176,401,09,013,Xochimilco,09013,108864,137894,123379,175392,145325,135475,160272,145152,188006,187488,196301,169344,1872893
SAN LUIS #14,300,493710,2128823,399,09,013,Xochimilco,09013,0,82253,89510,93744,92707,87091,105840,87091,102298,96422,102298,89510,1028765
SAN LUIS #18,301,492829,2128339,403,09,013,Xochimilco,09013,227405,220147,195955,296352,245549,232243,296352,254016,237773,259805,268186,239501,2973283
SAN LUIS #19,302,491807,2127960,404,09,013,Xochimilco,09013,137894,133056,123379,190512,155347,147571,187488,140314,157594,152669,157594,140314,1823731
SAN LUIS #20,303,490706,2127793,406,09,013,Xochimilco,09013,70157,123379,118541,172368,140314,123379,160272,125798,149299,101779,102298,128218,1515802
SAN LORENZO ATEMOAYA #1,304,489528,2127154,390,09,013,Xochimilco,09013,108864,108864,106445,139104,95213,104026,142128,113702,127181,125885,88474,108864,1368749
SAN LORENZO ATEMOAYA #2,305,489441,2127276,391,09,013,Xochimilco,09013,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,MAL.CAL,0
SAN LUCAS XOCHIMANCA,306,487902,2127087,393,09,013,Xochimilco,09013,96768,91930,91930,120960,102730,91930,114912,89510,105062,101779,105062,91930,1204502
SAN LUIS NVO.,307,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,24192,65318,157248,67651,123379,169344,101606,91238,101779,85709,113702,1101168
SANTA CRUZ ACALPIXCA #1,308,492715,2127316,440,09,013,Xochimilco,09013,99187,99187,87091,117936,97718,24192,114912,96768,107827,99101,60826,104026,1108771
SANTA CRUZ ACALPIXCA #2,309,492727,2127595,441,09,013,Xochimilco,09013,137894,140314,128218,142128,152842,154829,196560,142733,149299,155347,129946,106445,1736554
SANTA CRUZ XOCHITEPEC,310,486440,2128685,444,09,013,Xochimilco,09013,186278,181440,169344,235872,125280,135475,151200,123379,129946,125885,135475,104026,1803600
SANTIAGO TEPALCATLALPAN,311,487217,2127605,451,09,013,Xochimilco,09013,84672,82253,38707,102816,85190,62899,93744,67738,85709,77674,99533,87091,968026
PISTA OLIMPICA #1,312,489138,2132973,314,09,013,Xochimilco,09013,183859,135475,72576,184464,137808,154829,217728,113702,196301,182131,171418,166925,1917216
TEPEPAN #1,313,484817,2130992,485,09,012,Tlalpan,09012,74995,72576,58061,78624,62640,67738,45360,50803,74650,50890,66355,58061,760752
TEPEPAN #2,314,484526,2130414,486,09,012,Tlalpan,09012,41126,55642,38707,51408,27562,45965,57456,55642,69120,66960,69120,60480,639187
TEPEPAN #3,315,485444,2131291,487,09,013,Xochimilco,09013,135475,120960,99187,181440,127786,123379,151200,128218,143770,133920,143770,128218,1617322
MONTE SUR #1,316,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9677,29030,29030,39312,60134,29030,45360,26611,66355,64282,66355,53222,518400
MONTE SUR #2,317,487741,2125198,232,09,013,Xochimilco,09013,36288,36288,31450,42336,37584,33869,39312,31450,41472,40176,44237,38707,453168
CERRILLOS #1,318,497979,2128002,105,09,013,Xochimilco,09013,55642,55642,50803,66528,55123,48384,45360,50803,58061,58925,58061,50803,654134
CERRILLOS #2,319,498560,2127688,106,09,011,Tl?íhuac,09011,142733,159667,149990,181440,142819,128218,172368,145152,154829,158026,154829,118541,1808611
CERRILLOS #3,320,498585,2127177,107,09,011,Tl?íhuac,09011,106445,87091,106445,99792,80179,72576,105840,89510,118886,117850,116122,67738,1168474
ESCUDO NACIONAL #1,321,499305,2127979,153,09,011,Tl?íhuac,09011,137894,145152,137894,178416,132797,128218,172368,140314,168653,141955,146534,123379,1753574
ESCUDO NACIONAL #2,322,499028,2127046,154,09,011,Tl?íhuac,09011,50803,77414,67738,63504,60134,60480,72576,62899,74650,85709,77414,55642,808963
R-11,323,499184,2127397,335,09,011,Tl?íhuac,09011,101606,101606,55642,127008,85190,21773,142128,113702,135475,141955,141005,128218,1295309
R-18,324,500141,2123254,336,09,009,Milpa Alta,09009,REPAR.,REPAR.,104026,154224,132797,128218,157248,125798,152064,149990,149299,140314,1393978
