GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,17835891
2007,,,,,,,,,,,,,,,,,,,,,403180300
,,484,,,,,,,,,,,,,,,,,,,430779305
UNIVERSIDAD SANTA CATARINA ,168,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35942,34819,31450,35942,61603,55642,63590,61603,63590,55642,61603,55642,617069
VILLA OLIMPICA #1,169,480489,2134541,563,09,003,Coyoac?ín,09003,107827,104458,94349,107827,104458,94349,107827,104458,107827,94349,45533,130637,1203898
VIVEROS DEL RELOJ #1,170,485383,2135593,568,09,003,Coyoac?ín,09003,146534,149990,135475,152064,149990,135475,154829,149990,154829,135475,149990,135475,1750118
VIVEROS DEL RELOJ #2,171,485353,2136042,569,09,003,Coyoac?ín,09003,107827,66960,60480,69120,66960,60480,69120,66960,69120,60480,66960,60480,824947
ZAPATA #17 ,172,482186,2134254,576,09,012,Tlalpan,09012,38707,37498,31450,35942,34819,31450,38707,37498,38707,33869,34819,31450,424915
ZAPOTECAS,173,483267,2136640,577,09,003,Coyoac?ín,09003,5530,5357,4838,5530,2678,2419,5530,5357,5530,4838,8035,7258,62899
TULYEHUALCO SUR #1 ,174,489324,2133515,512,09,012,Tlalpan,09012,164083,156204,161618,211635,214462,206563,187415,205815,199195,232086,235396,272743,2447217
TULYEHUALCO SUR #2 ,175,488938,2133322,517,09,012,Tlalpan,09012,44750,42601,47980,103298,104678,100822,98170,107808,90333,118742,65388,75762,1000332
TULYEHUALCO SUR #3 ,176,488153,2133115,519,09,012,Tlalpan,09012,69611,66269,73233,62987,74040,71313,78090,85756,83384,97152,86312,100006,948154
TULYEHUALCO SUR #4 ,177,487881,2132804,525,09,013,Xochimilco,09013,106903,101769,80809,123454,122550,118036,111557,122509,122760,143030,141237,142433,1437047
TULYEHUALCO SUR #5 ,178,487503,2132636,526,09,013,Xochimilco,09013,151652,144371,156567,204077,209356,189349,180722,196015,185298,215894,204010,236378,2273689
TULYEHUALCO SUR #6 ,179,487208,2132493,527,09,013,Xochimilco,09013,176514,168038,174244,95740,97019,93445,84783,RH,RH,RH,75850,60610,1026242
TULYEHUALCO SUR #7 ,180,486933,2132236,528,09,013,Xochimilco,09013,188944,177505,189396,95740,97019,93445,82552,90657,55589,RH,41848,96975,1209670
TULYEHUALCO SUR #8 ,181,486105,2132113,529,09,013,Xochimilco,09013,74583,71002,75758,73065,74040,71313,55778,56354,57906,67467,65388,75762,818417
TULYEHUALCO SUR #9 ,182,485351,2132095,530,09,012,Tlalpan,09012,96958,92303,93435,100779,104678,100822,87014,95557,90333,105248,99389,115158,1181675
TULYEHUALCO SUR #10 ,183,486333,2132216,513,09,013,Xochimilco,09013,52208,49701,63132,85662,84253,81150,73627,80856,76435,32384,104620,121219,905249
TULYEHUALCO SUR #11 ,184,484473,2132617,514,09,012,Tlalpan,09012,101930,97036,118688,110857,107231,103282,91476,100458,94965,110646,107236,124250,1268054
TULYEHUALCO SUR #12 ,185,484107,2133070,515,09,012,Tlalpan,09012,101930,97036,90910,90701,53616,51641,46854,51454,48641,56672,54926,63640,808020
TULYEHUALCO SUR #13 ,186,486343,2136109,516,09,003,Coyoac?ín,09003,24861,23667,25253,22675,22978,22132,13387,FE,4632,26987,26155,30305,243032
TULYEHUALCO SUR #23 ,187,489609,2135481,518,09,013,Xochimilco,09013,101930,97036,103537,98259,99572,95904,87014,95557,60222,91755,88927,51518,1071232
TULYEHUALCO SUR #33 ,188,489692,2133900,520,09,013,Xochimilco,09013,74583,71002,80809,80623,84253,81150,73627,80856,76435,89056,47079,RH,839474
TULYEHUALCO SUR #34 ,189,489568,2136213,521,09,013,Xochimilco,09013,84528,80469,88385,75584,79147,76232,69165,75956,71803,83659,75850,12122,872898
TULYEHUALCO SUR #35 ,190,489834,2135709,522,09,013,Xochimilco,09013,87014,82836,85860,78104,71487,68854,69165,75956,74119,86358,83696,96975,960424
TULYEHUALCO SUR #36 ,191,484773,2132258,523,09,012,Tlalpan,09012,159111,149104,159093,196519,201696,122954,98170,107808,113495,132235,120313,139402,1699901
TULYEHUALCO SUR #38 ,192,489569,2136221,524,09,013,Xochimilco,09013,29833,28401,30303,30234,84253,81150,75859,83306,78752,70166,88927,54549,735732
XOCHIMILCO #28 ,193,484437,2133089,570,09,012,Tlalpan,09012,71874,71013,74613,81944,90313,76526,46801,39729,23848,44259,68876,69312,759107
XOCHIMILCO #29 ,194,484599,2133433,571,09,012,Tlalpan,09012,51338,50723,64881,71256,51047,63217,42546,36117,39746,40235,51019,51342,613469
XOCHIMILCO #30 ,195,484641,2133825,572,09,012,Tlalpan,09012,125779,124272,55149,60567,66753,56563,112747,95711,105328,106623,137752,138624,1185869
ZAPATA #14 ,196,488083,2134134,573,09,003,Coyoac?ín,09003,94976,93838,116786,128260,137433,116452,72328,61399,31797,32188,40815,41074,967348
ZAPATA #15 ,197,483077,2134102,574,09,012,Tlalpan,09012,30803,30434,25952,42753,47120,39926,25528,21670,23848,24141,30612,30805,373593
ZAPATA #16 ,198,489444,2134015,575,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,34037,66817,73531,74435,94386,94983,438189
ARENAL,199,485285,2131689,37,09,013,Xochimilco,09013,121651,115171,99187,116122,107136,99187,124416,107136,124416,108864,117850,106445,1347581
ARTESANIAS O VILLA OLIMPICA,200,480679,2133319,40,09,012,Tlalpan,09012,69120,66960,60480,69120,66960,60480,69120,66960,69120,60480,66960,60480,786240
BATAM ,201,477520,2137686,85,09,008,La Magdalena Contreras,09008,5530,5357,4838,5530,5357,4838,5530,5357,5530,4838,5357,4838,62899
BELISARIO DOMINGUEZ,202,481265,2133300,86,09,012,Tlalpan,09012,69120,56246,62899,58061,40176,65318,82944,61603,19354,2419,8035,36288,562464
BOSQUE TLALPAN #1,203,479688,2133363,88,09,012,Tlalpan,09012,27648,80352,50803,71885,50890,36288,13824,16070,11059,7258,10714,2419,379210
BOSQUE TLALPAN #2,204,479648,2133076,89,09,012,Tlalpan,09012,13824,13392,12096,5530,FE,FE,FE,FE,2765,7258,8035,7258,70157
CANAL #13,205,478437,2134424,95,09,012,Tlalpan,09012,52531,77674,70157,80179,77674,70157,80179,77674,80179,70157,77674,70157,884390
CLUB DE GOLF #1,206,483400,2131600,122,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NORMANDIA,207,485856,2141928,247,09,007,Iztapalapa,09007,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,0
CLUB DE GOLF #3 ,208,483400,2131600,124,09,012,Tlalpan,09012,FE,FE,FE,FE,5357,14515,16589,16070,16589,14515,16070,14515,114221
CLUB DE GOLF #4 ,209,483400,2131600,125,09,012,Tlalpan,09012,19354,18749,16934,19354,18749,16934,19354,8035,FE,FE,FE,FE,137462
DALIAS,210,481889,2141303,132,09,014,Benito Ju?írez,09014,33178,48211,41126,60826,58925,53222,60826,58925,60826,53222,58925,53222,641434
DEPORTIVO VIVANCO ,211,483427,2139343,137,09,003,Coyoac?ín,09003,44237,42854,38707,38707,26784,29030,60826,56246,38707,60480,48211,55642,540432
DEPORTIVO XOCHITL ,212,481054,2132826,138,09,012,Tlalpan,09012,58061,53568,48384,60826,45533,50803,41472,FE,FE,12096,24106,12096,406944
EL CAMINERO ,213,481103,2138473,150,09,003,Coyoac?ín,09003,105062,104458,89510,105062,91066,87091,96768,93744,107827,94349,91066,94349,1160352
EL TREBOL,214,482401,2131586,151,09,012,Tlalpan,09012,102298,99101,89510,102298,99101,89510,102298,99101,102298,89510,99101,89510,1163635
EL ZAPOTE,215,481267,2133874,152,09,012,Tlalpan,09012,121651,117850,106445,121651,117850,101606,116122,107136,121651,106445,117850,106445,1362701
FOVISSSTE,216,480685,2132104,156,09,012,Tlalpan,09012,27648,29462,31450,41472,32141,36288,33178,34819,44237,31450,40176,38707,421027
FUENTES BROTANTES #1,217,481550,2132467,159,09,012,Tlalpan,09012,11059,10714,9677,11059,10714,9677,11059,10714,11059,9677,10714,9677,125798
FUENTES BROTANTES #2,218,481296,2132279,160,09,012,Tlalpan,09012,22118,21427,19354,22118,21427,19354,22118,21427,22118,19354,21427,19354,251597
FUENTES DEL PEDREGAL ,219,476178,2134095,161,09,012,Tlalpan,09012,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,0
GALEANA TLALPAN,220,482632,2132332,162,09,012,Tlalpan,09012,2765,2678,2419,2765,2678,2419,2765,2678,2765,2419,2678,2419,31450
HIDALGO TLALPAN,221,480912,2132969,172,09,012,Tlalpan,09012,69120,66960,60480,69120,66960,60480,69120,66960,69120,60480,64282,67738,790819
ISSFAM,222,483120,2131330,178,09,012,Tlalpan,09012,96768,91066,84672,99533,99101,84672,88474,80352,94003,87091,83030,50803,1039565
JARDIN DE LA MONTANA #1,223,479273,2133860,191,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
JARDIN DE LA MONTANA #2,224,478378,2133978,192,09,012,Tlalpan,09012,22118,21427,19354,22118,21427,19354,16589,2678,22118,19354,21427,19354,227318
LIMANTITLA,225,481534,2132038,211,09,012,Tlalpan,09012,41472,40176,36288,41472,40176,36288,41472,40176,41472,36288,40176,36288,471744
#37,226,483038,2133008,1,09,012,Tlalpan,09012,82944,80352,60480,77414,64282,65318,30413,72317,94003,77414,83030,53222,841190
PADIERNA #1,227,476778,2134389,255,09,012,Tlalpan,09012,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
PADIERNA #2,228,476720,2134847,256,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,14515,14515
PADIERNA #3,229,477226,2134706,257,09,012,Tlalpan,09012,47002,40176,41126,52531,48211,58061,44237,74995,47002,43546,53568,48384,598838
PADIERNA #4,230,476884,2135388,258,09,008,La Magdalena Contreras,09008,85709,83030,62899,77414,42854,58061,74650,72317,74650,65318,FE,24192,721094
PADIERNA #5,231,477814,2133790,259,09,012,Tlalpan,09012,88474,85709,62899,69120,64282,82253,94003,107136,82944,60480,69638,77414,944352
PADIERNA PICACHO,232,476943,2133837,260,09,012,Tlalpan,09012,11059,10714,9677,11059,10714,9677,11059,10714,11059,9677,10714,9677,125798
PEDREGAL #2,233,478376,2140393,274,09,010,?ülvaro Obreg??n,09010,11059,18749,12096,13824,18749,16934,16589,18749,13824,14515,16070,12096,183254
PEDREGAL AGUILAS,234,482211,2130826,275,09,012,Tlalpan,09012,58061,66960,48384,58061,50890,74995,80179,80352,80179,74995,74995,77414,825466
PENA POBRE,235,479896,2133084,280,09,012,Tlalpan,09012,33178,32141,29030,33178,29462,26611,30413,29462,30413,26611,32141,29030,361670
PENA POBRE #2,236,480997,2133774,281,09,012,Tlalpan,09012,RH,RH,RH,RH,RH,RH,RH,RH,RH,RE,RE,RE,0
PERIFERICO #5,237,483200,2133848,307,09,012,Tlalpan,09012,182477,200880,176602,193536,174096,179021,157594,160704,226714,104026,83030,89510,1928189
PERIFERICO #6,238,484192,2132586,308,09,012,Tlalpan,09012,49766,61603,55642,63590,61603,55642,63590,50890,58061,58061,64282,53222,695952
PERIFERICO #7,239,483602,2132446,309,09,012,Tlalpan,09012,91238,91066,84672,22118,FE,FE,FE,FE,24883,33869,50890,48384,447120
R-1,240,483430,2130663,333,09,012,Tlalpan,09012,RN,RN,RN,RN,RN,RN,RN,RN,RN,RE,RE,RE,0
R-2,241,483177,2130602,338,09,012,Tlalpan,09012,88474,80352,70157,74650,61603,29030,44237,42854,44237,38707,58925,58061,691286
R-3,242,483552,2130452,346,09,012,Tlalpan,09012,74650,64282,60480,58061,61603,53222,74650,58925,63590,67738,69638,65318,772157
R-4,243,483815,2130811,347,09,012,Tlalpan,09012,171418,163382,149990,171418,152669,116122,163123,139277,102298,FE,29462,31450,1390608
R-5,244,484339,2131154,348,09,012,Tlalpan,09012,85709,85709,74995,88474,74995,74995,88474,83030,88474,70157,83030,72576,970618
R-6,245,485210,2132061,349,09,013,Xochimilco,09013,16589,29462,24192,27648,26784,26611,27648,24106,27648,24192,45533,38707,339120
R-7,246,484935,2131404,350,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,62899,74995,67738,205632
R-8,247,484693,2131234,351,09,012,Tlalpan,09012,13824,13392,12096,13824,10714,9677,11059,10714,11059,9677,10714,9677,136426
R-9,248,484129,2130853,352,09,012,Tlalpan,09012,82944,69638,72576,47002,66960,60480,71885,53568,69120,7258,RE,RE,601430
R-10,249,483792,2130536,334,09,012,Tlalpan,09012,RN,RN,RN,RN,RN,RN,RN,RN,RN,RE,RE,RE,0
REINO AVENTURA ,250,477889,2133563,358,09,012,Tlalpan,09012,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,0
SAN FERNANDO TLALPAN ,251,481638,2133393,381,09,012,Tlalpan,09012,165888,149990,147571,163123,139277,145152,152064,139277,157594,147571,144634,135475,1787616
SAN JERONIMO #3 (ANZALDO) ,252,476723,2136300,385,09,008,La Magdalena Contreras,09008,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN PEDRO MARTIR #1,253,483072,2129627,420,09,012,Tlalpan,09012,85709,85709,79834,91238,83030,82253,88474,83030,80179,84672,72317,77414,993859
SAN RAMON,254,477947,2137711,423,09,008,La Magdalena Contreras,09008,58061,53568,48384,55296,53568,48384,55296,53568,55296,48384,53568,48384,631757
SUR #27 BIS ,255,483401,2133291,458,09,012,Tlalpan,09012,47002,45533,41126,49766,40176,31450,5530,FE,RH,RH,RH,RH,260582
TLALCOLIGIA ,256,481921,2130816,499,09,012,Tlalpan,09012,5530,5357,4838,5530,8035,9677,2765,PA,PA,PA,PA,PA,41731
TOPILEJO ,257,486705,2123955,500,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
TORIELLO ,258,483222,2133095,501,09,012,Tlalpan,09012,91238,88387,79834,91238,88387,79834,91238,88387,91238,79834,88387,79834,1037837
VIADUCTO TLALPAN #1,259,483438,2132139,557,09,012,Tlalpan,09012,96768,93744,91930,96768,93744,91930,107827,104458,110592,96768,115171,104026,1203725
VIADUCTO TLALPAN #2,260,483032,2131706,558,09,012,Tlalpan,09012,69120,66960,53222,58061,56246,53222,58061,56246,55296,31450,24106,38707,620698
VILLA OLIMPICA #2,261,480443,2134197,564,09,012,Tlalpan,09012,RN,RN,RN,RN,RN,RN,RN,RN,RN,RH,RH,RH,0
VILLA OLIMPICA #3,262,479950,2133465,565,09,012,Tlalpan,09012,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,0
MIRADOR #1,263,494077,2127688,225,09,013,Xochimilco,09013,77414,74995,67738,74650,72317,67738,77414,74995,66355,58061,69638,65318,846634
MIRADOR #2,264,494205,2127862,226,09,013,Xochimilco,09013,19354,18749,16934,19354,93744,94349,107827,104458,107827,94349,104458,94349,875750
MIRADOR #3,265,494228,2127235,227,09,013,Xochimilco,09013,63590,61603,55642,58061,56246,53222,71885,58925,55296,48384,34819,26611,644285
MONTE SUR #1 ,266,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55296,48211,48384,58061,58925,55642,44237,56246,63590,58061,58925,53222,658800
MONTE SUR #2 ,267,487741,2125198,232,09,013,Xochimilco,09013,52531,50890,45965,52531,53568,48384,55296,48211,63590,55642,61603,55642,643853
NATIVITAS #1 ,268,489958,2127340,237,09,013,Xochimilco,09013,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
NATIVITAS #2 ,269,490330,2126433,238,09,013,Xochimilco,09013,149299,152669,137894,157594,152669,152410,174182,168739,174182,94349,109814,169344,1793146
NATIVITAS #3 ,270,490458,2126770,239,09,013,Xochimilco,09013,138240,139277,123379,143770,128563,106445,107827,123206,129946,116122,128563,116122,1501459
NORIA #1,271,486562,2130782,240,09,013,Xochimilco,09013,107827,104458,58061,FS,RE,RE,RE,RE,RE,RE,RE,82253,352598
NORIA #2,272,487133,2129237,241,09,013,Xochimilco,09013,105062,109814,96768,110592,107136,94349,107827,101779,107827,96768,107136,96768,1241827
NORIA #3,273,487635,2129008,242,09,013,Xochimilco,09013,33178,32141,29030,33178,74995,62899,80179,77674,80179,70157,77674,70157,721440
NORIA #4,274,487975,2128974,243,09,013,Xochimilco,09013,196301,206237,198374,229478,192845,181440,218419,216950,229478,203213,227664,205632,2506032
NORIA #6,275,488178,2127972,245,09,013,Xochimilco,09013,RE,RE,53222,165888,37498,FE,132710,163382,165888,140314,166061,149990,1174954
NORIA #7,276,489421,2127836,246,09,013,Xochimilco,09013,RE,RE,FS,FS,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS TLAXIALTEMALCO,277,496162,2128409,414,09,013,Xochimilco,09013,168653,163382,147571,168653,160704,145152,168653,166061,171418,145152,166061,149990,1921450
PANTEON SAN LUCAS XOCHIMANCA,278,488329,2126886,269,09,013,Xochimilco,09013,RH,RH,38707,69120,88387,87091,105062,99101,110592,96768,109814,99187,903830
PERIFERICO #09 ,279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35942,34819,31450,35942,34819,31450,35942,34819,35942,31450,34819,31450,408845
PERIFERICO #8,280,483602,2132446,310,09,012,Tlalpan,09012,102298,101779,67738,96768,91066,89510,105062,101779,96768,89510,101779,94349,1138406
PISTA OLIMPICA #1,281,489138,2132973,314,09,013,Xochimilco,09013,8294,8035,19354,41472,91066,87091,105062,96422,143770,125798,139277,125798,991440
RECLUSORIO SUR #1,282,487085,2126212,354,09,013,Xochimilco,09013,116122,115171,104026,91238,101779,118541,138240,141955,152064,133056,149990,101606,1463789
RECLUSORIO SUR #2,283,486650,2126527,355,09,013,Xochimilco,09013,110592,107136,82253,99533,99101,84672,99533,99101,105062,91930,99101,91930,1169942
RESIDENCIAL SUR,284,486065,2131760,359,09,013,Xochimilco,09013,127181,123206,111283,127181,123206,104026,118886,139277,152064,133056,147312,133056,1539734
S-1,285,488882,2127217,366,09,013,Xochimilco,09013,163123,160704,142733,163123,158026,145152,163123,158026,160358,145152,158026,145152,1862698
S-2,286,487111,2126517,371,09,013,Xochimilco,09013,152064,144634,145152,143770,158026,157248,182477,179453,190771,169344,190166,174182,1987286
S-3,287,489958,2126538,372,09,013,Xochimilco,09013,88474,85709,74995,88474,83030,74995,88474,85709,88474,77414,85709,77414,998870
S-4,288,486666,2126212,373,09,013,Xochimilco,09013,55296,40176,45965,55296,58925,67738,77414,74995,77414,67738,61603,60480,743040
S-5,289,489992,2126177,374,09,013,Xochimilco,09013,127181,125885,118541,124416,128563,113702,132710,128563,135475,113702,131242,118541,1498522
S-6,290,490912,2126096,375,09,013,Xochimilco,09013,138240,139277,125798,129946,131242,94349,124416,136598,146534,130637,147312,133056,1577405
S-7,291,492891,2126808,376,09,013,Xochimilco,09013,58061,61603,72576,82944,125885,116122,141005,147312,149299,130637,144634,130637,1360714
S-8,292,488261,2127516,377,09,013,Xochimilco,09013,124416,120528,106445,107827,109814,101606,118886,117850,124416,108864,120528,108864,1370045
S-9,293,486026,2130803,378,09,013,Xochimilco,09013,88474,85709,82253,118886,115171,108864,121651,123206,127181,111283,120528,108864,1312070
S-10,294,485222,2130406,367,09,013,Xochimilco,09013,35942,34819,31450,35942,34819,31450,35942,42854,47002,41126,45533,38707,455587
S-11,295,496467,2128172,368,09,013,Xochimilco,09013,22118,FS,12096,FE,FE,16934,102298,96422,77414,70157,77674,70157,545270
SANTIAGO TEPALCATLALPAN ,296,487217,2127605,451,09,013,Xochimilco,09013,91238,96422,99187,105062,107136,99187,116122,115171,118886,104026,115171,104026,1271635
SAN GREGORIO ATL. #1,297,493006,2128467,383,09,013,Xochimilco,09013,52531,64282,48384,47002,58925,67738,82944,74995,94003,111283,112493,111283,925862
SAN GREGORIO ATL. #2,298,492890,2127862,384,09,013,Xochimilco,09013,58061,61603,55642,63590,61603,41126,55296,58925,60826,53222,61603,55642,687139
SAN LUCAS XOCHIMANCA ,299,487902,2127087,393,09,013,Xochimilco,09013,141005,139277,125798,138240,136598,120960,138240,136598,138240,118541,139277,125798,1598573
SAN LUIS #1,300,497615,2129035,394,09,013,Xochimilco,09013,8294,8035,7258,8294,58925,58061,66355,69638,66355,55642,64282,58061,529200
SAN LUIS #3,301,497036,2129582,407,09,013,Xochimilco,09013,RN,RN,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #5,302,497315,2129600,409,09,013,Xochimilco,09013,52531,72317,60480,69120,53568,62899,77414,80352,80179,74995,66960,55642,806458
SAN LUIS #6,303,497439,2129597,410,09,013,Xochimilco,09013,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0
SAN LUIS #7,304,496647,2129289,411,09,013,Xochimilco,09013,135475,133920,120960,149299,152669,142733,152064,123206,116122,RH,RH,RH,1226448
SAN LUIS #8,305,496435,2128999,412,09,013,Xochimilco,09013,91238,88387,79834,91238,88387,79834,91238,88387,91238,79834,88387,79834,1037837
SAN LUIS #9,306,496048,2129025,413,09,013,Xochimilco,09013,165888,158026,145152,168653,147312,135475,163123,158026,157594,130637,147312,140314,1817510
SAN LUIS #10,307,495713,2128981,395,09,013,Xochimilco,09013,16589,16070,14515,16589,123206,123379,141005,136598,94003,118541,133920,137894,1072310
SAN LUIS #11,308,495413,2128559,396,09,013,Xochimilco,09013,270950,262483,58061,268186,58925,RH,RH,RH,60826,234662,85709,116122,1415923
SAN LUIS #12,309,495360,2128726,397,09,013,Xochimilco,09013,185242,184810,171763,199066,198202,113702,149299,174096,193536,171763,192845,174182,2108506
SAN LUIS #13,310,494961,2128603,398,09,013,Xochimilco,09013,132710,109814,111283,135475,147312,120960,135475,109814,121651,53222,120528,96768,1395014
SAN LUIS #14,311,493710,2128823,399,09,013,Xochimilco,09013,102298,99101,89510,102298,99101,87091,33178,RH,RH,43546,107136,96768,860026
SAN LUIS #16,312,492704,2128176,401,09,013,Xochimilco,09013,85709,91066,89510,91238,88387,118541,138240,117850,132710,118541,109814,111283,1292890
SAN LUIS #17,313,492917,2128568,402,09,013,Xochimilco,09013,60826,58925,53222,60826,61603,53222,60826,58925,60826,53222,58925,33869,675216
SAN LUIS #18,314,492829,2128339,403,09,013,Xochimilco,09013,243302,235699,181440,199066,168739,147571,218419,200880,226714,203213,230342,210470,2465856
SAN LUIS #19,315,491807,2127960,404,09,013,Xochimilco,09013,165888,158026,140314,154829,158026,135475,154829,112493,152064,62899,74995,67738,1537574
SAN LUIS #20,316,490706,2127793,406,09,013,Xochimilco,09013,110592,120528,94349,85709,128563,62899,RH,RH,RH,RH,88387,96768,787795
SAN LORENZO ATEMOAYA #1,317,489528,2127154,390,09,013,Xochimilco,09013,102298,91066,87091,96768,96422,79834,94003,93744,80179,72576,85709,82253,1061942
SAN LORENZO ATEMOAYA #2,318,489441,2127276,391,09,013,Xochimilco,09013,DC,DC,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SANTA CRUZ ACALPIXCA #1,319,492715,2127316,440,09,013,Xochimilco,09013,38707,37498,33869,38707,99101,104026,118886,115171,118886,106445,133920,120960,1066176
SANTA CRUZ ACALPIXCA #2,320,492727,2127595,441,09,013,Xochimilco,09013,185242,179453,162086,185242,152669,137894,168653,171418,182477,162086,155347,125798,1968365
SANTA CRUZ XOCHITEPEC,321,486440,2128685,444,09,013,Xochimilco,09013,201830,195523,176602,204595,195523,171763,199066,190166,196301,171763,190166,171763,2265062
TEPEPAN #1,322,484817,2130992,485,09,012,Tlalpan,09012,69120,66960,62899,58061,61603,53222,63590,61603,63590,55642,64282,53222,733795
TEPEPAN #2,323,484526,2130414,486,09,012,Tlalpan,09012,96768,93744,84672,96768,93744,67738,77414,72317,77414,67738,74995,62899,966211
TEPEPAN #3,324,485444,2131291,487,09,013,Xochimilco,09013,152064,147312,135475,94003,117850,123379,146534,147312,149299,133056,149990,135475,1631750
CERRILLOS #1,325,497979,2128002,105,09,013,Xochimilco,09013,94003,88387,74995,88474,91066,82253,91238,91066,94003,84672,93744,84672,1058573
CERRILLOS #2,326,498560,2127688,106,09,011,Tl?íhuac,09011,52531,50890,45965,52531,50890,45965,52531,50890,52531,45965,50890,45965,597542
CERRILLOS #3,327,498585,2127177,107,09,011,Tl?íhuac,09011,82944,83030,65318,82944,74995,60480,69120,66960,69120,48384,64282,58061,825638
ESCUDO NACIONAL #1,328,499305,2127979,153,09,011,Tl?íhuac,09011,99533,96422,87091,99533,96422,87091,99533,96422,99533,87091,96422,87091,1132186
ESCUDO NACIONAL #2,329,499028,2127046,154,09,011,Tl?íhuac,09011,33178,32141,29030,33178,32141,31450,35942,34819,35942,31450,34819,31450,395539
R-11,330,499184,2127397,335,09,011,Tl?íhuac,09011,69120,66960,60480,69120,66960,60480,66355,26784,66355,58061,64282,58061,733018
R-18,331,500141,2123254,336,09,009,Milpa Alta,09009,94003,91066,82253,94003,91066,82253,94003,91066,94003,72576,80352,72576,1039219
R-19,332,498387,2122183,337,09,009,Milpa Alta,09009,63590,18749,16934,24883,24106,21773,22118,18749,22118,19354,21427,19354,293155
R-21,333,498543,2122563,339,09,009,Milpa Alta,09009,110592,107136,96768,124416,120528,108864,107827,104458,107827,36288,40176,36288,1101168
R-22,334,500132,2122660,340,09,009,Milpa Alta,09009,105062,101779,91930,102298,99101,77414,60826,107136,110592,24192,26784,24192,931306
R-24,335,499460,2123283,341,09,009,Milpa Alta,09009,58061,56246,50803,49766,48211,33869,60826,58925,38707,45965,50890,45965,598234
R-25,336,498704,2122951,342,09,009,Milpa Alta,09009,66355,61603,55642,80179,77674,70157,74650,72317,74650,72576,80352,72576,858730
R-26,337,500353,2122335,343,09,009,Milpa Alta,09009,113357,109814,99187,102298,99101,89510,85709,83030,85709,77414,85709,77414,1108253
R-28,338,500633,2123093,345,09,009,Milpa Alta,09009,146534,136598,120960,154829,144634,133056,138240,131242,82944,113702,99101,106445,1508285
S-12,339,498012,2128664,369,09,013,Xochimilco,09013,41472,128563,116122,132710,128563,116122,118886,115171,118886,111283,123206,111283,1362269
S-13,340,498497,2128189,370,09,013,Xochimilco,09013,19354,16070,14515,16589,16070,16934,16589,18749,19354,16934,18749,16934,206842
SAN JUAN TEPENAHUAC,341,500689,2121549,387,09,009,Milpa Alta,09009,160358,149990,108864,160358,155347,140314,160358,141955,157594,82253,125885,113702,1656979
SAN PEDRO ATOCPAN ,342,494862,2124268,419,09,009,Milpa Alta,09009,82944,85709,89510,85709,88387,84672,60826,72317,74650,65318,72317,65318,927677
SANTA CATARINA #5 ,343,497411,2134398,433,09,011,Tl?íhuac,09011,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0
TECOMITL #10,344,501476,2124659,464,09,009,Milpa Alta,09009,152064,141955,128218,152064,147312,130637,149299,107136,113357,116122,29462,24192,1391818
TECOMITL #11,345,501597,2124497,465,09,009,Milpa Alta,09009,94003,72317,21773,47002,91066,82253,94003,91066,94003,65318,72317,65318,890438
TECOMITL #12,346,502121,2124423,466,09,009,Milpa Alta,09009,66355,128563,89510,141005,136598,120960,138240,128563,132710,116122,141955,125798,1466381
TECOMITL #13,347,501779,2124406,467,09,009,Milpa Alta,09009,171418,182131,157248,196301,155347,164506,193536,149990,188006,128218,64282,128218,1879200
