GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,17835891
2007,,,,,,,,,,,,,,,,,,,,,403180300
,,484,,,,,,,,,,,,,,,,,,,430779305
TRABAJADORES DEL HIERRO ,28,484108,2153620,503,09,002,Azcapotzalco,09002,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0
VILLAS AZCAPOTZALCO,29,479576,2155276,566,09,002,Azcapotzalco,09002,107827,104458,87091,71885,69638,62899,69120,101779,107827,94349,101779,94349,1073002
ABASOLO JARDIN ,30,484606,2150489,2,09,015,Cuauht??moc,09015,88474,10714,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,99187
ACACIAS,31,481862,2140960,4,09,014,Benito Ju?írez,09014,71885,69638,74995,77414,58925,70157,74650,85709,80179,72576,83030,72576,891734
ALAMEDA DE SANTA MARIA,32,483553,2150442,15,09,015,Cuauht??moc,09015,168653,149990,149990,165888,163382,133056,152064,66960,138240,145152,160704,125798,1719878
ALAMEDA DE TACUBAYA,33,480571,2145040,16,09,016,Miguel Hidalgo,09016,179712,174096,116122,118886,149990,154829,154829,166061,143770,135475,158026,125798,1777594
ALAMOS JARDIN #1,34,485190,2144841,17,09,014,Benito Ju?írez,09014,66355,53568,79834,77414,45533,67738,63590,45533,66355,79834,83030,72576,801360
ALAMOS JARDIN #2,35,485124,2145120,18,09,014,Benito Ju?írez,09014,138240,115171,91930,102298,32141,RH,16589,115171,110592,82253,93744,87091,985219
ALBERT Y BERLIN,36,485377,2141715,19,09,014,Benito Ju?írez,09014,116122,160704,140314,154829,141955,135475,146534,144634,154829,133056,136598,123379,1688429
ALGARIN,37,485104,2145574,21,09,015,Cuauht??moc,09015,113357,101779,118541,138240,133920,118541,91238,104458,107827,91930,93744,108864,1322438
ALTAVISTA,38,479176,2139108,22,09,010,?ülvaro Obreg??n,09010,149299,128563,118541,135475,128563,118541,132710,131242,135475,104026,128563,120960,1531958
AMADO NERVO ,39,483792,2147228,24,09,015,Cuauht??moc,09015,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
ANTONIO M. ANZA,40,483287,2146238,36,09,015,Cuauht??moc,09015,FE,FE,FE,94003,107136,99187,110592,99101,113357,99187,117850,106445,946858
ARENAL SAN ANGEL,41,480917,2139244,38,09,003,Coyoac?ín,09003,118886,117850,106445,121651,128563,113702,127181,125885,107827,62899,112493,94349,1337731
ARNAIZ ROSENDO ,42,480411,2143138,39,09,014,Benito Ju?írez,09014,77414,72317,82253,19354,29462,79834,94003,91066,85709,87091,99101,89510,907114
AV. D. CASTILLO,43,492091,2156078,78,09,005,Gustavo A. Madero,09005,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
AXOTLA,44,481716,2140255,80,09,010,?ülvaro Obreg??n,09010,33178,24106,9677,27648,18749,14515,0,29462,RE,RE,42854,29030,229219
BENJAMIN FRANKLIN,45,480957,2145692,87,09,016,Miguel Hidalgo,09016,35942,34819,31450,33178,34819,29030,30413,32141,19354,21773,37498,33869,374285
CAMPESTRE,46,483850,2140451,92,09,014,Benito Ju?írez,09014,RE,RE,RE,RE,RE,RE,RE,RE,33178,33869,RE,RE,67046
CAMPOS ELISEOS ,47,478852,2148058,94,09,016,Miguel Hidalgo,09016,71885,69638,79834,55296,58925,65318,55296,66960,RE,RE,69638,60480,653270
CASA AMARILLA,48,480065,2145785,98,09,016,Miguel Hidalgo,09016,157594,147312,135475,94003,152669,137894,154829,152669,52531,62899,147312,120960,1516147
CEDROS Y MOLIERE,49,478706,2148642,104,09,016,Miguel Hidalgo,09016,102298,85709,91930,82944,91066,53222,99533,74995,149299,130637,101779,53222,1116634
CHAPULTEPEC MORALES,50,480327,2148642,113,09,016,Miguel Hidalgo,09016,44237,123206,94349,113357,125885,89510,77414,66960,94003,84672,91066,91930,1096589
CICERON,51,478413,2148337,119,09,016,Miguel Hidalgo,09016,38707,50890,62899,41472,RH,RH,RH,2678,77414,70157,56246,74995,475459
DIAGONAL SAN ANTONIO,52,484551,2144735,139,09,014,Benito Ju?írez,09014,116122,131242,125798,135475,131242,123379,138240,125885,55296,48384,128563,101606,1361232
DIRECTO #22,53,477696,2134789,144,09,012,Tlalpan,09012,82944,107136,84672,116122,131242,130637,143770,141955,138240,120960,128563,118541,1444781
HUERTAS DEL CARMEN,54,480757,2138752,175,09,003,Coyoac?ín,09003,110592,88387,77414,71885,101779,72576,96768,107136,146534,123379,85709,89510,1171670
IRRIGACION,55,478175,2149700,177,09,016,Miguel Hidalgo,09016,27648,45533,26611,30413,18749,24192,91238,77674,113357,91930,64282,50803,662429
JARDIN DE SAN JACINTO,56,479963,2138791,193,09,010,?ülvaro Obreg??n,09010,110592,112493,101606,107827,99101,70157,80179,64282,47002,48384,50890,101606,994118
JARDINES DEL PEDREGAL #1 ,57,478216,2137221,197,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,60826,19354,RN,RN,80179
JARDINES DEL PEDREGAL #2 ,58,479233,2137630,198,09,010,?ülvaro Obreg??n,09010,11059,24106,31450,30413,24106,21773,16589,2678,RN,RN,37498,41126,240797
JARDINES DEL PEDREGAL #3 ,59,479590,2136089,199,09,003,Coyoac?ín,09003,RN,RN,RN,RN,RN,RN,RN,RN,8294,16934,RN,RN,25229
JARDINES DEL PEDREGAL #4-B,60,477965,2135930,200,09,010,?ülvaro Obreg??n,09010,132710,120528,118541,66355,66960,60480,69120,64282,RN,RN,64282,60480,823738
JARDINES DEL PEDREGAL #5-A,61,477046,2135344,202,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,69120,58061,RN,RN,127181
JARDINES DEL PEDREGAL #5-B,62,477155,2135188,203,09,010,?ülvaro Obreg??n,09010,135475,101779,91930,102298,99101,91930,102298,99101,RN,RN,99101,87091,1010102
JARDIN MORELOS ,63,481303,2145227,194,09,016,Miguel Hidalgo,09016,RE,RE,RE,RE,RE,RE,RE,RE,105062,84672,RE,RE,189734
JARDIN POMBO,64,480823,2144109,195,09,014,Benito Ju?írez,09014,60826,53568,87091,85709,48211,45965,55296,56246,RE,RE,34819,43546,571277
LA CAMPANA,65,480797,2141915,204,09,014,Benito Ju?írez,09014,165888,166061,149990,157594,163382,154829,171418,171418,52531,26611,136598,123379,1639699
HORMIGA,66,479959,2146530,174,09,016,Miguel Hidalgo,09016,44237,45533,41126,27648,48211,29030,41472,45533,174182,120960,40176,33869,691978
LA HUERTA,67,483034,2142593,206,09,014,Benito Ju?írez,09014,143770,88387,77414,71885,61603,74995,66355,96422,44237,38707,83030,53222,900029
LAGO GINEBRA,68,479224,2150276,209,09,016,Miguel Hidalgo,09016,63590,66960,72576,80179,85709,74995,47002,80352,91238,58061,83030,74995,878688
LEGARIA,69,478689,2150496,210,09,016,Miguel Hidalgo,09016,94003,53568,94349,124416,64282,94349,85709,72317,82944,62899,99101,84672,1012608
MAR MEDITERRANEO,70,481776,2150834,216,09,016,Miguel Hidalgo,09016,60826,45533,38707,60826,74995,70157,88474,91066,96768,89510,74995,58061,849917
MARINA NACIONAL #1,71,481481,2149520,217,09,016,Miguel Hidalgo,09016,60826,56246,53222,60826,85709,79834,41472,FE,88474,65318,85709,77414,755050
MARINA NACIONAL #2,72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,49766,55642,RE,RE,105408
MARINA NACIONAL #3,73,480760,2150404,218,09,016,Miguel Hidalgo,09016,77414,74995,65318,27648,66960,55642,74650,74995,RE,RE,74995,50803,643421
MARINA NACIONAL #4,74,480221,2151033,219,09,016,Miguel Hidalgo,09016,52531,34819,7258,16589,40176,53222,88474,80352,77414,65318,29462,12096,557712
MARTIRES DE TACUBAYA ,75,480664,2144482,220,09,014,Benito Ju?írez,09014,102298,83030,96768,99533,107136,58061,107827,93744,63590,55642,88387,91930,1047946
MAYORAZGO,76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,88474,82253,RE,RE,170726
MIGUEL ALEMAN,77,485070,2143994,224,09,014,Benito Ju?írez,09014,RN,RN,RN,RN,RN,RN,RN,RN,RE,RE,RN,RN,0
MIRAFLORES,78,480622,2143758,228,09,014,Benito Ju?írez,09014,102298,128563,116122,74650,45533,65318,82944,96422,RN,RN,64282,67738,843869
MIRAVALLE,79,485274,2140695,229,09,014,Benito Ju?írez,09014,105062,61603,116122,124416,125885,106445,110592,120528,102298,79834,117850,94349,1264982
MODERNA,80,485903,2144382,230,09,014,Benito Ju?írez,09014,124416,128563,82253,105062,101779,2419,2765,PA,129946,111283,120528,111283,1020298
MOLINO DEL REY ,81,479642,2147289,231,09,016,Miguel Hidalgo,09016,80179,74995,70157,80179,77674,70157,77414,77674,82944,111283,77674,70157,950486
NAPOLES,82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,80179,70157,RE,RE,150336
NATIVITAS,83,485550,2142726,236,09,014,Benito Ju?írez,09014,35942,37498,45965,52531,53568,48384,55296,53568,RE,RE,50890,48384,482026
NATIVITAS ,84,485550,2142726,236,09,014,Benito Ju?írez,09014,188006,179453,149990,163123,16070,133056,113357,74995,55296,48384,125885,111283,1358899
NORMANDIA,85,485856,2141928,247,09,007,Iztapalapa,09007,135475,152669,130637,141005,147312,130637,154829,147312,132710,125798,141955,135475,1675814
NUEVO MIGUEL ALEMAN,86,485108,2143877,249,09,014,Benito Ju?írez,09014,160358,200880,171763,207360,195523,159667,154829,99101,154829,133056,133920,120960,1892246
ORTIZ RUBIO ,87,485111,2142220,253,09,014,Benito Ju?írez,09014,146534,139277,130637,171418,160704,140314,138240,160704,132710,145152,174096,133056,1772842
P. MARISCAL SUCRE ,88,483060,2143897,254,09,014,Benito Ju?írez,09014,182477,179453,169344,218419,155347,154829,96768,10714,163123,159667,125885,123379,1739405
PARQUE DE LOS VENADOS,89,483779,2141901,270,09,014,Benito Ju?írez,09014,157594,152669,133056,146534,155347,128218,149299,144634,102298,104026,131242,135475,1640390
PARROQUIA #1,90,483206,2141726,271,09,014,Benito Ju?írez,09014,RE,RE,RE,RE,RE,RE,RE,RE,152064,123379,RE,RE,275443
PARROQUIA #2,91,483206,2141726,272,09,014,Benito Ju?írez,09014,2765,2678,2419,2765,2678,2419,2765,2678,RE,RE,2678,2419,26266
PERIODISTA,92,477073,2150067,312,09,016,Miguel Hidalgo,09016,41472,37498,31450,35942,2678,FE,30413,34819,2765,2419,0,48384,267840
PIRULERA ,93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,116122,96422,101606,88474,107136,94349,107827,48211,2765,0,69638,67738,900288
POPOTLA ARBOL,94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,35942,33869,RE,RE,69811
PORTALES ,95,484686,2140946,317,09,014,Benito Ju?írez,09014,121651,88387,113702,107827,120528,108864,132710,131242,RE,RE,117850,94349,1137110
RADIO MIL,96,484258,2143551,353,09,014,Benito Ju?írez,09014,118886,66960,108864,129946,123206,104026,82944,117850,127181,111283,115171,116122,1322438
RIO SAN JOAQUIN,97,477902,2150276,363,09,016,Miguel Hidalgo,09016,FE,FE,FE,FE,FE,FE,FE,FE,129946,111283,RH,RH,241229
SALESIANO,98,481404,2150143,379,09,016,Miguel Hidalgo,09016,77414,61603,58061,82944,72317,55642,27648,50890,RH,RH,107136,77414,671069
SAN BORJA,99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,63590,91930,RE,RE,155520
SAN FELIPE POPOTLA,100,481648,2151031,380,09,016,Miguel Hidalgo,09016,176947,166061,137894,168653,112493,133056,163123,85709,RE,RE,120528,111283,1375747
SAN JOAQUIN TACUBA,101,478238,2150738,386,09,016,Miguel Hidalgo,09016,152064,158026,142733,165888,152669,142733,143770,149990,118886,106445,152669,120960,1706832
TACUBA,102,480210,2151387,459,09,016,Miguel Hidalgo,09016,44237,26784,36288,47002,45533,43546,44237,45533,165888,140314,53568,41126,734054
TIZAPAN,103,478906,2138404,497,09,010,?ülvaro Obreg??n,09010,143770,131242,118541,132710,125885,118541,129946,125885,47002,41126,120528,118541,1353715
VERONICA ,104,481682,2148727,555,09,016,Miguel Hidalgo,09016,171418,149990,135475,174182,168739,149990,168653,152669,138240,106445,163382,140314,1819498
VIADUCTO ,105,481343,2144628,556,09,014,Benito Ju?írez,09014,41472,32141,74995,102298,85709,91930,71885,29462,149299,140314,29462,43546,892512
VISTA ALEGRE,106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,33178,12096,RE,RE,45274
ACOXPA #31,107,485192,2133795,5,09,012,Tlalpan,09012,80179,77674,74995,85709,83030,74995,52531,50890,85709,74995,85709,77414,903830
ACOXPA #32,108,485455,2133735,6,09,012,Tlalpan,09012,212890,206237,174182,199066,211594,191117,215654,208915,215654,188698,208915,188698,2421619
AJUSCO,109,483445,2136071,14,09,003,Coyoac?ín,09003,102298,91066,82253,94003,120528,108864,124416,120528,124416,108864,120528,108864,1306627
ALTILLO UNIVERSIDAD,110,481103,2138473,23,09,003,Coyoac?ín,09003,49766,48211,43546,49766,58925,53222,60826,58925,38707,53222,58925,53222,627264
BOSQUES DE TETLALMEYA,111,484033,2133858,90,09,003,Coyoac?ín,09003,38707,37498,33869,38707,37498,31450,35942,34819,35942,31450,34819,31450,422150
CARACOL,112,482972,2134511,96,09,003,Coyoac?ín,09003,11059,58925,60480,69120,66960,60480,69120,66960,69120,60480,66960,60480,720144
CEDRAL,113,488152,2135509,103,09,003,Coyoac?ín,09003,135475,128563,118541,135475,101779,70157,82944,80352,82944,72576,80352,72576,1161734
COLONIA DEL CARMEN FRAGATA ,114,483260,2139989,127,09,003,Coyoac?ín,09003,127181,123206,111283,146534,139277,120960,146534,131242,127181,111283,123206,111283,1519171
COPILCO UNIVERSIDAD,115,480690,2137954,128,09,003,Coyoac?ín,09003,58061,56246,50803,58061,72317,65318,74650,72317,66355,65318,72317,65318,777082
COUNTRY CLUB,116,485226,2139758,129,09,003,Coyoac?ín,09003,41472,40176,36288,30413,29462,26611,30413,29462,30413,26611,29462,26611,377395
DEPORTIVO CANTIL,117,483864,2138082,133,09,003,Coyoac?ín,09003,138240,133920,120960,138240,133920,120960,138240,133920,138240,120960,133920,120960,1572480
DEPORTIVO DURANGO ,118,483374,2135359,134,09,003,Coyoac?ín,09003,152064,91066,96768,107827,104458,94349,107827,104458,107827,94349,104458,94349,1259798
DIRECTO #18,119,489804,2135343,140,09,013,Xochimilco,09013,141005,136598,118541,135475,123206,111283,116122,112493,118886,104026,77674,77414,1372723
DIRECTO #19,120,481368,2134327,141,09,012,Tlalpan,09012,63590,61603,48384,55296,56246,50803,24883,24106,38707,33869,29462,26611,513562
DIRECTO #20-B ,121,480015,2134312,142,09,003,Coyoac?ín,09003,246067,238378,215309,246067,42854,4838,19354,214272,188006,183859,198202,104026,1901232
DIRECTO #21,122,479873,2134178,143,09,012,Tlalpan,09012,102298,99101,84672,110592,91066,82253,77414,FE,13824,74995,72317,65318,873850
DIRECTO #24,123,482128,2135810,145,09,003,Coyoac?ín,09003,60826,91066,82253,85709,85709,77414,88474,85709,96768,84672,93744,84672,1017014
DIRECTO #25,124,483719,2134751,146,09,003,Coyoac?ín,09003,96768,96422,87091,99533,93744,72576,96768,83030,74650,84672,166061,149990,1201306
EDUCACION #1,125,485357,2138170,147,09,003,Coyoac?ín,09003,96768,93744,84672,96768,77674,70157,80179,66960,69120,60480,66960,60480,923962
EDUCACION #2 (N) ,126,486192,2137920,148,09,003,Coyoac?ín,09003,55296,123206,111283,127181,50890,45965,52531,50890,52531,45965,50890,45965,812592
HUIPULCO ,127,485681,2132491,176,09,012,Tlalpan,09012,88474,85709,77414,215654,198202,179021,204595,198202,204595,179021,198202,179021,2008109
ISSSTE COAPA #1,128,487057,2133526,179,09,012,Tlalpan,09012,146534,141955,101606,116122,91066,82253,99533,96422,110592,96768,104458,94349,1281658
ISSSTE COAPA #2,129,488733,2133590,180,09,012,Tlalpan,09012,85709,83030,74995,85709,80352,72576,94003,91066,99533,87091,96422,87091,1037578
ISSSTE COAPA #3,130,487084,2134763,181,09,003,Coyoac?ín,09003,94003,91066,82253,94003,83030,74995,80179,77674,82944,72576,74995,67738,975456
ISSSTE COAPA #4,131,487494,2135343,182,09,003,Coyoac?ín,09003,182477,176774,159667,182477,176774,159667,182477,176774,182477,159667,176774,159667,2075674
LA CIENEGA,132,483898,2137741,205,09,003,Coyoac?ín,09003,71885,83030,67738,80179,77674,70157,80179,77674,80179,70157,77674,70157,906682
LOS COYOTES ,133,487314,2135852,214,09,003,Coyoac?ín,09003,2765,8035,7258,8294,8035,7258,8294,8035,8294,7258,8035,7258,88819
LOS REYES COYOACAN,134,483778,2138641,215,09,003,Coyoac?ín,09003,35942,34819,31450,60826,58925,53222,60826,58925,60826,53222,58925,53222,621130
METRO C.U.,135,481622,2136504,223,09,003,Coyoac?ín,09003,24883,21427,19354,22118,21427,19354,22118,21427,22118,14515,8035,7258,224035
MULTIF. COAPA #7 ,136,486679,2133212,233,09,012,Tlalpan,09012,47002,45533,41126,47002,56246,50803,58061,56246,58061,50803,56246,50803,617933
MULTIF. COAPA #8 ,137,487734,2132727,234,09,013,Xochimilco,09013,138240,133920,120960,138240,133920,120960,138240,133920,138240,120960,133920,106445,1557965
NAHUATLACAS ,138,483445,2136059,235,09,003,Coyoac?ín,09003,124416,155347,104026,118886,152669,137894,157594,152669,160358,140314,141955,128218,1674346
PASEOS DE TAXQUENA,139,486893,2138915,273,09,003,Coyoac?ín,09003,FE,24106,12096,FS,61603,55642,63590,61603,63590,55642,61603,21773,481248
PEDREGAL DE CARRASCO ,140,482587,2134705,276,09,003,Coyoac?ín,09003,174182,168739,120960,124416,117850,113702,124416,117850,113357,96768,104458,99187,1475885
PEDREGAL DE SAN FRANCISCO,141,482687,2138340,277,09,003,Coyoac?ín,09003,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0
PEDREGAL DE SANTO DOMINGO,142,482109,2136073,278,09,003,Coyoac?ín,09003,96768,32141,53222,96768,112493,96768,116122,112493,113357,99187,117850,106445,1153613
PEDREGAL IMAN,143,481901,2135103,279,09,003,Coyoac?ín,09003,96768,93744,84672,96768,93744,62899,91238,88387,91238,79834,88387,79834,1047514
PERIFERICO #1,144,485573,2136312,293,09,003,Coyoac?ín,09003,132710,141955,128218,146534,136598,123379,141005,136598,141005,123379,136598,123379,1611360
PERIFERICO #2,145,486493,2134490,304,09,012,Tlalpan,09012,91238,88387,79834,91238,88387,79834,91238,88387,91238,79834,88387,79834,1037837
PERIFERICO #3,146,484822,2133935,305,09,012,Tlalpan,09012,52531,50890,45965,52531,50890,45965,52531,50890,52531,45965,50890,45965,597542
PERIFERICO #4,147,484272,2133665,306,09,012,Tlalpan,09012,121651,117850,106445,121651,117850,106445,121651,117850,121651,106445,117850,106445,1383782
PERIFERICO #10,148,486333,2132216,294,09,013,Xochimilco,09013,60826,58925,53222,60826,58925,53222,60826,58925,60826,41126,RE,RE,567648
PERIFERICO #11,149,488634,2132855,295,09,013,Xochimilco,09013,116122,112493,101606,116122,112493,101606,116122,112493,116122,101606,112493,101606,1320883
PERIFERICO #12,150,488153,2133115,296,09,012,Tlalpan,09012,160358,155347,140314,160358,155347,140314,160358,155347,160358,140314,155347,140314,1824077
PERIFERICO #13,151,486343,2136134,297,09,003,Coyoac?ín,09003,RE,RE,RE,RE,RE,RE,RE,RE,RE,24192,88387,58061,170640
PERIFERICO #14,152,488083,2134134,298,09,003,Coyoac?ín,09003,96768,93744,84672,96768,93744,84672,96768,93744,96768,84672,93744,84672,1100736
PERIFERICO #15,153,485969,2135229,299,09,003,Coyoac?ín,09003,66355,64282,58061,66355,58925,53222,60826,58925,60826,53222,58925,53222,713146
PERIFERICO #16,154,489444,2134015,300,09,013,Xochimilco,09013,74650,72317,65318,94003,91066,82253,94003,91066,94003,82253,91066,82253,1014250
PERIFERICO #17,155,489484,2134564,301,09,013,Xochimilco,09013,113357,109814,99187,113357,109814,99187,113357,99101,102298,89510,99101,89510,1237594
PERIFERICO #19,156,488874,2136877,303,09,003,Coyoac?ín,09003,FE,FE,FE,FE,FE,RE,RE,RE,5530,RE,RE,RE,5530
POZO 20 DE AGOSTO ,157,487195,2138577,318,09,003,Coyoac?ín,09003,24883,24106,21773,24883,72317,65318,74650,72317,74650,65318,72317,65318,657850
PRADOS CHURUBUSCO ,158,486699,2140007,320,09,003,Coyoac?ín,09003,152064,147312,133056,152064,147312,133056,152064,131242,152064,133056,147312,133056,1713658
PREPARATORIA #5 (N) ,159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
REY MOCTEZUMA,160,483541,2137081,360,09,003,Coyoac?ín,09003,RH,104458,99187,99533,109814,99187,113357,109814,113357,99187,109814,99187,1156896
ROMERO DE TERREROS,161,482187,2138640,364,09,003,Coyoac?ín,09003,152064,147312,133056,152064,147312,133056,152064,112493,129946,99187,120528,108864,1587946
RUIZ CORTINEZ,162,484853,2136072,365,09,003,Coyoac?ín,09003,113357,104458,94349,107827,104458,94349,107827,104458,107827,94349,104458,94349,1232064
SAN FRANCISCO CULHUACAN ,163,487793,2137344,382,09,003,Coyoac?ín,09003,113357,109814,99187,113357,107136,84672,107827,93744,96768,84672,93744,84672,1188950
SAN NICOLAS TOLENTINO,164,485838,2133075,418,09,012,Tlalpan,09012,124416,120528,108864,124416,120528,108864,124416,120528,124416,108864,120528,67738,1374106
SANTA URSULA,165,483587,2135232,448,09,003,Coyoac?ín,09003,174182,77674,70157,80179,77674,70157,80179,77674,80179,70157,77674,70157,1006042
SANTA URSULA COAPA,166,483956,2134956,449,09,003,Coyoac?ín,09003,96768,21427,137894,179712,171418,152410,132710,112493,116122,101606,112493,101606,1436659
TERRANOVA,167,480277,2137821,495,09,003,Coyoac?ín,09003,129946,125885,108864,124416,117850,106445,124416,120528,124416,108864,99101,89510,1380240
