GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,10817022
2004,,,,,,,,,,,,,,,,,,,,,419325081
,,459,,,,,,,,,,,,,,,,,,,439808880
SAN JUAN TLIHUACA ,21,478946,2154626,388,09,002,Azcapotzalco,09002,151200,128218,125798,139277,160358,130637,163296,137894,133056,169344,158026,142733,1739837
SAN MARTIN XOCHINAHUAC #1 ,22,479995,2155926,415,09,002,Azcapotzalco,09002,78624,67738,67738,69638,71885,82253,102816,60480,58061,75600,61603,55642,852077
SAN MARTIN XOCHINAHUAC #2 ,23,478781,2155913,416,09,002,Azcapotzalco,09002,117936,118541,118541,131242,132710,118541,148176,111283,106445,127008,112493,101606,1444522
SAN MIGUEL AMANTLA,24,478540,2153210,417,09,002,Azcapotzalco,09002,84672,77414,77414,85709,88474,77414,96768,67738,65318,90720,80352,72576,964570
SAN PEDRO XALPA #1,25,478126,2154207,421,09,002,Azcapotzalco,09002,120960,94349,94349,104458,105062,94349,117936,50803,48384,78624,83030,77414,1069718
SAN PEDRO XALPA #2,26,477447,2154531,422,09,002,Azcapotzalco,09002,151200,128218,128218,141955,138240,60480,102816,135475,130637,169344,147312,133056,1566950
SANTA CATARINA AZCAPOTZALCO,27,471527,2154972,438,15,057,Naucalpan de Ju?írez,15057,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
TRABAJADORES DEL HIERRO ,28,484108,2153620,503,09,002,Azcapotzalco,09002,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
VILLAS AZCAPOTZALCO,29,479576,2155276,566,09,002,Azcapotzalco,09002,117936,60480,60480,66960,105062,58061,72576,96768,91930,75600,64282,58061,928195
ABASOLO JARDIN ,30,484606,2150489,2,09,015,Cuauht??moc,09015,148176,58061,2419,125885,132710,125798,151200,123379,142733,172368,160704,128218,1471651
ACACIAS,31,481862,2140960,4,09,014,Benito Ju?írez,09014,114912,101606,91930,88387,77414,58061,108864,74995,82253,93744,91066,84672,1067904
ALAMEDA DE SANTA MARIA,32,483553,2150442,15,09,015,Cuauht??moc,09015,211680,154829,147571,152669,163123,62899,78624,145152,133056,175392,155347,142733,1723075
ALAMEDA DE TACUBAYA,33,480571,2145040,16,09,016,Miguel Hidalgo,09016,175392,111283,133056,123206,74650,101606,154224,101606,104026,181440,149990,116122,1526602
ALAMOS JARDIN #1,34,485190,2144841,17,09,014,Benito Ju?írez,09014,93744,65318,74995,83030,80179,79834,105840,72576,77414,99792,99101,87091,1018915
ALAMOS JARDIN #2,35,485124,2145120,18,09,014,Benito Ju?írez,09014,154224,113702,99187,139277,110592,99187,127008,116122,116122,130032,48211,123379,1377043
ALBERT Y BERLIN,36,485377,2141715,19,09,014,Benito Ju?írez,09014,178416,142733,125798,158026,152064,135475,160272,149990,157248,187488,99101,128218,1774829
ALGARIN,37,485104,2145574,21,09,015,Cuauht??moc,09015,139104,99187,106445,131242,132710,120960,139104,118541,108864,163296,149990,125798,1535242
ALTAVISTA,38,479176,2139108,22,09,010,?ülvaro Obreg??n,09010,108864,84672,82253,88387,105062,91930,117936,123379,120960,148176,96422,79834,1247875
ANTONIO M. ANZA,39,483287,2146238,36,09,015,Cuauht??moc,09015,60480,48384,43546,53568,52531,45965,57456,48384,45965,63504,58925,48384,627091
ARENAL SAN ANGEL,40,480917,2139244,38,09,003,Coyoac?ín,09003,163296,125798,130637,117850,146534,125798,157248,113702,120960,154224,128563,118541,1603152
ARNAIZ ROSENDO ,41,480411,2143138,39,09,014,Benito Ju?írez,09014,93744,72576,74995,69638,77414,77414,96768,74995,77414,99792,85709,77414,977875
AXOTLA,42,481716,2140255,80,09,010,?ülvaro Obreg??n,09010,66528,50803,38707,48211,41472,43546,51408,36288,38707,48384,42854,33869,540778
BENJAMIN FRANKLIN,43,480957,2145692,87,09,016,Miguel Hidalgo,09016,48384,36288,38707,42854,47002,33869,42336,41126,33869,45360,37498,26611,473904
CAMPOS ELISEOS ,44,478852,2148058,94,09,016,Miguel Hidalgo,09016,114912,82253,58061,56246,99533,87091,93744,50803,RH,RH,FE,67738,710381
CASA AMARILLA,45,480065,2145785,98,09,016,Miguel Hidalgo,09016,102816,116122,145152,152669,160358,145152,184464,145152,145152,181440,160704,142733,1781914
CEDROS Y MOLIERE,46,478706,2148642,104,09,016,Miguel Hidalgo,09016,123984,96768,99187,112493,113357,87091,120960,96768,91930,130032,112493,84672,1269734
CHAPULTEPEC MORALES,47,480327,2148642,113,09,016,Miguel Hidalgo,09016,184464,149990,120960,125885,135475,142733,178416,149990,149990,184464,144634,145152,1812154
CICERON,48,478413,2148337,119,09,016,Miguel Hidalgo,09016,66528,50803,70157,77674,69120,50803,63504,53222,48384,66528,56246,55642,728611
DIAGONAL SAN ANTONIO,49,484551,2144735,139,09,014,Benito Ju?írez,09014,78624,60480,55642,66960,71885,36288,57456,48384,48384,27216,8035,41126,600480
DIRECTO #22,50,477696,2134789,144,09,012,Tlalpan,09012,114912,96768,96768,107136,113357,111283,117936,87091,94349,108864,96422,77414,1222301
HUERTAS DEL CARMEN,51,480757,2138752,175,09,003,Coyoac?ín,09003,81648,108864,70157,77674,82944,111283,123984,111283,116122,148176,131242,118541,1281917
IRRIGACION,52,478175,2149700,177,09,016,Miguel Hidalgo,09016,69552,58061,45965,48211,52531,53222,66528,58061,58061,69552,58925,58061,696730
JARDIN DE SAN JACINTO,53,479963,2138791,193,09,010,?ülvaro Obreg??n,09010,151200,120960,120960,128563,127181,123379,111888,118541,128218,151200,128563,137894,1548547
JARDINES DEL PEDREGAL #1 ,54,478216,2137221,197,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
JARDINES DEL PEDREGAL #2 ,55,479233,2137630,198,09,010,?ülvaro Obreg??n,09010,PA,2419,2419,10714,PA,PA,PA,PA,PA,PA,10714,2419,28685
JARDINES DEL PEDREGAL #3 ,56,479590,2136089,199,09,003,Coyoac?ín,09003,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
JARDINES DEL PEDREGAL #4-B,57,477965,2135930,200,09,010,?ülvaro Obreg??n,09010,78624,77414,74995,66960,60826,53222,69552,58061,58061,81648,83030,65318,827712
JARDINES DEL PEDREGAL #5-B,58,477155,2135188,203,09,010,?ülvaro Obreg??n,09010,117936,94349,94349,99101,99533,79834,99792,77414,82253,99792,80352,82253,1106957
JARDIN MORELOS ,59,481303,2145227,194,09,016,Miguel Hidalgo,09016,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
JARDIN POMBO,60,480823,2144109,195,09,014,Benito Ju?írez,09014,87696,60480,60480,77674,80179,62899,78624,70157,70157,87696,69638,70157,875837
JARDINES DEL PEDREGAL #5-A ,61,477046,2135344,202,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
LA CAMPANA,62,480797,2141915,204,09,014,Benito Ju?írez,09014,169344,137894,133056,133920,154829,118541,172368,142733,152410,175392,112493,111283,1714262
HORMIGA,63,479959,2146530,174,09,016,Miguel Hidalgo,09016,60480,48384,48384,53568,52531,43546,63504,45965,50803,60480,50890,36288,614822
LA HUERTA,64,483034,2142593,206,09,014,Benito Ju?írez,09014,145152,104026,128218,128563,110592,77414,123984,79834,96768,157248,107136,106445,1365379
LAGO GINEBRA,65,479224,2150276,209,09,016,Miguel Hidalgo,09016,84672,70157,65318,72317,77414,70157,72576,65318,60480,87696,77674,65318,869098
LEGARIA,66,478689,2150496,210,09,016,Miguel Hidalgo,09016,90720,79834,94349,93744,110592,99187,108864,108864,108864,136080,125885,99187,1256170
MAR MEDITERRANEO,67,481776,2150834,216,09,016,Miguel Hidalgo,09016,84672,67738,65318,58925,77414,67738,84672,70157,99187,81648,72317,74995,904781
MARINA NACIONAL #1,68,481481,2149520,217,09,016,Miguel Hidalgo,09016,127008,101606,60480,64282,63590,58061,72576,55642,87091,111888,61603,67738,931565
MARINA NACIONAL #3,69,480760,2150404,218,09,016,Miguel Hidalgo,09016,145152,96768,65318,74995,80179,74995,81648,74995,74995,84672,77674,74995,1006387
MARINA NACIONAL #4,70,480221,2151033,219,09,016,Miguel Hidalgo,09016,78624,67738,67738,77674,91238,77414,48384,72576,45965,108864,136598,116122,988934
MARTIRES DE TACUBAYA ,71,480664,2144482,220,09,014,Benito Ju?írez,09014,93744,72576,70157,72317,82944,82253,99792,50803,94349,99792,93744,84672,997142
MAYORAZGO,72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
MIGUEL ALEMAN,73,485070,2143994,224,09,014,Benito Ju?írez,09014,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
MIRAFLORES,74,480622,2143758,228,09,014,Benito Ju?írez,09014,117936,87091,91930,104458,113357,104026,123984,89510,96768,127008,91066,62899,1210032
MIRAVALLE,75,485274,2140695,229,09,014,Benito Ju?írez,09014,136080,48384,FE,FE,FE,24192,139104,125798,135475,175392,152669,133056,1070150
MODERNA,76,485903,2144382,230,09,014,Benito Ju?írez,09014,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
MOLINO DEL REY ,77,479642,2147289,231,09,016,Miguel Hidalgo,09016,93744,74995,79834,88387,91238,70157,87696,77414,72576,90720,80352,74995,982109
NAPOLES,78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NATIVITAS,79,485550,2142726,236,09,014,Benito Ju?írez,09014,60480,48384,48384,53568,41472,38707,45360,50803,53222,51408,48211,43546,583546
NATIVITAS ,80,485550,2142726,236,09,014,Benito Ju?írez,09014,145152,128218,128218,139277,116122,123379,139104,116122,123379,160272,139277,118541,1577059
NORMANDIA,81,485856,2141928,247,09,007,Iztapalapa,09007,9072,128218,82253,147312,165888,125798,172368,152410,152410,181440,141955,137894,1597018
NUEVO MIGUEL ALEMAN,82,485108,2143877,249,09,014,Benito Ju?írez,09014,87696,79834,65318,136598,129946,60480,93744,FE,FE,FE,FE,26611,680227
ORTIZ RUBIO ,83,485111,2142220,253,09,014,Benito Ju?írez,09014,187488,157248,137894,171418,149299,99187,193536,149990,152410,193536,176774,137894,1906675
P. MARISCAL SUCRE ,84,483060,2143897,254,09,014,Benito Ju?írez,09014,FS,84672,74995,FE,FE,14515,FE,FE,7258,6048,FE,FE,187488
PARQUE DE LOS VENADOS,85,483779,2141901,270,09,014,Benito Ju?írez,09014,166320,120960,125798,139277,138240,135475,169344,133056,133056,157248,133920,125798,1678493
PARROQUIA #1,86,483206,2141726,271,09,014,Benito Ju?írez,09014,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PARROQUIA #2,87,483206,2141726,272,09,014,Benito Ju?írez,09014,6048,4838,2419,2678,2765,2419,3024,2419,2419,6048,5357,4838,45274
PERIODISTA,88,477073,2150067,312,09,016,Miguel Hidalgo,09016,136080,111283,116122,115171,116122,106445,123984,113702,111283,145152,131242,104026,1430611
PIRULERA ,89,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,142128,113702,120960,120528,121651,101606,102816,96768,89510,130032,120528,113702,1373933
POPOTLA ARBOL,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PORTALES ,91,484686,2140946,317,09,014,Benito Ju?írez,09014,148176,123379,101606,123206,113357,82253,93744,82253,74995,90720,69638,60480,1163808
RADIO MIL,92,484258,2143551,353,09,014,Benito Ju?írez,09014,123984,118541,104026,123206,138240,130637,166320,125798,120960,133056,174096,116122,1574986
RIO SAN JOAQUIN,93,477902,2150276,363,09,016,Miguel Hidalgo,09016,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,0
SALESIANO,94,481404,2150143,379,09,016,Miguel Hidalgo,09016,193536,145152,128218,152669,152064,135475,181440,116122,147571,154224,141955,135475,1783901
SAN FELIPE POPOTLA,95,481648,2151031,380,09,016,Miguel Hidalgo,09016,172368,140314,137894,174096,176947,157248,187488,142733,159667,184464,176774,149990,1959984
SAN JOAQUIN TACUBA,96,478238,2150738,386,09,016,Miguel Hidalgo,09016,148176,128218,116122,125885,129946,104026,133056,130637,135475,157248,77674,77414,1463875
TACUBA,97,480210,2151387,459,09,016,Miguel Hidalgo,09016,130032,101606,65318,72317,63590,53222,75600,60480,77414,72576,56246,45965,874368
TIZAPAN,98,478906,2138404,497,09,010,?ülvaro Obreg??n,09010,151200,120960,118541,101779,91238,62899,133056,140314,113702,163296,104458,96768,1398211
VERONICA ,99,481682,2148727,555,09,016,Miguel Hidalgo,09016,160272,133056,135475,158026,154829,142733,175392,142733,140314,172368,163382,147571,1826150
VIADUCTO ,100,481343,2144628,556,09,014,Benito Ju?írez,09014,139104,116122,130637,158026,163123,147571,184464,135475,137894,120960,141955,104026,1679357
ACOXPA #31,101,485192,2133795,5,09,012,Tlalpan,09012,60480,45965,87091,96422,88474,77414,9072,26611,31450,39312,42854,38707,643853
ACOXPA #32,102,485455,2133735,6,09,012,Tlalpan,09012,229824,181440,147571,163382,196301,174182,214704,181440,205632,257040,198202,166925,2316643
AJUSCO,103,483445,2136071,14,09,003,Coyoac?ín,09003,142128,77414,77414,85709,127181,111283,151200,113702,125798,145152,128563,125798,1411344
ALTILLO UNIVERSIDAD,104,481103,2138473,23,09,003,Coyoac?ín,09003,66528,48384,48384,53568,55296,48384,63504,50803,50803,60480,53568,50803,650506
BOSQUES DE TETLALMEYA,105,484033,2133858,90,09,003,Coyoac?ín,09003,90720,70157,70157,77674,71885,60480,9072,67738,67738,114912,93744,91930,886205
CARACOL,106,482972,2134511,96,09,003,Coyoac?ín,09003,93744,74995,74995,83030,85709,74995,93744,67738,67738,81648,66960,60480,925776
CEDRAL,107,488152,2135509,103,09,003,Coyoac?ín,09003,120960,94349,96768,107136,110592,96768,120960,96768,99187,117936,104458,89510,1255392
COLONIA DEL CARMEN FRAGATA ,108,483260,2139989,127,09,003,Coyoac?ín,09003,175392,137894,142733,158026,160358,142733,175392,142733,142733,163296,93744,116122,1751155
COPILCO UNIVERSIDAD,109,480690,2137954,128,09,003,Coyoac?ín,09003,FE,FE,FE,10714,30413,26611,33264,26611,26611,33264,34819,31450,253757
COUNTRY CLUB,110,485226,2139758,129,09,003,Coyoac?ín,09003,51408,41126,43546,48211,47002,43546,51408,43546,43546,54432,48211,41126,557107
DEPORTIVO CANTIL,111,483864,2138082,133,09,003,Coyoac?ín,09003,145152,113702,116122,128563,132710,116122,154224,120960,120960,154224,136598,113702,1553040
DEPORTIVO DURANGO ,112,483374,2135359,134,09,003,Coyoac?ín,09003,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,FS,RH,0
DIRECTO #18,113,489804,2135343,140,09,013,Xochimilco,09013,99792,82253,82253,91066,99533,87091,99792,79834,77414,96768,83030,74995,1053821
DIRECTO #19,114,481368,2134327,141,09,012,Tlalpan,09012,60480,48384,48384,53568,66355,58061,72576,58061,43546,57456,53568,48384,668822
DIRECTO #20-B ,115,480015,2134312,142,09,003,Coyoac?ín,09003,232848,249178,249178,275875,284774,249178,308448,246758,241920,302400,267840,241920,3150317
DIRECTO #21,116,479873,2134178,143,09,012,Tlalpan,09012,123984,72576,72576,80352,91238,79834,99792,79834,79834,99792,88387,79834,1048032
DIRECTO #24,117,482128,2135810,145,09,003,Coyoac?ín,09003,136080,108864,89510,99101,105062,91930,117936,94349,118541,87696,125885,94349,1269302
DIRECTO #25,118,483719,2134751,146,09,003,Coyoac?ín,09003,105840,82253,84672,93744,94003,82253,102816,84672,70157,87696,88387,74995,1051488
EDUCACION #1,119,485357,2138170,147,09,003,Coyoac?ín,09003,99792,74995,74995,83030,85709,74995,93744,74995,74995,102816,91066,77414,1008547
EDUCACION #2 (N) ,120,486192,2137920,148,09,003,Coyoac?ín,09003,30240,24192,24192,26784,55296,48384,60480,48384,48384,63504,56246,41126,527213
HUIPULCO ,121,485681,2132491,176,09,012,Tlalpan,09012,96768,77414,77414,18749,FE,FE,FE,FE,FE,FE,FE,FE,270346
ISSSTE COAPA #1,122,487057,2133526,179,09,012,Tlalpan,09012,102816,82253,142733,158026,171418,149990,181440,145152,135475,169344,179453,162086,1780186
ISSSTE COAPA #2,123,488733,2133590,180,09,012,Tlalpan,09012,93744,67738,77414,85709,88474,77414,93744,74995,84672,105840,93744,84672,1028160
ISSSTE COAPA #3,124,487084,2134763,181,09,003,Coyoac?ín,09003,178416,142733,120960,133920,141005,123379,154224,123379,128218,160272,147312,133056,1686874
ISSSTE COAPA #4,125,487494,2135343,182,09,003,Coyoac?ín,09003,226800,181440,169344,187488,215654,188698,220752,176602,176602,220752,198202,179021,2341354
LA CIENEGA,126,483898,2137741,205,09,003,Coyoac?ín,09003,99792,67738,67738,74995,77414,67738,90720,72576,72576,87696,77674,70157,926813
LOS COYOTES ,127,487314,2135852,214,09,003,Coyoac?ín,09003,6048,7258,7258,8035,5530,4838,6048,4838,4838,6048,5357,7258,73354
LOS REYES COYOACAN,128,483778,2138641,215,09,003,Coyoac?ín,09003,75600,38707,FE,FE,49766,50803,63504,58061,58061,169344,149990,60480,774317
METRO C.U.,129,481622,2136504,223,09,003,Coyoac?ín,09003,30240,12096,12096,13392,13824,12096,30240,24192,24192,33264,24106,21773,251510
MULTIF. COAPA #7 ,130,486679,2133212,233,09,012,Tlalpan,09012,75600,62899,62899,69638,71885,62899,108864,77414,77414,105840,93744,91930,961027
MULTIF. COAPA #8 ,131,487734,2132727,234,09,013,Xochimilco,09013,178416,147571,147571,163382,176947,154829,184464,147571,147571,184464,163382,147571,1943741
NAHUATLACAS ,132,483445,2136059,235,09,003,Coyoac?ín,09003,148176,118541,101606,112493,110592,96768,120960,96768,94349,117936,115171,104026,1337386
PASEOS DE TAXQUENA,133,486893,2138915,273,09,003,Coyoac?ín,09003,42336,45965,45965,50890,52531,45965,66528,53222,53222,63504,56246,55642,632016
PEDREGAL DE CARRASCO ,134,482587,2134705,276,09,003,Coyoac?ín,09003,51408,41126,43546,48211,55296,48384,45360,48384,58061,72576,64282,50803,627437
PEDREGAL DE SAN FRANCISCO,135,482687,2138340,277,09,003,Coyoac?ín,09003,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,FS,FS,0
PEDREGAL DE SANTO DOMINGO,136,482109,2136073,278,09,003,Coyoac?ín,09003,90720,70157,87091,96422,88474,77414,108864,89510,87091,108864,96422,84672,1085702
PEDREGAL IMAN,137,481901,2135103,279,09,003,Coyoac?ín,09003,127008,101606,101606,112493,116122,101606,133056,106445,106445,133056,117850,106445,1363738
PERIFERICO #1,138,485573,2136312,293,09,003,Coyoac?ín,09003,181440,145152,145152,160704,171418,149990,187488,149990,142733,178416,158026,142733,1913242
PERIFERICO #2,139,486493,2134490,304,09,012,Tlalpan,09012,FS,FS,36288,83030,85709,74995,99792,79834,106445,114912,101779,96768,879552
PERIFERICO #3,140,484822,2133935,305,09,012,Tlalpan,09012,90720,70157,70157,77674,80179,70157,90720,72576,70157,93744,83030,84672,953942
PERIFERICO #4,141,484272,2133665,306,09,012,Tlalpan,09012,45360,43546,43546,48211,49766,43546,54432,43546,33869,127008,128563,111283,772675
PERIFERICO #8,142,483602,2132446,310,09,012,Tlalpan,09012,163296,130637,130637,144634,149299,130637,163296,130637,130637,163296,144634,130637,1712275
PERIFERICO #10,143,486333,2132216,294,09,013,Xochimilco,09013,114912,91930,91930,101779,105062,91930,114912,91930,91930,190512,168739,94349,1349914
PERIFERICO #11,144,488634,2132855,295,09,013,Xochimilco,09013,157248,125798,130637,144634,146534,130637,163296,133056,133056,166320,147312,133056,1711584
PERIFERICO #12,145,488153,2133115,296,09,012,Tlalpan,09012,RE,RE,RE,RE,38707,74995,93744,36288,RE,RE,18749,84672,347155
PERIFERICO #13,146,486343,2136134,297,09,003,Coyoac?ín,09003,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,FS,RH,0
PERIFERICO #14,147,488083,2134134,298,09,003,Coyoac?ín,09003,169344,137894,137894,152669,157594,145152,181440,145152,140314,178416,158026,142733,1846627
PERIFERICO #15,148,485969,2135229,299,09,003,Coyoac?ín,09003,84672,65318,55642,72317,74650,65318,81648,65318,67738,78624,69638,72576,853459
PERIFERICO #16,149,489444,2134015,300,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,FS,RE,0
PERIFERICO #17,150,489484,2134564,301,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,FS,RE,0
PERIFERICO #19,151,488874,2136877,303,09,003,Coyoac?ín,09003,66528,53222,53222,58925,60826,53222,66528,53222,53222,66528,50890,53222,689558
POZO 20 DE AGOSTO ,152,487195,2138577,318,09,003,Coyoac?ín,09003,66528,36288,36288,40176,13824,FE,69552,67738,67738,84672,74995,67738,625536
PRADOS CHURUBUSCO ,153,486699,2140007,320,09,003,Coyoac?ín,09003,133056,152410,152410,168739,174182,152410,190512,152410,152410,187488,166061,149990,1932077
PREPARATORIA #5 (N) ,154,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15120,9677,RE,RE,RE,RE,RE,RE,RE,RE,FS,RE,24797
REY MOCTEZUMA,155,483541,2137081,360,09,003,Coyoac?ín,09003,181440,123379,123379,136598,141005,123379,190512,147571,147571,154224,136598,145152,1750810
ROMERO DE TERREROS,156,482187,2138640,364,09,003,Coyoac?ín,09003,145152,118541,118541,131242,146534,113702,157248,125798,140314,154224,136598,142733,1630627
RUIZ CORTINEZ,157,484853,2136072,365,09,003,Coyoac?ín,09003,133056,101606,104026,115171,118886,104026,127008,104026,104026,133056,117850,111283,1374019
SAN FRANCISCO CULHUACAN ,158,487793,2137344,382,09,003,Coyoac?ín,09003,21168,14515,7258,FE,FE,29030,33264,FE,FE,FE,FE,FE,105235
SAN NICOLAS TOLENTINO,159,485838,2133075,418,09,012,Tlalpan,09012,190512,140314,140314,155347,160358,140314,175392,130637,130637,166320,147312,133056,1810512
SANTA URSULA,160,483587,2135232,448,09,003,Coyoac?ín,09003,148176,116122,234662,257126,276480,246758,302400,246758,246758,308448,273197,232243,2889130
SANTA URSULA COAPA,161,483956,2134956,449,09,003,Coyoac?ín,09003,48384,38707,41126,45533,44237,41126,51408,41126,12096,9072,128563,116122,617501
TERRANOVA,162,480277,2137821,495,09,003,Coyoac?ín,09003,145152,116122,120960,133920,132710,116122,172368,140314,133056,166320,152669,137894,1667606
UNIVERSIDAD ,163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39312,31450,31450,34819,35942,62899,78624,62899,62899,78624,37498,31450,587866
VILLA OLIMPICA #1,164,480489,2134541,563,09,003,Coyoac?ín,09003,130032,113702,118541,128563,132710,101606,123984,101606,101606,127008,74995,101606,1355962
VIVEROS DEL RELOJ #1,165,485383,2135593,568,09,003,Coyoac?ín,09003,163296,113702,118541,128563,135475,133056,163296,133056,154829,160272,141955,140314,1686355
VIVEROS DEL RELOJ #2,166,485353,2136042,569,09,003,Coyoac?ín,09003,154224,120960,120960,133920,138240,123379,154224,123379,123379,154224,136598,104026,1587514
ZAPATA #17 ,167,482186,2134254,576,09,012,Tlalpan,09012,45360,36288,36288,40176,44237,38707,48384,38707,36288,45360,40176,36288,486259
