GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,17110312
2009,,,,,,,,,,,,,,,,,,,,,411880016
,,486,,,,,,,,,,,,,,,,,,,438070450
VILLA OLIMPICA #1,168,480489,2134541,563,09,003,Coyoac?ín,09003,149299,144634,130637,149299,144634,130637,149299,144634,130637,149299,144634,149299,1716941
VIVEROS DEL RELOJ #1,169,485383,2135593,568,09,003,Coyoac?ín,09003,149299,144634,130637,149299,144634,130637,149299,58925,58061,66355,64282,66355,1312416
VIVEROS DEL RELOJ #2,170,485353,2136042,569,09,003,Coyoac?ín,09003,107827,104458,94349,107827,104458,94349,107827,104458,94349,107827,104458,105062,1237248
ZAPATA #17 ,171,482186,2134254,576,09,012,Tlalpan,09012,55296,53568,50803,58061,56246,50803,63590,61603,53222,60826,61603,63590,689213
ZAPOTECAS,172,483267,2136640,577,09,003,Coyoac?ín,09003,8294,8035,7258,8294,8035,7258,8294,8035,7258,5530,5357,5530,87178
TULYEHUALCO SUR #1 ,173,489324,2133515,512,09,012,Tlalpan,09012,125182,121552,267033,256611,218991,241053,263356,246707,239615,235342,255337,256544,2727324
TULYEHUALCO SUR #2 ,174,488938,2133322,517,09,012,Tlalpan,09012,119492,116027,115822,111301,100033,110111,120299,112693,105197,103321,109430,109948,1333672
TULYEHUALCO SUR #3 ,175,488153,2133115,519,09,012,Tlalpan,09012,116647,113264,131908,126760,110847,122015,133304,124876,119808,117671,124629,125218,1466946
TULYEHUALCO SUR #4 ,176,487881,2132804,525,09,013,Xochimilco,09013,RH,RH,RH,RH,RH,83327,178822,167517,160718,157852,182383,183246,1113865
TULYEHUALCO SUR #5 ,177,487503,2132636,526,09,013,Xochimilco,09013,156477,151940,176950,170044,151401,166654,182074,170563,169484,166462,170224,171030,2003301
TULYEHUALCO SUR #6 ,178,487208,2132493,527,09,013,Xochimilco,09013,258899,251391,276685,265886,232509,255933,273110,255844,78898,77491,82072,82461,2391179
TULYEHUALCO SUR #7 ,179,486933,2132236,528,09,013,Xochimilco,09013,122337,151940,128691,123668,116254,127967,139807,130968,122730,120541,127668,128272,1540842
TULYEHUALCO SUR #8 ,180,486105,2132113,529,09,013,Xochimilco,09013,25605,77351,64345,61834,72997,80351,87785,82236,78898,77491,82072,82461,873427
TULYEHUALCO SUR #9 ,181,485351,2132095,530,09,012,Tlalpan,09012,119492,116027,93301,89659,110847,122015,94288,88327,119808,117671,112470,113002,1296906
TULYEHUALCO SUR #10 ,182,486333,2132216,513,09,013,Xochimilco,09013,113802,110502,102952,98935,86515,59519,58524,97465,111041,109061,115509,116056,1179880
TULYEHUALCO SUR #11 ,183,484473,2132617,514,09,012,Tlalpan,09012,122337,118789,131908,126760,110847,122015,133304,124876,113963,111931,124629,125218,1466577
TULYEHUALCO SUR #12 ,184,484107,2133070,515,09,012,Tlalpan,09012,88196,85639,96518,92751,91922,101183,107293,100510,87664,86101,91192,91623,1120592
TULYEHUALCO SUR #13 ,185,486343,2136109,516,09,003,Coyoac?ín,09003,31295,30388,35390,34009,24332,26784,35764,33503,29221,28700,33437,33595,376420
TULYEHUALCO SUR #23 ,186,489609,2135481,518,09,013,Xochimilco,09013,54056,52488,54693,52559,54072,59519,58524,24366,RH,RH,RH,48866,459143
TULYEHUALCO SUR #33 ,187,489692,2133900,520,09,013,Xochimilco,09013,93886,91164,106170,102026,89218,98207,107293,100510,96431,94711,100311,100785,1180713
TULYEHUALCO SUR #34 ,188,489568,2136213,521,09,013,Xochimilco,09013,82506,80114,90083,86568,75700,83327,91037,85281,84742,83231,88152,88569,1019310
TULYEHUALCO SUR #35 ,189,489834,2135709,522,09,013,Xochimilco,09013,76816,41438,64345,64926,56775,62495,16257,RH,23377,60271,75993,76353,619046
TULYEHUALCO SUR #36 ,190,484773,2132258,523,09,012,Tlalpan,09012,133717,129839,144777,139127,116254,127967,146309,137059,125652,123411,130708,131326,1586147
TULYEHUALCO SUR #38 ,191,489569,2136221,524,09,013,Xochimilco,09013,65436,63538,83649,80384,75700,83327,87785,82236,81820,80361,88152,88569,960958
XOCHIMILCO #28 ,192,484437,2133089,570,09,012,Tlalpan,09012,85788,88228,37581,36900,32737,36200,26304,33956,107971,101741,94455,101112,782973
XOCHIMILCO #29 ,193,484599,2133433,571,09,012,Tlalpan,09012,65770,67641,78578,77155,68449,75692,55000,71000,RE,RE,RE,FS,559284
XOCHIMILCO #30 ,194,484641,2133825,572,09,012,Tlalpan,09012,160137,164692,191320,187855,166659,184293,133912,172868,138819,130810,132937,142306,1906609
ZAPATA #14 ,195,488083,2134134,573,09,003,Coyoac?ín,09003,74349,76464,102493,100637,89281,98729,74130,95695,115683,109009,104950,112347,1153766
ZAPATA #15 ,196,483077,2134102,574,09,012,Tlalpan,09012,34315,35291,40997,40255,35713,39491,28695,37043,46273,43603,41980,44939,468596
ZAPATA #16 ,197,489444,2134015,575,09,013,Xochimilco,09013,94366,108814,126408,124119,110114,105310,88478,114217,142675,134444,129439,138561,1416945
ARENAL,198,485285,2131689,37,09,013,Xochimilco,09013,138240,136598,125798,141005,91066,72576,135475,117850,104026,118886,120528,124416,1426464
ARTESANIAS O VILLA OLIMPICA,199,480679,2133319,40,09,012,Tlalpan,09012,60826,61603,65318,69120,64282,72576,63590,80352,65318,80179,45533,71885,800582
BATAM ,200,477520,2137686,85,09,008,La Magdalena Contreras,09008,5530,5357,4838,5530,5357,4838,5530,5357,4838,5530,5357,5530,63590
BELISARIO DOMINGUEZ,201,481265,2133300,86,09,012,Tlalpan,09012,77414,74995,70157,71885,69638,62899,71885,69638,62899,71885,69638,71885,844819
BOSQUE TLALPAN #1,202,479688,2133363,88,09,012,Tlalpan,09012,58061,56246,48384,63590,50890,31450,13824,2678,7258,60826,45533,24883,463622
BOSQUE TLALPAN #2,203,479648,2133076,89,09,012,Tlalpan,09012,13824,24106,41126,30413,24106,29030,38707,40176,36288,35942,26784,30413,370915
CANAL #13,204,478437,2134424,95,09,012,Tlalpan,09012,80179,93744,72576,71885,91066,82253,91238,88387,82253,91238,93744,102298,1040861
CLUB DE GOLF #1,205,483400,2131600,122,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
CLUB DE GOLF #2 ,206,483400,2131600,123,09,012,Tlalpan,09012,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,0
NORMANDIA,207,485856,2141928,247,09,007,Iztapalapa,09007,16589,16070,14515,13824,10714,9677,11059,24106,21773,24883,24106,24883,212198
CLUB DE GOLF #4 ,208,483400,2131600,125,09,012,Tlalpan,09012,19354,18749,16934,19354,18749,16934,19354,18749,16934,19354,18749,19354,222566
DALIAS,209,481889,2141303,132,09,014,Benito Ju?írez,09014,60826,58925,53222,60826,58925,53222,60826,58925,53222,60826,58925,60826,699494
DEPORTIVO VIVANCO ,210,483427,2139343,137,09,003,Coyoac?ín,09003,RH,RH,4838,49766,48211,43546,49766,48211,43546,49766,48211,49766,435629
DEPORTIVO XOCHITL ,211,481054,2132826,138,09,012,Tlalpan,09012,55296,48211,53222,60826,56246,48384,55296,56246,48384,60826,58925,52531,654394
EL CAMINERO ,212,481103,2138473,150,09,003,Coyoac?ín,09003,88474,26784,19354,19354,18749,16934,19354,18749,16934,19354,18749,19354,302141
EL TREBOL,213,482401,2131586,151,09,012,Tlalpan,09012,55296,58925,53222,63590,61603,58061,66355,64282,58061,66355,64282,58061,728093
EL ZAPOTE,214,481267,2133874,152,09,012,Tlalpan,09012,160358,139277,135475,157594,155347,137894,149299,128563,111283,129946,125885,127181,1658102
FOVISSSTE,215,480685,2132104,156,09,012,Tlalpan,09012,33178,32141,29030,33178,32141,29030,33178,32141,29030,33178,32141,30413,378778
FUENTES BROTANTES #1,216,481550,2132467,159,09,012,Tlalpan,09012,11059,10714,9677,11059,10714,9677,11059,10714,9677,11059,10714,11059,127181
FUENTES BROTANTES #2,217,481296,2132279,160,09,012,Tlalpan,09012,52531,34819,38707,52531,42854,53222,52531,32141,50803,52531,42854,41472,546998
FUENTES DEL PEDREGAL ,218,476178,2134095,161,09,012,Tlalpan,09012,PA,PA,PA,PA,PA,PA,PA,PA,RH,RH,RH,RH,0
GALEANA TLALPAN,219,482632,2132332,162,09,012,Tlalpan,09012,2765,8035,9677,8294,10714,9677,13824,13392,12096,11059,16070,16589,132192
HIDALGO TLALPAN,220,480912,2132969,172,09,012,Tlalpan,09012,55296,61603,60480,71885,66960,60480,60826,61603,38707,58061,64282,47002,707184
ISSFAM,221,483120,2131330,178,09,012,Tlalpan,09012,91238,88387,62899,94003,91066,77414,85709,88387,67738,85709,88387,105062,1026000
JARDIN DE LA MONTANA #1,222,479273,2133860,191,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RH,RH,RH,RE,0
JARDIN DE LA MONTANA #2,223,478378,2133978,192,09,012,Tlalpan,09012,22118,21427,19354,22118,21427,16934,8294,16070,19354,22118,21427,22118,232762
LIMANTITLA,224,481534,2132038,211,09,012,Tlalpan,09012,77414,69638,60480,58061,93744,41126,80179,61603,70157,88474,48211,94003,843091
#37,225,483038,2133008,1,09,012,Tlalpan,09012,24883,48211,19354,19354,42854,72576,71885,99101,84672,85709,99101,82944,750643
PADIERNA #1,226,476778,2134389,255,09,012,Tlalpan,09012,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
PADIERNA #2,227,476720,2134847,256,09,012,Tlalpan,09012,116122,112493,101606,116122,112493,101606,116122,112493,91930,105062,101779,105062,1292890
PADIERNA #3,228,477226,2134706,257,09,012,Tlalpan,09012,52531,66960,55642,52531,61603,55642,74650,72317,38707,44237,83030,85709,743558
PADIERNA #4,229,476884,2135388,258,09,008,La Magdalena Contreras,09008,41472,42854,26611,38707,42854,29030,41472,48211,41126,27648,5357,49766,435110
PADIERNA #5,230,477814,2133790,259,09,012,Tlalpan,09012,88474,99101,91930,107827,107136,96768,82944,107136,101606,118886,125885,132710,1260403
PADIERNA PICACHO,231,476943,2133837,260,09,012,Tlalpan,09012,11059,10714,9677,8294,FE,FE,FE,FE,FE,FE,FE,8294,48038
PEDREGAL #2,232,478376,2140393,274,09,010,?ülvaro Obreg??n,09010,24883,24106,19354,27648,29462,24192,27648,37498,38707,55296,29462,13824,352080
PEDREGAL AGUILAS,233,482211,2130826,275,09,012,Tlalpan,09012,66355,56246,50803,58061,66960,60480,69120,56246,55642,69120,69638,66355,745027
PENA POBRE,234,479896,2133084,280,09,012,Tlalpan,09012,33178,32141,33869,38707,34819,31450,35942,34819,33869,38707,32141,33178,412819
PENA POBRE #2,235,480997,2133774,281,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PERIFERICO #5,236,483200,2133848,307,09,012,Tlalpan,09012,99533,88387,67738,55296,85709,55642,71885,69638,60480,69120,72317,74650,870394
PERIFERICO #6,237,484192,2132586,308,09,012,Tlalpan,09012,41472,21427,36288,49766,40176,41126,49766,56246,48384,47002,64282,58061,553997
PERIFERICO #7,238,483602,2132446,309,09,012,Tlalpan,09012,38707,56246,45965,44237,48211,29030,41472,45533,36288,49766,45533,55296,536285
R-1,239,483430,2130663,333,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
R-2,240,483177,2130602,338,09,012,Tlalpan,09012,60826,64282,48384,55296,53568,48384,60826,77674,67738,80179,77674,66355,761184
R-3,241,483552,2130452,346,09,012,Tlalpan,09012,69120,69638,70157,77414,77674,70157,80179,101779,87091,102298,101779,107827,1015114
R-4,242,483815,2130811,347,09,012,Tlalpan,09012,35942,32141,9677,11059,10714,9677,11059,10714,9677,11059,10714,27648,190080
R-5,243,484339,2131154,348,09,012,Tlalpan,09012,71885,72317,62899,74650,72317,60480,71885,72317,60480,71885,69638,60826,821578
R-6,244,485210,2132061,349,09,013,Xochimilco,09013,30413,37498,31450,35942,34819,29030,33178,48211,45965,52531,53568,35942,468547
R-7,245,484935,2131404,350,09,012,Tlalpan,09012,105062,107136,87091,96768,91066,79834,85709,99101,82253,107827,104458,96768,1143072
R-8,246,484693,2131234,351,09,012,Tlalpan,09012,47002,45533,41126,47002,48211,43546,38707,50890,43546,49766,42854,49766,547949
R-9,247,484129,2130853,352,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
R-10,248,483792,2130536,334,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
REINO AVENTURA ,249,477889,2133563,358,09,012,Tlalpan,09012,PA,PA,PA,PA,PA,PA,PA,42854,58061,66355,64282,66355,297907
SAN FERNANDO TLALPAN ,250,481638,2133393,381,09,012,Tlalpan,09012,163123,149990,104026,124416,144634,104026,149299,144634,125798,154829,158026,160358,1683158
SAN JERONIMO #3 (ANZALDO) ,251,476723,2136300,385,09,008,La Magdalena Contreras,09008,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN PEDRO MARTIR #1,252,483072,2129627,420,09,012,Tlalpan,09012,96768,93744,79834,94003,91066,84672,96768,93744,84672,99533,85709,94003,1094515
SAN RAMON,253,477947,2137711,423,09,008,La Magdalena Contreras,09008,55296,53568,48384,55296,53568,48384,55296,53568,48384,55296,53568,55296,635904
SUR #27 BIS ,254,483401,2133291,458,09,012,Tlalpan,09012,55296,48211,PA,PA,24106,48384,55296,53568,48384,55296,53568,55296,497405
TLALCOLIGIA ,255,481921,2130816,499,09,012,Tlalpan,09012,38707,40176,33869,30413,37498,26611,27648,29462,29030,38707,21427,24883,378432
TOPILEJO ,256,486705,2123955,500,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
TORIELLO ,257,483222,2133095,501,09,012,Tlalpan,09012,74650,72317,65318,74650,72317,65318,74650,72317,65318,74650,72317,74650,858470
VIADUCTO TLALPAN #1,258,483438,2132139,557,09,012,Tlalpan,09012,105062,101779,77414,82944,88387,94349,146534,155347,104026,121651,117850,121651,1316995
VIADUCTO TLALPAN #2,259,483032,2131706,558,09,012,Tlalpan,09012,80179,77674,50803,66355,58925,72576,80179,77674,65318,77414,77674,80179,864950
VILLA OLIMPICA #2,260,480443,2134197,564,09,012,Tlalpan,09012,38707,32141,33869,38707,37498,33869,38707,37498,33869,38707,37498,38707,439776
VILLA OLIMPICA #3,261,479950,2133465,565,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
MIRADOR #1,262,494077,2127688,225,09,013,Xochimilco,09013,77414,77674,70157,80179,58925,FE,FE,FE,FE,FE,FE,FE,364349
MIRADOR #2,263,494205,2127862,226,09,013,Xochimilco,09013,107827,104458,94349,107827,104458,94349,107827,104458,94349,107827,104458,107827,1240013
MIRADOR #3,264,494228,2127235,227,09,013,Xochimilco,09013,58061,58925,48384,55296,53568,55642,63590,61603,67738,77414,74995,77414,752630
MONTE SUR #1 ,265,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66355,64282,55642,63590,64282,58061,66355,64282,60480,69120,69638,66355,768442
MONTE SUR #2 ,266,487741,2125198,232,09,013,Xochimilco,09013,63590,61603,50803,55296,53568,41126,44237,42854,43546,49766,45533,47002,598925
NATIVITAS #1 ,267,489958,2127340,237,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NATIVITAS #2 ,268,490330,2126433,238,09,013,Xochimilco,09013,171418,160704,140314,168653,166061,142733,163123,160704,147571,171418,163382,168653,1924733
NATIVITAS #3 ,269,490458,2126770,239,09,013,Xochimilco,09013,138240,133920,118541,113357,120528,111283,132710,128563,120960,138240,109814,127181,1493338
NORIA #1,270,486562,2130782,240,09,013,Xochimilco,09013,99533,96422,87091,99533,10714,FE,11059,96422,72576,82944,80352,85709,822355
NORIA #2,271,487133,2129237,241,09,013,Xochimilco,09013,107827,107136,96768,102298,109814,74995,102298,107136,99187,113357,109814,113357,1243987
NORIA #3,272,487635,2129008,242,09,013,Xochimilco,09013,80179,77674,70157,80179,77674,70157,80179,77674,70157,80179,77674,80179,922061
NORIA #4,273,487975,2128974,243,09,013,Xochimilco,09013,235008,214272,232243,268186,246413,200794,229478,219629,200794,223949,222307,229478,2722550
NORIA #6,274,488178,2127972,245,09,013,Xochimilco,09013,168653,163382,147571,168653,163382,147571,168653,163382,147571,168653,163382,168653,1939507
NORIA #7,275,489421,2127836,246,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS TLAXIALTEMALCO,276,496162,2128409,414,09,013,Xochimilco,09013,157594,149990,133056,157594,139277,130637,129946,139277,130637,138240,141955,146534,1694736
PANTEON SAN LUCAS XOCHIMANCA,277,488329,2126886,269,09,013,Xochimilco,09013,116122,112493,101606,96768,136598,111283,127181,123206,108864,124416,120528,124416,1403482
PERIFERICO #09 ,278,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44237,42854,38707,44237,42854,38707,44237,42854,38707,44237,42854,41472,505958
PERIFERICO #8,279,483602,2132446,310,09,012,Tlalpan,09012,121651,93744,84672,102298,104458,104026,96768,50890,RE,RE,66960,82944,908410
PISTA OLIMPICA #1,280,489138,2132973,314,09,013,Xochimilco,09013,113357,125885,82253,107827,120528,101606,124416,117850,106445,124416,139277,143770,1407629
RECLUSORIO SUR #1,281,487085,2126212,354,09,013,Xochimilco,09013,141005,112493,104026,127181,99101,106445,127181,128563,106445,107827,109814,135475,1405555
RECLUSORIO SUR #2,282,486650,2126527,355,09,013,Xochimilco,09013,94003,91066,50803,107827,72317,19354,2765,FE,45965,52531,58925,99533,695088
RESIDENCIAL SUR,283,486065,2131760,359,09,013,Xochimilco,09013,143770,136598,154829,179712,163382,149990,176947,168739,154829,176947,174096,176947,1956787
S-1,284,488882,2127217,366,09,013,Xochimilco,09013,132710,128563,116122,132710,128563,116122,132710,128563,116122,132710,128563,132710,1526170
S-2,285,487111,2126517,371,09,013,Xochimilco,09013,165888,160704,145152,165888,160704,135475,154829,149990,137894,157594,155347,174182,1863648
S-3,286,489958,2126538,372,09,013,Xochimilco,09013,85709,50890,9677,55296,85709,43546,44237,85709,72576,82944,77674,85709,779674
S-4,287,486666,2126212,373,09,013,Xochimilco,09013,80179,72317,70157,71885,48211,41126,58061,69638,74995,88474,77674,41472,794189
S-5,288,489992,2126177,374,09,013,Xochimilco,09013,110592,109814,99187,94003,109814,106445,121651,117850,104026,116122,109814,116122,1315440
S-6,289,490912,2126096,375,09,013,Xochimilco,09013,149299,144634,130637,124416,109814,89510,91238,88387,74995,85709,83030,85709,1257379
S-7,290,492891,2126808,376,09,013,Xochimilco,09013,143770,139277,125798,143770,139277,118541,30413,FE,118541,135475,131242,135475,1361578
S-8,291,488261,2127516,377,09,013,Xochimilco,09013,124416,123206,111283,129946,125885,111283,127181,123206,111283,58061,123206,124416,1393373
S-9,292,486026,2130803,378,09,013,Xochimilco,09013,132710,125885,118541,143770,141955,123379,141005,133920,118541,138240,133920,135475,1587341
S-10,293,485222,2130406,367,09,013,Xochimilco,09013,44237,45533,45965,52531,50890,43546,47002,45533,38707,44237,48211,47002,553392
S-11,294,496467,2128172,368,09,013,Xochimilco,09013,49766,96422,87091,94003,93744,43546,52531,50890,45965,52531,50890,52531,769910
SANTIAGO TEPALCATLALPAN ,295,487217,2127605,451,09,013,Xochimilco,09013,121651,120528,108864,107827,88387,89510,113357,115171,99187,116122,99101,99533,1279238
SAN GREGORIO ATL. #1,296,493006,2128467,383,09,013,Xochimilco,09013,69120,66960,50803,66355,56246,50803,38707,37498,33869,47002,50890,52531,620784
SAN GREGORIO ATL. #2,297,492890,2127862,384,09,013,Xochimilco,09013,63590,61603,55642,63590,61603,55642,63590,61603,55642,63590,61603,63590,731290
SAN LUCAS XOCHIMANCA ,298,487902,2127087,393,09,013,Xochimilco,09013,149299,120528,91930,49766,96422,77414,80179,141955,128218,146534,139277,146534,1368058
SAN LUIS #1,299,497615,2129035,394,09,013,Xochimilco,09013,27648,34819,36288,41472,56246,45965,44237,53568,48384,44237,53568,33178,519610
SAN LUIS #3,300,497036,2129582,407,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #5,301,497315,2129600,409,09,013,Xochimilco,09013,71885,66960,53222,44237,29462,50803,49766,61603,60480,55296,48211,71885,663811
SAN LUIS #6,302,497439,2129597,410,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #7,303,496647,2129289,411,09,013,Xochimilco,09013,154829,149990,137894,157594,152669,118541,135475,112493,91930,121651,101779,105062,1539907
SAN LUIS #8,304,496435,2128999,412,09,013,Xochimilco,09013,91238,88387,79834,91238,88387,79834,91238,88387,79834,91238,88387,91238,1049242
SAN LUIS #9,305,496048,2129025,413,09,013,Xochimilco,09013,157594,152669,99187,60826,26784,21773,35942,42854,94349,110592,120528,124416,1047514
SAN LUIS #10,306,495713,2128981,395,09,013,Xochimilco,09013,132710,152669,130637,160358,155347,140314,143770,88387,29030,33178,32141,33178,1231718
SAN LUIS #11,307,495413,2128559,396,09,013,Xochimilco,09013,265421,257126,232243,265421,257126,232243,265421,257126,232243,265421,257126,265421,3052339
SAN LUIS #12,308,495360,2128726,397,09,013,Xochimilco,09013,163123,174096,169344,199066,195523,176602,201830,195523,176602,201830,195523,201830,2250893
SAN LUIS #13,309,494961,2128603,398,09,013,Xochimilco,09013,124416,128563,106445,127181,104458,87091,107827,125885,106445,121651,112493,110592,1363046
SAN LUIS #14,310,493710,2128823,399,09,013,Xochimilco,09013,102298,77674,91930,66355,88387,91930,99533,96422,91930,88474,93744,99533,1088208
SAN LUIS #16,311,492704,2128176,401,09,013,Xochimilco,09013,124416,131242,128218,149299,115171,116122,135475,136598,128218,127181,93744,102298,1487981
SAN LUIS #17,312,492917,2128568,402,09,013,Xochimilco,09013,47002,24106,33869,58061,50890,50803,55296,53568,41126,41472,42854,44237,543283
SAN LUIS #18,313,492829,2128339,403,09,013,Xochimilco,09013,240538,233021,210470,240538,233021,210470,240538,233021,210470,240538,233021,240538,2766182
SAN LUIS #19,314,491807,2127960,404,09,013,Xochimilco,09013,77414,77674,67738,74650,74995,67738,77414,72317,70157,74650,74995,77414,887155
SAN LUIS #20,315,490706,2127793,406,09,013,Xochimilco,09013,135475,131242,89510,55296,53568,48384,55296,53568,45965,52531,50890,52531,824256
SAN LORENZO ATEMOAYA #1,316,489528,2127154,390,09,013,Xochimilco,09013,58061,56246,50803,58061,56246,50803,58061,56246,53222,60826,42854,49766,651197
SAN LORENZO ATEMOAYA #2,317,489441,2127276,391,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SANTA CRUZ ACALPIXCA #1,318,492715,2127316,440,09,013,Xochimilco,09013,132710,112493,82253,85709,133920,120960,138240,133920,120960,80179,RE,RH,1141344
SANTA CRUZ ACALPIXCA #2,319,492727,2127595,441,09,013,Xochimilco,09013,143770,139277,125798,143770,109814,53222,8294,RE,RE,24883,139277,188006,1076112
SANTA CRUZ XOCHITEPEC,320,486440,2128685,444,09,013,Xochimilco,09013,154829,149990,140314,121651,163382,152410,176947,179453,159667,185242,174096,185242,1943222
TEPEPAN #1,321,484817,2130992,485,09,012,Tlalpan,09012,71885,64282,60480,52531,56246,53222,69120,72317,70157,82944,72317,66355,791856
TEPEPAN #2,322,484526,2130414,486,09,012,Tlalpan,09012,77414,72317,58061,69120,72317,45965,77414,58925,67738,74650,74995,77414,826330
TEPEPAN #3,323,485444,2131291,487,09,013,Xochimilco,09013,141005,144634,125798,116122,133920,65318,77414,74995,130637,129946,99101,105062,1343952
CERRILLOS #1,324,497979,2128002,105,09,013,Xochimilco,09013,85709,85709,77414,85709,85709,72576,82944,80352,74995,82944,83030,85709,982800
CERRILLOS #2,325,498560,2127688,106,09,011,Tl?íhuac,09011,58061,56246,50803,58061,56246,41126,47002,45533,41126,47002,45533,47002,593741
CERRILLOS #3,326,498585,2127177,107,09,011,Tl?íhuac,09011,88474,88387,79834,88474,88387,74995,82944,83030,82253,91238,83030,94003,1025050
ESCUDO NACIONAL #1,327,499305,2127979,153,09,011,Tl?íhuac,09011,99533,96422,87091,99533,96422,87091,99533,96422,87091,99533,96422,99533,1144627
ESCUDO NACIONAL #2,328,499028,2127046,154,09,011,Tl?íhuac,09011,35942,34819,31450,35942,34819,31450,35942,34819,31450,35942,34819,35942,413338
R-11,329,499184,2127397,335,09,011,Tl?íhuac,09011,66355,64282,58061,66355,64282,58061,66355,64282,62899,71885,69638,44237,756691
R-18,330,500141,2123254,336,09,009,Milpa Alta,09009,94003,91066,82253,38707,37498,77414,88474,85709,77414,88474,85709,88474,935194
R-19,331,498387,2122183,337,09,009,Milpa Alta,09009,11059,10714,9677,11059,10714,9677,11059,10714,9677,11059,10714,11059,127181
R-21,332,498543,2122563,339,09,009,Milpa Alta,09009,63590,61603,55642,63590,61603,55642,63590,61603,55642,63590,61603,63590,731290
R-22,333,500132,2122660,340,09,009,Milpa Alta,09009,27648,26784,24192,27648,26784,24192,22118,26784,91930,105062,72317,66355,541814
R-24,334,499460,2123283,341,09,009,Milpa Alta,09009,58061,56246,50803,58061,56246,50803,58061,56246,48384,55296,53568,55296,657072
R-25,335,498704,2122951,342,09,009,Milpa Alta,09009,82944,80352,72576,80179,77674,72576,82944,80352,72576,77414,66960,82944,929491
R-26,336,500353,2122335,343,09,009,Milpa Alta,09009,94003,91066,82253,94003,91066,79834,91238,88387,82253,94003,91066,94003,1073174
R-28,337,500633,2123093,345,09,009,Milpa Alta,09009,143770,139277,116122,143770,139277,123379,141005,136598,125798,135475,139277,146534,1630282
S-12,338,498012,2128664,369,09,013,Xochimilco,09013,132710,128563,116122,132710,128563,108864,124416,120528,108864,124416,120528,124416,1470701
S-13,339,498497,2128189,370,09,013,Xochimilco,09013,24883,24106,21773,24883,24106,21773,24883,24106,21773,24883,24106,24883,286157
SAN JUAN TEPENAHUAC,340,500689,2121549,387,09,009,Milpa Alta,09009,163123,158026,142733,163123,155347,140314,163123,158026,140314,152064,155347,163123,1854662
SAN PEDRO ATOCPAN ,341,494862,2124268,419,09,009,Milpa Alta,09009,74650,72317,65318,74650,72317,65318,74650,72317,65318,74650,72317,74650,858470
SANTA CATARINA #5 ,342,497411,2134398,433,09,011,Tl?íhuac,09011,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0
TECOMITL #10,343,501476,2124659,464,09,009,Milpa Alta,09009,127181,125885,113702,127181,120528,113702,127181,93744,31450,8294,96422,99533,1184803
TECOMITL #11,344,501597,2124497,465,09,009,Milpa Alta,09009,74650,72317,65318,74650,56246,FE,FE,RH,24192,146534,141955,146534,802397
TECOMITL #12,345,502121,2124423,466,09,009,Milpa Alta,09009,146534,125885,96768,116122,112493,128218,143770,184810,106445,RH,RH,165888,1326931
TECOMITL #13,346,501779,2124406,467,09,009,Milpa Alta,09009,160358,160704,145152,163123,155347,140314,157594,64282,33869,60826,155347,160358,1557274
TECOMITL #14,347,502113,2124639,468,09,009,Milpa Alta,09009,138240,136598,123379,138240,133920,123379,138240,131242,120960,138240,136598,141005,1600042
