GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,18973440
1990,,,,,,,,,,,,,,,,,,,,,426512814
,,418,,,,,,,,,,,,,,,,,,,450042903
GRANJAS SAN ANTONIO,160,488920,2141217,171,09,007,Iztapalapa,09007,37498,33869,32141,36288,32141,33696,34819,32141,31104,29462,33696,32141,398995
IZTAPALAPA #1,161,490429,2140629,184,09,007,Iztapalapa,09007,176774,162086,133920,165888,112493,111456,123206,155347,114048,141955,REPAR.,POZ. PAR,1397174
IZTAPALAPA #2,162,489524,2140324,186,09,007,Iztapalapa,09007,179453,166925,184810,119232,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,80352,220320,235699,1186790
IZTAPALAPA #4,163,493536,2140947,187,09,007,Iztapalapa,09007,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,0,0,0,0,0,0
IZTAPALAPA #6,164,494401,2141125,188,09,007,Iztapalapa,09007,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0,0,0,0,0,0
IZTAPALAPA #8,165,495991,2139156,189,09,007,Iztapalapa,09007,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,0,0,0,0,0,0
REYES IZTAPALAPA,166,489024,2138895,361,09,007,Iztapalapa,09007,93744,87091,101779,88128,83030,90720,101779,107136,103680,125885,121824,123206,1228003
PANTEON CIVIL #1,167,492110,2138566,266,09,007,Iztapalapa,09007,48211,48384,16070,REPAR.,REPAR.,REPAR.,REPAR.,117850,28512,REPAR.,REPAR.,123206,382234
PANTEON CIVIL #2,168,492185,2138296,267,09,007,Iztapalapa,09007,166061,145152,168739,160704,179453,137376,40176,61603,127008,133920,145152,96422,1561766
PANTEON CIVIL #3,169,491725,2138701,268,09,007,Iztapalapa,09007,34819,29030,24106,44064,37498,44064,8035,64282,69984,58925,85536,61603,561946
PENON #1,170,496929,2143163,282,09,007,Iztapalapa,09007,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,REPOS.,REPOS.,0,0,0,0,0,0
PENON #2,171,496431,2141160,283,09,007,Iztapalapa,09007,158026,130637,152669,147744,176774,173664,174096,155347,152928,198202,155520,160704,1936310
PENON #3,172,497573,2142887,285,09,007,Iztapalapa,09007,222307,203213,227664,184032,216950,215136,246413,233021,220320,141955,228096,219629,2558736
PENON #4,173,495210,2141993,286,09,007,Iztapalapa,09007,208915,159667,235699,228096,235699,235872,219629,230342,222912,241056,217728,200880,2636496
PENON #5,174,485811,2136521,288,09,003,Coyoac?ín,09003,155347,130637,141955,137376,136598,134784,144634,144634,1451520,152669,142560,139277,3011990
PENON #6,175,497336,2141954,289,09,007,Iztapalapa,09007,241056,195955,243734,225504,219629,225504,243734,238378,217728,246413,220320,222307,2740262
PENON #7,176,496897,2141745,290,09,007,Iztapalapa,09007,198202,159667,109814,137376,176774,181440,187488,179453,165888,179453,158112,174096,2007763
PENON #8,177,496437,2142004,291,09,007,Iztapalapa,09007,192845,157248,195523,217728,187488,199584,160704,270518,251424,294624,199584,2089152,4416422
PENON #9,178,496509,2142463,292,09,007,Iztapalapa,09007,99101,91930,85709,82944,66960,49248,61603,83030,15552,45533,75168,77674,834451
PURISIMA IZTAPALAPA,179,492113,2140360,326,09,007,Iztapalapa,09007,99101,89510,93744,101088,66960,98496,80352,83030,82944,93744,15552,26784,931306
PURISIMA IZTAPALAPA #2,180,492326,2140858,328,09,007,Iztapalapa,09007,104458,96768,107136,108864,77674,77760,109814,29462,93312,133920,134784,8035,1081987
PURISIMA IZTAPALAPA #7,181,492584,2141270,332,09,007,Iztapalapa,09007,56246,116122,53568,75168,133920,150336,163382,104458,150336,128563,191808,96422,1420330
SANTA MARIA AZTAHUACAN,182,497536,2139617,447,09,007,Iztapalapa,09007,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,0,0,0,0,0,0
SECTOR POPULAR #1,183,480042,2143331,454,09,014,Benito Ju?írez,09014,171418,154829,171418,165888,155347,155520,160704,136598,127008,123206,103680,123206,1748822
SECTOR POPULAR #2,184,487649,2141016,455,09,007,Iztapalapa,09007,RECUP.,RECUP.,RECUP.,33696,128563,152928,195523,192845,158112,155347,33696,64282,1114992
AZCAPOTZALCO #1,185,478498,2156819,81,09,002,Azcapotzalco,09002,112493,65318,109814,106272,80352,98496,115171,115171,111456,112493,111456,101779,1240272
AHUIZOTLA,186,478008,2153563,13,09,002,Azcapotzalco,09002,48211,43546,26784,25920,37498,36288,24106,24106,23328,48211,51840,53568,443405
ATORON #1,187,489319,2155129,41,09,005,Gustavo A. Madero,09005,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
ATORON #2,188,483793,2154888,42,09,002,Azcapotzalco,09002,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
ATORON #5,189,482776,2154783,43,09,002,Azcapotzalco,09002,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
ATORON #6,190,482692,2154553,44,09,002,Azcapotzalco,09002,112493,91930,93744,88128,101779,98496,88387,91066,88128,91066,44064,2678,991958
CAMPO ENCANTADO,191,479219,2153704,93,09,002,Azcapotzalco,09002,141955,125798,131242,132192,125885,124416,120528,123206,119232,139277,127008,115171,1525910
CAMPAMENTO AZCAPOTZALCO,192,480744,2154714,91,09,002,Azcapotzalco,09002,83030,70157,93744,93312,69638,67392,80352,88387,80352,91066,85536,13392,916358
CLAVERIA,193,480901,2152320,120,09,002,Azcapotzalco,09002,61603,55642,61603,57024,34819,31104,64282,69638,80352,50890,51840,61603,680400
DEPORTIVO FERRERIA,194,482973,2152823,135,09,002,Azcapotzalco,09002,144634,128218,99101,142560,117850,REPAR.,2678,10714,10368,83030,REHAB.,REHAB.,739152
DEPORTIVO REYNOSA,195,480463,2157220,136,15,104,Tlalnepantla de Baz,15104,REHAB.,REHAB.,REHAB.,REHAB.,160704,160704,233021,203558,171072,171418,163296,190166,1453939
HOGAR Y SEGURIDAD,196,482157,2152446,173,09,002,Azcapotzalco,09002,88387,79834,77674,77760,69638,69984,61603,72317,54432,74995,77760,69638,874022
JARDIN SAN ALVARO,197,480945,2151587,196,09,016,Miguel Hidalgo,09016,120528,108864,128563,119232,125885,124416,125885,115171,101088,107136,124416,101779,1402963
LA LIBERTAD,198,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
NUEVA SANTA MARIA,199,482650,2152058,248,09,002,Azcapotzalco,09002,101779,91930,107136,101088,115171,111456,109814,104458,101088,991008,108864,96422,2140214
OBRERO POPULAR,200,481957,2152026,250,09,002,Azcapotzalco,09002,77674,101606,91066,80352,69638,95904,99101,101779,90720,61603,93312,99101,1061856
PANAMERICANA,201,484759,2153609,262,09,005,Gustavo A. Madero,09005,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
PANTACO #1,202,482283,2154851,263,09,002,Azcapotzalco,09002,REHAB.,REHAB.,REHAB.,69984,120528,98496,104458,107136,103680,107136,129600,133920,974938
PANTACO #2,203,482419,2154039,264,09,002,Azcapotzalco,09002,77674,65318,64282,57024,56246,54432,66960,37498,41472,42854,72576,53568,689904
PANTACO #3,204,482304,2153389,265,09,002,Azcapotzalco,09002,66960,62899,66960,59616,40176,25920,61603,POZ. PAR,REPAR.,56246,67392,66960,574733
LA PASTORA,205,482599,2159283,207,09,005,Gustavo A. Madero,09005,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
PETROLERA,206,479198,2154207,313,09,002,Azcapotzalco,09002,56246,50803,58925,54432,42854,12960,53568,64282,62208,58925,57024,53568,625795
NORMANDIA,207,485856,2141928,247,09,007,Iztapalapa,09007,91066,74995,61603,88128,56246,51840,56246,53568,51840,42854,41472,40176,710035
PRO-HOGAR,208,483605,2152928,323,09,002,Azcapotzalco,09002,99101,70157,96422,101088,104458,101088,107136,83030,90720,93744,103680,93744,1144368
PROVIDENCIA,209,478144,2155181,324,09,002,Azcapotzalco,09002,72317,79834,69638,64800,64282,67392,69638,72317,72576,69638,90720,85709,878861
PRESIDENTE MADERO,210,478895,2155313,322,09,002,Azcapotzalco,09002,147312,128218,144634,150336,128563,147744,128563,133920,121824,139277,145152,133920,1649462
SANTA CATARINA AZCAPOTZALCO,211,471527,2154972,438,15,057,Naucalpan de Ju?írez,15057,74995,70157,74995,69984,69638,64800,26784,72317,POZ. PAR,74995,69984,66960,735610
SAN JUAN TLIHUACA,212,478946,2154626,388,09,002,Azcapotzalco,09002,45533,41126,48211,46656,37498,36288,40176,58925,57024,40176,38880,45533,536026
SAN MARTIN XOCHINAHUAC #1,213,479995,2155926,415,09,002,Azcapotzalco,09002,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,13392,49248,32141,51840,50890,197510
SAN MARTIN XOCHINAHUAC #2,214,478781,2155913,416,09,002,Azcapotzalco,09002,117850,104026,109814,108864,99101,101088,83030,REHAB.,REHAB.,115171,127008,120528,1086480
SAN MIGUEL AMANTLA,215,478540,2153210,417,09,002,Azcapotzalco,09002,107136,96768,53568,106272,91066,95904,112493,96422,103680,112493,119232,123206,1218240
SAN PEDRO XALPA #1,216,478126,2154207,421,09,002,Azcapotzalco,09002,34819,38707,POZ. PAR,REHAB.,42854,41472,42854,37498,36288,37498,28512,26784,367286
SAN PEDRO XALPA #2,217,477447,2154531,422,09,002,Azcapotzalco,09002,83030,72576,77674,75168,61603,59616,50890,56246,54432,29462,67392,61603,749693
TRABAJADORES DEL HIERRO,218,484108,2153620,503,09,002,Azcapotzalco,09002,117850,106445,112493,108864,115171,111456,107136,104458,103680,61603,111456,107136,1267747
VILLAS AZCAPOTZALCO,219,479576,2155276,566,09,002,Azcapotzalco,09002,123206,111283,120528,116640,96422,101088,61603,45533,57024,99101,95904,112493,1140826
CERRILLOS #1,220,497979,2128002,105,09,013,Xochimilco,09013,56246,53222,58925,59616,61603,67392,64282,50890,95904,99101,95904,88387,851472
CERRILLOS #2,221,498560,2127688,106,09,011,Tl?íhuac,09011,58925,53222,58925,41472,104458,108864,125885,133920,132192,133920,127008,123206,1201997
ESCUDO NACIONAL #1,222,499305,2127979,153,09,011,Tl?íhuac,09011,85709,77414,85709,75168,83030,80352,80352,66960,77760,88387,88128,83030,972000
ESCUDO NACIONAL #2,223,499028,2127046,154,09,011,Tl?íhuac,09011,53568,62899,69638,51840,42854,49248,120528,187488,176256,182131,142560,176774,1315786
R-11,224,499184,2127397,335,09,011,Tl?íhuac,09011,34819,133056,149990,132192,147312,207360,155347,24106,147744,136598,124416,123206,1516147
R-16,225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,0,0,0,0,0,0
R-18,226,500141,2123254,336,09,009,Milpa Alta,09009,115171,120960,141955,145152,174096,176256,168739,160704,176256,187488,137376,131242,1835395
R-19,227,498387,2122183,337,09,009,Milpa Alta,09009,160704,164506,187488,171072,171418,171072,187488,216950,184032,203558,176256,203558,2198102
R-21,228,498543,2122563,339,09,009,Milpa Alta,09009,179453,164506,184810,54432,58925,57024,96422,101779,33696,37498,36288,80352,1085184
R-22,229,500132,2122660,340,09,009,Milpa Alta,09009,141955,128218,141955,147744,182131,176256,163382,171418,165888,174096,158112,168739,1919894
R-23,230,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,POZ. NVO,POZ. NVO,POZ. NVO,POZ. NVO,POZ. NVO,POZ. NVO,POZ. NVO,0,0,0,0,0,0
R-24,231,499460,2123283,341,09,009,Milpa Alta,09009,77674,72576,80352,168480,184810,142560,190166,192845,178848,190166,75168,77674,1631318
R-25,232,498704,2122951,342,09,009,Milpa Alta,09009,222307,203213,227664,207360,238378,235872,216950,227664,233280,243734,233280,224986,2714688
R-26,233,500353,2122335,343,09,009,Milpa Alta,09009,123206,106445,123206,67392,163382,158112,163382,168739,160704,131242,124416,123206,1613434
R-28,234,500633,2123093,345,09,009,Milpa Alta,09009,117850,104026,115171,171072,187488,181440,184810,58925,111456,109814,106272,107136,1555459
S-12,235,498012,2128664,369,09,013,Xochimilco,09013,112493,101606,109814,129600,136598,147744,91066,91066,85536,160704,134784,133920,1434931
S-13,236,498497,2128189,370,09,013,Xochimilco,09013,96422,89510,107136,82944,96422,82944,96422,88387,106272,107136,80352,93744,1127693
TECOMITL #4,237,494013,2142311,479,09,007,Iztapalapa,09007,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,0,0,0,0,0,0
TECOMITL #5,238,500626,2125033,480,09,009,Milpa Alta,09009,2678,0,2678,5184,2678,2592,0,2678,2592,2678,2592,2678,29030
TECOMITL #6,239,500678,2124832,481,09,009,Milpa Alta,09009,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
TECOMITL #7,240,500747,2124403,482,09,009,Milpa Alta,09009,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,0,0,0,0,0,0
TECOMITL #8,241,500542,2124228,483,09,009,Milpa Alta,09009,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0,0,0,0,0,0
TECOMITL #9,242,501332,2124686,484,09,009,Milpa Alta,09009,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0,0,0,0,0,0
TECOMITL #10,243,501476,2124659,464,09,009,Milpa Alta,09009,133920,128218,144634,119232,123206,124416,141955,144634,121824,125885,121824,123206,1552954
TECOMITL #11,244,501597,2124497,465,09,009,Milpa Alta,09009,166061,145152,120528,152928,182131,168480,198202,200880,171072,176774,168480,171418,2022106
TECOMITL #12,245,502121,2124423,466,09,009,Milpa Alta,09009,136598,130637,136598,116640,149990,152928,93744,203558,202176,211594,212544,211594,1958602
TECOMITL #13,246,501779,2124406,467,09,009,Milpa Alta,09009,123206,166925,184810,163296,182131,173664,174096,104458,176256,211594,207360,206237,2074032
TECOMITL #14,247,502113,2124639,468,09,009,Milpa Alta,09009,115171,84672,109814,101088,107136,77760,107136,109814,108864,115171,108864,109814,1255306
TECOMITL #15,248,502326,2124457,469,09,009,Milpa Alta,09009,144634,130637,147312,142560,155347,137376,109814,160704,176256,190166,184032,174096,1852934
TECOMITL #16,249,500873,2125426,470,09,009,Milpa Alta,09009,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,0,0,0,0,0,0
AUXILIAR XOTEPINGO #11-B,250,487554,2136262,49,09,003,Coyoac?ín,09003,195523,171763,203558,204768,198202,184032,45533,203558,209952,219629,119232,192845,2148595
AUXILIAR XOTEPINGO #2-C,251,486157,2137340,55,09,003,Coyoac?ín,09003,53568,43546,66960,62208,64282,59616,80352,88387,67392,83030,77760,74995,822096
AUXILIAR XOTEPINGO #3-C,252,486332,2137150,58,09,003,Coyoac?ín,09003,42854,176602,171418,184032,179453,189216,163382,158026,171072,171418,150336,155347,1913155
AUXILIAR XOTEPINGO #4-C,253,486172,2136994,61,09,003,Coyoac?ín,09003,80352,29030,77674,77760,72317,12960,18749,77674,77760,80352,77760,77674,760061
AUXILIAR XOTEPINGO #5-C,254,486633,2136909,64,09,003,Coyoac?ín,09003,POZ. PAR,POZ. PAR,POZ. PAR,POZ. PAR,5357,18144,88387,REHAB.,20736,21427,28512,34819,217382
AUXILIAR XOTEPINGO #6-C,255,486880,2136614,67,09,003,Coyoac?ín,09003,112493,96768,93744,90720,93744,88128,104458,101779,90720,96422,98496,74995,1142467
AUXILIAR XOTEPINGO #7-C,256,488128,2138076,70,09,007,Iztapalapa,09007,69638,REPAR.,37498,54432,61603,46656,48211,50890,38880,45533,38880,50890,543110
AUXILIAR XOTEPINGO #8-C,257,492311,2136377,73,09,007,Iztapalapa,09007,107136,94349,69638,72576,69638,23328,45533,88387,72576,74995,72576,77674,868406
AUXILIAR XOTEPINGO #9-C,258,493239,2137267,76,09,007,Iztapalapa,09007,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
AUXILIAR XOTEPINGO #10-C,259,487154,2136372,47,09,003,Coyoac?ín,09003,80352,65318,66960,67392,64282,51840,53568,80352,62208,66960,67392,147312,873936
TECOMITL #17,260,502892,2124315,471,09,009,Milpa Alta,09009,184810,154829,182131,150336,166061,168480,179453,184810,184032,190166,181440,182131,2108678
TULYEHUALCO #2,261,499862,2127969,505,09,011,Tl?íhuac,09011,321408,299981,316051,256608,278554,285120,305338,131242,121824,128563,129600,128563,2702851
TULYEHUALCO #3,262,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,149990,74995,117850,108864,112493,147744,144634,149990,129600,128563,134784,136598,1536106
TULYEHUALCO #4,263,499774,2128224,506,09,011,Tl?íhuac,09011,120528,116122,128563,199584,179453,147744,208915,115171,178848,182131,106272,203558,1886890
TULYEHUALCO #5,264,499404,2128348,507,09,011,Tl?íhuac,09011,243734,171763,224986,225504,214272,217728,222307,230342,235872,257126,217728,214272,2675635
TULYEHUALCO #6,265,499184,2128488,508,09,011,Tl?íhuac,09011,158026,145152,155347,145152,155347,129600,56246,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,944870
TULYEHUALCO #7,266,498855,2128500,509,09,013,Xochimilco,09013,171418,128218,144634,181440,200880,191808,198202,203558,REHAB.,REHAB.,REHAB.,REHAB.,1420157
TULYEHUALCO #8,267,498541,2128735,510,09,013,Xochimilco,09013,139277,125798,131242,80352,133920,147744,141955,147312,119232,158026,152928,139277,1617062
TULYEHUALCO #9,268,498153,2128420,511,09,013,Xochimilco,09013,227664,208051,233021,209952,211594,191808,179453,192845,137376,192845,202176,187488,2374272
TULYEHUALCO #10,269,498224,2129148,504,09,013,Xochimilco,09013,123206,108864,96422,116640,155347,168480,152669,149990,139968,166061,150336,96422,1624406
AUXILIAR XOTEPINGO #1-A,270,485473,2137437,50,09,003,Coyoac?ín,09003,83030,87091,101779,98496,85709,103680,104458,56246,REPAR.,101779,70762,80352,973382
AUXILIAR XOTEPINGO #2-A,271,485605,2137177,53,09,003,Coyoac?ín,09003,152669,123379,133920,121824,120528,129600,125885,158026,152928,160704,160704,152669,1692835
AUXILIAR XOTEPINGO #3-A,272,483454,2134623,56,09,003,Coyoac?ín,09003,16070,12096,26784,10368,32141,33696,32141,32141,25920,21427,90720,83030,416534
AUXILIAR XOTEPINGO #4-A,273,485612,2137181,59,09,003,Coyoac?ín,09003,104458,166925,160704,54432,66960,209952,REPAR.,50890,93312,88387,82944,85709,1164672
AUXILIAR XOTEPINGO #5-A,274,486261,2136704,62,09,003,Coyoac?ín,09003,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
AUXILIAR XOTEPINGO #6-A,275,491659,2135219,65,09,007,Iztapalapa,09007,24106,24192,29462,28512,26784,23328,26784,18749,25920,29462,28512,40176,325987
AUXILIAR XOTEPINGO #7-A,276,486470,2136519,68,09,003,Coyoac?ín,09003,152669,133056,152669,150336,149990,137376,195523,206237,196992,206237,194400,168739,2044224
AUXILIAR XOTEPINGO #8-A,277,499453,2127639,71,09,011,Tl?íhuac,09011,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
AUXILIAR XOTEPINGO #9-A,278,488347,2149220,74,09,017,Venustiano Carranza,09017,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
AUXILIAR XOTEPINGO #10-A,279,486840,2136193,45,09,003,Coyoac?ín,09003,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
AUXILIAR XOTEPINGO #11-A,280,487154,2136372,48,09,003,Coyoac?ín,09003,91066,79834,88387,88128,99101,49248,18749,REHAB.,147744,192845,207360,203558,1266019
AUXILIAR XOTEPINGO #2-B,281,485917,2137244,54,09,003,Coyoac?ín,09003,37498,7258,40176,57024,61603,80352,83030,80352,69984,72317,75168,74995,739757
AUXILIAR XOTEPINGO #3-B,282,486020,2137158,57,09,003,Coyoac?ín,09003,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
AUXILIAR XOTEPINGO #4-B,283,486172,2136994,60,09,003,Coyoac?ín,09003,45533,14515,45533,44064,21427,31104,120528,66960,38880,37498,69984,72317,608342
AUXILIAR XOTEPINGO #5-B,284,486360,2136858,63,09,003,Coyoac?ín,09003,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
AUXILIAR XOTEPINGO #6-B,285,486540,2136732,66,09,003,Coyoac?ín,09003,58925,50803,53568,51840,50890,36288,69638,66960,67392,58925,2592,37498,605318
AUXILIAR XOTEPINGO #7-B,286,486598,2136644,69,09,003,Coyoac?ín,09003,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
AUXILIAR XOTEPINGO #8-B,287,486733,2136560,72,09,003,Coyoac?ín,09003,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
AUXILIAR XOTEPINGO #9-B,288,486837,2136442,75,09,003,Coyoac?ín,09003,50890,43546,50890,51840,50890,88128,48211,48211,59616,61603,59616,58925,672365
AUXILIAR XOTEPINGO #10-B,289,486945,2139980,46,09,003,Coyoac?ín,09003,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0,0,0,0,0,0
SUR #27 BIS,290,483401,2133291,458,09,012,Tlalpan,09012,77674,67738,74995,75168,77674,69984,77674,66960,41472,83030,88128,21427,821923
TLALCOLIGIA,291,481921,2130816,499,09,012,Tlalpan,09012,13392,2419,16070,23328,29462,20736,13392,REHAB.,23328,37498,28512,32141,240278
VIADUCTO TLALPAN #1,292,483438,2132139,557,09,012,Tlalpan,09012,29462,29030,26784,15552,10714,121824,91066,53568,121824,147312,147744,107136,902016
VIADUCTO TLALPAN #2,293,483032,2131706,558,09,012,Tlalpan,09012,83030,96768,104458,90720,93744,108864,72317,91066,REPAR.,77674,90720,88387,997747
NATIVITAS,294,485550,2142726,236,09,014,Benito Ju?írez,09014,80352,72576,80352,77760,80352,77760,59728,61603,59616,61603,57024,80352,849079
NORIA #1,295,486562,2130782,240,09,013,Xochimilco,09013,66960,60480,64282,62208,40176,101088,107136,101779,101088,107136,103680,104458,1020470
NORIA #2,296,487133,2129237,241,09,013,Xochimilco,09013,101779,89510,80352,93312,93744,85536,101779,93744,88128,149990,142560,144634,1265069
NORIA #3,297,487635,2129008,242,09,013,Xochimilco,09013,45533,38707,37498,38880,40176,38880,40176,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,279850
NORIA #4,298,487975,2128974,243,09,013,Xochimilco,09013,297302,268531,289267,266976,273197,259200,259805,275875,178848,299981,292896,294624,3256502
NORIA #5,299,487231,2128266,244,09,013,Xochimilco,09013,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,0,0,0,0,0,0
NORIA #6,300,488178,2127972,245,09,013,Xochimilco,09013,166061,152410,117850,116640,120528,181440,182131,176774,173664,171418,165888,166061,1890864
NORIA #7,301,489421,2127836,246,09,013,Xochimilco,09013,198202,169344,147312,150336,141955,207360,211594,211594,217728,211594,202176,238378,2307571
RECLUSORIO SUR #1,302,487085,2126212,354,09,013,Xochimilco,09013,104458,94349,109814,106272,120528,98496,120528,13392,80352,85709,75168,74995,1084061
RECLUSORIO SUR #2,303,486650,2126527,355,09,013,Xochimilco,09013,99101,89510,99101,93312,64282,54432,61603,58925,59616,77674,75168,77674,910397
RESIDENCIAL SUR,304,486065,2131760,359,09,013,Xochimilco,09013,131242,118541,128563,108864,115171,116640,112493,2678,82944,91066,90720,85709,1184630
S-1,305,488882,2127217,366,09,013,Xochimilco,09013,216950,234662,171418,189216,182131,178848,184810,182131,194400,187488,196992,184810,2303856
S-2,306,487111,2126517,371,09,013,Xochimilco,09013,123206,111283,123206,116640,115171,103680,101779,16070,106272,109814,101088,104458,1232669
S-3,307,489958,2126538,372,09,013,Xochimilco,09013,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,0
S-4,308,486666,2126212,373,09,013,Xochimilco,09013,40176,36288,34819,38880,37498,15552,5357,REHAB.,93312,96422,85536,POZ. PAR,483840
S-5,309,489992,2126177,374,09,013,Xochimilco,09013,99101,89510,99101,93312,96422,108864,101779,104458,28512,56246,114048,104458,1095811
S-6,310,490912,2126096,375,09,013,Xochimilco,09013,149990,133056,147312,139968,144634,139968,144634,139277,93312,93744,98496,96422,1520813
S-7,311,492891,2126808,376,09,013,Xochimilco,09013,125885,113702,125885,119232,123206,272160,123206,125885,147744,152669,150336,149990,1729901
S-8,312,488261,2127516,377,09,013,Xochimilco,09013,176774,159667,66960,82944,48211,124416,101779,29462,95904,120528,119232,117850,1243728
S-9,313,486026,2130803,378,09,013,Xochimilco,09013,155347,137894,152669,129600,166061,160704,149990,171418,163296,166061,163296,163382,1879718
S-10,314,485222,2130406,367,09,013,Xochimilco,09013,53568,45965,50890,49248,50890,57024,50890,50890,49248,50890,57024,58925,625450
S-11,315,496467,2128172,368,09,013,Xochimilco,09013,37498,174182,80352,101088,99101,25920,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,MAL. CAL,518141
SAN GREGORIO ATL. #1,316,493006,2128467,383,09,013,Xochimilco,09013,66960,62899,74995,72576,77674,62208,53568,69638,51840,42854,46656,53568,735437
SAN GREGORIO ATL. #2,317,492890,2127862,384,09,013,Xochimilco,09013,88387,84672,101779,85536,101779,88128,66960,109814,103680,107136,106272,107136,1151280
SAN LUIS #1,318,497615,2129035,394,09,013,Xochimilco,09013,158026,133056,147312,106272,155347,75168,133920,136598,129600,139277,137376,POZ. PAR,1451952
SAN LUIS #3,319,497036,2129582,407,09,013,Xochimilco,09013,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,18144,136598,136598,145152,163382,155520,133920,889315
SAN LUIS #4,320,497202,2129606,408,09,013,Xochimilco,09013,REPOS.,REPOS.,REPOS.,MAL. CAL,MAL. CAL,49248,53568,50890,57024,50890,49248,REPAR.,310867
SAN LUIS #5,321,497315,2129600,409,09,013,Xochimilco,09013,133920,120960,136598,103680,117850,119232,93744,101779,114048,128563,139968,139277,1449619
SAN LUIS #6,322,497439,2129597,410,09,013,Xochimilco,09013,176774,154829,176774,171072,171418,150336,149990,166061,160704,176774,147744,149990,1952467
SAN LUIS #7,323,496647,2129289,411,09,013,Xochimilco,09013,2035584,1451520,198202,178848,206237,194400,184810,187488,173664,208915,189216,206237,5415120
