GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,10697443
1996,,,,,,,,,,,,,,,,,,,,,477371491
,,426,,,,,,,,,,,,,,,,,,,494673178
MARTIRES DE TACUBAYA,72,480664,2144482,220,09,014,Benito Ju?írez,09014,75600,58061,60480,75600,60480,58320,69552,62640,60134,72576,58061,72576,784080
MAYORASGO,73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
MIGUEL ALEMAN,74,485070,2143994,224,09,014,Benito Ju?írez,09014,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
MIRAFLORES,75,480622,2143758,228,09,014,Benito Ju?írez,09014,105840,89510,99187,114912,94349,86314,120960,100224,90202,117936,96768,120960,1237162
MIRAVALLE,76,485274,2140695,229,09,014,Benito Ju?írez,09014,111888,137894,137894,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,122774,24192,128218,139104,801965
MODERNA,77,485903,2144382,230,09,014,Benito Ju?írez,09014,81648,70157,70157,84672,67738,62986,75600,62640,62640,78624,60480,66528,843869
MOLINO DEL REY,78,479642,2147289,231,09,016,Miguel Hidalgo,09016,93744,77414,77414,93744,77414,74650,84672,87696,112752,139104,111283,136080,1165968
NAPOLES,79,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63504,31450,48384,60480,50803,48989,63504,70157,80179,66528,53222,66528,703728
NATIVITAS,80,485550,2142726,236,09,014,Benito Ju?írez,09014,247968,193536,203213,202608,162086,195955,254016,207965,195437,250992,181440,202608,2497824
NATIVITAS,81,485550,2142726,236,09,014,Benito Ju?írez,09014,42336,29030,31450,39312,31450,25661,33264,27562,30067,36288,29030,36288,391738
NORMANDIA,82,485856,2141928,247,09,007,Iztapalapa,09007,184464,152410,152410,223776,186278,172627,214704,175392,52618,63504,45965,69552,1693699
NUEVO MIGUEL ALEMAN,83,485108,2143877,249,09,014,Benito Ju?írez,09014,78624,62899,62899,78624,67738,55987,84672,70157,72662,99792,79834,57456,871344
ORTIZ RUBIO,84,485111,2142220,253,09,014,Benito Ju?írez,09014,163296,128218,133056,151200,133056,144634,163296,150336,142819,160272,145152,172368,1787702
PARQUE DE LOS VENADOS,85,483779,2141901,270,09,014,Benito Ju?írez,09014,123984,50803,65318,60480,43546,44323,69552,57629,57629,75600,70157,90720,809741
P. MARISCAL SUCRE,86,483060,2143897,254,09,014,Benito Ju?írez,09014,78624,58061,62899,81648,65318,58320,81648,67651,30067,66528,65318,75600,791683
PARROQUIA #1,87,483206,2141726,271,09,014,Benito Ju?írez,09014,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
PARROQUIA #2,88,483206,2141726,272,09,014,Benito Ju?írez,09014,15120,12096,12096,12096,9677,6998,12096,15034,10022,12096,9677,12096,139104
PERIODISTA,89,477073,2150067,312,09,016,Miguel Hidalgo,09016,202608,169344,169344,208656,169344,163296,145152,130291,160358,193536,154829,190512,2057270
PIRULERA,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,148176,108864,111283,136080,120960,118973,157248,135302,132797,151200,123379,154224,1598486
PORTALES,91,484686,2140946,317,09,014,Benito Ju?írez,09014,51408,41126,41126,45360,38707,34992,48384,42595,40090,39312,38707,45360,507168
POPOTLA,92,481168,2151220,316,09,016,Miguel Hidalgo,09016,30240,24192,24192,30240,24192,23328,27216,25056,22550,30240,24192,27216,312854
RADIO MIL,93,484258,2143551,353,09,014,Benito Ju?írez,09014,33264,29030,29030,36288,24192,25661,36288,30067,30067,39312,31450,39312,383962
SALESIANO,94,481404,2150143,379,09,016,Miguel Hidalgo,09016,133056,99187,106445,151200,108864,116640,75600,52618,45101,63504,50803,63504,1066522
SAN FELIPE POPOTLA,95,481648,2151031,380,09,016,Miguel Hidalgo,09016,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,REPOS.,REPOS.,REPOS.,0
SAN JOAQUIN TACUBA,96,478238,2150738,386,09,016,Miguel Hidalgo,09016,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,RECUP.,REHAB.,0
RIO SAN JOAQUIN,97,477902,2150276,363,09,016,Miguel Hidalgo,09016,75600,60480,62899,75600,62899,60653,21168,57629,25056,72576,58061,72576,705197
TACUBA,98,480210,2151387,459,09,016,Miguel Hidalgo,09016,123984,99187,99187,114912,74995,74650,123984,97718,102730,120960,94349,120960,1247616
TIZAPAN,99,478906,2138404,497,09,010,?ülvaro Obreg??n,09010,142128,91930,118541,136080,125798,93312,99792,102730,87696,117936,53222,POZ.PAR,1169165
VERONICA,100,481682,2148727,555,09,016,Miguel Hidalgo,09016,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,DESAR.,32573,DESAR.,REPOS.,REPOS.,REPOS.,32573
VIADUCTO,101,481343,2144628,556,09,014,Benito Ju?írez,09014,142128,116122,116122,142128,111283,74650,133056,115258,100224,127008,106445,133056,1417478
DIRECTO #22,102,477696,2134789,144,09,012,Tlalpan,09012,136080,108864,108864,24192,55642,60653,87696,70157,55123,60480,87091,108864,963706
AJUSCO,103,483445,2136071,14,09,003,Coyoac?ín,09003,66528,53222,53222,66528,53222,48989,63504,57629,57629,54432,43546,54432,672883
ALTILLO UNIVERSIDAD,104,481103,2138473,23,09,003,Coyoac?ín,09003,102816,82253,82253,105840,84672,81648,105840,82685,82685,99792,79834,99792,1090109
BOSQUES DE TLATEMEYA,105,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42336,33869,33869,42336,31450,32659,42336,30067,30067,33264,29030,36288,417571
CARACOL,106,482972,2134511,96,09,003,Coyoac?ín,09003,51408,41126,43546,39312,38707,32659,48384,42595,45101,54432,31450,48384,517104
CEDRAL,107,488152,2135509,103,09,003,Coyoac?ín,09003,99792,79834,79834,99792,77414,74650,96768,80179,72662,96768,77414,96768,1031875
COUNTRY CLUB,108,485226,2139758,129,09,003,Coyoac?ín,09003,81648,65318,91930,87696,70157,67651,87696,67651,70157,81648,65318,81648,918518
COLONIA DEL CARMEN FRAGATA,109,483260,2139989,127,09,003,Coyoac?ín,09003,63504,50803,0,POZ.PAR,0,REHAB.,0,POZ.PAR, POZ.PAR, REHAB., REHAB., REHAB.,114307
COPILCO UNIVERSIDAD,110,480690,2137954,128,09,003,Coyoac?ín,09003,78624,62899,REPAR.,REPAR.,62899,REPAR.,REPAR.,REPAR.,65146,78624,62899,78624,489715
DEPORTIVO CANTIL,111,483864,2138082,133,09,003,Coyoac?ín,09003,130032,111283,79834,99792,48384,65318,120960,77674,105235,139104,111283,145152,1234051
DEPORTIVO DURANGO,112,483374,2135359,134,09,003,Coyoac?ín,09003,157248,116122,123379,78624,62899,125971,163296,130291,130291,157248,125798,157248,1528416
EDUCACION #1,113,485357,2138170,147,09,003,Coyoac?ín,09003,117936,96768,96768,123984,99187,86314,REHAB.,REHAB., REHAB., REHAB., REPAR., REPAR.,620957
EDUCACION #2 (N),114,486192,2137920,148,09,003,Coyoac?ín,09003,169344,135475,135475,123984,99187,100310,127008,140314,140314,127008,101606,127008,1527034
HUIPULCO,115,485681,2132491,176,09,012,Tlalpan,09012,99792,79834,79834,102816,72576,69984,90720,80179,80179,96768,77414,87696,1017792
LA CIENEGA,116,483898,2137741,205,09,003,Coyoac?ín,09003,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPAR., REPAR., REPAR.,24192, REPAR.,24192
LOS COYOTES,117,487314,2135852,214,09,003,Coyoac?ín,09003,202608,159667,159667,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,165370, REPAR.,38707, REPAR.,726019
LOS REYES COYOACAN,118,483778,2138641,215,09,003,Coyoac?ín,09003,148176,118541,116122,157248,125798,116640,151200,122774,125280,148176,118541,151200,1599696
METRO C.U.,119,481622,2136504,223,09,003,Coyoac?ín,09003,145152,154829,157248,190512,154829,REPAR.,175392,155347,155347,196560,125798,178416,1789430
MULTIF. COAPA #7,120,486679,2133212,233,09,012,Tlalpan,09012,133056,104026,82253,181440,125798,121306,157248,105235,105235,127008,101606,145152,1489363
MULTIF. COAPA #8,121,487734,2132727,234,09,013,Xochimilco,09013,69552,55642,55642,69552,55642,53654,69552,57629,60134,69552,55642,66528,738720
PASEOS DE TAXQUENA,122,486893,2138915,273,09,003,Coyoac?ín,09003,130032,104026,104026,130032,104026,100310,127008,105235,107741,130032,104026,130032,1376525
PEDREGAL DE SAN FRANCISCO,123,482687,2138340,277,09,003,Coyoac?ín,09003,0,REPAR.,REPAR.,REPAR.,REPAR.,REHAB.,REHAB.,REHAB., REPAR., REPAR.,89510, REPAR.,89510
PEDREGAL IMAN,124,481901,2135103,279,09,003,Coyoac?ín,09003,108864,87091,87091,108864,87091,83981,108864,90202,90202,93744,7258,108864,1062115
PERIFERICO #1,125,485573,2136312,293,09,003,Coyoac?ín,09003,81648,65318,65318,81648,67738,62986,81648,152842,155347,166320,133056,69552,1183421
PERIFERICO #2,126,486493,2134490,304,09,012,Tlalpan,09012,199584,159667,162086,169344,130637,123638,160272,162864,165370,205632,157248,199584,1995926
PERIFERICO #3,127,484822,2133935,305,09,012,Tlalpan,09012,139104,108864,108864,142128,113702,109642,145152,120269,120269,145152,113702,139104,1505952
PERIFERICO #5,128,483200,2133848,307,09,012,Tlalpan,09012,REPAR.,REPAR.,REPAR.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB., REHAB., REHAB., REPAR.,REPAR.,0
PERIFERICO #6,129,484192,2132586,308,09,012,Tlalpan,09012,63504,50803,50803,63504,48384,46656,60480,55123,57629,45360,38707,45360,626314
PERIFERICO #7,130,483602,2132446,309,09,012,Tlalpan,09012,66528,53222,53222,66528,62899,58320,75600,65146,65146,78624,60480,75600,781315
PERIFERICO #8,131,483602,2132446,310,09,012,Tlalpan,09012,160272,128218,128218,169344,133056,130637,166320,132797,132797,81648,65318,169344,1597968
PERIFERICO #9,132,486233,2131345,311,09,013,Xochimilco,09013,169344,135475,135475,111888,89510,86314,111888,92707,92707,111888,89510,111888,1338595
PERIFERICO #10,133,486333,2132216,294,09,013,Xochimilco,09013,190512,152410,152410,199584,149990,144634,187488,160358,162864,78624,62899,78624,1720397
PERIFERICO #11,134,488634,2132855,295,09,013,Xochimilco,09013,133056,104026,104026,136080,96768,93312,120960,112752,115258,136080,108864,136080,1397261
PERIFERICO #12,135,488153,2133115,296,09,012,Tlalpan,09012,99792,79834,79834,102816,70157,67651,87696,72662,72662,87696,70157,84672,975629
PERIFERICO #13,136,486343,2136134,297,09,003,Coyoac?ín,09003,160272,128218,125798,184464,152410,11664,184464,130291,130291,154224,123379,157248,1642723
PERIFERICO #14,137,488083,2134134,298,09,003,Coyoac?ín,09003,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,69984,POZ.NVO,REPOS., REPOS., REPOS.,123379,151200,344563
PERIFERICO #16,138,489444,2134015,300,09,013,Xochimilco,09013,166320,135475,142733,169344,135475,130637,169344,140314,127786,169344,135475,160272,1782518
PERIFERICO #17,139,489484,2134564,301,09,013,Xochimilco,09013,REPAR.,REPAR.,REPAR.,REPAR.,REPAR.,REPOS.,REPOS.,REPOS., REPOS., REPOS., REPOS., REPOS.,0
PERIFERICO #19,140,488874,2136877,303,09,003,Coyoac?ín,09003,0,POZ.PAR,0,POZ.PAR,0,0,0,POZ.PAR, POZ.PAR,130032,104026,130032,364090
POZO 20 DE AGOSTO,141,487195,2138577,318,09,003,Coyoac?ín,09003,96768,108864,108864,136080,106445,79315,102816,82685,82685,99792,79834,99792,1183939
PRADOS CHURUBUSCO,142,486699,2140007,320,09,003,Coyoac?ín,09003,154224,120960,120960,175392,140314,135302,175392,147830,145325,175392,140314,181440,1812845
PREPARATORIA #5 (N),143,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,87696,70157,70157,87696,70157,67651,87696,72662,72662,87696,70157,87696,932083
REY MOCTEZUMA,144,483541,2137081,360,09,003,Coyoac?ín,09003,181440,145152,145152,157248,123379,137635,178416,147830,145325,81648,152410,190512,1786147
ROMERO DE TERREROS,145,482187,2138640,364,09,003,Coyoac?ín,09003,181440,145152,145152,187488,149990,144634,187488,155347,160358,190512,145152,190512,1983226
RUIZ CORTINEZ,146,484853,2136072,365,09,003,Coyoac?ín,09003,114912,91930,91930,120960,96768,83981,120960,100224,100224,120960,96768,120960,1260576
SAN FRANCISCO CULHUACAN,147,487793,2137344,382,09,003,Coyoac?ín,09003,157248,123379,123379,154224,123379,121306,154224,127786,130291,154224,128218,157248,1654906
SANTA URSULA COAPA,148,483956,2134956,449,09,003,Coyoac?ín,09003,105840,84672,84672,102816,82253,88646,114912,95213,97718,114912,91930,111888,1175472
UNIVERSIDAD,149,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,84672,67738,55642,42336,45965,25661,57456,37584,35078,60480,45965,84672,643248
VILLA OLIMPICA #1,150,480489,2134541,563,09,003,Coyoac?ín,09003,REPAR.,REPAR.,REPAR.,REPAR.,74995,72317,REPAR.,REPAR., REPAR., REPAR., REPAR.,REPAR.,147312
VIVEROS DEL RELOJ #1,151,485383,2135593,568,09,003,Coyoac?ín,09003,160272,130637,128218,163296,130637,128304,166320,137808,137808,163296,133056,166320,1745971
VIVEROS DEL RELOJ #2,152,485353,2136042,569,09,003,Coyoac?ín,09003,96768,79834,77414,102816,84672,18662,102816,85190,85190,105840,82253,105840,1027296
ACOXPA #31,153,485192,2133795,5,09,012,Tlalpan,09012,202608,181440,162086,202608,181440,174960,226800,170381,155347,208656,183859,208656,2258842
ACOXPA #32,154,485455,2133735,6,09,012,Tlalpan,09012,250992,200794,208051,260064,193536,188957,278208,238032,233021,278208,232243,302400,2864506
DIRECTO #18,155,489804,2135343,140,09,013,Xochimilco,09013,69552,55642,58061,63504,0,0,60480,52618,52618,63504,50803,63504,590285
