GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,5676047
2013,,,,,,,,,,,,,,,,,,,,,399234739
,,504,,,,,,,,,,,,,,,,,,,415924884
PROVIDENCIA ,21,478144,2155181,324,09,002,Azcapotzalco,09002,196560,157248,179712,174096,179712,157248,174096,143770,128218,141955,133056,102643,1868314
SAN JUAN TLIHUACA ,22,478946,2154626,388,09,002,Azcapotzalco,09002,151200,120960,138240,133920,138240,60480,74995,146534,128218,141955,130637,131155,1496534
SAN MARTIN XOCHINAHUAC #1 ,23,479995,2155926,415,09,002,Azcapotzalco,09002,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,0
SAN MARTIN XOCHINAHUAC #2 ,24,478781,2155913,416,09,002,Azcapotzalco,09002,114912,91930,105062,93744,143770,128218,125885,124416,106445,131242,118541,139709,1423874
SAN MIGUEL AMANTLA,25,478540,2153210,417,09,002,Azcapotzalco,09002,78624,96768,107827,107136,110592,96768,107136,118886,104026,115171,104026,122602,1269562
SAN PEDRO XALPA #1,26,478126,2154207,421,09,002,Azcapotzalco,09002,RH,RE,RE,RE,55296,53222,58925,60826,53222,58925,53222,62726,456364
SAN PEDRO XALPA #2,27,477447,2154531,422,09,002,Azcapotzalco,09002,148176,118541,132710,128563,135475,116122,125885,132710,120960,74995,113702,139709,1487548
SANTA CATARINA AZCAPOTZALCO,28,471527,2154972,438,15,057,Naucalpan de Ju?írez,15057,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0
AHUIZOTLA,29,478008,2153563,13,09,002,Azcapotzalco,09002,117936,94349,107827,104458,107827,94349,131242,135475,120960,131242,118541,139709,1403915
TRABAJADORES DEL HIERRO ,30,484108,2153620,503,09,002,Azcapotzalco,09002,154224,123379,141005,139277,143770,125798,139277,138240,120960,133920,120960,153965,1634775
VILLAS AZCAPOTZALCO,31,479576,2155276,566,09,002,Azcapotzalco,09002,108864,87091,99533,96422,99533,87091,96422,99533,87091,96422,87091,102643,1147736
ABASOLO JARDIN ,32,484606,2150489,2,09,015,Cuauht??moc,09015,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0
ACACIAS,33,481862,2140960,4,09,014,Benito Ju?írez,09014,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0
ALAMEDA DE SANTA MARIA,34,483553,2150442,15,09,015,Cuauht??moc,09015,93744,99187,96768,107136,113357,104026,115171,118886,89510,58925,36288,5702,1038700
ALAMEDA DE TACUBAYA,35,480571,2145040,16,09,016,Miguel Hidalgo,09016,202608,162086,157594,155347,165888,157248,136598,160358,149990,182131,159667,179626,1969141
ALAMOS JARDIN #1,36,485190,2144841,17,09,014,Benito Ju?írez,09014,54432,77414,110592,91066,94003,33869,29462,66355,67738,93744,79834,96941,895450
ALAMOS JARDIN #2,37,485124,2145120,18,09,014,Benito Ju?írez,09014,FS,FS,FS,FS,FS,FS,FE,FS,FS,FS,FS,FS,0
ALBERT Y BERLIN,38,485377,2141715,19,09,014,Benito Ju?írez,09014,111888,118541,124416,115171,118886,87091,125885,138240,125798,141955,87091,142560,1437522
ALGARIN,39,485104,2145574,21,09,015,Cuauht??moc,09015,93744,74995,85709,77674,80179,72576,80352,85709,72576,74995,70157,82685,951351
ALTAVISTA,40,479176,2139108,22,09,010,?ülvaro Obreg??n,09010,193536,145152,160358,91066,69120,67738,77674,110592,99187,83030,36288,88387,1222128
AMADO NERVO ,41,483792,2147228,24,09,015,Cuauht??moc,09015,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
ANTONIO M. ANZA,42,483287,2146238,36,09,015,Cuauht??moc,09015,114912,123379,113357,112493,118886,106445,115171,121651,106445,117850,104026,119750,1374365
ARENAL SAN ANGEL,43,480917,2139244,38,09,003,Coyoac?ín,09003,151200,145152,152064,166061,152064,145152,42854,47002,55642,163382,149990,165370,1535933
ARNAIZ ROSENDO ,44,480411,2143138,39,09,014,Benito Ju?írez,09014,54432,82253,85709,91066,82944,79834,56246,99533,62899,77674,26611,FE,799201
AV. D. CASTILLO,45,492091,2156078,78,09,005,Gustavo A. Madero,09005,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
AXOTLA,46,481716,2140255,80,09,010,?ülvaro Obreg??n,09010,FS,FS,11059,21427,24883,FS,FS,FS,FS,FS,FS,FS,57369
BENJAMIN FRANKLIN,47,480957,2145692,87,09,016,Miguel Hidalgo,09016,FS,9677,FE,FE,24883,33869,32141,38707,26611,29462,33869,11405,240624
CAMPESTRE,48,483850,2140451,92,09,014,Benito Ju?írez,09014,51408,41126,47002,45533,47002,41126,45533,47002,41126,37498,31450,34214,510020
CAMPOS ELISEOS ,49,478852,2148058,94,09,016,Miguel Hidalgo,09016,78624,62899,71885,61603,66355,58061,58925,63590,53222,61603,55642,5702,698111
CASA AMARILLA,50,480065,2145785,98,09,016,Miguel Hidalgo,09016,142128,94349,49766,5357,30413,82253,88387,118886,89510,125885,104026,116899,1047859
CEDROS Y MOLIERE,51,478706,2148642,104,09,016,Miguel Hidalgo,09016,111888,89510,105062,74995,105062,84672,80352,85709,91930,77674,21773,45619,974246
CHAPULTEPEC MORALES,52,480327,2148642,113,09,016,Miguel Hidalgo,09016,190512,159667,185242,144634,174182,159667,176774,182477,140314,56246,181440,208138,1959293
CICERON,53,478413,2148337,119,09,016,Miguel Hidalgo,09016,78624,55642,80179,69638,77414,65318,69638,71885,55642,69638,67738,76982,838338
DIAGONAL SAN ANTONIO,54,484551,2144735,139,09,014,Benito Ju?írez,09014,FS,FS,FS,FS,52531,72576,83030,91238,82253,88387,82253,94090,646358
DIRECTO #22,55,477696,2134789,144,09,012,Tlalpan,09012,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0
HUERTAS DEL CARMEN,56,480757,2138752,175,09,003,Coyoac?ín,09003,99792,77414,80179,66960,60826,62899,77674,107827,101606,91066,50803,74131,951177
IRRIGACION,57,478175,2149700,177,09,016,Miguel Hidalgo,09016,RE,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0
JARDIN DE SAN JACINTO,58,479963,2138791,193,09,010,?ülvaro Obreg??n,09010,27216,16934,19354,13392,47002,50803,58925,77414,36288,80352,58061,82685,568426
JARDINES DEL PEDREGAL #1 ,59,478216,2137221,197,09,010,?ülvaro Obreg??n,09010,99792,82253,135475,42854,66355,53222,58925,41472,4838,FS,2419,96941,684546
JARDINES DEL PEDREGAL #2 ,60,479233,2137630,198,09,010,?ülvaro Obreg??n,09010,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,0
JARDINES DEL PEDREGAL #3 ,61,479590,2136089,199,09,003,Coyoac?ín,09003,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,0
JARDINES DEL PEDREGAL #4-B,62,477965,2135930,200,09,010,?ülvaro Obreg??n,09010,FS,FS,74650,29462,5530,FS,FS,FS,FS,FS,FS,FS,109642
JARDINES DEL PEDREGAL #5-A,63,477046,2135344,202,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
JARDINES DEL PEDREGAL #5-B,64,477155,2135188,203,09,010,?ülvaro Obreg??n,09010,142128,125798,149299,141955,127181,FS,13392,13824,FS,FS,38707,22810,775094
JARDIN MORELOS ,65,481303,2145227,194,09,016,Miguel Hidalgo,09016,133056,111283,135475,117850,135475,120960,131242,66355,72576,144634,130637,153965,1453508
JARDIN POMBO,66,480823,2144109,195,09,014,Benito Ju?írez,09014,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0
LA CAMPANA,67,480797,2141915,204,09,014,Benito Ju?írez,09014,136080,120960,135475,120528,135475,118541,128563,118886,135475,152669,128218,151114,1581984
HORMIGA,68,479959,2146530,174,09,016,Miguel Hidalgo,09016,FS,12096,22118,16070,44237,38707,42854,35942,36288,37498,45965,57024,388799
LA HUERTA,69,483034,2142593,206,09,014,Benito Ju?írez,09014,151200,60480,44237,18749,113357,174182,174096,160358,140314,123206,125798,168221,1454198
LAGO GINEBRA,70,479224,2150276,209,09,016,Miguel Hidalgo,09016,FS,FS,FS,FS,22118,77414,74995,91238,67738,72317,65318,59875,531013
LEGARIA,71,478689,2150496,210,09,016,Miguel Hidalgo,09016,117936,123379,154829,147312,135475,106445,144634,157594,140314,155347,145152,168221,1696638
MAR MEDITERRANEO,72,481776,2150834,216,09,016,Miguel Hidalgo,09016,FS,FS,FS,56246,58061,53222,61603,77414,70157,74995,65318,74131,591147
MARINA NACIONAL #1,73,481481,2149520,217,09,016,Miguel Hidalgo,09016,108864,82253,96768,99101,88474,62899,99101,99533,50803,45533,48384,82685,964398
MARINA NACIONAL #3,74,480760,2150404,218,09,016,Miguel Hidalgo,09016,145152,120960,129946,99101,94003,147571,96422,160358,133056,48211,21773,11405,1207958
MARINA NACIONAL #4,75,480221,2151033,219,09,016,Miguel Hidalgo,09016,75600,176602,135475,168739,193536,169344,184810,118886,171763,195523,169344,208138,1967760
MARTIRES DE TACUBAYA ,76,480664,2144482,220,09,014,Benito Ju?írez,09014,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0
MIGUEL ALEMAN,77,485070,2143994,224,09,014,Benito Ju?írez,09014,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
MIRAFLORES,78,480622,2143758,228,09,014,Benito Ju?írez,09014,111888,72576,116122,101779,107827,96768,112493,110592,106445,104458,12096,FS,1053044
MIRAVALLE,79,485274,2140695,229,09,014,Benito Ju?írez,09014,FS,FS,FS,FS,FS,108864,149990,141005,142733,160704,123379,173923,1000598
MODERNA,80,485903,2144382,230,09,014,Benito Ju?írez,09014,33264,21773,16589,5357,44237,9677,RH,RH,RH,RH,RH,FS,130897
MOLINO DEL REY ,81,479642,2147289,231,09,016,Miguel Hidalgo,09016,87696,65318,71885,77674,38707,41126,48211,60826,50803,58925,43546,48470,693187
NATIVITAS,82,485550,2142726,236,09,014,Benito Ju?írez,09014,FS,FS,FS,FS,30413,41126,45533,49766,2419,RE,RE,RE,169257
NATIVITAS ,83,485550,2142726,236,09,014,Benito Ju?írez,09014,39312,FS,FS,120528,129946,108864,152669,212890,186278,214272,149990,202435,1517184
NORMANDIA,84,485856,2141928,247,09,007,Iztapalapa,09007,15120,FS,8294,10714,44237,84672,174096,176947,135475,168739,157248,176774,1152316
NUEVO MIGUEL ALEMAN,85,485108,2143877,249,09,014,Benito Ju?írez,09014,90720,58061,118886,104458,102298,14515,61603,129946,113702,117850,84672,116899,1113610
ORTIZ RUBIO ,86,485111,2142220,253,09,014,Benito Ju?írez,09014,130032,108864,121651,115171,118886,106445,115171,118886,94349,115171,104026,122602,1371254
P. MARISCAL SUCRE ,87,483060,2143897,254,09,014,Benito Ju?írez,09014,160272,152410,179712,176774,160358,154829,176774,182477,166925,179453,152410,188179,2030573
PARQUE DE LOS VENADOS,88,483779,2141901,270,09,014,Benito Ju?írez,09014,160272,128218,141005,117850,152064,125798,144634,143770,123379,117850,118541,156816,1630197
PARROQUIA #1,89,483206,2141726,271,09,014,Benito Ju?írez,09014,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,17107,17107
PARROQUIA #2,90,483206,2141726,272,09,014,Benito Ju?írez,09014,18144,14515,19354,18749,19354,16934,18749,19354,19354,18749,16934,14256,214446
PERIODISTA,91,477073,2150067,312,09,016,Miguel Hidalgo,09016,139104,116122,132710,115171,121651,82253,109814,124416,87091,88387,89510,34214,1240443
PIRULERA ,92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,108864,4838,11059,FS,44237,123379,141955,127181,55642,158026,62899,22810,860890
POPOTLA ARBOL,93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE, ,0
PORTALES ,94,484686,2140946,317,09,014,Benito Ju?írez,09014,FS,FE,FS,FS,41472,89510,93744,105062,91930,101779,79834,108346,711677
RADIO MIL,95,484258,2143551,353,09,014,Benito Ju?írez,09014,FS,FS,FS,FS,13824,43546,117850,118886,106445,117850,104026,125453,747880
RIO SAN JOAQUIN,96,477902,2150276,363,09,016,Miguel Hidalgo,09016,130032,116122,121651,FS,60826,87091,91066,118886,91930,123206,106445,131155,1178410
SALESIANO,97,481404,2150143,379,09,016,Miguel Hidalgo,09016,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FE,FS,0
SAN FELIPE POPOTLA,98,481648,2151031,380,09,016,Miguel Hidalgo,09016,78624,60480,69120,69638,69120,65318,69638,74650,62899,72317,53222,71280,816306
SAN JOAQUIN TACUBA,99,478238,2150738,386,09,016,Miguel Hidalgo,09016,69552,70157,85709,72317,69120,60480,69638,77414,14515,88387,104026,122602,903917
TACUBA,100,480210,2151387,459,09,016,Miguel Hidalgo,09016,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,0
TIZAPAN,101,478906,2138404,497,09,010,?ülvaro Obreg??n,09010,133056,91930,105062,107136,99533,104026,56246,FS,133056,211594,179021,208138,1428798
VERONICA ,102,481682,2148727,555,09,016,Miguel Hidalgo,09016,175392,125798,157594,158026,154829,140314,158026,163123,140314,158026,128218,148262,1807922
VIADUCTO ,103,481343,2144628,556,09,014,Benito Ju?írez,09014,FS,14515,FS,FS,35942,99187,128563,138240,123379,133920,120960,134006,928712
VISTA ALEGRE,104,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
ACOXPA #31,105,485192,2133795,5,09,012,Tlalpan,09012,108864,74995,102298,101779,96768,89510,85709,102298,94349,104458,94349,111197,1166574
ACOXPA #32,106,485455,2133735,6,09,012,Tlalpan,09012,193536,198374,226714,83030,63590,125798,208915,215654,193536,214272,193536,228096,2145051
AJUSCO,107,483445,2136071,14,09,003,Coyoac?ín,09003,102816,82253,88474,85709,94003,82253,91066,94003,82253,91066,82253,94090,1070239
ALTILLO UNIVERSIDAD,108,481103,2138473,23,09,003,Coyoac?ín,09003,87696,26611,13824,88387,88474,70157,83030,88474,74995,72317,94349,111197,899511
AV. UNIVERSIDAD,109,481697,2139753,79,09,003,Coyoac?ín,09003,66528,50803,58061,56246,58061,50803,56246,58061,50803,56246,50803,59875,672536
BOSQUES DE TETLALMEYA,110,484033,2133858,90,09,003,Coyoac?ín,09003,84672,67738,80179,72317,74650,65318,69638,74650,65318,72317,62899,76982,866678
CARACOL,111,482972,2134511,96,09,003,Coyoac?ín,09003,93744,74995,49766,74995,77414,67738,74995,77414,67738,74995,67738,82685,884217
CEDRAL,112,488152,2135509,103,09,003,Coyoac?ín,09003,117936,33869,38707,37498,38707,33869,37498,38707,33869,37498,33869,39917,521944
COLONIA DEL CARMEN FRAGATA ,113,483260,2139989,127,09,003,Coyoac?ín,09003,130032,99187,113357,109814,113357,104026,123206,127181,111283,123206,111283,131155,1397087
COPILCO UNIVERSIDAD,114,480690,2137954,128,09,003,Coyoac?ín,09003,RH,RH,RH,RH,RH,RH,RH,RH,21773,64282,65318,76982,228355
COUNTRY CLUB,115,485226,2139758,129,09,003,Coyoac?ín,09003,39312,29030,33178,34819,38707,33869,34819,35942,31450,34819,31450,37066,414461
DEPORTIVO CANTIL,116,483864,2138082,133,09,003,Coyoac?ín,09003,120960,113702,127181,123206,127181,111283,125885,129946,111283,125885,111283,131155,1458950
DEPORTIVO DURANGO ,117,483374,2135359,134,09,003,Coyoac?ín,09003,96768,77414,88474,88387,91238,79834,88387,91238,79834,88387,79834,94090,1043885
DIRECTO #18,118,489804,2135343,140,09,013,Xochimilco,09013,69552,62899,69120,66960,55296,48384,53568,63590,41126,45533,55642,65578,697248
DIRECTO #19,119,481368,2134327,141,09,012,Tlalpan,09012,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0
DIRECTO #20-B ,120,480015,2134312,142,09,003,Coyoac?ín,09003,175392,140314,91238,155347,207360,181440,133920,138240,104026,120528,111283,139709,1698797
DIRECTO #21,121,479873,2134178,143,09,012,Tlalpan,09012,102816,84672,52531,45533,63590,62899,58925,60826,53222,58925,67738,76982,788659
DIRECTO #24,122,482128,2135810,145,09,003,Coyoac?ín,09003,105840,84672,99533,96422,85709,74995,99101,102298,99187,109814,89510,105494,1152575
DIRECTO #25,123,483719,2134751,146,09,003,Coyoac?ín,09003,78624,79834,85709,85709,96768,82253,99101,102298,94349,74995,74995,91238,1045873
EDUCACION #1,124,485357,2138170,147,09,003,Coyoac?ín,09003,78624,74995,85709,83030,85709,74995,83030,FE,FE,FE,FE,FE,566092
EDUCACION #2 (N) ,125,486192,2137920,148,09,003,Coyoac?ín,09003,72576,58061,66355,58925,63590,55642,61603,63590,55642,58925,50803,59875,725587
HUIPULCO ,126,485681,2132491,176,09,012,Tlalpan,09012,211680,169344,193536,187488,193536,169344,187488,193536,169344,187488,169344,199584,2231712
ISSSTE COAPA #1,127,487057,2133526,179,09,012,Tlalpan,09012,108864,87091,110592,109814,94003,82253,112493,116122,111283,123206,113702,134006,1303429
ISSSTE COAPA #2,128,488733,2133590,180,09,012,Tlalpan,09012,87696,70157,77414,104458,154829,149990,101779,107827,120960,133920,118541,136858,1364429
ISSSTE COAPA #3,129,487084,2134763,181,09,003,Coyoac?ín,09003,69552,55642,85709,117850,110592,96768,88387,91238,104026,120528,101606,119750,1161648
ISSSTE COAPA #4,130,487494,2135343,182,09,003,Coyoac?ín,09003,136080,108864,118886,107136,141005,125798,128563,127181,108864,128563,116122,128304,1475366
LA CIENEGA,131,483898,2137741,205,09,003,Coyoac?ín,09003,163296,137894,160358,152669,163123,140314,155347,152064,135475,155347,137894,162518,1816299
LOS COYOTES ,132,487314,2135852,214,09,003,Coyoac?ín,09003,130032,104026,118886,115171,118886,104026,115171,118886,104026,115171,104026,122602,1370909
LOS REYES COYOACAN,133,483778,2138641,215,09,003,Coyoac?ín,09003,139104,111283,118886,93744,124416,96768,107136,129946,113702,120528,113702,131155,1400370
METRO C.U.,134,481622,2136504,223,09,003,Coyoac?ín,09003,166320,133056,88474,147312,152064,133056,147312,152064,65318,123206,125798,148262,1582242
MULTIF. COAPA #7 ,135,486679,2133212,233,09,012,Tlalpan,09012,136080,108864,124416,104458,105062,106445,117850,124416,106445,115171,104026,122602,1375835
MULTIF. COAPA #8 ,136,487734,2132727,234,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NAHUATLACAS ,137,483445,2136059,235,09,003,Coyoac?ín,09003,148176,123379,152064,139277,149299,130637,149990,157594,84672,96422,133056,159667,1624233
PASEOS DE TAXQUENA,138,486893,2138915,273,09,003,Coyoac?ín,09003,72576,58061,66355,58925,96768,84672,93744,96768,84672,93744,82253,99792,988330
PEDREGAL DE CARRASCO ,139,482587,2134705,276,09,003,Coyoac?ín,09003,102816,82253,94003,93744,91238,79834,85709,91238,123379,136598,123379,145411,1249602
PEDREGAL DE SAN FRANCISCO,140,482687,2138340,277,09,003,Coyoac?ín,09003,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PEDREGAL DE SANTO DOMINGO,141,482109,2136073,278,09,003,Coyoac?ín,09003,120960,101606,105062,120528,132710,111283,123206,124416,72576,96422,89510,102643,1300922
PEDREGAL IMAN,142,481901,2135103,279,09,003,Coyoac?ín,09003,99792,79834,96768,88387,96768,43546,56246,60826,43546,56246,53222,62726,837907
PERIFERICO #1,143,485573,2136312,293,09,003,Coyoac?ín,09003,139104,111283,127181,123206,127181,111283,123206,127181,111283,123206,111283,131155,1466552
PERIFERICO #2,144,486493,2134490,304,09,012,Tlalpan,09012,45360,36288,41472,42854,41472,41126,42854,38707,38707,125885,113702,134006,742433
PERIFERICO #3,145,484822,2133935,305,09,012,Tlalpan,09012,87696,72576,82944,77674,16589,RH,RH,52531,67738,85709,74995,88387,706839
PERIFERICO #4,146,484272,2133665,306,09,012,Tlalpan,09012,93744,72576,91238,88387,85709,79834,85709,85709,77414,115171,104026,122602,1102119
PERIFERICO #10,147,486333,2132216,294,09,013,Xochimilco,09013,66528,53222,60826,58925,60826,53222,58925,60826,53222,58925,53222,62726,701395
PERIFERICO #11,148,488634,2132855,295,09,013,Xochimilco,09013,133056,106445,121651,40176,FE,14515,120528,124416,108864,120528,108864,128304,1127347
PERIFERICO #12,149,488153,2133115,296,09,012,Tlalpan,09012,166320,135475,165888,147312,171418,130637,107136,49766,41126,115171,104026,122602,1456877
PERIFERICO #13,150,486343,2136134,297,09,003,Coyoac?ín,09003,96768,77414,88474,85709,88474,77414,85709,88474,77414,85709,77414,91238,1020211
PERIFERICO #14,151,488083,2134134,298,09,003,Coyoac?ín,09003,72576,58061,66355,64282,66355,58061,64282,66355,58061,109814,24192,116899,825293
PERIFERICO #15,152,485969,2135229,299,09,003,Coyoac?ín,09003,151200,120960,138240,133920,138240,120960,133920,138240,120960,158026,147571,116899,1619136
PERIFERICO #16,153,489444,2134015,300,09,013,Xochimilco,09013,178416,142733,157594,141955,152064,135475,149990,141005,58061,149990,128218,151114,1686615
PERIFERICO #17,154,489484,2134564,301,09,013,Xochimilco,09013,163296,130637,157594,139277,118886,89510,141955,154829,137894,136598,135475,162518,1668469
POZO 20 DE AGOSTO ,155,487195,2138577,318,09,003,Coyoac?ín,09003,169344,137894,157594,152669,165888,145152,163382,168653,145152,163382,145152,171072,1885334
PRADOS CHURUBUSCO ,156,486699,2140007,320,09,003,Coyoac?ín,09003,130032,99187,113357,107136,113357,99187,104458,113357,99187,107136,96768,114048,1297210
PREPARATORIA #5 (N) ,157,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57456,67738,77414,107136,118886,104026,112493,118886,101606,112493,99187,119750,1197071
REY MOCTEZUMA,158,483541,2137081,360,09,003,Coyoac?ín,09003,96768,89510,107827,99101,96768,91930,101779,102298,89510,101779,89510,108346,1175126
ROMERO DE TERREROS,159,482187,2138640,364,09,003,Coyoac?ín,09003,136080,62899,66355,72317,71885,65318,69638,69120,60480,72317,62899,76982,886290
RUIZ CORTINEZ,160,484853,2136072,365,09,003,Coyoac?ín,09003,120960,96768,110592,107136,110592,96768,107136,110592,96768,107136,96768,114048,1275264
SAN FRANCISCO CULHUACAN ,161,487793,2137344,382,09,003,Coyoac?ín,09003,84672,67738,77414,50890,77414,67738,74995,82944,72576,80352,72576,82685,891994
SAN NICOLAS TOLENTINO,162,485838,2133075,418,09,012,Tlalpan,09012,190512,152410,174182,168739,174182,152410,168739,174182,152410,168739,152410,179626,2008541
SANTA URSULA,163,483587,2135232,448,09,003,Coyoac?ín,09003,148176,118541,127181,123206,135475,118541,117850,121651,128218,141955,101606,119750,1502150
SANTA URSULA COAPA,164,483956,2134956,449,09,003,Coyoac?ín,09003,151200,120960,138240,133920,138240,120960,133920,138240,120960,133920,120960,142560,1594080
TERRANOVA,165,480277,2137821,495,09,003,Coyoac?ín,09003,72576,58061,60826,58925,66355,58061,69638,71885,67738,74995,67738,79834,806632
VILLA OLIMPICA #1,166,480489,2134541,563,09,003,Coyoac?ín,09003,145152,118541,138240,83030,138240,113702,133920,143770,125798,136598,120960,145411,1543362
VIVEROS DEL RELOJ #1,167,485383,2135593,568,09,003,Coyoac?ín,09003,108864,94349,118886,101779,110592,96768,107136,110592,96768,107136,96768,114048,1263686
