GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,5676047
2013,,,,,,,,,,,,,,,,,,,,,399234739
,,504,,,,,,,,,,,,,,,,,,,415924884
VIVEROS DEL RELOJ #2,168,485353,2136042,569,09,003,Coyoac?ín,09003,111888,89510,107827,104458,105062,65318,77674,82944,70157,80352,70157,82685,1048032
ZAPATA #17 ,169,482186,2134254,576,09,012,Tlalpan,09012,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,0
ZAPOTECAS,170,483267,2136640,577,09,003,Coyoac?ín,09003,6048,4838,5530,5357,5530,4838,5357,5530,4838,5357,4838,5702,63763
TULYEHUALCO SUR #1 ,171,489324,2133515,512,09,012,Tlalpan,09012,145732,110719,148301,139979,136473,131386,140516,174985,174605,181900,171312,167688,1823596
TULYEHUALCO SUR #2 ,172,488938,2133322,517,09,012,Tlalpan,09012,97154,70458,114596,101803,66785,RH,RH,RH,RH,RH,92454,141487,684737
TULYEHUALCO SUR #3 ,173,488153,2133115,519,09,012,Tlalpan,09012,27325,42778,50557,25451,119051,128590,117575,122489,105317,116530,97892,107425,1060980
TULYEHUALCO SUR #4 ,174,487881,2132804,525,09,013,Xochimilco,09013,294500,251634,340418,279957,293273,282339,281032,297474,279922,287062,236574,233192,3357377
TULYEHUALCO SUR #5 ,175,487503,2132636,526,09,013,Xochimilco,09013,94118,93105,107855,104984,98725,95045,103236,96242,85917,93792,87016,83844,1143879
TULYEHUALCO SUR #6 ,176,487208,2132493,527,09,013,Xochimilco,09013,251994,176144,242674,225875,211969,201271,212208,224564,207863,218849,198504,191270,2563185
TULYEHUALCO SUR #7 ,177,486933,2132236,528,09,013,Xochimilco,09013,154840,123301,158412,149523,130666,139772,143384,148737,138575,142110,125085,120526,1674931
TULYEHUALCO SUR #8 ,178,486105,2132113,529,09,013,Xochimilco,09013,106263,88072,117967,124072,98725,75477,106104,107907,91460,96635,100612,96945,1210239
TULYEHUALCO SUR #9 ,179,485351,2132095,530,09,012,Tlalpan,09012,109299,62909,91003,73171,104533,100636,103236,104991,113632,116530,125085,123146,1228171
TULYEHUALCO SUR #10 ,180,486333,2132216,513,09,013,Xochimilco,09013,154840,130850,171894,159067,107437,162135,117575,119573,152433,159163,141400,138867,1715234
TULYEHUALCO SUR #11 ,181,484473,2132617,514,09,012,Tlalpan,09012,RH,RH,97744,162248,130666,156544,160590,163319,146890,153478,144120,136247,1451846
TULYEHUALCO SUR #12 ,182,484107,2133070,515,09,012,Tlalpan,09012,RH,22647,60669,76352,171318,164931,146251,148737,144118,147794,138681,133627,1355125
TULYEHUALCO SUR #13 ,183,486343,2136109,516,09,003,Coyoac?ín,09003,88046,72974,47187,44539,58074,58704,60221,64161,74831,76739,84296,83844,813616
TULYEHUALCO SUR #23 ,184,489609,2135481,518,09,013,Xochimilco,09013,118407,105686,114596,60445,104533,100636,108972,116656,110860,113688,108769,104805,1268053
TULYEHUALCO SUR #33 ,185,489692,2133900,520,09,013,Xochimilco,09013,176093,100654,67409,60445,52266,50318,151987,154570,124718,FE,FE,RH,938460
TULYEHUALCO SUR #34 ,186,489568,2136213,521,09,013,Xochimilco,09013,94118,75490,40446,63627,60977,58704,63089,64161,60973,65370,51665,49783,748403
TULYEHUALCO SUR #35 ,187,489834,2135709,522,09,013,Xochimilco,09013,118407,150980,107855,101803,104533,100636,106104,107907,102546,105161,97892,94325,1298149
TULYEHUALCO SUR #36 ,188,484773,2132258,523,09,012,Tlalpan,09012,69830,113235,107855,101803,101629,128590,131913,134155,127489,130741,130523,125766,1403529
TULYEHUALCO SUR #38 ,189,489569,2136221,524,09,013,Xochimilco,09013,124479,95621,97744,111347,113244,106227,106104,122489,113632,79581,149558,144107,1364133
XOCHIMILCO #28 ,190,484437,2133089,570,09,012,Tlalpan,09012,96140,99154,91050,118786,116135,105351,103254,117114,118489,112231,89786,109342,1276832
XOCHIMILCO #29 ,191,484599,2133433,571,09,012,Tlalpan,09012,136198,140468,125502,114127,107202,112375,120062,119456,120859,105996,91697,111620,1405562
XOCHIMILCO #30 ,192,484641,2133825,572,09,012,Tlalpan,09012,128186,132205,118119,114127,102735,98328,115260,114771,113750,99761,91697,109342,1338281
ZAPATA #14 ,193,488083,2134134,573,09,003,Coyoac?ín,09003,96140,99154,88590,83849,75934,74916,76840,74953,75833,66507,61131,72895,946742
ZAPATA #15 ,194,483077,2134102,574,09,012,Tlalpan,09012,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,0
ZAPATA #16 ,195,489444,2134015,575,09,013,Xochimilco,09013,117504,121188,145189,137419,122835,133445,136871,133510,109010,85212,87876,104786,1434845
ARENAL,196,485285,2131689,37,09,013,Xochimilco,09013,142128,108864,94003,131242,138240,123379,144634,107827,111283,99101,104026,134006,1438733
ARTESANIAS O VILLA OLIMPICA,197,480679,2133319,40,09,012,Tlalpan,09012,111888,87091,102298,101779,71885,62899,66960,71885,72576,50890,55642,94090,949883
BATAM ,198,477520,2137686,85,09,008,La Magdalena Contreras,09008,30240,24192,27648,FE,FE,FE,FE,FE,7258,2678,7258,8554,107828
BELISARIO DOMINGUEZ,199,481265,2133300,86,09,012,Tlalpan,09012,78624,60480,71885,69638,71885,62899,69638,71885,62899,69638,62899,74131,826501
BOSQUE TLALPAN #1,200,479688,2133363,88,09,012,Tlalpan,09012,FE,FE,60826,69638,71885,62899,69638,71885,96768,96422,26611,19958,646530
BOSQUE TLALPAN #2,201,479648,2133076,89,09,012,Tlalpan,09012,60480,45965,55296,53568,52531,45965,50890,52531,38707,26784,36288,19958,538963
CANAL #13,202,478437,2134424,95,09,012,Tlalpan,09012,6048,50803,71885,69638,71885,62899,69638,77414,50803,72317,58061,76982,738373
CLUB DE GOLF #1 ,203,483400,2131600,122,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
CLUB DE GOLF #2 ,204,483400,2131600,123,09,012,Tlalpan,09012,42336,33869,38707,37498,38707,33869,37498,38707,33869,37498,33869,39917,446344
CLUB DE GOLF #3 ,205,483400,2131600,124,09,012,Tlalpan,09012,27216,21773,24883,24106,24883,21773,24106,24883,21773,24106,21773,25661,286936
CLUB DE GOLF #4 ,206,483400,2131600,125,09,012,Tlalpan,09012,33264,26611,30413,10714,27648,33869,37498,41472,36288,40176,31450,FE,349403
NORMANDIA,207,485856,2141928,247,09,007,Iztapalapa,09007,15120,9677,19354,13392,16589,16934,16070,24883,29030,5357,2419,14256,183081
DEPORTIVO VIVANCO ,208,483427,2139343,137,09,003,Coyoac?ín,09003,63504,50803,58061,56246,52531,50803,56246,58061,31450,69638,65318,88387,701048
DEPORTIVO XOCHITL ,209,481054,2132826,138,09,012,Tlalpan,09012,48384,60480,63590,61603,47002,45965,42854,13824,38707,26784,41126,68429,558748
EL CAMINERO ,210,481103,2138473,150,09,003,Coyoac?ín,09003,45360,38707,44237,40176,94003,99187,120528,141005,123379,136598,118541,142560,1144281
EL TREBOL,211,482401,2131586,151,09,012,Tlalpan,09012,FS,33869,63590,26784,24883,21773,24106,24883,21773,24106,26611,22810,315188
EL ZAPOTE,212,481267,2133874,152,09,012,Tlalpan,09012,FS,FS,FS,21427,49766,45965,58925,63590,43546,53568,43546,57024,437357
FOVISSSTE,213,480685,2132104,156,09,012,Tlalpan,09012,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0
FUENTES BROTANTES #1,214,481550,2132467,159,09,012,Tlalpan,09012,24192,19354,22118,21427,19354,16934,18749,19354,29030,16070,7258,5702,219542
FUENTES BROTANTES #2,215,481296,2132279,160,09,012,Tlalpan,09012,51408,41126,47002,45533,47002,41126,45533,47002,43546,24106,9677,14256,457317
FUENTES DEL PEDREGAL ,216,476178,2134095,161,09,012,Tlalpan,09012,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
GALEANA TLALPAN,217,482632,2132332,162,09,012,Tlalpan,09012,FS,FS,FS,FS,FS,7258,24106,24883,19354,21427,21773,25661,144462
HIDALGO TLALPAN,218,480912,2132969,172,09,012,Tlalpan,09012,30240,29030,52531,48211,69120,67738,66960,66355,62899,69638,79834,79834,722390
ISSFAM,219,483120,2131330,178,09,012,Tlalpan,09012,96768,77414,85709,77674,80179,74995,77674,82944,70157,85709,74995,88387,972605
JARDIN DE LA MONTANA #1,220,479273,2133860,191,09,012,Tlalpan,09012,RE,43546,55296,53568,55296,48384,53568,55296,38707,32141,19354,14256,469412
JARDIN DE LA MONTANA #2,221,478378,2133978,192,09,012,Tlalpan,09012,24192,19354,22118,21427,22118,19354,21427,22118,19354,21427,19354,22810,255053
LIMANTITLA,222,481534,2132038,211,09,012,Tlalpan,09012,99792,70157,94003,115171,105062,74995,66960,49766,33869,64282,38707,74131,886895
#37,223,483038,2133008,1,09,012,Tlalpan,09012,69552,55642,63590,64282,63590,55642,61603,63590,77414,83030,77414,91238,826587
PADIERNA #1,224,476778,2134389,255,09,012,Tlalpan,09012,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
PADIERNA #2,225,476720,2134847,256,09,012,Tlalpan,09012,114912,91930,105062,101779,105062,91930,101779,77414,36288,42854,33869,25661,928540
PADIERNA #3,226,477226,2134706,257,09,012,Tlalpan,09012,84672,67738,71885,69638,71885,62899,72317,74650,58061,48211,50803,68429,801188
PADIERNA #4,227,476884,2135388,258,09,008,La Magdalena Contreras,09008,123984,96768,63590,61603,19354,FE,24106,60826,53222,58925,53222,62726,678326
PADIERNA #5,228,477814,2133790,259,09,012,Tlalpan,09012,6048,31450,77414,85709,105062,104026,109814,121651,106445,117850,96768,116899,1079136
PADIERNA PICACHO,229,476943,2133837,260,09,012,Tlalpan,09012,12096,9677,11059,10714,11059,9677,10714,11059,9677,10714,9677,11405,127528
PEDREGAL #2,230,478376,2140393,274,09,010,?ülvaro Obreg??n,09010,27216,19354,24883,21427,24883,19354,21427,22118,19354,18749,19354,22810,260929
PEDREGAL AGUILAS,231,482211,2130826,275,09,012,Tlalpan,09012,102816,79834,80179,74995,16589,FS,FS,FS,FS,53568,70157,82685,560823
PENA POBRE,232,479896,2133084,280,09,012,Tlalpan,09012,6048,4838,24883,24106,24883,21773,16070,FE,FE,13392,26611,31363,193967
PERIFERICO #5,233,483200,2133848,307,09,012,Tlalpan,09012,102816,79834,94003,91066,94003,79834,88387,94003,82253,91066,82253,96941,1076459
PERIFERICO #6,234,484192,2132586,308,09,012,Tlalpan,09012,FS,48384,77414,83030,82944,67738,83030,52531,26611,26784,26611,31363,606440
PERIFERICO #7,235,483602,2132446,309,09,012,Tlalpan,09012,63504,50803,58061,56246,58061,50803,56246,58061,50803,56246,50803,59875,669512
R-1,236,483430,2130663,333,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
R-2,237,483177,2130602,338,09,012,Tlalpan,09012,72576,62899,71885,69638,71885,62899,69638,71885,36288,16070,14515,19958,640136
R-3,238,483552,2130452,346,09,012,Tlalpan,09012,30240,12096,30413,29462,30413,24192,26784,30413,26611,21427,26611,34214,322876
R-4,239,483815,2130811,347,09,012,Tlalpan,09012,111888,79834,94003,91066,94003,82253,88387,94003,38707,5357,4838,5702,790041
R-5,240,484339,2131154,348,09,012,Tlalpan,09012,72576,60480,69120,69638,71885,60480,66960,71885,45965,32141,29030,31363,681523
R-6,241,485210,2132061,349,09,013,Xochimilco,09013,39312,29030,35942,34819,35942,29030,40176,41472,33869,26784,21773,37066,405215
R-7,242,484935,2131404,350,09,012,Tlalpan,09012,102816,79834,94003,93744,94003,82253,91066,94003,72576,61603,31450,FS,897351
R-8,243,484693,2131234,351,09,012,Tlalpan,09012,54432,38707,44237,42854,44237,38707,42854,44237,26611,FE,FE,FE,376876
R-9,244,484129,2130853,352,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
R-10,245,483792,2130536,334,09,012,Tlalpan,09012,6048,4838,5530,5357,5530,4838,5357,5530,4838,5357,4838,5702,63763
REINO AVENTURA ,246,477889,2133563,358,09,012,Tlalpan,09012,72576,58061,66355,64282,66355,58061,42854,RH,RH,RH,RH,RH,428544
SAN FERNANDO TLALPAN ,247,481638,2133393,381,09,012,Tlalpan,09012,163296,125798,160358,149990,174182,210470,227664,152064,128218,211594,159667,153965,2017266
SAN JERONIMO #3 (ANZALDO) ,248,476723,2136300,385,09,008,La Magdalena Contreras,09008,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN PEDRO MARTIR #1,249,483072,2129627,420,09,012,Tlalpan,09012,FS,45965,85709,91066,96768,82253,88387,88474,84672,93744,53222,96941,907201
SAN RAMON,250,477947,2137711,423,09,008,La Magdalena Contreras,09008,21168,16934,19354,18749,27648,24192,26784,27648,16934,FS,FS,FS,199411
SANTA CATARINA COYOACAN ,251,480791,2133270,439,09,012,Tlalpan,09012,72576,58061,66355,64282,66355,58061,64282,66355,62899,56246,24192,37066,696730
SUR #27 BIS ,252,483401,2133291,458,09,012,Tlalpan,09012,FS,2419,2765,FS,FS,24192,61603,85709,70157,42854,FS,FS,289699
TLALCOLIGIA ,253,481921,2130816,499,09,012,Tlalpan,09012,51408,31450,49766,48211,49766,41126,45533,49766,21773,FS,FS,FS,388799
TOPILEJO ,254,486705,2123955,500,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
TORIELLO ,255,483222,2133095,501,09,012,Tlalpan,09012,84672,67738,77414,74995,77414,67738,74995,77414,67738,74995,67738,79834,892685
VIADUCTO TLALPAN #1,256,483438,2132139,557,09,012,Tlalpan,09012,66528,53222,66355,64282,113357,96768,104458,110592,101606,24106,FE,68429,869703
VIADUCTO TLALPAN #2,257,483032,2131706,558,09,012,Tlalpan,09012,99792,101606,132710,144634,41472,7258,61603,5530,116122,91066,101606,136858,1040257
VILLA OLIMPICA #2,258,480443,2134197,564,09,012,Tlalpan,09012,42336,43546,49766,48211,49766,43546,48211,49766,43546,48211,43546,51322,561773
VILLA OLIMPICA #3,259,479950,2133465,565,09,012,Tlalpan,09012,78624,72576,85709,83030,85709,72576,80352,85709,74995,83030,74995,88387,965692
SAN LUCAS XOCHIMANCA,260,487902,2127087,393,09,013,Xochimilco,09013,169344,135475,138240,107136,118886,36288,77674,121651,36288,83030,96768,108346,1229126
MIRADOR #1,261,494077,2127688,225,09,013,Xochimilco,09013,102816,82253,118886,155347,152064,154829,171418,171418,135475,171418,145152,171072,1732148
MIRADOR #2,262,494205,2127862,226,09,013,Xochimilco,09013,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0
MIRADOR #3,263,494228,2127235,227,09,013,Xochimilco,09013,78624,77414,99533,96422,96768,87091,91066,80179,77414,77674,72576,99792,1034553
MONTE SUR #1 ,264,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,81648,67738,74650,69638,69120,60480,56246,58061,60480,66960,58061,68429,791511
MONTE SUR #2 ,265,487741,2125198,232,09,013,Xochimilco,09013,72576,58061,69120,58925,60826,53222,66960,69120,58061,64282,55642,65578,752373
NATIVITAS #1 ,266,489958,2127340,237,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NATIVITAS #2 ,267,490330,2126433,238,09,013,Xochimilco,09013,172368,142733,160358,149990,132710,118541,139277,163123,142733,155347,140314,165370,1782864
NATIVITAS #3 ,268,490458,2126770,239,09,013,Xochimilco,09013,139104,113702,91238,FS,FS,FS,FS,FS,FS,FS,FS,FS,344044
NORIA #1,269,486562,2130782,240,09,013,Xochimilco,09013,90720,72576,110592,147312,135475,89510,133920,129946,108864,139277,133056,173923,1465171
NORIA #2,270,487133,2129237,241,09,013,Xochimilco,09013,127008,94349,107827,117850,99533,89510,99101,99533,99187,109814,89510,116899,1250121
NORIA #3,271,487635,2129008,242,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NORIA #4,272,487975,2128974,243,09,013,Xochimilco,09013,220752,179021,223949,206237,207360,188698,206237,212890,176602,206237,169344,191030,2388357
NORIA #5,273,487231,2128266,244,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
NORIA #6,274,488178,2127972,245,09,013,Xochimilco,09013,120960,79834,69120,125885,129946,113702,128563,124416,101606,123206,113702,131155,1362095
NORIA #7,275,489421,2127836,246,09,013,Xochimilco,09013,148176,118541,135475,88387,110592,29030,FS,FS,FS,FS,FS,FS,630201
SAN LUIS TLAXIALTEMALCO,276,496162,2128409,414,09,013,Xochimilco,09013,66528,72576,58061,8035,FS,16934,72317,77414,24192,69638,55642,74131,595468
PANTEON SAN LUCAS XOCHIMANCA,277,488329,2126886,269,09,013,Xochimilco,09013,148176,120960,138240,101779,96768,89510,96422,85709,84672,93744,79834,102643,1238457
PERIFERICO #8,278,483602,2132446,310,09,012,Tlalpan,09012,102816,99187,85709,96422,96768,99187,109814,113357,99187,109814,99187,116899,1228347
PERIFERICO #9,279,486233,2131345,311,09,013,Xochimilco,09013,45360,36288,60826,128563,94003,84672,112493,210125,91930,149990,101606,134006,1249862
PISTA OLIMPICA #1,280,489138,2132973,314,09,013,Xochimilco,09013,169344,140314,160358,149990,157594,135475,139277,157594,135475,155347,125798,165370,1791936
PISTA OLIMPICA #2,281,487790,2131726,315,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
RECLUSORIO SUR #1,282,487085,2126212,354,09,013,Xochimilco,09013,108864,87091,99533,93744,82944,79834,96422,99533,87091,91066,82253,99792,1108167
RECLUSORIO SUR #2,283,486650,2126527,355,09,013,Xochimilco,09013,96768,77414,63590,5357,FS,FS,FS,2765,FS,FS,2419,2851,251164
RESIDENCIAL SUR,284,486065,2131760,359,09,013,Xochimilco,09013,190512,149990,165888,112493,116122,55642,101779,102298,45965,117850,96768,119750,1375057
S-1,285,488882,2127217,366,09,013,Xochimilco,09013,181440,145152,165888,149990,163123,145152,160704,152064,142733,131242,135475,151114,1824077
S-2,286,487111,2126517,371,09,013,Xochimilco,09013,117936,106445,121651,117850,107827,99187,104458,105062,19354,139277,104026,131155,1274228
S-3,287,489958,2126538,372,09,013,Xochimilco,09013,96768,77414,88474,85709,44237,67738,66960,74650,70157,64282,65318,76982,878689
S-4,288,486666,2126212,373,09,013,Xochimilco,09013,96768,77414,88474,85709,88474,62899,77674,80179,33869,37498,33869,39917,802744
S-5,289,489992,2126177,374,09,013,Xochimilco,09013,139104,111283,127181,123206,127181,111283,152669,157594,137894,152669,137894,162518,1640476
S-6,290,490912,2126096,375,09,013,Xochimilco,09013,123984,99187,113357,109814,113357,99187,141955,143770,125798,141955,125798,145411,1483573
S-7,291,492891,2126808,376,09,013,Xochimilco,09013,160272,125798,127181,37498,44237,87091,29462,24883,91930,5357,FS,FS,733709
S-8,292,488261,2127516,377,09,013,Xochimilco,09013,117936,94349,113357,96422,102298,79834,101779,99533,74995,69638,36288,94090,1080519
S-9,293,486026,2130803,378,09,013,Xochimilco,09013,148176,118541,135475,125885,132710,113702,117850,135475,118541,128563,111283,134006,1520207
S-10,294,485222,2130406,367,09,013,Xochimilco,09013,27216,38707,44237,42854,44237,38707,42854,44237,38707,42854,38707,45619,488936
S-11,295,496467,2128172,368,09,013,Xochimilco,09013,123984,87091,63590,5357,8294,FS,FS,FS,FS,FS,FS,FS,288316
SANTIAGO TEPALCATLALPAN ,296,487217,2127605,451,09,013,Xochimilco,09013,111888,87091,102298,40176,FS,2419,13392,2765,7258,21427,FS,FS,388714
SAN GREGORIO ATL. #1,297,493006,2128467,383,09,013,Xochimilco,09013,90720,72576,80179,21427,FS,FS,50890,80179,74995,77674,29030,79834,657504
SAN GREGORIO ATL. #2,298,492890,2127862,384,09,013,Xochimilco,09013,133056,106445,121651,117850,121651,106445,117850,121651,106445,117850,106445,125453,1402792
SAN LUIS #1,299,497615,2129035,394,09,013,Xochimilco,09013,75600,60480,69120,66960,69120,48384,53568,55296,48384,53568,48384,57024,705888
SAN LUIS #2,300,497783,2129060,405,09,013,Xochimilco,09013,154224,147571,163123,166061,168653,145152,141955,160358,145152,149990,135475,173923,1851637
SAN LUIS #3,301,497036,2129582,407,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #4,302,497202,2129606,408,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #5,303,497315,2129600,409,09,013,Xochimilco,09013,81648,55642,41472,48211,30413,24192,50890,96768,174182,192845,149990,185328,1131581
SAN LUIS #6,304,497439,2129597,410,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #7,305,496647,2129289,411,09,013,Xochimilco,09013,163296,96768,146534,141955,129946,41126,109814,127181,94349,131242,108864,151114,1442189
SAN LUIS #8,306,496435,2128999,412,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #9,307,496048,2129025,413,09,013,Xochimilco,09013,133056,108864,118886,133920,113357,123379,136598,88474,65318,91066,96768,51322,1261008
SAN LUIS #10,308,495713,2128981,395,09,013,Xochimilco,09013,232848,183859,207360,99101,71885,72576,8035,FS,FS,64282,108864,131155,1179965
SAN LUIS #11,309,495413,2128559,396,09,013,Xochimilco,09013,151200,104026,71885,FS,FS,16934,24106,27648,53222,133920,82253,FS,665194
SAN LUIS #12,310,495360,2128726,397,09,013,Xochimilco,09013,226800,179021,204595,200880,201830,159667,200880,185242,147571,195523,142733,208138,2252880
SAN LUIS #13,311,494961,2128603,398,09,013,Xochimilco,09013,114912,67738,99533,91066,88474,77414,107136,99533,87091,93744,87091,114048,1127780
SAN LUIS #14,312,493710,2128823,399,09,013,Xochimilco,09013,69552,2419,102298,99101,91238,45965,74995,94003,84672,93744,87091,102643,947721
SAN LUIS #15,313,492970,2129043,400,09,013,Xochimilco,09013,63504,41126,38707,45533,24883,29030,61603,38707,45965,53568,53222,74131,569979
SAN LUIS #16,314,492704,2128176,401,09,013,Xochimilco,09013,160272,128218,110592,13392,22118,72576,64282,FS,FS,85709,74995,85536,817690
SAN LUIS #17,315,492917,2128568,402,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SAN LUIS #18,316,492829,2128339,403,09,013,Xochimilco,09013,226800,181440,221184,192845,199066,135475,198202,210125,43546,222307,186278,242352,2259620
SAN LUIS #19,317,491807,2127960,404,09,013,Xochimilco,09013,87696,70157,80179,74995,74650,70157,77674,77414,62899,77674,70157,82685,906337
SAN LUIS #20,318,490706,2127793,406,09,013,Xochimilco,09013,96768,65318,118886,152669,154829,123379,160704,165888,111283,152669,108864,162518,1573775
SAN LORENZO ATEMOAYA #1,319,489528,2127154,390,09,013,Xochimilco,09013,84672,67738,77414,74995,77414,67738,64282,69120,60480,66960,58061,71280,840154
SAN LORENZO ATEMOAYA #2,320,489441,2127276,391,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SANTA CRUZ ACALPIXCA #1,321,492715,2127316,440,09,013,Xochimilco,09013,102816,82253,94003,91066,94003,82253,93744,116122,53222,64282,50803,45619,970186
SANTA CRUZ ACALPIXCA #2,322,492727,2127595,441,09,013,Xochimilco,09013,57456,118541,107827,158026,168653,147571,163382,96768,FS,16070,2419,FS,1036713
SANTA CRUZ XOCHITEPEC,323,486440,2128685,444,09,013,Xochimilco,09013,208656,164506,154829,FS,11059,162086,10714,5530,96768,171418,104026,82685,1172277
TEPEPAN #1,324,484817,2130992,485,09,012,Tlalpan,09012,90720,62899,69120,101779,58061,67738,109814,44237,60480,74995,9677,FS,749520
TEPEPAN #2,325,484526,2130414,486,09,012,Tlalpan,09012,123984,106445,121651,117850,121651,45965,50890,52531,41126,45533,41126,51322,920074
TEPEPAN #3,326,485444,2131291,487,09,013,Xochimilco,09013,154224,116122,163123,18749,FS,FS,2678,71885,99187,128563,113702,156816,1025049
AUXILIAR XOTEPINGO #8-A,327,499453,2127639,71,09,011,Tl?íhuac,09011,42336,33869,38707,37498,38707,33869,37498,38707,33869,37498,33869,39917,446344
CERRILLOS #1,328,497979,2128002,105,09,013,Xochimilco,09013,87696,70157,80179,77674,80179,53222,64282,49766,53222,58925,53222,62726,791250
CERRILLOS #2,329,498560,2127688,106,09,011,Tl?íhuac,09011,45360,36288,41472,40176,63590,55642,61603,63590,43546,48211,43546,51322,594346
CERRILLOS #3,330,498585,2127177,107,09,011,Tl?íhuac,09011,148176,118541,135475,131242,132710,116122,128563,129946,116122,125885,113702,136858,1533342
ESCUDO NACIONAL #1,331,499305,2127979,153,09,011,Tl?íhuac,09011,FS,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
ESCUDO NACIONAL #2,332,499028,2127046,154,09,011,Tl?íhuac,09011,36288,29030,33178,32141,33178,29030,32141,33178,26611,26784,26611,31363,369533
R-11,333,499184,2127397,335,09,011,Tl?íhuac,09011,75600,60480,69120,66960,69120,60480,66960,69120,60480,66960,60480,71280,797040
R-18,334,500141,2123254,336,09,009,Milpa Alta,09009,36288,29030,33178,32141,58061,50803,56246,58061,50803,56246,50803,59875,571535
R-19,335,498387,2122183,337,09,009,Milpa Alta,09009,12096,9677,11059,2678,2765,9677,10714,11059,9677,10714,9677,14256,114049
R-21,336,498543,2122563,339,09,009,Milpa Alta,09009,108864,87091,71885,96422,99533,87091,96422,99533,87091,64282,74995,88387,1061596
R-22,337,500132,2122660,340,09,009,Milpa Alta,09009,75600,60480,69120,66960,69120,60480,66960,69120,60480,66960,60480,71280,797040
R-24,338,499460,2123283,341,09,009,Milpa Alta,09009,87696,70157,80179,77674,80179,70157,77674,80179,70157,77674,70157,76982,918865
R-25,339,498704,2122951,342,09,009,Milpa Alta,09009,108864,87091,99533,96422,99533,87091,96422,99533,87091,93744,84672,119750,1159746
R-26,340,500353,2122335,343,09,009,Milpa Alta,09009,78624,62899,71885,69638,71885,62899,69638,71885,62899,69638,38707,28512,759109
R-28,341,500633,2123093,345,09,009,Milpa Alta,09009,136080,106445,124416,117850,121651,60480,93744,124416,108864,117850,111283,131155,1354234
S-12,342,498012,2128664,369,09,013,Xochimilco,09013,136080,108864,124416,120528,124416,108864,120528,124416,108864,120528,70157,82685,1350346
S-13,343,498497,2128189,370,09,013,Xochimilco,09013,21168,16934,19354,18749,19354,16934,18749,19354,16934,18749,16934,19958,223171
SAN JUAN TEPENAHUAC,344,500689,2121549,387,09,009,Milpa Alta,09009,154224,120960,141005,136598,105062,91930,101779,105062,91930,93744,91930,108346,1342570
SAN PEDRO ATOCPAN ,345,494862,2124268,419,09,009,Milpa Alta,09009,81648,29030,63590,72317,63590,60480,66960,69120,60480,66960,60480,71280,765935
SANTA CATARINA #3,346,499488,2133877,431,09,011,Tl?íhuac,09011,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
SANTA CATARINA #5,347,497411,2134398,433,09,011,Tl?íhuac,09011,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0
