6.814836617822492065e-04,6.773439193541309737e-04,6.734986132262352210e-04,6.628190500812005097e-04,7.343301653742877752e-04,6.810200640872748293e-04,7.310117075353244351e-04,7.224327498743031255e-04,3.834529377927953231e-02,5.360490239806735974e-02,3.926348833556923129e-02,3.946745458982238441e-02
2.749641911158170471e-01,2.827848588009780895e-01,2.831093470610988039e-01,2.703737711995345960e-01,1.652452737434488041e-03,1.361915318662418502e-03,3.222413705675501901e-03,1.395394726495271034e-02,4.300583123563376728e-03,1.601788357528325345e-03,5.956319103011152409e-03,1.023255202130666196e-02
3.046094525565573238e-02,3.150240640298671707e-02,3.067724965757666691e-02,3.085963747752431402e-02,1.690780486464176988e-02,1.631347135669027754e-02,1.955318350146158235e-02,2.428575879924770725e-02,4.952556076712530744e-03,4.814092896720873621e-03,6.086710048725438131e-03,7.113883916042579129e-03
2.304937737349848081e-01,2.260325579970246246e-01,2.334473631214902256e-01,2.359556684214560163e-01,3.624826667898315979e-01,3.658800792403600899e-01,3.828520756659949953e-01,3.876335393767057491e-01,2.066990024957533756e-01,2.277583297690405073e-01,2.189755668134864830e-01,2.438102196016699030e-01
4.310431813731122400e-03,4.316783964549994815e-03,4.290801527842554725e-03,4.630053716793250916e-03,4.579047650484712254e-03,4.429822785296354780e-03,4.382026855401914903e-03,4.629706823139595473e-03,4.371354970720914279e-03,4.219613544771315394e-03,4.665130799966354415e-03,5.083160612127729343e-03
5.337488466054594698e-04,5.341410665371139474e-04,5.351980284707092642e-04,4.858613399650498475e-04,6.782675856784955862e-04,7.267779025383058755e-04,7.109114539134104909e-04,7.430452839411355896e-04,8.400318770693664420e-04,1.022096930145698643e-03,8.746965671444356921e-04,9.285755653866110699e-04
8.159227083318961338e-04,5.598038743071183420e-04,6.967278057956793804e-04,6.099559084475718578e-04,1.943080010607303384e-02,1.047311603208962716e-02,1.582756863015493884e-02,1.395266795393984745e-02,2.229701475276071182e-02,3.465962814769332073e-02,2.528063073192150789e-02,2.938865277322985289e-02
4.354247764497956911e-04,4.316263741696146211e-04,4.350236722456719287e-04,4.444650439043168217e-04,4.967064399921686463e-04,5.220738344839288576e-04,5.173471165078252299e-04,5.433374915717700164e-04,5.119479066358341261e-04,4.902277107293181524e-04,4.983678574850317587e-04,4.781622865733160962e-04
4.514029846901450142e-04,4.499081078434874524e-04,4.486572383439375064e-04,4.425262999932443823e-04,5.107079619625805571e-04,5.100949800326019454e-04,5.337152017156348996e-04,5.107015420342660107e-04,4.579139677817342050e-04,4.852896436499911292e-04,4.935902851219683756e-04,5.239633372280518096e-04
4.098714010254551595e-04,4.094049302292127632e-04,4.131378949695256792e-04,4.434396483606146619e-04,4.729936174908798831e-04,4.505012360912642299e-04,4.590903337315002772e-04,3.916342232831414045e-04,4.347037253893819590e-04,4.458339071815709377e-04,4.413465144879982782e-04,4.554179478680276728e-04
4.315735886522688932e-04,4.264291112722447068e-04,4.356193228213536242e-04,4.839080208914450028e-04,6.203750671946829187e-04,6.279881334675219791e-04,6.180883371035571271e-04,6.169155580944535701e-04,1.325597389308670430e-02,1.567321073186450989e-02,1.257084600663843643e-02,1.145971096816546936e-02
3.250882889583580487e-02,2.766709283565048708e-02,2.943026232775078008e-02,2.656655803838801899e-02,3.304138745017862200e-02,2.963854692408997640e-02,2.876192030204436853e-02,2.684119239293019168e-02,6.213739409476932854e-04,6.705591174549735238e-04,6.970355844870595920e-04,1.047300842254576120e-03
2.056420454677113877e-03,1.878452122608203828e-03,1.732708559029188730e-03,1.737562555629348958e-03,6.469296281873825744e-03,6.010252719022888754e-03,5.376738028987620294e-03,5.449893121735781103e-03,1.654267650974397931e-03,1.609597971038228062e-03,1.418786609370021462e-03,1.498002050783661145e-03
