DATASET,X,Y,FLOW_M3-S,START_YR,END_YR,ID,S_PER,E_PER,S_DAY,E_DAY,FLOW_M3D,CVE_ENT,CVE_MUN,NOM_MUN,CODE,UrbanClay,Urban
CNA,492287,2158678,-0.002,2005,2014,3618,253,361,7665,10950,-172.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492080,2158708,-0.004,2005,2014,3619,253,361,7665,10950,-345.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492256,2158771,-0.002,2005,2014,3620,253,361,7665,10950,-172.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492047,2158743,-0.003,2005,2014,3621,253,361,7665,10950,-259.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492652,2159453,-0.005,2005,2014,3622,253,361,7665,10950,-432,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492689,2159519,-0.004,2005,2014,3623,253,361,7665,10950,-345.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491613,2158933,-0.027,2005,2014,3624,253,361,7665,10950,-2332.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491500,2158898,-0.026,2005,2014,3625,253,361,7665,10950,-2246.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492791,2159423,-0.011,2005,2014,3626,253,361,7665,10950,-950.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,472914,2164431,-0.013,2005,2014,3627,253,361,7665,10950,-1123.2,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,473464,2164204,-0.014,2005,2014,3628,253,361,7665,10950,-1209.6,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,470978,2165897,-0.014,2005,2014,3629,253,361,7665,10950,-1209.6,15,13,Atizap?ín de Zaragoza,15013,0,Rural
CNA,471348,2165668,-0.047,2005,2014,3630,253,361,7665,10950,-4060.8,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,494397,2160554,-0.022,2005,2014,3631,253,361,7665,10950,-1900.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494546,2161753,-0.027,2005,2014,3632,253,361,7665,10950,-2332.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,475421,2160885,-0.05,2005,2014,3633,253,361,7665,10950,-4320,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,473596,2163993,-0.02,2005,2014,3634,253,361,7665,10950,-1728,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,475151,2163034,-0.014,2005,2014,3635,253,361,7665,10950,-1209.6,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,475236,2164508,-0.018,2005,2014,3636,253,361,7665,10950,-1555.2,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,475523,2164619,-0.009,2005,2014,3637,253,361,7665,10950,-777.6,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,494496,2161232,-0.006,2005,2014,3638,253,361,7665,10950,-518.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,474123,2162062,-0.006,2005,2014,3639,253,361,7665,10950,-518.4,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,474470,2161690,-0.007,2005,2014,3640,253,361,7665,10950,-604.8,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,473652,2162772,-0.005,2005,2014,3641,253,361,7665,10950,-432,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,475464,2161564,-0.003,2005,2014,3642,253,361,7665,10950,-259.2,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,475162,2161673,-0.005,2005,2014,3643,253,361,7665,10950,-432,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,471642,2162710,-0.008,2005,2014,3644,253,361,7665,10950,-691.2,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,472585,2162092,-0.002,2005,2014,3645,253,361,7665,10950,-172.8,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,472907,2162220,-0.014,2005,2014,3646,253,361,7665,10950,-1209.6,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,494820,2161167,-0.036,2005,2014,3647,253,361,7665,10950,-3110.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494550,2161122,-0.021,2005,2014,3648,253,361,7665,10950,-1814.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494786,2161972,-0.008,2005,2014,3649,253,361,7665,10950,-691.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,495190,2162308,-0.033,2005,2014,3650,253,361,7665,10950,-2851.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,495251,2162402,-0.058,2005,2014,3651,253,361,7665,10950,-5011.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,493840,2160020,-0.035,2005,2014,3652,253,361,7665,10950,-3024,15,33,Ecatepec de Morelos,15033,1,1980
CNA,493716,2160066,-0.035,2005,2014,3653,253,361,7665,10950,-3024,15,33,Ecatepec de Morelos,15033,1,1980
CNA,493793,2160113,-0.037,2005,2014,3654,253,361,7665,10950,-3196.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,493573,2160121,-0.033,2005,2014,3655,253,361,7665,10950,-2851.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,493581,2160139,-0.016,2005,2014,3656,253,361,7665,10950,-1382.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494185,2160344,-0.016,2005,2014,3657,253,361,7665,10950,-1382.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,474972,2159309,-0.004,2005,2014,3658,253,361,7665,10950,-345.6,15,13,Atizap?ín de Zaragoza,15013,1,1980
CNA,473957,2159645,-0.009,2005,2014,3659,253,361,7665,10950,-777.6,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,472738,2158802,-0.027,2005,2014,3660,253,361,7665,10950,-2332.8,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,475211,2164098,-0.02,2005,2014,3661,253,361,7665,10950,-1728,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,474596,2160479,-0.01,2005,2014,3662,253,361,7665,10950,-864,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,493544,2159740,-0.041,2005,2014,3663,253,361,7665,10950,-3542.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,493719,2159895,-0.058,2005,2014,3664,253,361,7665,10950,-5011.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492519,2159757,-0.002,2005,2014,3665,253,361,7665,10950,-172.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,493406,2159668,-0.014,2005,2014,3666,253,361,7665,10950,-1209.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,493316,2159596,-0.013,2005,2014,3667,253,361,7665,10950,-1123.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,467783,2160748,-0.011,2005,2014,3668,253,361,7665,10950,-950.4,15,13,Atizap?ín de Zaragoza,15013,0,Rural
CNA,467871,2161400,-0.013,2005,2014,3669,253,361,7665,10950,-1123.2,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,466697,2162619,-0.025,2005,2014,3670,253,361,7665,10950,-2160,15,13,Atizap?ín de Zaragoza,15013,0,Rural
CNA,467230,2162965,-0.004,2005,2014,3671,253,361,7665,10950,-345.6,15,13,Atizap?ín de Zaragoza,15013,0,Rural
CNA,495139,2162939,-0.028,2005,2014,3672,253,361,7665,10950,-2419.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,496056,2162398,-0.021,2005,2014,3673,253,361,7665,10950,-1814.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,495459,2163415,-0.012,2005,2014,3674,253,361,7665,10950,-1036.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494753,2162711,-0.017,2005,2014,3675,253,361,7665,10950,-1468.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,493972,2161904,-0.008,2005,2014,3676,253,361,7665,10950,-691.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494040,2162060,-0.008,2005,2014,3677,253,361,7665,10950,-691.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494038,2161978,-0.025,2005,2014,3678,253,361,7665,10950,-2160,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491822,2159481,-0.003,2005,2014,3679,253,361,7665,10950,-259.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492086,2160814,-0.013,2005,2014,3680,253,361,7665,10950,-1123.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491586,2160278,-0.024,2005,2014,3681,253,361,7665,10950,-2073.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,476540,2152556,-0.006,2005,2014,3682,253,361,7665,10950,-518.4,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,476682,2152531,-0.008,2005,2014,3683,253,361,7665,10950,-691.2,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,476524,2152495,-0.015,2005,2014,3684,253,361,7665,10950,-1296,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,476532,2152507,-0.01,2005,2014,3685,253,361,7665,10950,-864,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,476648,2152702,-0.015,2005,2014,3686,253,361,7665,10950,-1296,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,477626,2152207,-0.049,2005,2014,3687,253,361,7665,10950,-4233.6,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,477610,2152148,-0.047,2005,2014,3688,253,361,7665,10950,-4060.8,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,477411,2152325,-0.052,2005,2014,3689,253,361,7665,10950,-4492.8,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,477425,2152431,-0.04,2005,2014,3690,253,361,7665,10950,-3456,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,477327,2152421,-0.042,2005,2014,3691,253,361,7665,10950,-3628.8,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,476015,2153798,-0.032,2005,2014,3692,253,361,7665,10950,-2764.8,15,57,Naucalpan de Ju?írez,15057,1,1959
CNA,476038,2152732,-0.045,2005,2014,3693,253,361,7665,10950,-3888,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,475353,2151887,-0.035,2005,2014,3694,253,361,7665,10950,-3024,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,474484,2151565,-0.045,2005,2014,3695,253,361,7665,10950,-3888,15,57,Naucalpan de Ju?írez,15057,1,1970
CNA,474160,2151069,-0.045,2005,2014,3696,253,361,7665,10950,-3888,15,57,Naucalpan de Ju?írez,15057,1,1959
CNA,475043,2151296,-0.04,2005,2014,3697,253,361,7665,10950,-3456,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,473586,2149672,-0.028,2005,2014,3698,253,361,7665,10950,-2419.2,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,477584,2152799,-0.04,2005,2014,3699,253,361,7665,10950,-3456,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,477204,2152225,-0.05,2005,2014,3700,253,361,7665,10950,-4320,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,474951,2153146,-0.035,2005,2014,3701,253,361,7665,10950,-3024,15,57,Naucalpan de Ju?írez,15057,1,1970
CNA,474573,2154063,-0.045,2005,2014,3702,253,361,7665,10950,-3888,15,57,Naucalpan de Ju?írez,15057,1,1959
CNA,474521,2153300,-0.03,2005,2014,3703,253,361,7665,10950,-2592,15,57,Naucalpan de Ju?írez,15057,1,1970
CNA,474202,2152549,-0.007,2005,2014,3704,253,361,7665,10950,-604.8,15,57,Naucalpan de Ju?írez,15057,1,1970
CNA,475910,2148132,-0.028,2005,2014,3705,253,361,7665,10950,-2419.2,15,57,Naucalpan de Ju?írez,15057,1,1959
CNA,475682,2148053,-0.021,2005,2014,3706,253,361,7665,10950,-1814.4,15,57,Naucalpan de Ju?írez,15057,1,1959
CNA,476293,2148195,-0.034,2005,2014,3707,253,361,7665,10950,-2937.6,15,57,Naucalpan de Ju?írez,15057,1,1959
CNA,474141,2146870,-0.037,2005,2014,3708,253,361,7665,10950,-3196.8,15,37,Huixquilucan,15037,1,1970
CNA,475046,2148121,-0.025,2005,2014,3709,253,361,7665,10950,-2160,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,474824,2148421,-0.015,2005,2014,3710,253,361,7665,10950,-1296,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,474963,2156941,-0.03,2005,2014,3711,253,361,7665,10950,-2592,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,475059,2156120,-0.035,2005,2014,3712,253,361,7665,10950,-3024,15,57,Naucalpan de Ju?írez,15057,1,1970
CNA,476746,2156930,-0.042,2005,2014,3713,253,361,7665,10950,-3628.8,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,476236,2154685,-0.035,2005,2014,3714,253,361,7665,10950,-3024,15,57,Naucalpan de Ju?írez,15057,1,1970
CNA,472420,2155067,-0.012,2005,2014,3715,253,361,7665,10950,-1036.8,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,472916,2155513,-0.025,2005,2014,3716,253,361,7665,10950,-2160,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,475501,2154906,-0.055,2005,2014,3717,253,361,7665,10950,-4752,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,476370,2157268,0,2005,2014,3718,253,361,7665,10950,0,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,475978,2156168,-0.03,2005,2014,3719,253,361,7665,10950,-2592,15,57,Naucalpan de Ju?írez,15057,1,1970
CNA,476362,2156653,0,2005,2014,3720,253,361,7665,10950,0,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,473073,2153240,-0.02,2005,2014,3721,253,361,7665,10950,-1728,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,472903,2155153,-0.04,2005,2014,3722,253,361,7665,10950,-3456,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,469767,2151118,-0.04,2005,2014,3723,253,361,7665,10950,-3456,15,57,Naucalpan de Ju?írez,15057,0,Rural
CNA,475790,2156284,0,2005,2014,3724,253,361,7665,10950,0,15,57,Naucalpan de Ju?írez,15057,1,1970
CNA,459946,2149424,-0.015,2005,2014,3725,253,361,7665,10950,-1296,15,57,Naucalpan de Ju?írez,15057,0,Rural
CNA,474365,2154865,-0.035,2005,2014,3726,253,361,7665,10950,-3024,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,474258,2158021,-0.03,2005,2014,3727,253,361,7665,10950,-2592,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,473452,2155324,-0.028,2005,2014,3728,253,361,7665,10950,-2419.2,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,473725,2155517,-0.035,2005,2014,3729,253,361,7665,10950,-3024,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,477612,2151923,-0.008,2005,2014,3730,253,361,7665,10950,-691.2,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,477612,2151923,-0.012,2005,2014,3731,253,361,7665,10950,-1036.8,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,478866,2164014,-0.028,2005,2014,3732,253,361,7665,10950,-2419.2,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479052,2164021,-0.036,2005,2014,3733,253,361,7665,10950,-3110.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479248,2163961,-0.037,2005,2014,3734,253,361,7665,10950,-3196.8,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,473750,2147208,-0.021,2005,2014,3735,253,361,7665,10950,-1814.4,15,37,Huixquilucan,15037,1,1970
CNA,474439,2147599,-0.033,2005,2014,3736,253,361,7665,10950,-2851.2,15,37,Huixquilucan,15037,1,1970
CNA,479628,2163265,-0.007,2005,2014,3737,253,361,7665,10950,-604.8,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479640,2163233,-0.034,2005,2014,3738,253,361,7665,10950,-2937.6,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479118,2164859,-0.034,2005,2014,3739,253,361,7665,10950,-2937.6,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479448,2162919,-0.007,2005,2014,3740,253,361,7665,10950,-604.8,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479208,2163225,-0.036,2005,2014,3741,253,361,7665,10950,-3110.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479274,2162822,-0.002,2005,2014,3742,253,361,7665,10950,-172.8,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479683,2164009,-0.007,2005,2014,3743,253,361,7665,10950,-604.8,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,487303,2158912,-0.032,2005,2014,3744,253,361,7665,10950,-2764.8,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,478574,2151444,-0.015,2005,2014,3745,253,361,7665,10950,-1296,9,16,Miguel Hidalgo,9016,1,1980
CNA,479043,2161243,-0.012,2005,2014,3746,253,361,7665,10950,-1036.8,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,478667,2161456,-0.021,2005,2014,3747,253,361,7665,10950,-1814.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,478559,2161593,-0.028,2005,2014,3748,253,361,7665,10950,-2419.2,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,478592,2161531,-0.027,2005,2014,3749,253,361,7665,10950,-2332.8,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479601,2161298,-0.026,2005,2014,3750,253,361,7665,10950,-2246.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,478226,2158395,-0.008,2005,2014,3751,253,361,7665,10950,-691.2,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,477700,2157636,-0.005,2005,2014,3752,253,361,7665,10950,-432,15,104,Tlalnepantla de Baz,15104,0,1993
CNA,477372,2157176,-0.013,2005,2014,3753,253,361,7665,10950,-1123.2,15,104,Tlalnepantla de Baz,15104,0,1993
CNA,479138,2159397,-0.035,2005,2014,3754,253,361,7665,10950,-3024,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479212,2159497,-0.044,2005,2014,3755,253,361,7665,10950,-3801.6,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479184,2159300,-0.053,2005,2014,3756,253,361,7665,10950,-4579.2,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,481025,2156980,-0.058,2005,2014,3757,253,361,7665,10950,-5011.2,15,104,Tlalnepantla de Baz,15104,0,1993
CNA,481212,2157116,-0.044,2005,2014,3758,253,361,7665,10950,-3801.6,15,104,Tlalnepantla de Baz,15104,0,1993
CNA,481321,2156941,-0.047,2005,2014,3759,253,361,7665,10950,-4060.8,15,104,Tlalnepantla de Baz,15104,0,1993
CNA,479246,2159328,-0.011,2005,2014,3760,253,361,7665,10950,-950.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479507,2159304,-0.015,2005,2014,3761,253,361,7665,10950,-1296,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,487030,2158274,-0.025,2005,2014,3762,253,361,7665,10950,-2160,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,487127,2158279,-0.011,2005,2014,3763,253,361,7665,10950,-950.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479401,2161530,-0.01,2005,2014,3764,253,361,7665,10950,-864,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479342,2161634,-0.009,2005,2014,3765,253,361,7665,10950,-777.6,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,478936,2162079,-0.011,2005,2014,3766,253,361,7665,10950,-950.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,489127,2158842,-0.03,2005,2014,3767,253,361,7665,10950,-2592,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,483346,2156590,-0.011,2005,2014,3768,253,361,7665,10950,-950.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,483449,2156571,-0.02,2005,2014,3769,253,361,7665,10950,-1728,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,477438,2157382,-0.001,2005,2014,3770,253,361,7665,10950,-86.4,15,104,Tlalnepantla de Baz,15104,0,1993
CNA,477886,2159861,-0.032,2005,2014,3771,253,361,7665,10950,-2764.8,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,476240,2152815,-0.013,2005,2014,3772,253,361,7665,10950,-1123.2,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,476240,2152812,-0.012,2005,2014,3773,253,361,7665,10950,-1036.8,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,475313,2152831,-0.006,2005,2014,3774,253,361,7665,10950,-518.4,15,57,Naucalpan de Ju?írez,15057,1,1970
CNA,479575,2161168,-0.006,2005,2014,3775,253,361,7665,10950,-518.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479516,2161153,-0.006,2005,2014,3776,253,361,7665,10950,-518.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,476331,2152551,-0.018,2005,2014,3777,253,361,7665,10950,-1555.2,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,474864,2150018,-0.027,2005,2014,3778,253,361,7665,10950,-2332.8,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,474918,2150825,-0.013,2005,2014,3779,253,361,7665,10950,-1123.2,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,478018,2153409,-0.041,2005,2014,3780,253,361,7665,10950,-3542.4,9,2,Azcapotzalco,9002,1,1980
CNA,478251,2158565,-0.003,2005,2014,3781,253,361,7665,10950,-259.2,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479942,2159792,-0.033,2005,2014,3782,253,361,7665,10950,-2851.2,15,104,Tlalnepantla de Baz,15104,0,1993
CNA,477051,2151820,-0.003,2005,2014,3783,253,361,7665,10950,-259.2,15,57,Naucalpan de Ju?írez,15057,1,1941
CNA,476581,2152774,-0.01,2005,2014,3784,253,361,7665,10950,-864,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,478924,2163587,-0.004,2005,2014,3785,253,361,7665,10950,-345.6,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,478414,2165096,-0.022,2005,2014,3786,253,361,7665,10950,-1900.8,15,104,Tlalnepantla de Baz,15104,0,Rural
CNA,477993,2165253,-0.021,2005,2014,3787,253,361,7665,10950,-1814.4,15,104,Tlalnepantla de Baz,15104,0,Rural
CNA,472892,2153806,-0.006,2005,2014,3788,253,361,7665,10950,-518.4,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,473470,2163996,-0.044,2005,2014,3789,253,361,7665,10950,-3801.6,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,473306,2164253,-0.003,2005,2014,3790,253,361,7665,10950,-259.2,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,473905,2163058,-0.008,2005,2014,3791,253,361,7665,10950,-691.2,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,495417,2162572,-0.006,2005,2014,3792,253,361,7665,10950,-518.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,474908,2162693,-0.032,2005,2014,3793,253,361,7665,10950,-2764.8,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,475454,2161619,-0.011,2005,2014,3794,253,361,7665,10950,-950.4,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,475202,2162482,-0.004,2005,2014,3795,253,361,7665,10950,-345.6,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,475146,2161716,-0.016,2005,2014,3796,253,361,7665,10950,-1382.4,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,476371,2148764,-0.067,2005,2014,3797,253,361,7665,10950,-5788.8,9,16,Miguel Hidalgo,9016,1,1970
CNA,496469,2165280,-0.033,2005,2014,3798,253,361,7665,10950,-2851.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,496659,2165119,-0.02,2005,2014,3799,253,361,7665,10950,-1728,15,33,Ecatepec de Morelos,15033,1,1980
CNA,496435,2165095,-0.02,2005,2014,3800,253,361,7665,10950,-1728,15,33,Ecatepec de Morelos,15033,1,1980
CNA,476947,2155395,-0.006,2005,2014,3801,253,361,7665,10950,-518.4,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,476146,2152917,-0.01,2005,2014,3802,253,361,7665,10950,-864,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,474793,2148012,-0.013,2005,2014,3803,253,361,7665,10950,-1123.2,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,476426,2152523,-0.007,2005,2014,3804,253,361,7665,10950,-604.8,15,57,Naucalpan de Ju?írez,15057,1,1980
CNA,473650,2162769,-0.033,2005,2014,3805,253,361,7665,10950,-2851.2,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,473090,2162661,-0.01,2005,2014,3806,253,361,7665,10950,-864,15,13,Atizap?ín de Zaragoza,15013,0,1993
CNA,469556,2154805,-0.01,2005,2014,3807,253,361,7665,10950,-864,15,57,Naucalpan de Ju?írez,15057,0,Rural
CNA,474704,2148646,-0.019,2005,2014,3808,253,361,7665,10950,-1641.6,15,57,Naucalpan de Ju?írez,15057,1,1959
CNA,474765,2148480,-0.015,2005,2014,3809,253,361,7665,10950,-1296,15,57,Naucalpan de Ju?írez,15057,1,1959
CNA,472703,2153812,-0.009,2005,2014,3810,253,361,7665,10950,-777.6,15,57,Naucalpan de Ju?írez,15057,1,1970
CNA,493444,2159799,-0.046,2005,2014,3811,253,361,7665,10950,-3974.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,493188,2160049,-0.047,2005,2014,3812,253,361,7665,10950,-4060.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492693,2160072,-0.009,2005,2014,3813,253,361,7665,10950,-777.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491869,2158867,-0.007,2005,2014,3814,253,361,7665,10950,-604.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491227,2157710,-0.02,2005,2014,3815,253,361,7665,10950,-1728,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494922,2162983,-0.031,2005,2014,3816,253,361,7665,10950,-2678.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494938,2163011,-0.022,2005,2014,3817,253,361,7665,10950,-1900.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492856,2160123,-0.008,2005,2014,3818,253,361,7665,10950,-691.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492807,2160139,-0.005,2005,2014,3819,253,361,7665,10950,-432,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492415,2160600,-0.02,2005,2014,3820,253,361,7665,10950,-1728,15,33,Ecatepec de Morelos,15033,1,1980
CNA,493533,2160562,-0.008,2005,2014,3821,253,361,7665,10950,-691.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492795,2159422,-0.009,2005,2014,3822,253,361,7665,10950,-777.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,492039,2158738,-0.008,2005,2014,3823,253,361,7665,10950,-691.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491336,2158638,-0.004,2005,2014,3824,253,361,7665,10950,-345.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491923,2159816,-0.007,2005,2014,3825,253,361,7665,10950,-604.8,15,33,Ecatepec de Morelos,15033,1,1980
REPDA-EDO,502152.3456,2169287.706,-0.065,2005,2014,4355,253,361,7665,10950,-5616,15,2,Acolman,15002,0,2015
REPDA-EDO,502094.0917,2169287.699,-0.065,2005,2014,4356,253,361,7665,10950,-5616,15,2,Acolman,15002,0,2015
REPDA-EDO,509521.7119,2168829.082,-0.012937595,2005,2014,4357,253,361,7665,10950,-1117.808219,15,2,Acolman,15002,0,2015
REPDA-EDO,507685.7372,2170979.723,-0.021451674,2005,2014,4358,253,361,7665,10950,-1853.424658,15,2,Acolman,15002,0,2015
