-7.51484268364898E+00,3.52105458501832E+00,3.45972634621937E+00,-6.77931714077932E-01,3.03166960755629E-01,-4.76120165496583E+00,-7.93372399186205E+00,-1.13066719463862E+01,-1.51227914787275E+01,-1.56675466902098E+01,-5.83613403383768E+00,3.65592135471035E-01,-3.67650292830211E+00,2.58820358044061E-01,-3.59759057772607E+00,4.78985716531407E+00,5.69212056850205E+00,1.20966425957971E+00,3.97826229501945E+00,5.97428241064419E-01,3.06860066694560E-01,8.95608267953383E-01,6.19734068919637E-01,6.86857163501516E-01,6.19330998449655E-01,1.49847052661047E+00,1.65282027882027E+00,1.35106553941236E+00,1.85972191241232E+00,-4.52940836226681E+00,-3.14611243693911E-01,-9.63766775359187E-01,1.13330175697842E-01,1.53308362754338E+05
-1.11926861011741E+01,3.72986535795813E+00,-1.33152247852353E+00,-1.24017569977677E+00,8.42390859383265E-01,-4.33800032838596E+00,-7.66660773516371E+00,-1.54075634385753E+01,-1.36556075081412E+01,-1.43359134542054E+01,-6.15518508399897E+00,2.18212033941707E-01,-3.41102577855815E+00,3.87241457357686E-01,-4.05385031184774E+00,2.51980434688339E+00,6.40139595399417E+00,-2.20240345243894E+00,1.02379222168895E+00,-1.74679704873954E+00,1.26684693775249E+00,1.31488386660348E+00,1.39682432396310E+00,1.69953801256824E+00,1.38808232574578E+00,1.74176107275003E+00,9.54917172993050E-01,1.28374304287889E+00,1.46530086878513E+00,-3.25021245801795E+00,-4.83738490690736E-01,-9.03013143313970E-01,3.01968627690363E-01,1.57620504257902E+05
-1.31688129268175E+01,3.81152231901327E+00,4.38039192806941E+00,-2.22523288170357E+00,-4.73717874630595E-01,-3.99612898578424E+00,-7.27272258077491E+00,-1.23730520279287E+01,-9.64447846675322E+00,-9.86451730748028E+00,-3.98025159527028E+00,2.07538062521464E-01,-3.38474379484870E+00,3.84201427986362E-01,-4.16979991694416E+00,6.36311329849913E+00,3.72328950114678E+00,-1.32827472771323E+00,2.42386919556169E+00,1.68690843332857E+00,1.43225641645906E+00,1.73965878456656E+00,1.27582526121352E+00,1.18894264820735E+00,8.93354670325786E-01,1.83946635568332E+00,9.53715565098024E-01,1.16641496185063E+00,1.18644212234737E+00,-5.10095266808786E+00,-3.42824534455116E+00,-2.21509520346425E+00,3.39766615707993E-01,1.60688935727245E+05
-5.86241301821045E+00,4.32027550073882E+00,5.67240949704652E-01,-8.92832465321240E-01,2.60664498465498E+00,-6.89725517863729E+00,-6.88528377542177E+00,-1.34554270118799E+01,-1.23835640440720E+01,-1.05746995377018E+01,-4.86099313390059E+00,1.85186710970855E-01,-4.02738993280159E+00,2.53330749571144E-01,-6.55738587216372E+00,3.83637115129602E+00,5.99697273084672E+00,-1.36362863605558E+00,-9.47578199609402E-01,-9.89371395727216E-01,1.91827207076264E+00,3.17519306325812E+00,1.92100581776207E+00,7.14909834459764E-01,6.13364613983508E-01,9.86860149894526E-01,8.51547344240380E-01,9.90405609169414E-01,1.65685778846461E+00,-6.32165184414805E+00,-2.13212364529680E+00,-1.55631853062217E+00,3.54486979480194E-01,1.66460411285455E+05
-9.93339948940782E+00,2.83666487577222E+00,-1.10171368385665E+00,-9.87581567403114E-01,-7.52886823673733E+00,-6.53061295430525E+00,-8.71259943093898E+00,-1.53026980822121E+01,-1.40550795972179E+01,-1.45138077837627E+01,-4.28419634418510E+00,2.38785132239481E-01,-2.43181855564052E+00,2.00550654664878E-01,-3.67718022303120E+00,4.23897678173879E+00,4.56388460273616E-01,3.16149916280847E+00,1.23313588704718E+00,3.82223491553115E+00,7.19817325779092E-01,5.57325826850347E-01,2.68642854490429E+00,1.58424353887920E+00,8.35606691151691E-01,1.73521992140708E+00,1.15652735893129E+00,1.04193313720874E+00,1.36233681234810E+00,-2.85745495616600E+00,-4.27810612836590E-01,-1.65249886512888E+00,3.43530023357748E-01,1.70067665329586E+05
-3.61613033778458E+00,3.23336693996295E+00,2.12889441293761E+00,-1.59486657874647E+00,3.57041221247088E+00,-5.93264359016052E+00,-8.59016903159179E+00,-1.61052627752504E+01,-1.24420642933516E+01,-1.35817390964871E+01,-6.13524744425649E+00,2.49658009265440E-01,-4.24773383363232E+00,2.09830838472518E-01,-3.99903881831507E+00,5.78926303742956E+00,5.13640714240003E+00,-1.62046832602033E+00,5.48840194363534E-01,-1.94758264511215E+00,2.03805187608786E+00,8.05128652684993E-01,5.37333329919242E-01,1.86044426589636E+00,9.55608964712606E-01,8.76752882309254E-01,1.14287279392765E+00,9.69578809938575E-01,1.30041251599960E+00,-2.32645851996521E+00,-1.15809309074640E+00,-2.15708173486198E+00,4.55077697258117E-01,1.73524523801358E+05
-1.18414277074615E+01,3.31495967386564E+00,-1.05371620113338E+00,-1.20230687543670E+00,-1.05302063921037E+00,-4.70886714679433E+00,-8.18642409559375E+00,-1.40965370982532E+01,-1.59100563754733E+01,-1.49041300691976E+01,-5.20379153622533E+00,3.86040500087398E-01,-3.39468403326315E+00,1.98607557301265E-01,-3.17720195371891E+00,3.52820753978307E+00,1.99907966508470E+00,1.28679529118587E+00,-1.43063318837550E+00,1.85365780332868E+00,9.93592041000458E-01,2.84442752967512E+00,6.84120781847181E-01,6.91976662350898E-01,1.56853148739856E+00,8.14537366133792E-01,8.82994346038972E-01,1.16808371947583E+00,1.71570870955101E+00,-2.47506944963165E+00,-2.93228488863046E-01,-1.93426038086503E+00,3.64513129304782E-01,1.74796232167308E+05
-7.62000031341437E+00,3.46645564645911E+00,3.17687431924638E+00,-1.38268999963091E+00,3.32740843871294E+00,-4.29946391746829E+00,-7.48370933631976E+00,-9.65301188686334E+00,-1.40235948739244E+01,-1.60780539923020E+01,-2.77672865791161E+00,1.81361635964794E-01,-3.85382785486912E+00,2.33901138046948E-01,-3.88538597711457E+00,5.90797333693233E+00,5.18203188887816E-02,4.01009566192305E+00,9.91897199618943E-01,-1.09204299211716E+00,9.45796503713241E-01,1.38770493104478E+00,9.27739405221608E-01,8.75903722322979E-01,1.20794484279040E+00,1.95641207536567E+00,8.40612525304624E-01,9.96485985569958E-01,1.48093742562201E+00,-3.75500485208485E+00,-4.23863472774860E+00,-2.19617531325952E+00,1.59119846346580E-01,1.76052281026285E+05
-4.05462939611524E+00,2.73201490419983E+00,-1.25803135743892E+00,-1.53465097373307E+00,-5.23046656791504E+00,-6.11479929148924E+00,-7.85536463740990E+00,-9.99224198197055E+00,-9.71127566469532E+00,-1.56624884855102E+01,-3.12255650553725E+00,3.53242086055201E-01,-2.70202182361529E+00,3.07867531072641E-01,-2.36159263837685E+00,3.26978584153677E+00,2.12503627381963E+00,-7.21103404711769E-01,4.54272412648399E-01,-1.11719277331653E+00,7.00220169993406E-01,7.31482583762433E-01,2.12781035277788E+00,1.14191648162966E+00,1.70818850849994E+00,1.87836010826888E+00,9.17816161557177E-01,1.15074062419354E+00,1.79971798004116E+00,-2.82532847868917E+00,-7.23959854203707E-01,-1.11879439494313E+00,2.66424136449526E-01,1.76336257634801E+05
-8.11157648219539E+00,3.48639027987603E+00,2.78456894859201E+00,-2.97020976359254E+00,-6.83460455755336E+00,-5.96279305967179E+00,-7.36261463098854E+00,-1.33934803502788E+01,-1.27553222705773E+01,-1.21280767317723E+01,-3.69402747731721E+00,2.86848919989903E-01,-4.54968357002282E+00,3.97127930154996E-01,-4.11381427844289E+00,5.84446384362585E+00,4.87846391446247E+00,1.31806910426847E+00,6.38856527441116E-01,2.17907624660421E+00,1.86149336200396E+00,2.74947382182981E+00,3.35260112146593E+00,1.77077687929273E+00,1.91793302856501E+00,1.97931292057047E+00,8.18974774375177E-01,1.07261872356570E+00,1.29004916979269E+00,-4.67039682919242E+00,-6.16340831233160E-01,-9.33948907367932E-01,4.52642063767989E-01,1.77052623600749E+05
