DATASET,C,R,FLOW_M3-S,START_YR,END_YR,ID,S_PER,E_PER,S_DAY,E_DAY,FLOW_M3D,CVE_ENT,ODE,NOM_MUN,CODE
SACM,7,8,-0.00010706,1986,1987,263,26,27,761,789,-9.25,9,15,0,9015
SACM,7,9,-0.000177546,1986,1987,266,26,27,761,789,-15.34,15,58,0,15058
SACM,9,4,-0.000678009,1986,1987,267,26,27,761,789,-58.58,9,15,0,9015
SACM,8,8,-0.000584722,1986,1987,268,26,27,761,789,-50.52,15,58,0,15058
SACM,8,9,-0.00043669,1986,1987,270,26,27,761,789,-37.73,9,15,0,9015
SACM,3,5,-0.000246875,1986,1987,275,26,27,761,789,-21.33,15,58,0,15058
SACM,8,7,-0.000619792,1986,1987,276,26,27,761,789,-53.55,15,58,0,15058
SACM,4,3,-0.000581944,1986,1987,279,26,27,761,789,-50.28,9,15,0,9015
SACM,4,4,-0.000460764,1986,1987,280,26,27,761,789,-39.81,9,15,0,9015
SACM,4,5,-0.000468634,1986,1987,282,26,27,761,789,-40.49,15,58,0,15058
SACM,5,3,-0.001036921,1986,1987,285,26,27,761,789,-89.59,9,2,0,9002
SACM,5,4,-0.000496991,1986,1987,286,26,27,761,789,-42.94,15,33,0,15033
SACM,5,5,-0.000532639,1986,1987,288,26,27,761,789,-46.02,15,33,0,15033
SACM,4,10,-0.000390046,1986,1987,292,26,27,761,789,-33.7,9,2,0,9002
SACM,8,3,-0.000103125,1986,1987,293,26,27,761,789,-8.91,9,2,0,9002
SACM,3,8,-0.000150694,1986,1987,295,26,27,761,789,-13.02,9,2,0,9002
SACM,8,3,-0.000216551,1986,1987,296,26,27,761,789,-18.71,9,2,0,9002
SACM,3,8,-0.000565972,1986,1987,298,26,27,761,789,-48.9,9,2,0,9002
SACM,7,3,-0.001194213,1986,1987,300,26,27,761,789,-103.18,9,2,0,9002
SACM,9,3,-0.000295255,1986,1987,224,27,28,789,820,-25.51,9,15,0,9015
SACM,3,10,-0.000532986,1986,1987,229,27,28,789,820,-46.05,15,58,0,15058
SACM,3,9,-0.000358449,1986,1987,230,27,28,789,820,-30.97,9,15,0,9015
SACM,7,4,-0.000336343,1986,1987,231,27,28,789,820,-29.06,15,58,0,15058
SACM,3,3,-7.26E-05,1986,1987,232,27,28,789,820,-6.27,15,58,0,15058
SACM,7,7,-0.000281481,1986,1987,233,27,28,789,820,-24.32,9,2,0,9002
SACM,8,7,-0.000567014,1986,1987,234,27,28,789,820,-48.99,15,33,0,15033
SACM,4,3,-0.000755208,1986,1987,235,27,28,789,820,-65.25,15,33,0,15033
SACM,4,4,-0.000265625,1986,1987,236,27,28,789,820,-22.95,15,58,0,15058
SACM,4,5,-0.000557407,1986,1987,241,27,28,789,820,-48.16,15,33,0,15033
SACM,5,3,-0.000135417,1986,1987,242,27,28,789,820,-11.7,15,33,0,15033
SACM,5,4,-0.001233912,1986,1987,243,27,28,789,820,-106.61,9,2,0,9002
SACM,5,5,-0.000754398,1986,1987,245,27,28,789,820,-65.18,15,33,0,15033
SACM,4,10,-0.00098669,1986,1987,246,27,28,789,820,-85.25,9,2,0,9002
SACM,8,3,-0.000454977,1986,1987,248,27,28,789,820,-39.31,9,2,0,9002
SACM,3,8,-9.53E-05,1986,1987,251,27,28,789,820,-8.23,9,2,0,9002
SACM,7,3,-0.000565509,1986,1987,253,27,28,789,820,-48.86,9,2,0,9002
SACM,8,4,-0.000101736,1986,1987,254,27,28,789,820,-8.79,9,2,0,9002
SACM,3,4,-0.000163542,1986,1987,259,27,28,789,820,-14.13,9,2,0,9002
SACM,7,8,-0.000107523,1986,1987,263,27,28,789,820,-9.29,9,15,0,9015
SACM,7,9,-0.000143403,1986,1987,266,27,28,789,820,-12.39,15,58,0,15058
SACM,9,4,-0.000613426,1986,1987,267,27,28,789,820,-53,9,15,0,9015
SACM,8,8,-0.000759954,1986,1987,268,27,28,789,820,-65.66,15,58,0,15058
SACM,8,9,-0.000433565,1986,1987,270,27,28,789,820,-37.46,9,15,0,9015
SACM,3,5,-0.000250579,1986,1987,275,27,28,789,820,-21.65,15,58,0,15058
SACM,8,7,-0.00065463,1986,1987,276,27,28,789,820,-56.56,15,58,0,15058
SACM,4,3,-0.000561806,1986,1987,279,27,28,789,820,-48.54,9,15,0,9015
SACM,4,4,-0.000301968,1986,1987,280,27,28,789,820,-26.09,9,15,0,9015
SACM,4,5,-0.000109491,1986,1987,282,27,28,789,820,-9.46,15,58,0,15058
SACM,5,3,-0.000886111,1986,1987,285,27,28,789,820,-76.56,9,2,0,9002
SACM,5,4,-0.000426042,1986,1987,286,27,28,789,820,-36.81,15,33,0,15033
SACM,5,5,-0.000528241,1986,1987,288,27,28,789,820,-45.64,15,33,0,15033
SACM,4,10,-0.000386111,1986,1987,292,27,28,789,820,-33.36,9,2,0,9002
SACM,8,3,-0.000103588,1986,1987,293,27,28,789,820,-8.95,9,2,0,9002
SACM,3,8,-0.000102199,1986,1987,295,27,28,789,820,-8.83,9,2,0,9002
SACM,8,3,-0.000228588,1986,1987,296,27,28,789,820,-19.75,9,2,0,9002
SACM,3,8,-0.000522685,1986,1987,298,27,28,789,820,-45.16,9,2,0,9002
SACM,7,3,-0.000787963,1986,1987,300,27,28,789,820,-68.08,9,2,0,9002
SACM,9,3,-0.000297569,1986,1987,224,28,29,820,850,-25.71,9,15,0,9015
SACM,3,10,-0.000565394,1986,1987,229,28,29,820,850,-48.85,15,58,0,15058
SACM,3,9,-0.000590741,1986,1987,230,28,29,820,850,-51.04,9,15,0,9015
SACM,7,4,-0.000337384,1986,1987,231,28,29,820,850,-29.15,15,58,0,15058
SACM,3,3,-6.98E-05,1986,1987,232,28,29,820,850,-6.03,15,58,0,15058
SACM,7,7,-0.000239352,1986,1987,233,28,29,820,850,-20.68,9,2,0,9002
SACM,8,7,-0.000593519,1986,1987,234,28,29,820,850,-51.28,15,33,0,15033
SACM,4,3,-0.000677546,1986,1987,235,28,29,820,850,-58.54,15,33,0,15033
SACM,4,4,-0.000247106,1986,1987,236,28,29,820,850,-21.35,15,58,0,15058
SACM,4,5,-0.00057419,1986,1987,241,28,29,820,850,-49.61,15,33,0,15033
SACM,5,3,-0.00013912,1986,1987,242,28,29,820,850,-12.02,15,33,0,15033
SACM,5,4,-0.00126331,1986,1987,243,28,29,820,850,-109.15,9,2,0,9002
SACM,5,5,-0.001513889,1986,1987,245,28,29,820,850,-130.8,15,33,0,15033
SACM,4,10,-0.001092477,1986,1987,246,28,29,820,850,-94.39,9,2,0,9002
SACM,8,3,-0.000456829,1986,1987,248,28,29,820,850,-39.47,9,2,0,9002
SACM,3,8,-0.000108912,1986,1987,251,28,29,820,850,-9.41,9,2,0,9002
SACM,7,3,-0.000571875,1986,1987,253,28,29,820,850,-49.41,9,2,0,9002
SACM,8,4,-0.000109144,1986,1987,254,28,29,820,850,-9.43,9,2,0,9002
SACM,3,4,-0.000196875,1986,1987,259,28,29,820,850,-17.01,9,2,0,9002
SACM,7,8,-0.000102199,1986,1987,263,28,29,820,850,-8.83,9,15,0,9015
SACM,7,9,-0.000177315,1986,1987,266,28,29,820,850,-15.32,15,58,0,15058
SACM,9,4,-0.000468519,1986,1987,267,28,29,820,850,-40.48,9,15,0,9015
SACM,8,8,-0.000723495,1986,1987,268,28,29,820,850,-62.51,15,58,0,15058
SACM,8,9,-0.000454167,1986,1987,270,28,29,820,850,-39.24,9,15,0,9015
SACM,3,5,-0.000250231,1986,1987,275,28,29,820,850,-21.62,15,58,0,15058
SACM,8,7,-0.000636458,1986,1987,276,28,29,820,850,-54.99,15,58,0,15058
SACM,4,3,-0.000590509,1986,1987,279,28,29,820,850,-51.02,9,15,0,9015
SACM,4,4,-0.000139352,1986,1987,280,28,29,820,850,-12.04,9,15,0,9015
SACM,4,5,-0.000394329,1986,1987,282,28,29,820,850,-34.07,15,58,0,15058
SACM,5,3,-0.001005671,1986,1987,285,28,29,820,850,-86.89,9,2,0,9002
SACM,5,4,-0.000479977,1986,1987,286,28,29,820,850,-41.47,15,33,0,15033
SACM,5,5,-0.000613773,1986,1987,288,28,29,820,850,-53.03,15,33,0,15033
SACM,4,10,-0.000327199,1986,1987,292,28,29,820,850,-28.27,9,2,0,9002
SACM,8,3,-0.000106944,1986,1987,293,28,29,820,850,-9.24,9,2,0,9002
SACM,3,8,-7.79E-05,1986,1987,295,28,29,820,850,-6.73,9,2,0,9002
SACM,8,3,-0.00030625,1986,1987,296,28,29,820,850,-26.46,9,2,0,9002
SACM,3,8,-0.000613773,1986,1987,298,28,29,820,850,-53.03,9,2,0,9002
SACM,7,3,-0.00075787,1986,1987,300,28,29,820,850,-65.48,9,2,0,9002
SACM,9,3,-0.000261343,1986,1987,224,29,30,850,881,-22.58,9,15,0,9015
SACM,3,10,-0.000562616,1986,1987,229,29,30,850,881,-48.61,15,58,0,15058
SACM,3,9,-0.000620833,1986,1987,230,29,30,850,881,-53.64,9,15,0,9015
SACM,7,4,-0.000344792,1986,1987,231,29,30,850,881,-29.79,15,58,0,15058
SACM,3,3,-7.23E-05,1986,1987,232,29,30,850,881,-6.25,15,58,0,15058
SACM,7,7,-0.000240046,1986,1987,233,29,30,850,881,-20.74,9,2,0,9002
SACM,8,7,-0.000658218,1986,1987,234,29,30,850,881,-56.87,15,33,0,15033
SACM,4,3,-0.000738426,1986,1987,235,29,30,850,881,-63.8,15,33,0,15033
SACM,4,4,-0.00025544,1986,1987,236,29,30,850,881,-22.07,15,58,0,15058
SACM,4,5,-0.000564352,1986,1987,241,29,30,850,881,-48.76,15,33,0,15033
SACM,5,3,-0.000136111,1986,1987,242,29,30,850,881,-11.76,15,33,0,15033
SACM,5,4,-0.001256944,1986,1987,243,29,30,850,881,-108.6,9,2,0,9002
SACM,5,5,-0.001491088,1986,1987,245,29,30,850,881,-128.83,15,33,0,15033
SACM,4,10,-0.000943056,1986,1987,246,29,30,850,881,-81.48,9,2,0,9002
SACM,8,3,-0.000458565,1986,1987,248,29,30,850,881,-39.62,9,2,0,9002
SACM,3,8,-0.000348958,1986,1987,251,29,30,850,881,-30.15,9,2,0,9002
SACM,7,3,-0.000537616,1986,1987,253,29,30,850,881,-46.45,9,2,0,9002
SACM,8,4,-0.000109722,1986,1987,254,29,30,850,881,-9.48,9,2,0,9002
SACM,3,4,-0.000209028,1986,1987,259,29,30,850,881,-18.06,9,2,0,9002
SACM,7,8,-7.89E-05,1986,1987,263,29,30,850,881,-6.82,9,15,0,9015
SACM,7,9,-0.000146181,1986,1987,266,29,30,850,881,-12.63,15,58,0,15058
SACM,9,4,-0.000610648,1986,1987,267,29,30,850,881,-52.76,9,15,0,9015
SACM,8,8,-0.000653588,1986,1987,268,29,30,850,881,-56.47,15,58,0,15058
SACM,8,9,-0.000470602,1986,1987,270,29,30,850,881,-40.66,9,15,0,9015
SACM,3,5,-0.000189815,1986,1987,275,29,30,850,881,-16.4,15,58,0,15058
SACM,8,7,-0.000489583,1986,1987,276,29,30,850,881,-42.3,15,58,0,15058
SACM,4,3,-0.000555671,1986,1987,279,29,30,850,881,-48.01,9,15,0,9015
SACM,4,4,-0.000402431,1986,1987,280,29,30,850,881,-34.77,9,15,0,9015
SACM,4,5,-0.000443634,1986,1987,282,29,30,850,881,-38.33,15,58,0,15058
SACM,5,3,-0.000937037,1986,1987,285,29,30,850,881,-80.96,9,2,0,9002
SACM,5,4,-0.000450463,1986,1987,286,29,30,850,881,-38.92,15,33,0,15033
SACM,5,5,-0.00061875,1986,1987,288,29,30,850,881,-53.46,15,33,0,15033
SACM,4,10,-0.000570023,1986,1987,292,29,30,850,881,-49.25,9,2,0,9002
SACM,8,3,-9.79E-05,1986,1987,293,29,30,850,881,-8.46,9,2,0,9002
SACM,3,8,-7.79E-05,1986,1987,295,29,30,850,881,-6.73,9,2,0,9002
SACM,8,3,-0.000282292,1986,1987,296,29,30,850,881,-24.39,9,2,0,9002
SACM,3,8,-0.000615625,1986,1987,298,29,30,850,881,-53.19,9,2,0,9002
SACM,7,3,-0.000450694,1986,1987,300,29,30,850,881,-38.94,9,2,0,9002
SACM,9,3,-0.000251736,1986,1987,224,30,31,881,911,-21.75,9,15,0,9015
SACM,3,10,-0.000564815,1986,1987,229,30,31,881,911,-48.8,15,58,0,15058
SACM,3,9,-0.000390972,1986,1987,230,30,31,881,911,-33.78,9,15,0,9015
SACM,7,4,-0.000200926,1986,1987,231,30,31,881,911,-17.36,15,58,0,15058
SACM,3,3,-7.28E-05,1986,1987,232,30,31,881,911,-6.29,15,58,0,15058
SACM,7,7,-0.000229745,1986,1987,233,30,31,881,911,-19.85,9,2,0,9002
SACM,8,7,-0.000649769,1986,1987,234,30,31,881,911,-56.14,15,33,0,15033
SACM,4,3,-0.000767245,1986,1987,235,30,31,881,911,-66.29,15,33,0,15033
SACM,4,4,-0.000163426,1986,1987,236,30,31,881,911,-14.12,15,58,0,15058
SACM,4,5,-0.000475,1986,1987,241,30,31,881,911,-41.04,15,33,0,15033
SACM,5,3,-0.00011169,1986,1987,242,30,31,881,911,-9.65,15,33,0,15033
SACM,5,4,-0.001232639,1986,1987,243,30,31,881,911,-106.5,9,2,0,9002
SACM,5,5,-0.001453125,1986,1987,245,30,31,881,911,-125.55,15,33,0,15033
SACM,4,10,-0.000229977,1986,1987,246,30,31,881,911,-19.87,9,2,0,9002
SACM,8,3,-0.000415856,1986,1987,248,30,31,881,911,-35.93,9,2,0,9002
SACM,3,8,-0.000366667,1986,1987,251,30,31,881,911,-31.68,9,2,0,9002
SACM,7,3,-0.000571875,1986,1987,253,30,31,881,911,-49.41,9,2,0,9002
SACM,8,4,-0.000107639,1986,1987,254,30,31,881,911,-9.3,9,2,0,9002
SACM,3,4,-0.000261343,1986,1987,259,30,31,881,911,-22.58,9,2,0,9002
SACM,7,8,-0.000118403,1986,1987,263,30,31,881,911,-10.23,9,15,0,9015
SACM,7,9,-0.000127199,1986,1987,266,30,31,881,911,-10.99,15,58,0,15058
SACM,9,4,-0.000466898,1986,1987,267,30,31,881,911,-40.34,9,15,0,9015
SACM,8,8,-0.000753125,1986,1987,268,30,31,881,911,-65.07,15,58,0,15058
SACM,8,9,-0.000443287,1986,1987,270,30,31,881,911,-38.3,9,15,0,9015
SACM,3,5,-0.000232523,1986,1987,275,30,31,881,911,-20.09,15,58,0,15058
SACM,8,7,-0.000397454,1986,1987,276,30,31,881,911,-34.34,15,58,0,15058
SACM,4,3,-0.000536227,1986,1987,279,30,31,881,911,-46.33,9,15,0,9015
SACM,4,4,-0.000439931,1986,1987,280,30,31,881,911,-38.01,9,15,0,9015
SACM,4,5,-0.00038206,1986,1987,282,30,31,881,911,-33.01,15,58,0,15058
SACM,5,3,-0.001040046,1986,1987,285,30,31,881,911,-89.86,9,2,0,9002
SACM,5,4,-0.000307176,1986,1987,286,30,31,881,911,-26.54,15,33,0,15033
SACM,5,5,-0.000591435,1986,1987,288,30,31,881,911,-51.1,15,33,0,15033
SACM,4,10,-0.000556944,1986,1987,292,30,31,881,911,-48.12,9,2,0,9002
SACM,8,3,-0.00033206,1986,1987,293,30,31,881,911,-28.69,9,2,0,9002
SACM,3,8,-5.47E-05,1986,1987,295,30,31,881,911,-4.73,9,2,0,9002
SACM,8,3,-0.000333218,1986,1987,296,30,31,881,911,-28.79,9,2,0,9002
SACM,3,8,-0.000557986,1986,1987,298,30,31,881,911,-48.21,9,2,0,9002
SACM,7,3,-0.000611574,1986,1987,300,30,31,881,911,-52.84,9,2,0,9002
SACM,9,3,-0.000146528,1986,1987,224,31,32,911,942,-12.66,9,15,0,9015
SACM,3,10,-0.000647454,1986,1987,229,31,32,911,942,-55.94,15,58,0,15058
SACM,3,9,-0.000606366,1986,1987,230,31,32,911,942,-52.39,9,15,0,9015
SACM,7,4,-0.000431481,1986,1987,231,31,32,911,942,-37.28,15,58,0,15058
SACM,3,3,-0.000090625,1986,1987,232,31,32,911,942,-7.83,15,58,0,15058
SACM,7,7,-0.000610417,1986,1987,233,31,32,911,942,-52.74,9,2,0,9002
SACM,8,7,-0.001028704,1986,1987,234,31,32,911,942,-88.88,15,33,0,15033
SACM,4,3,-0.000756019,1986,1987,235,31,32,911,942,-65.32,15,33,0,15033
SACM,4,4,-0.000197454,1986,1987,236,31,32,911,942,-17.06,15,58,0,15058
SACM,4,5,-0.00055463,1986,1987,241,31,32,911,942,-47.92,15,33,0,15033
SACM,5,3,-0.000110648,1986,1987,242,31,32,911,942,-9.56,15,33,0,15033
SACM,5,4,-0.001214699,1986,1987,243,31,32,911,942,-104.95,9,2,0,9002
SACM,5,5,-0.001436343,1986,1987,245,31,32,911,942,-124.1,15,33,0,15033
SACM,4,10,-0.000629282,1986,1987,246,31,32,911,942,-54.37,9,2,0,9002
SACM,8,3,-0.000330093,1986,1987,248,31,32,911,942,-28.52,9,2,0,9002
SACM,3,8,-0.000369676,1986,1987,251,31,32,911,942,-31.94,9,2,0,9002
SACM,7,3,-0.000441898,1986,1987,253,31,32,911,942,-38.18,9,2,0,9002
SACM,8,4,-0.000109028,1986,1987,254,31,32,911,942,-9.42,9,2,0,9002
SACM,3,4,-0.000219329,1986,1987,259,31,32,911,942,-18.95,9,2,0,9002
SACM,7,8,-4.90E-05,1986,1987,263,31,32,911,942,-4.23,9,15,0,9015
SACM,7,9,-0.000102546,1986,1987,266,31,32,911,942,-8.86,15,58,0,15058
SACM,9,4,-0.000530324,1986,1987,267,31,32,911,942,-45.82,9,15,0,9015
SACM,8,8,-0.000369444,1986,1987,268,31,32,911,942,-31.92,15,58,0,15058
SACM,8,9,-0.000381829,1986,1987,270,31,32,911,942,-32.99,9,15,0,9015
SACM,3,5,-0.000282755,1986,1987,275,31,32,911,942,-24.43,15,58,0,15058
SACM,8,7,-0.000487963,1986,1987,276,31,32,911,942,-42.16,15,58,0,15058
SACM,4,3,-0.000525231,1986,1987,279,31,32,911,942,-45.38,9,15,0,9015
SACM,4,4,-0.000507176,1986,1987,280,31,32,911,942,-43.82,9,15,0,9015
SACM,4,5,-0.000389583,1986,1987,282,31,32,911,942,-33.66,15,58,0,15058
SACM,5,3,-0.000925579,1986,1987,285,31,32,911,942,-79.97,9,2,0,9002
SACM,5,4,-0.000268519,1986,1987,286,31,32,911,942,-23.2,15,33,0,15033
SACM,5,5,-0.000593981,1986,1987,288,31,32,911,942,-51.32,15,33,0,15033
SACM,4,10,-0.000559144,1986,1987,292,31,32,911,942,-48.31,9,2,0,9002
SACM,8,3,-0.00029375,1986,1987,293,31,32,911,942,-25.38,9,2,0,9002
SACM,3,8,-7.92E-05,1986,1987,295,31,32,911,942,-6.84,9,2,0,9002
SACM,8,3,-0.000384606,1986,1987,296,31,32,911,942,-33.23,9,2,0,9002
SACM,3,8,-0.000619329,1986,1987,298,31,32,911,942,-53.51,9,2,0,9002
SACM,7,3,-0.000359722,1986,1987,300,31,32,911,942,-31.08,9,2,0,9002
SACM,9,3,-6.91E-05,1986,1987,224,32,33,942,973,-5.97,9,15,0,9015
SACM,3,10,-0.000591551,1986,1987,229,32,33,942,973,-51.11,15,58,0,15058
SACM,3,9,-0.000565509,1986,1987,230,32,33,942,973,-48.86,9,15,0,9015
SACM,7,4,-0.00047037,1986,1987,231,32,33,942,973,-40.64,15,58,0,15058
SACM,3,3,-8.85E-05,1986,1987,232,32,33,942,973,-7.65,15,58,0,15058
SACM,7,7,-0.000603472,1986,1987,233,32,33,942,973,-52.14,9,2,0,9002
SACM,8,7,-0.001053704,1986,1987,234,32,33,942,973,-91.04,15,33,0,15033
SACM,4,3,-0.000731944,1986,1987,235,32,33,942,973,-63.24,15,33,0,15033
SACM,4,4,-0.000175579,1986,1987,236,32,33,942,973,-15.17,15,58,0,15058
SACM,4,5,-0.000509259,1986,1987,241,32,33,942,973,-44,15,33,0,15033
SACM,5,3,-0.000122106,1986,1987,242,32,33,942,973,-10.55,15,33,0,15033
SACM,5,4,-0.001163542,1986,1987,243,32,33,942,973,-100.53,9,2,0,9002
SACM,5,5,-0.001390856,1986,1987,245,32,33,942,973,-120.17,15,33,0,15033
SACM,4,10,-0.000527778,1986,1987,246,32,33,942,973,-45.6,9,2,0,9002
SACM,8,3,-0.000333333,1986,1987,248,32,33,942,973,-28.8,9,2,0,9002
SACM,3,8,-0.000368519,1986,1987,251,32,33,942,973,-31.84,9,2,0,9002
SACM,7,3,-0.00056169,1986,1987,253,32,33,942,973,-48.53,9,2,0,9002
SACM,8,4,-0.000109722,1986,1987,254,32,33,942,973,-9.48,9,2,0,9002
SACM,3,4,-0.000199306,1986,1987,259,32,33,942,973,-17.22,9,2,0,9002
SACM,7,8,-9.92E-05,1986,1987,263,32,33,942,973,-8.57,9,15,0,9015
SACM,7,9,-0.000126273,1986,1987,266,32,33,942,973,-10.91,15,58,0,15058
SACM,9,4,-0.000509028,1986,1987,267,32,33,942,973,-43.98,9,15,0,9015
SACM,8,8,-2.66E-05,1986,1987,268,32,33,942,973,-2.3,15,58,0,15058
SACM,8,9,-0.000396991,1986,1987,270,32,33,942,973,-34.3,9,15,0,9015
SACM,3,5,-0.000237847,1986,1987,275,32,33,942,973,-20.55,15,58,0,15058
SACM,8,7,-0.000468056,1986,1987,276,32,33,942,973,-40.44,15,58,0,15058
SACM,4,3,-0.000524653,1986,1987,279,32,33,942,973,-45.33,9,15,0,9015
SACM,4,4,-0.000497685,1986,1987,280,32,33,942,973,-43,9,15,0,9015
SACM,4,5,-0.000354861,1986,1987,282,32,33,942,973,-30.66,15,58,0,15058
SACM,5,3,-0.000881944,1986,1987,285,32,33,942,973,-76.2,9,2,0,9002
SACM,5,4,-0.000392014,1986,1987,286,32,33,942,973,-33.87,15,33,0,15033
SACM,5,5,-0.000591435,1986,1987,288,32,33,942,973,-51.1,15,33,0,15033
SACM,4,10,-0.000530093,1986,1987,292,32,33,942,973,-45.8,9,2,0,9002
SACM,8,3,-0.000179977,1986,1987,293,32,33,942,973,-15.55,9,2,0,9002
SACM,3,8,-8.08E-05,1986,1987,295,32,33,942,973,-6.98,9,2,0,9002
SACM,8,3,-0.000351157,1986,1987,296,32,33,942,973,-30.34,9,2,0,9002
SACM,3,8,-0.000541898,1986,1987,298,32,33,942,973,-46.82,9,2,0,9002
SACM,7,3,-0.000802546,1986,1987,300,32,33,942,973,-69.34,9,2,0,9002
SACM,9,3,-0.000206366,1986,1987,224,33,34,973,1003,-17.83,9,15,0,9015
SACM,3,10,-0.000636343,1986,1987,229,33,34,973,1003,-54.98,15,58,0,15058
SACM,3,9,-0.000584606,1986,1987,230,33,34,973,1003,-50.51,9,15,0,9015
SACM,7,4,-0.000470833,1986,1987,231,33,34,973,1003,-40.68,15,58,0,15058
SACM,3,3,-8.04E-05,1986,1987,232,33,34,973,1003,-6.95,15,58,0,15058
SACM,7,7,-0.00068669,1986,1987,233,33,34,973,1003,-59.33,9,2,0,9002
SACM,8,7,-0.001059954,1986,1987,234,33,34,973,1003,-91.58,15,33,0,15033
SACM,4,3,-0.000766435,1986,1987,235,33,34,973,1003,-66.22,15,33,0,15033
SACM,4,4,-0.000195833,1986,1987,236,33,34,973,1003,-16.92,15,58,0,15058
SACM,4,5,-0.000557407,1986,1987,241,33,34,973,1003,-48.16,15,33,0,15033
SACM,5,3,-0.000133796,1986,1987,242,33,34,973,1003,-11.56,15,33,0,15033
SACM,5,4,-0.001239005,1986,1987,243,33,34,973,1003,-107.05,9,2,0,9002
SACM,5,5,-0.00148044,1986,1987,245,33,34,973,1003,-127.91,15,33,0,15033
SACM,4,10,-0.000582176,1986,1987,246,33,34,973,1003,-50.3,9,2,0,9002
SACM,8,3,-0.000327546,1986,1987,248,33,34,973,1003,-28.3,9,2,0,9002
SACM,3,8,-0.000132986,1986,1987,251,33,34,973,1003,-11.49,9,2,0,9002
SACM,7,3,-0.000588194,1986,1987,253,33,34,973,1003,-50.82,9,2,0,9002
SACM,8,4,-0.000109375,1986,1987,254,33,34,973,1003,-9.45,9,2,0,9002
SACM,3,4,-0.000209838,1986,1987,259,33,34,973,1003,-18.13,9,2,0,9002
SACM,7,8,-0.00011794,1986,1987,263,33,34,973,1003,-10.19,9,15,0,9015
SACM,7,9,-0.000151968,1986,1987,266,33,34,973,1003,-13.13,15,58,0,15058
SACM,9,4,-0.000282523,1986,1987,267,33,34,973,1003,-24.41,9,15,0,9015
SACM,8,8,-0.000373495,1986,1987,268,33,34,973,1003,-32.27,15,58,0,15058
SACM,8,9,-0.000387269,1986,1987,270,33,34,973,1003,-33.46,9,15,0,9015
SACM,3,5,-0.000208333,1986,1987,275,33,34,973,1003,-18,15,58,0,15058
SACM,8,7,-0.000361574,1986,1987,276,33,34,973,1003,-31.24,15,58,0,15058
SACM,4,3,-0.000507639,1986,1987,279,33,34,973,1003,-43.86,9,15,0,9015
SACM,4,4,-0.000524653,1986,1987,280,33,34,973,1003,-45.33,9,15,0,9015
SACM,4,5,-0.000439468,1986,1987,282,33,34,973,1003,-37.97,15,58,0,15058
SACM,5,3,-0.000993171,1986,1987,285,33,34,973,1003,-85.81,9,2,0,9002
SACM,5,4,-0.000418981,1986,1987,286,33,34,973,1003,-36.2,15,33,0,15033
SACM,5,5,-0.000436458,1986,1987,288,33,34,973,1003,-37.71,15,33,0,15033
SACM,4,10,-0.000568866,1986,1987,292,33,34,973,1003,-49.15,9,2,0,9002
SACM,8,3,-0.000179861,1986,1987,293,33,34,973,1003,-15.54,9,2,0,9002
SACM,3,8,-5.98E-05,1986,1987,295,33,34,973,1003,-5.17,9,2,0,9002
SACM,8,3,-0.000329977,1986,1987,296,33,34,973,1003,-28.51,9,2,0,9002
SACM,3,8,-0.000591435,1986,1987,298,33,34,973,1003,-51.1,9,2,0,9002
SACM,7,3,-0.000864005,1986,1987,300,33,34,973,1003,-74.65,9,2,0,9002
SACM,9,3,-0.000212384,1986,1987,224,34,35,1003,1034,-18.35,9,15,0,9015
SACM,3,10,-0.000568171,1986,1987,229,34,35,1003,1034,-49.09,15,58,0,15058
SACM,3,9,-0.000571296,1986,1987,230,34,35,1003,1034,-49.36,9,15,0,9015
SACM,7,4,-0.000473727,1986,1987,231,34,35,1003,1034,-40.93,15,58,0,15058
SACM,3,3,-7.75E-05,1986,1987,232,34,35,1003,1034,-6.7,15,58,0,15058
SACM,7,7,-0.000712963,1986,1987,233,34,35,1003,1034,-61.6,9,2,0,9002
SACM,8,7,-0.000580556,1986,1987,234,34,35,1003,1034,-50.16,15,33,0,15033
SACM,4,3,-0.000733565,1986,1987,235,34,35,1003,1034,-63.38,15,33,0,15033
SACM,4,4,-0.000208565,1986,1987,236,34,35,1003,1034,-18.02,15,58,0,15058
SACM,4,5,-0.000546412,1986,1987,241,34,35,1003,1034,-47.21,15,33,0,15033
SACM,5,3,-0.000138657,1986,1987,242,34,35,1003,1034,-11.98,15,33,0,15033
SACM,5,4,-0.001276157,1986,1987,243,34,35,1003,1034,-110.26,9,2,0,9002
SACM,5,5,-0.001504745,1986,1987,245,34,35,1003,1034,-130.01,15,33,0,15033
SACM,4,10,-0.000601505,1986,1987,246,34,35,1003,1034,-51.97,9,2,0,9002
SACM,8,3,-0.000364931,1986,1987,248,34,35,1003,1034,-31.53,9,2,0,9002
SACM,3,8,-0.000139583,1986,1987,251,34,35,1003,1034,-12.06,9,2,0,9002
SACM,7,3,-0.000588194,1986,1987,253,34,35,1003,1034,-50.82,9,2,0,9002
SACM,8,4,-0.000109722,1986,1987,254,34,35,1003,1034,-9.48,9,2,0,9002
SACM,3,4,-0.00021713,1986,1987,259,34,35,1003,1034,-18.76,9,2,0,9002
SACM,7,8,-6.03E-05,1986,1987,263,34,35,1003,1034,-5.21,9,15,0,9015
SACM,7,9,-0.000399537,1986,1987,266,34,35,1003,1034,-34.52,15,58,0,15058
SACM,9,4,-0.000402778,1986,1987,267,34,35,1003,1034,-34.8,9,15,0,9015
