DATASET,X,Y,FLOW_M3-S,START_YR,END_YR,ID,S_PER,E_PER,S_DAY,E_DAY,FLOW_M3D,CVE_ENT,CVE_MUN,NOM_MUN,CODE
SACM,484606,2150489,-0.049333333,1984,1992,205,253,265,7665,8030,-700000,9,15,Cuauht??moc,9015
SACM,481862,2140960,-0.035083333,1984,1992,206,253,265,7665,8030,-500000,9,14,Benito Ju?írez,9014
SACM,483445,2136071,-0.04825,1984,1992,207,253,265,7665,8030,-20000,9,3,Coyoac?ín,9003
SACM,484606,2150489,-0.049333333,1992,2002,205,253,265,7665,8030,-900000,9,15,Cuauht??moc,9015
SACM,481862,2140960,-0.035083333,1992,2002,206,253,265,7665,8030,-700000,9,14,Benito Ju?írez,9014
SACM,483445,2136071,-0.04825,1992,2002,207,253,265,7665,8030,-40000,9,3,Coyoac?ín,9003
SACM,484606,2150489,-0.049333333,2002,2014,205,253,265,7665,8030,-1100000,9,15,Cuauht??moc,9015
SACM,481862,2140960,-0.035083333,2002,2014,206,253,265,7665,8030,-850000,9,14,Benito Ju?írez,9014
SACM,483445,2136071,-0.04825,2002,2014,207,253,265,7665,8030,-65000,9,3,Coyoac?ín,9003
