DATASET,X,Y,FLOW_M3-S,START_YR,END_YR,ID,S_PER,E_PER,S_DAY,E_DAY,FLOW_M3D,CVE_ENT,CVE_MUN,NOM_MUN,CODE,UrbanClay
CNA,475523.0,2164619,-0.00900,2005,2014,3637,253,361,7665,10950,-777.600,15,13,Atizap?ín de Zaragoza,15013,0
CNA,494496.0,2161232,-0.00600,2005,2014,3638,253,361,7665,10950,-518.400,15,33,Ecatepec de Morelos,15033,0
CNA,474123.0,2162062,-0.00600,2005,2014,3639,253,361,7665,10950,-518.400,15,13,Atizap?ín de Zaragoza,15013,0
CNA,474470.0,2161690,-0.00700,2005,2014,3640,253,361,7665,10950,-604.800,15,13,Atizap?ín de Zaragoza,15013,0
CNA,473652.0,2162772,-0.00500,2005,2014,3641,253,361,7665,10950,-432.000,15,13,Atizap?ín de Zaragoza,15013,0
CNA,475464.0,2161564,-0.00300,2005,2014,3642,253,361,7665,10950,-259.200,15,13,Atizap?ín de Zaragoza,15013,0
CNA,475162.0,2161673,-0.00500,2005,2014,3643,253,361,7665,10950,-432.000,15,13,Atizap?ín de Zaragoza,15013,0
CNA,471642.0,2162710,-0.00800,2005,2014,3644,253,361,7665,10950,-691.200,15,13,Atizap?ín de Zaragoza,15013,0
CNA,472585.0,2162092,-0.00200,2005,2014,3645,253,361,7665,10950,-172.800,15,13,Atizap?ín de Zaragoza,15013,0
CNA,472907.0,2162220,-0.01400,2005,2014,3646,253,361,7665,10950,-1209.600,15,13,Atizap?ín de Zaragoza,15013,0
CNA,494820.0,2161167,-0.03600,2005,2014,3647,253,361,7665,10950,-3110.400,15,33,Ecatepec de Morelos,15033,0
CNA,494550.0,2161122,-0.02100,2005,2014,3648,253,361,7665,10950,-1814.400,15,33,Ecatepec de Morelos,15033,0
CNA,494786.0,2161972,-0.00800,2005,2014,3649,253,361,7665,10950,-691.200,15,33,Ecatepec de Morelos,15033,0
CNA,495190.0,2162308,-0.03300,2005,2014,3650,253,361,7665,10950,-2851.200,15,33,Ecatepec de Morelos,15033,0
CNA,495251.0,2162402,-0.05800,2005,2014,3651,253,361,7665,10950,-5011.200,15,33,Ecatepec de Morelos,15033,0
CNA,493840.0,2160020,-0.03500,2005,2014,3652,253,361,7665,10950,-3024.000,15,33,Ecatepec de Morelos,15033,0
CNA,493716.0,2160066,-0.03500,2005,2014,3653,253,361,7665,10950,-3024.000,15,33,Ecatepec de Morelos,15033,0
CNA,493793.0,2160113,-0.03700,2005,2014,3654,253,361,7665,10950,-3196.800,15,33,Ecatepec de Morelos,15033,0
CNA,493573.0,2160121,-0.03300,2005,2014,3655,253,361,7665,10950,-2851.200,15,33,Ecatepec de Morelos,15033,0
CNA,493581.0,2160139,-0.01600,2005,2014,3656,253,361,7665,10950,-1382.400,15,33,Ecatepec de Morelos,15033,0
CNA,494185.0,2160344,-0.01600,2005,2014,3657,253,361,7665,10950,-1382.400,15,33,Ecatepec de Morelos,15033,0
CNA,474972.0,2159309,-0.00400,2005,2014,3658,253,361,7665,10950,-345.600,15,13,Atizap?ín de Zaragoza,15013,0
CNA,473957.0,2159645,-0.00900,2005,2014,3659,253,361,7665,10950,-777.600,15,13,Atizap?ín de Zaragoza,15013,0
CNA,472738.0,2158802,-0.02700,2005,2014,3660,253,361,7665,10950,-2332.800,15,13,Atizap?ín de Zaragoza,15013,0
CNA,475211.0,2164098,-0.02000,2005,2014,3661,253,361,7665,10950,-1728.000,15,13,Atizap?ín de Zaragoza,15013,0
CNA,474596.0,2160479,-0.01000,2005,2014,3662,253,361,7665,10950,-864.000,15,13,Atizap?ín de Zaragoza,15013,0
CNA,493544.0,2159740,-0.04100,2005,2014,3663,253,361,7665,10950,-3542.400,15,33,Ecatepec de Morelos,15033,0
CNA,493719.0,2159895,-0.05800,2005,2014,3664,253,361,7665,10950,-5011.200,15,33,Ecatepec de Morelos,15033,0
CNA,492519.0,2159757,-0.00200,2005,2014,3665,253,361,7665,10950,-172.800,15,33,Ecatepec de Morelos,15033,0
CNA,493406.0,2159668,-0.01400,2005,2014,3666,253,361,7665,10950,-1209.600,15,33,Ecatepec de Morelos,15033,0
CNA,493316.0,2159596,-0.01300,2005,2014,3667,253,361,7665,10950,-1123.200,15,33,Ecatepec de Morelos,15033,0
CNA,467783.0,2160748,-0.01100,2005,2014,3668,253,361,7665,10950,-950.400,15,13,Atizap?ín de Zaragoza,15013,0
CNA,467871.0,2161400,-0.01300,2005,2014,3669,253,361,7665,10950,-1123.200,15,13,Atizap?ín de Zaragoza,15013,0
CNA,466697.0,2162619,-0.02500,2005,2014,3670,253,361,7665,10950,-2160.000,15,13,Atizap?ín de Zaragoza,15013,0
CNA,467230.0,2162965,-0.00400,2005,2014,3671,253,361,7665,10950,-345.600,15,13,Atizap?ín de Zaragoza,15013,0
CNA,495139.0,2162939,-0.02800,2005,2014,3672,253,361,7665,10950,-2419.200,15,33,Ecatepec de Morelos,15033,0
CNA,496056.0,2162398,-0.02100,2005,2014,3673,253,361,7665,10950,-1814.400,15,33,Ecatepec de Morelos,15033,0
CNA,495459.0,2163415,-0.01200,2005,2014,3674,253,361,7665,10950,-1036.800,15,33,Ecatepec de Morelos,15033,0
CNA,494753.0,2162711,-0.01700,2005,2014,3675,253,361,7665,10950,-1468.800,15,33,Ecatepec de Morelos,15033,0
CNA,493972.0,2161904,-0.00800,2005,2014,3676,253,361,7665,10950,-691.200,15,33,Ecatepec de Morelos,15033,0
CNA,494040.0,2162060,-0.00800,2005,2014,3677,253,361,7665,10950,-691.200,15,33,Ecatepec de Morelos,15033,0
CNA,494038.0,2161978,-0.02500,2005,2014,3678,253,361,7665,10950,-2160.000,15,33,Ecatepec de Morelos,15033,0
CNA,491822.0,2159481,-0.00300,2005,2014,3679,253,361,7665,10950,-259.200,15,33,Ecatepec de Morelos,15033,0
CNA,492086.0,2160814,-0.01300,2005,2014,3680,253,361,7665,10950,-1123.200,15,33,Ecatepec de Morelos,15033,0
CNA,491586.0,2160278,-0.02400,2005,2014,3681,253,361,7665,10950,-2073.600,15,33,Ecatepec de Morelos,15033,0
CNA,476540.0,2152556,-0.00600,2005,2014,3682,253,361,7665,10950,-518.400,15,57,Naucalpan de Ju?írez,15057,0
CNA,476682.0,2152531,-0.00800,2005,2014,3683,253,361,7665,10950,-691.200,15,57,Naucalpan de Ju?írez,15057,0
CNA,476524.0,2152495,-0.01500,2005,2014,3684,253,361,7665,10950,-1296.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,476532.0,2152507,-0.01000,2005,2014,3685,253,361,7665,10950,-864.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,476648.0,2152702,-0.01500,2005,2014,3686,253,361,7665,10950,-1296.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,477626.0,2152207,-0.04900,2005,2014,3687,253,361,7665,10950,-4233.600,15,57,Naucalpan de Ju?írez,15057,0
CNA,477610.0,2152148,-0.04700,2005,2014,3688,253,361,7665,10950,-4060.800,15,57,Naucalpan de Ju?írez,15057,0
CNA,477411.0,2152325,-0.05200,2005,2014,3689,253,361,7665,10950,-4492.800,15,57,Naucalpan de Ju?írez,15057,0
CNA,477425.0,2152431,-0.04000,2005,2014,3690,253,361,7665,10950,-3456.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,477327.0,2152421,-0.04200,2005,2014,3691,253,361,7665,10950,-3628.800,15,57,Naucalpan de Ju?írez,15057,0
CNA,476015.0,2153798,-0.03200,2005,2014,3692,253,361,7665,10950,-2764.800,15,57,Naucalpan de Ju?írez,15057,0
CNA,476038.0,2152732,-0.04500,2005,2014,3693,253,361,7665,10950,-3888.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,475353.0,2151887,-0.03500,2005,2014,3694,253,361,7665,10950,-3024.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,474484.0,2151565,-0.04500,2005,2014,3695,253,361,7665,10950,-3888.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,474160.0,2151069,-0.04500,2005,2014,3696,253,361,7665,10950,-3888.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,475043.0,2151296,-0.04000,2005,2014,3697,253,361,7665,10950,-3456.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,473586.0,2149672,-0.02800,2005,2014,3698,253,361,7665,10950,-2419.200,15,57,Naucalpan de Ju?írez,15057,0
CNA,477584.0,2152799,-0.04000,2005,2014,3699,253,361,7665,10950,-3456.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,477204.0,2152225,-0.05000,2005,2014,3700,253,361,7665,10950,-4320.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,474951.0,2153146,-0.03500,2005,2014,3701,253,361,7665,10950,-3024.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,474573.0,2154063,-0.04500,2005,2014,3702,253,361,7665,10950,-3888.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,474521.0,2153300,-0.03000,2005,2014,3703,253,361,7665,10950,-2592.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,474202.0,2152549,-0.00700,2005,2014,3704,253,361,7665,10950,-604.800,15,57,Naucalpan de Ju?írez,15057,0
CNA,475910.0,2148132,-0.02800,2005,2014,3705,253,361,7665,10950,-2419.200,15,57,Naucalpan de Ju?írez,15057,0
CNA,475682.0,2148053,-0.02100,2005,2014,3706,253,361,7665,10950,-1814.400,15,57,Naucalpan de Ju?írez,15057,0
CNA,476293.0,2148195,-0.03400,2005,2014,3707,253,361,7665,10950,-2937.600,15,57,Naucalpan de Ju?írez,15057,0
CNA,474141.0,2146870,-0.03700,2005,2014,3708,253,361,7665,10950,-3196.800,15,37,Huixquilucan,15037,0
CNA,475046.0,2148121,-0.02500,2005,2014,3709,253,361,7665,10950,-2160.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,474824.0,2148421,-0.01500,2005,2014,3710,253,361,7665,10950,-1296.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,474963.0,2156941,-0.03000,2005,2014,3711,253,361,7665,10950,-2592.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,475059.0,2156120,-0.03500,2005,2014,3712,253,361,7665,10950,-3024.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,476746.0,2156930,-0.04200,2005,2014,3713,253,361,7665,10950,-3628.800,15,57,Naucalpan de Ju?írez,15057,0
CNA,476236.0,2154685,-0.03500,2005,2014,3714,253,361,7665,10950,-3024.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,472420.0,2155067,-0.01200,2005,2014,3715,253,361,7665,10950,-1036.800,15,57,Naucalpan de Ju?írez,15057,0
CNA,472916.0,2155513,-0.02500,2005,2014,3716,253,361,7665,10950,-2160.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,475501.0,2154906,-0.05500,2005,2014,3717,253,361,7665,10950,-4752.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,476370.0,2157268,0.00000,2005,2014,3718,253,361,7665,10950,0.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,475978.0,2156168,-0.03000,2005,2014,3719,253,361,7665,10950,-2592.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,476362.0,2156653,0.00000,2005,2014,3720,253,361,7665,10950,0.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,473073.0,2153240,-0.02000,2005,2014,3721,253,361,7665,10950,-1728.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,472903.0,2155153,-0.04000,2005,2014,3722,253,361,7665,10950,-3456.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,469767.0,2151118,-0.04000,2005,2014,3723,253,361,7665,10950,-3456.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,475790.0,2156284,0.00000,2005,2014,3724,253,361,7665,10950,0.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,459946.0,2149424,-0.01500,2005,2014,3725,253,361,7665,10950,-1296.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,474365.0,2154865,-0.03500,2005,2014,3726,253,361,7665,10950,-3024.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,474258.0,2158021,-0.03000,2005,2014,3727,253,361,7665,10950,-2592.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,473452.0,2155324,-0.02800,2005,2014,3728,253,361,7665,10950,-2419.200,15,57,Naucalpan de Ju?írez,15057,0
CNA,473725.0,2155517,-0.03500,2005,2014,3729,253,361,7665,10950,-3024.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,477612.0,2151923,-0.00800,2005,2014,3730,253,361,7665,10950,-691.200,15,57,Naucalpan de Ju?írez,15057,0
CNA,477612.0,2151923,-0.01200,2005,2014,3731,253,361,7665,10950,-1036.800,15,57,Naucalpan de Ju?írez,15057,0
CNA,478866.0,2164014,-0.02800,2005,2014,3732,253,361,7665,10950,-2419.200,15,104,Tlalnepantla de Baz,15104,0
CNA,479052.0,2164021,-0.03600,2005,2014,3733,253,361,7665,10950,-3110.400,15,104,Tlalnepantla de Baz,15104,0
CNA,479248.0,2163961,-0.03700,2005,2014,3734,253,361,7665,10950,-3196.800,15,104,Tlalnepantla de Baz,15104,0
CNA,473750.0,2147208,-0.02100,2005,2014,3735,253,361,7665,10950,-1814.400,15,37,Huixquilucan,15037,0
CNA,474439.0,2147599,-0.03300,2005,2014,3736,253,361,7665,10950,-2851.200,15,37,Huixquilucan,15037,0
CNA,479628.0,2163265,-0.00700,2005,2014,3737,253,361,7665,10950,-604.800,15,104,Tlalnepantla de Baz,15104,0
CNA,479640.0,2163233,-0.03400,2005,2014,3738,253,361,7665,10950,-2937.600,15,104,Tlalnepantla de Baz,15104,0
CNA,479118.0,2164859,-0.03400,2005,2014,3739,253,361,7665,10950,-2937.600,15,104,Tlalnepantla de Baz,15104,0
CNA,479448.0,2162919,-0.00700,2005,2014,3740,253,361,7665,10950,-604.800,15,104,Tlalnepantla de Baz,15104,0
CNA,479208.0,2163225,-0.03600,2005,2014,3741,253,361,7665,10950,-3110.400,15,104,Tlalnepantla de Baz,15104,0
CNA,479274.0,2162822,-0.00200,2005,2014,3742,253,361,7665,10950,-172.800,15,104,Tlalnepantla de Baz,15104,0
CNA,479683.0,2164009,-0.00700,2005,2014,3743,253,361,7665,10950,-604.800,15,104,Tlalnepantla de Baz,15104,0
CNA,487303.0,2158912,-0.03200,2005,2014,3744,253,361,7665,10950,-2764.800,15,104,Tlalnepantla de Baz,15104,0
CNA,478574.0,2151444,-0.01500,2005,2014,3745,253,361,7665,10950,-1296.000,9,16,Miguel Hidalgo,9016,0
CNA,479043.0,2161243,-0.01200,2005,2014,3746,253,361,7665,10950,-1036.800,15,104,Tlalnepantla de Baz,15104,0
CNA,478667.0,2161456,-0.02100,2005,2014,3747,253,361,7665,10950,-1814.400,15,104,Tlalnepantla de Baz,15104,0
CNA,478559.0,2161593,-0.02800,2005,2014,3748,253,361,7665,10950,-2419.200,15,104,Tlalnepantla de Baz,15104,0
CNA,478592.0,2161531,-0.02700,2005,2014,3749,253,361,7665,10950,-2332.800,15,104,Tlalnepantla de Baz,15104,0
CNA,479601.0,2161298,-0.02600,2005,2014,3750,253,361,7665,10950,-2246.400,15,104,Tlalnepantla de Baz,15104,0
CNA,478226.0,2158395,-0.00800,2005,2014,3751,253,361,7665,10950,-691.200,15,104,Tlalnepantla de Baz,15104,0
CNA,477700.0,2157636,-0.00500,2005,2014,3752,253,361,7665,10950,-432.000,15,104,Tlalnepantla de Baz,15104,0
CNA,477372.0,2157176,-0.01300,2005,2014,3753,253,361,7665,10950,-1123.200,15,104,Tlalnepantla de Baz,15104,0
CNA,479138.0,2159397,-0.03500,2005,2014,3754,253,361,7665,10950,-3024.000,15,104,Tlalnepantla de Baz,15104,0
CNA,479212.0,2159497,-0.04400,2005,2014,3755,253,361,7665,10950,-3801.600,15,104,Tlalnepantla de Baz,15104,0
CNA,479184.0,2159300,-0.05300,2005,2014,3756,253,361,7665,10950,-4579.200,15,104,Tlalnepantla de Baz,15104,0
CNA,481025.0,2156980,-0.05800,2005,2014,3757,253,361,7665,10950,-5011.200,15,104,Tlalnepantla de Baz,15104,1
CNA,481212.0,2157116,-0.04400,2005,2014,3758,253,361,7665,10950,-3801.600,15,104,Tlalnepantla de Baz,15104,1
CNA,481321.0,2156941,-0.04700,2005,2014,3759,253,361,7665,10950,-4060.800,15,104,Tlalnepantla de Baz,15104,1
CNA,479246.0,2159328,-0.01100,2005,2014,3760,253,361,7665,10950,-950.400,15,104,Tlalnepantla de Baz,15104,0
CNA,479507.0,2159304,-0.01500,2005,2014,3761,253,361,7665,10950,-1296.000,15,104,Tlalnepantla de Baz,15104,0
CNA,487030.0,2158274,-0.02500,2005,2014,3762,253,361,7665,10950,-2160.000,15,104,Tlalnepantla de Baz,15104,0
CNA,487127.0,2158279,-0.01100,2005,2014,3763,253,361,7665,10950,-950.400,15,104,Tlalnepantla de Baz,15104,0
CNA,479401.0,2161530,-0.01000,2005,2014,3764,253,361,7665,10950,-864.000,15,104,Tlalnepantla de Baz,15104,0
CNA,479342.0,2161634,-0.00900,2005,2014,3765,253,361,7665,10950,-777.600,15,104,Tlalnepantla de Baz,15104,0
CNA,478936.0,2162079,-0.01100,2005,2014,3766,253,361,7665,10950,-950.400,15,104,Tlalnepantla de Baz,15104,0
CNA,489127.0,2158842,-0.03000,2005,2014,3767,253,361,7665,10950,-2592.000,15,104,Tlalnepantla de Baz,15104,0
CNA,483346.0,2156590,-0.01100,2005,2014,3768,253,361,7665,10950,-950.400,15,104,Tlalnepantla de Baz,15104,1
CNA,483449.0,2156571,-0.02000,2005,2014,3769,253,361,7665,10950,-1728.000,15,104,Tlalnepantla de Baz,15104,1
CNA,477438.0,2157382,-0.00100,2005,2014,3770,253,361,7665,10950,-86.400,15,104,Tlalnepantla de Baz,15104,0
CNA,477886.0,2159861,-0.03200,2005,2014,3771,253,361,7665,10950,-2764.800,15,104,Tlalnepantla de Baz,15104,0
CNA,476240.0,2152815,-0.01300,2005,2014,3772,253,361,7665,10950,-1123.200,15,57,Naucalpan de Ju?írez,15057,0
CNA,476240.0,2152812,-0.01200,2005,2014,3773,253,361,7665,10950,-1036.800,15,57,Naucalpan de Ju?írez,15057,0
CNA,475313.0,2152831,-0.00600,2005,2014,3774,253,361,7665,10950,-518.400,15,57,Naucalpan de Ju?írez,15057,0
CNA,479575.0,2161168,-0.00600,2005,2014,3775,253,361,7665,10950,-518.400,15,104,Tlalnepantla de Baz,15104,0
CNA,479516.0,2161153,-0.00600,2005,2014,3776,253,361,7665,10950,-518.400,15,104,Tlalnepantla de Baz,15104,0
CNA,476331.0,2152551,-0.01800,2005,2014,3777,253,361,7665,10950,-1555.200,15,57,Naucalpan de Ju?írez,15057,0
CNA,474864.0,2150018,-0.02700,2005,2014,3778,253,361,7665,10950,-2332.800,15,57,Naucalpan de Ju?írez,15057,0
CNA,474918.0,2150825,-0.01300,2005,2014,3779,253,361,7665,10950,-1123.200,15,57,Naucalpan de Ju?írez,15057,0
CNA,478018.0,2153409,-0.04100,2005,2014,3780,253,361,7665,10950,-3542.400,9,2,Azcapotzalco,9002,0
CNA,478251.0,2158565,-0.00300,2005,2014,3781,253,361,7665,10950,-259.200,15,104,Tlalnepantla de Baz,15104,0
CNA,479942.0,2159792,-0.03300,2005,2014,3782,253,361,7665,10950,-2851.200,15,104,Tlalnepantla de Baz,15104,0
CNA,477051.0,2151820,-0.00300,2005,2014,3783,253,361,7665,10950,-259.200,15,57,Naucalpan de Ju?írez,15057,0
CNA,476581.0,2152774,-0.01000,2005,2014,3784,253,361,7665,10950,-864.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,478924.0,2163587,-0.00400,2005,2014,3785,253,361,7665,10950,-345.600,15,104,Tlalnepantla de Baz,15104,0
CNA,478414.0,2165096,-0.02200,2005,2014,3786,253,361,7665,10950,-1900.800,15,104,Tlalnepantla de Baz,15104,0
CNA,477993.0,2165253,-0.02100,2005,2014,3787,253,361,7665,10950,-1814.400,15,104,Tlalnepantla de Baz,15104,0
CNA,472892.0,2153806,-0.00600,2005,2014,3788,253,361,7665,10950,-518.400,15,57,Naucalpan de Ju?írez,15057,0
CNA,473470.0,2163996,-0.04400,2005,2014,3789,253,361,7665,10950,-3801.600,15,13,Atizap?ín de Zaragoza,15013,0
CNA,473306.0,2164253,-0.00300,2005,2014,3790,253,361,7665,10950,-259.200,15,13,Atizap?ín de Zaragoza,15013,0
CNA,473905.0,2163058,-0.00800,2005,2014,3791,253,361,7665,10950,-691.200,15,13,Atizap?ín de Zaragoza,15013,0
CNA,495417.0,2162572,-0.00600,2005,2014,3792,253,361,7665,10950,-518.400,15,33,Ecatepec de Morelos,15033,0
CNA,474908.0,2162693,-0.03200,2005,2014,3793,253,361,7665,10950,-2764.800,15,13,Atizap?ín de Zaragoza,15013,0
CNA,475454.0,2161619,-0.01100,2005,2014,3794,253,361,7665,10950,-950.400,15,13,Atizap?ín de Zaragoza,15013,0
CNA,475202.0,2162482,-0.00400,2005,2014,3795,253,361,7665,10950,-345.600,15,13,Atizap?ín de Zaragoza,15013,0
CNA,475146.0,2161716,-0.01600,2005,2014,3796,253,361,7665,10950,-1382.400,15,13,Atizap?ín de Zaragoza,15013,0
CNA,476371.0,2148764,-0.06700,2005,2014,3797,253,361,7665,10950,-5788.800,9,16,Miguel Hidalgo,9016,0
CNA,496469.0,2165280,-0.03300,2005,2014,3798,253,361,7665,10950,-2851.200,15,33,Ecatepec de Morelos,15033,0
CNA,496659.0,2165119,-0.02000,2005,2014,3799,253,361,7665,10950,-1728.000,15,33,Ecatepec de Morelos,15033,0
CNA,496435.0,2165095,-0.02000,2005,2014,3800,253,361,7665,10950,-1728.000,15,33,Ecatepec de Morelos,15033,0
CNA,476947.0,2155395,-0.00600,2005,2014,3801,253,361,7665,10950,-518.400,15,57,Naucalpan de Ju?írez,15057,0
CNA,476146.0,2152917,-0.01000,2005,2014,3802,253,361,7665,10950,-864.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,474793.0,2148012,-0.01300,2005,2014,3803,253,361,7665,10950,-1123.200,15,57,Naucalpan de Ju?írez,15057,0
CNA,476426.0,2152523,-0.00700,2005,2014,3804,253,361,7665,10950,-604.800,15,57,Naucalpan de Ju?írez,15057,0
CNA,473650.0,2162769,-0.03300,2005,2014,3805,253,361,7665,10950,-2851.200,15,13,Atizap?ín de Zaragoza,15013,0
CNA,473090.0,2162661,-0.01000,2005,2014,3806,253,361,7665,10950,-864.000,15,13,Atizap?ín de Zaragoza,15013,0
CNA,469556.0,2154805,-0.01000,2005,2014,3807,253,361,7665,10950,-864.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,474704.0,2148646,-0.01900,2005,2014,3808,253,361,7665,10950,-1641.600,15,57,Naucalpan de Ju?írez,15057,0
CNA,474765.0,2148480,-0.01500,2005,2014,3809,253,361,7665,10950,-1296.000,15,57,Naucalpan de Ju?írez,15057,0
CNA,472703.0,2153812,-0.00900,2005,2014,3810,253,361,7665,10950,-777.600,15,57,Naucalpan de Ju?írez,15057,0
CNA,493444.0,2159799,-0.04600,2005,2014,3811,253,361,7665,10950,-3974.400,15,33,Ecatepec de Morelos,15033,0
CNA,493188.0,2160049,-0.04700,2005,2014,3812,253,361,7665,10950,-4060.800,15,33,Ecatepec de Morelos,15033,0
CNA,492693.0,2160072,-0.00900,2005,2014,3813,253,361,7665,10950,-777.600,15,33,Ecatepec de Morelos,15033,0
CNA,491869.0,2158867,-0.00700,2005,2014,3814,253,361,7665,10950,-604.800,15,33,Ecatepec de Morelos,15033,0
CNA,491227.0,2157710,-0.02000,2005,2014,3815,253,361,7665,10950,-1728.000,15,33,Ecatepec de Morelos,15033,0
CNA,494922.0,2162983,-0.03100,2005,2014,3816,253,361,7665,10950,-2678.400,15,33,Ecatepec de Morelos,15033,0
CNA,494938.0,2163011,-0.02200,2005,2014,3817,253,361,7665,10950,-1900.800,15,33,Ecatepec de Morelos,15033,0
CNA,492856.0,2160123,-0.00800,2005,2014,3818,253,361,7665,10950,-691.200,15,33,Ecatepec de Morelos,15033,0
CNA,492807.0,2160139,-0.00500,2005,2014,3819,253,361,7665,10950,-432.000,15,33,Ecatepec de Morelos,15033,0
CNA,492415.0,2160600,-0.02000,2005,2014,3820,253,361,7665,10950,-1728.000,15,33,Ecatepec de Morelos,15033,0
CNA,493533.0,2160562,-0.00800,2005,2014,3821,253,361,7665,10950,-691.200,15,33,Ecatepec de Morelos,15033,0
CNA,492795.0,2159422,-0.00900,2005,2014,3822,253,361,7665,10950,-777.600,15,33,Ecatepec de Morelos,15033,0
CNA,492039.0,2158738,-0.00800,2005,2014,3823,253,361,7665,10950,-691.200,15,33,Ecatepec de Morelos,15033,0
CNA,491336.0,2158638,-0.00400,2005,2014,3824,253,361,7665,10950,-345.600,15,33,Ecatepec de Morelos,15033,0
CNA,491923.0,2159816,-0.00700,2005,2014,3825,253,361,7665,10950,-604.800,15,33,Ecatepec de Morelos,15033,0
REDPDA-EDO,502152.3,2169288,-0.06500,2005,2014,4355,253,361,7665,10950,-5616.000,15,2,Acolman,15002,0
REDPDA-EDO,502094.1,2169288,-0.06500,2005,2014,4356,253,361,7665,10950,-5616.000,15,2,Acolman,15002,0
REDPDA-EDO,509521.7,2168829,-0.01294,2005,2014,4357,253,361,7665,10950,-1117.808,15,2,Acolman,15002,0
REDPDA-EDO,507685.7,2170980,-0.02145,2005,2014,4358,253,361,7665,10950,-1853.425,15,2,Acolman,15002,0
REDPDA-EDO,505210.7,2169135,-0.01170,2005,2014,4359,253,361,7665,10950,-1010.959,15,2,Acolman,15002,0
REDPDA-EDO,506929.6,2168152,-0.00206,2005,2014,4360,253,361,7665,10950,-177.674,15,2,Acolman,15002,0
REDPDA-EDO,503812.5,2169442,-0.00317,2005,2014,4361,253,361,7665,10950,-273.973,15,2,Acolman,15002,0
REDPDA-EDO,505211.4,2166676,-0.00073,2005,2014,4362,253,361,7665,10950,-63.027,15,100,Tezoyuca,15100,0
REDPDA-EDO,504774.0,2168581,-0.00450,2005,2014,4363,253,361,7665,10950,-388.800,15,2,Acolman,15002,0
REDPDA-EDO,504977.9,2168335,-0.00003,2005,2014,4364,253,361,7665,10950,-3.014,15,2,Acolman,15002,0
REDPDA-EDO,506958.6,2168551,-0.01712,2005,2014,4365,253,361,7665,10950,-1479.452,15,2,Acolman,15002,0
REDPDA-EDO,507832.4,2168521,-0.00020,2005,2014,4366,253,361,7665,10950,-16.986,15,2,Acolman,15002,0
REDPDA-EDO,506608.4,2170365,-0.02346,2005,2014,4367,253,361,7665,10950,-2026.521,15,2,Acolman,15002,0
REDPDA-EDO,508327.4,2168982,-0.01741,2005,2014,4368,253,361,7665,10950,-1504.110,15,2,Acolman,15002,0
REDPDA-EDO,508414.5,2169597,-0.01750,2005,2014,4369,253,361,7665,10950,-1512.329,15,2,Acolman,15002,0
REDPDA-EDO,511648.3,2168462,-0.00871,2005,2014,4370,253,361,7665,10950,-752.745,15,2,Acolman,15002,0
REDPDA-EDO,508855.7,2160837,-0.01027,2005,2014,4371,253,361,7665,10950,-887.671,15,11,Atenco,15011,0
REDPDA-EDO,507834.6,2163603,-0.01636,2005,2014,4372,253,361,7665,10950,-1413.699,15,11,Atenco,15011,0
REDPDA-EDO,506699.1,2161301,-0.00609,2005,2014,4373,253,361,7665,10950,-526.027,15,11,Atenco,15011,0
REDPDA-EDO,508804.8,2163757,-0.01519,2005,2014,4374,253,361,7665,10950,-1312.329,15,11,Atenco,15011,0
REDPDA-EDO,509291.0,2164464,-0.00349,2005,2014,4375,253,361,7665,10950,-301.370,15,11,Atenco,15011,0
REDPDA-EDO,509087.0,2164526,-0.00634,2005,2014,4376,253,361,7665,10950,-547.945,15,11,Atenco,15011,0
