ROW,COLUMN,CondFact,Station
33,133,593.37274,0
33,134,290.3612454,0
33,136,569.2448043,0
33,138,35.32098404,0
33,139,616.5622545,0
33,140,672.1388691,0
33,141,659.2732284,0
33,142,448.5841181,0
33,143,225.1903883,0
33,144,603.5564965,0
33,145,544.1248777,0
33,146,530.6533797,0
33,147,269.1995455,0
33,148,544.0982585,0
33,150,318.4428718,0
33,151,554.4392923,0
33,152,145.6645103,0
33,153,360.6912985,0
34,19,593.4298512,0
34,23,417.6080271,0
34,24,869.0531089,0
34,25,867.0950981,0
34,26,905.4285199,0
34,27,393.9375934,0
34,28,540.4413518,0
34,30,1258.697769,0
34,31,691.2915063,0
34,33,47.90674632,0
34,34,593.8349019,0
34,133,110.3479826,0
34,134,577.0445937,0
34,136,95.34548647,0
34,137,695.9533621,0
34,146,64.23000517,0
34,147,615.685952,0
34,148,481.7460707,0
34,149,284.2884101,0
34,151,38.72680846,0
34,152,383.8457977,0
34,153,194.9964943,0
34,154,512.5949125,0
35,19,149.5762144,0
35,20,395.0014756,0
35,22,1347.315202,0
35,23,239.5142301,0
35,24,633.9829747,0
35,25,385.7707603,0
35,26,373.0929612,0
35,27,625.0191343,0
35,29,644.1936832,0
35,30,138.2391281,0
35,31,287.7748928,0
35,33,428.3774998,0
35,124,624.5988448,0
35,125,545.7727674,0
35,126,350.8007016,0
35,134,310.0596028,0
35,135,748.3388899,0
35,136,606.294646,0
35,137,185.2951128,0
35,138,583.7768332,0
35,139,362.1559194,0
35,147,313.7691421,0
35,148,362.9195944,0
35,149,341.1144992,0
35,150,513.4205142,0
35,151,575.0991209,0
35,154,187.3269269,0
35,155,668.3713624,0
35,156,17.0555125,0
36,20,524.8844184,0
36,21,382.5894124,0
36,22,267.696272,0
36,23,235.0042375,0
36,24,367.3651363,0
36,25,447.4513405,0
36,26,328.3133402,0
36,28,74.2217102,0
36,29,617.3938354,0
36,126,283.257085,0
36,127,560.4589173,0
36,128,358.8743605,0
36,135,546.1130698,0
36,137,550.8071431,0
36,138,545.8486499,0
36,139,293.0118172,0
36,148,502.3015309,0
36,151,54.81036405,0
36,152,562.8556761,0
36,156,604.8920041,0
36,157,208.2169912,0
37,17,164.9439192,0
37,18,642.5556509,0
37,19,176.427696,0
37,20,653.6709858,0
37,21,928.1095163,0
37,23,67.41287441,0
37,24,252.6475927,0
37,25,447.0470692,0
37,28,730.0160873,0
37,30,231.3508378,0
37,31,589.5310239,0
37,128,197.7631198,0
37,129,645.3419898,0
37,130,162.8017622,0
37,135,352.9894878,0
37,136,534.8442407,0
37,137,552.0973824,0
37,138,138.6502571,0
37,139,309.4336315,0
37,140,537.2372014,0
37,141,377.5887379,0
37,148,421.9309795,0
37,152,701.8755689,0
37,157,608.5709424,0
38,19,920.1101129,0
38,20,738.7699293,0
38,23,109.0461861,0
38,24,444.3673167,0
38,26,95.04498725,26273
38,27,756.9759016,26273
38,28,399.4296007,26273
38,31,714.0965999,0
38,32,554.7716238,0
38,33,569.2198663,0
38,34,570.1242918,0
38,35,565.6868585,0
38,36,486.029417,0
38,130,407.6283934,0
38,131,717.9812391,0
38,132,616.686152,0
38,133,562.1257386,0
38,134,560.3176407,0
38,135,626.2351235,0
38,136,586.4769726,0
38,137,454.3593378,0
38,138,437.1556889,0
38,139,552.0964082,0
38,140,423.5495056,0
38,141,286.93536,0
38,142,136.2488078,0
38,152,546.0757416,0
38,157,380.2443201,0
38,158,145.6210593,0
39,15,216.1214744,0
39,16,148.0852595,0
39,17,542.5034759,0
39,18,643.0115201,0
39,19,540.9452362,0
39,24,234.6120966,26273
39,25,567.6234328,26273
39,26,740.5102088,26273
39,30,247.0453368,0
39,31,254.3004767,0
39,36,516.5293138,0
39,37,446.9942639,0
39,131,168.0628363,0
39,132,494.7302377,0
39,137,337.6262065,0
39,138,270.2870746,0
39,140,275.1971235,0
39,141,487.056434,0
39,152,545.9206815,0
39,158,120.9528941,0
40,9,286.2078233,0
40,10,1017.137624,0
40,11,961.9732607,0
40,12,937.5007302,0
40,13,652.8453458,0
40,14,648.5125585,0
40,15,511.4575935,0
40,16,596.660438,0
40,18,152.4652824,0
40,22,170.8350865,26273
40,23,689.1384412,26273
40,24,523.2757157,26273
40,37,371.9093566,0
40,38,510.8636699,0
40,132,543.5230679,0
40,138,681.7404421,0
40,141,608.8193545,0
40,152,611.2968258,0
41,9,628.7565502,0
41,10,107.7747098,0
41,11,365.6515213,0
41,12,249.5483549,0
41,20,213.9768223,26273
41,21,340.1061005,26273
41,22,770.1125068,26273
41,38,512.9391197,0
41,39,835.7047743,0
41,44,414.8498897,0
41,45,104.8776579,0
41,132,329.2624121,0
41,133,430.8734054,0
41,138,52.89319058,0
41,139,720.764669,0
41,141,88.7244975,0
41,142,671.1722908,0
41,152,79.14167886,0
41,153,679.5991512,0
42,8,337.1489211,0
42,9,271.8792591,0
42,11,550.5329549,0
42,21,922.10862,26273
42,22,284.694598,26273
42,37,467.7726148,0
42,38,344.0831748,0
42,44,260.1463255,0
42,45,279.1431391,0
42,129,294.9880598,0
42,130,564.5899445,0
42,131,552.4985798,0
42,132,476.7647259,0
42,133,335.2256556,0
42,134,628.8532467,0
42,135,574.4447558,0
42,136,192.6944416,0
42,140,532.1878662,0
42,141,639.6573027,0
42,142,231.4360859,0
42,143,450.4000739,0
42,153,142.9442418,0
42,154,430.7368761,0
43,8,553.8888316,0
43,11,517.1108889,0
43,19,279.9057252,26273
43,20,932.0306965,26273
43,21,25.48906417,26273
43,37,375.3674702,0
43,44,523.258638,0
43,116,558.8123117,0
43,117,510.8562713,0
43,118,249.5901662,0
43,119,528.5173136,0
43,120,530.5032768,0
43,121,632.8228095,0
43,122,512.5389001,0
43,123,524.6580212,0
43,124,542.9624681,0
43,125,467.7012732,0
43,129,155.6632265,0
43,130,515.5657007,0
43,131,728.7334821,0
43,132,437.7827249,0
43,133,111.7781002,0
43,136,428.7336002,0
43,137,563.4009014,0
43,138,579.877757,0
43,142,590.5704319,0
43,143,203.4275906,0
43,154,531.7793789,0
44,7,416.8054262,0
44,8,210.1397234,0
44,11,517.9983839,0
44,19,546.3023608,26273
44,20,645.2171919,26273
44,42,240.6816345,0
44,43,740.2745308,0
44,44,490.3241604,0
44,118,639.4291537,0
44,119,176.0364721,0
44,125,224.4369548,0
44,126,571.596909,0
44,127,577.6145337,0
44,128,799.0564281,0
44,129,525.4347504,0
44,130,453.0047588,0
44,132,702.0981969,0
44,133,761.0694243,0
44,138,335.0312188,0
44,139,270.6242386,0
44,143,456.9121147,0
44,144,280.0135809,0
44,154,613.7335188,0
45,5,370.959857,0
45,6,583.5329678,0
45,7,633.1739267,0
45,11,324.6751104,0
45,12,208.5607954,0
45,19,152.8099302,26273
45,20,441.4424786,26273
45,40,245.8572543,0
45,41,613.2299861,0
45,42,1036.42943,0
45,43,559.7635449,0
45,119,580.5260909,0
45,120,257.0317313,0
45,128,223.5480105,0
45,130,118.1482531,0
45,131,543.3754933,0
45,132,911.8186271,0
45,133,222.8859807,0
45,134,630.4458618,0
45,139,432.0629763,0
45,140,640.6422698,0
45,144,105.7716436,0
45,154,308.9002019,0
46,6,528.699918,0
46,11,546.560417,0
46,19,681.5045639,26273
46,36,645.8010322,0
46,37,523.5838766,0
46,38,574.5844702,0
46,39,557.378401,0
46,40,277.4803866,0
46,41,545.8253055,0
46,42,284.3351556,0
46,43,323.5405476,0
46,44,243.5925657,0
46,120,541.8733947,0
46,134,264.7837952,0
46,135,701.3472664,0
46,136,234.6657011,0
46,140,162.7419003,0
46,141,21.85618639,0
47,6,517.8043551,0
47,11,590.5021488,0
47,18,82.50636184,26273
47,19,21.41599876,26273
47,34,318.0059615,0
47,35,577.9991304,0
47,36,63.92247151,0
47,39,102.4402275,0
47,40,561.629912,0
47,41,919.8757906,0
47,44,553.7669738,0
47,120,212.4857268,0
47,121,563.827168,0
47,122,536.5391701,0
47,123,487.6916592,0
47,124,141.6422681,0
47,136,398.0153117,0
47,137,478.3328447,0
48,6,526.1654891,0
48,11,531.493416,0
48,23,304.6784828,0
48,24,658.9415909,0
48,25,139.99467,0
48,26,547.9537848,0
48,27,236.2974385,0
48,31,462.7956537,0
48,32,610.4994374,0
48,33,789.0494405,0
48,34,429.5460702,0
48,35,428.6541872,0
48,36,567.3312066,0
48,37,603.9503654,0
48,38,572.699583,0
48,39,467.1275353,0
48,40,179.6922448,0
48,41,544.5913539,0
48,44,508.304559,0
48,119,72.53867904,0
48,120,555.0424526,0
48,121,458.9368935,0
48,122,45.16018197,0
48,123,61.5784839,0
48,124,487.5939117,0
48,125,627.9610373,0
48,126,706.6581367,0
48,127,383.242618,0
48,137,320.4560945,0
48,138,348.4142837,0
49,6,84.61593517,0
49,11,472.6895547,0
49,23,858.8046646,0
49,25,474.9177079,0
49,26,200.4604182,0
49,27,369.1116301,0
49,28,601.3709629,0
49,29,593.7376913,0
49,30,540.1665478,0
49,31,463.3520847,0
49,33,401.4457607,0
49,34,593.3732475,0
49,35,176.529364,0
49,39,54.81194072,0
49,40,625.514884,0
49,44,687.6624152,0
49,118,107.1716176,0
49,119,685.4090744,0
49,121,82.63954074,0
49,122,526.889828,0
49,123,588.9442191,0
49,124,221.6597813,0
49,127,279.0496109,0
49,128,600.0233364,0
49,129,332.786024,0
49,138,316.4635323,0
49,139,402.6222103,0
50,20,449.2791712,0
50,21,413.3181204,0
50,22,696.7602728,0
50,23,57.66974426,0
50,29,117.2977107,0
50,30,191.8555515,0
50,31,383.567522,0
50,32,1045.087585,0
50,33,306.5343667,0
50,38,198.873959,0
50,39,765.9242207,0
50,40,190.9655773,0
50,43,615.7195884,0
50,44,75.32748682,0
50,116,744.3775785,0
50,117,799.5779872,0
50,118,498.2345149,0
50,124,473.6117213,0
50,125,714.7882554,0
50,139,543.3860406,0
51,21,121.9498857,0
51,22,31.10744459,0
51,30,680.8853741,0
51,31,251.6891796,0
51,37,287.308648,0
51,38,790.7206903,0
51,39,115.1759818,0
51,43,546.2486377,0
51,116,273.0448173,0
51,117,403.4858717,0
51,118,305.672451,0
51,125,754.0952445,0
51,126,614.2035835,0
51,127,406.410135,0
51,139,197.7938243,0
51,140,375.0807124,0
52,20,213.0808996,0
52,21,575.2301396,0
52,22,425.7419562,0
52,24,169.7389785,0
52,29,817.9189881,0
52,30,288.6982527,0
52,36,536.8626459,0
52,37,962.9107695,0
52,43,567.3544235,0
52,126,598.9371114,0
52,127,675.4626867,0
52,128,37.75447783,0
53,19,277.0627763,0
53,20,489.6409045,0
53,22,240.5216479,0
53,23,676.0183784,0
53,24,564.9669729,0
53,25,576.0056511,0
53,26,660.4308407,0
53,27,916.5892689,0
53,28,661.0588751,0
53,29,81.02381484,0
53,34,152.230841,0
53,35,835.0945577,0
53,36,643.2842606,0
53,37,419.034079,0
53,42,326.1809674,0
53,43,639.6501415,0
53,47,342.7142583,0
53,127,431.0390691,0
53,128,625.3714846,0
54,32,50.65900554,0
54,33,746.7469205,0
54,34,606.3309595,0
54,35,123.1875396,0
54,36,707.7330211,0
54,41,669.0711653,0
54,42,260.6418853,0
54,43,268.1631523,0
54,44,564.4053313,0
54,45,537.0229711,0
54,46,527.8993363,0
54,47,256.6090326,0
54,48,586.2033617,0
54,49,507.2545634,0
54,116,327.4787544,0
54,117,537.4223232,0
54,118,336.4071917,0
54,128,463.8054381,0
54,129,399.465152,0
55,28,306.2860756,0
55,29,659.6181485,0
55,30,602.4045109,0
55,31,723.3945663,0
55,32,1000.850418,0
55,33,267.6263474,0
55,34,616.1291201,0
55,35,565.4603441,0
55,39,70.92809265,0
55,40,659.4914966,0
55,41,74.06420078,0
55,42,308.5233403,0
55,43,485.6208125,0
55,50,498.2310842,0
55,51,506.7512889,0
55,116,189.0948658,0
55,118,252.9497941,0
55,119,606.6257099,0
55,120,309.7405792,0
55,129,597.2730936,0
55,130,148.7682513,0
56,15,479.8640317,0
56,16,573.2500253,0
56,17,999.117538,0
56,18,543.2430873,0
56,19,707.2935632,0
56,20,627.109721,0
56,21,590.2829326,0
56,22,199.3117914,0
56,26,32.82915957,0
56,27,681.6558802,0
56,28,348.3934273,0
56,31,366.015563,0
56,32,576.7446767,0
56,33,477.6564393,0
56,38,38.34429158,0
56,39,685.9251365,0
56,42,614.6291134,0
56,120,437.2498854,0
56,121,533.5684789,0
56,122,466.0178342,0
56,124,11.71962541,0
56,125,589.9267783,0
56,126,493.1914927,0
56,130,611.2579665,0
56,131,249.0432868,0
57,13,420.6489269,0
57,14,932.6622007,0
57,15,122.7250662,0
57,16,52.52296237,0
57,17,503.6467803,0
57,22,637.693018,0
57,26,743.7564918,0
57,31,662.091788,0
57,32,305.8206434,0
57,37,218.4832432,0
57,38,641.1070772,0
57,42,84.42154403,0
57,122,118.2231558,0
57,123,538.1335466,0
57,124,567.949708,0
57,126,76.1373092,0
57,127,128.0206174,0
57,131,395.4339237,0
57,132,756.4167704,0
58,13,296.6518409,0
58,14,437.6425796,0
58,16,54.85193127,0
58,22,452.2628508,0
58,23,929.3776763,0
58,24,574.7163421,0
58,25,689.4633956,0
58,26,433.6857947,0
58,28,563.7760068,0
58,29,577.9912588,0
58,30,691.3264317,0
58,31,143.3115283,0
58,36,42.47499605,0
58,37,650.3977672,0
58,132,26.03778311,0
58,133,727.0703599,0
58,134,560.6025589,0
58,135,538.3360554,0
58,136,461.1492253,0
58,137,179.5966342,0
59,27,984.5691767,0
59,28,645.2666314,0
59,29,115.1821181,0
59,36,537.4202636,0
59,113,607.2431265,0
59,114,529.9259785,0
59,115,502.1836473,0
59,134,16.08886554,0
59,136,70.74750395,0
59,137,362.1202325,0
59,138,535.6163867,0
59,141,336.7102871,0
59,142,509.1673894,0
59,143,531.0079729,0
59,144,86.63141628,0
60,25,31.69193902,0
60,26,848.3528991,0
60,27,174.6351812,0
60,28,552.367859,0
60,36,553.4691544,0
60,115,338.2019874,0
60,116,569.8241348,0
60,117,396.4655208,0
60,138,221.5440028,0
60,139,516.3874354,0
60,140,523.5451802,0
60,141,233.8672549,0
60,144,468.1918048,0
60,145,501.9838856,0
61,22,98.4269613,0
61,23,693.0681033,0
61,24,613.3006616,0
61,25,1038.768894,0
61,26,102.7305547,0
61,28,548.0172033,26458
61,117,281.3235103,0
61,118,548.0014446,0
61,119,530.590896,0
61,120,446.7468884,0
61,126,19.65764091,0
61,127,453.8888593,0
61,145,105.8842986,0
61,146,550.3243628,0
61,147,313.3923019,0
62,16,243.2402672,0
62,17,522.1984383,0
62,18,516.1266996,0
62,19,509.963988,0
62,20,555.7762882,0
62,21,705.6869114,0
62,22,684.1917226,0
62,25,533.8764824,0
62,28,533.1843899,26458
62,113,51.75595966,0
62,114,1268.416607,0
62,120,213.0735457,0
62,121,669.1738993,0
62,122,567.9479672,0
62,123,542.999678,0
62,124,540.1138693,0
62,125,528.561463,0
62,126,577.9818594,0
63,10,213.6367874,0
63,11,172.9160924,0
63,21,562.4650823,0
63,25,542.1638755,0
63,28,524.3341895,26458
63,114,525.3427734,0
63,132,93.58389545,0
63,133,528.5649959,0
63,134,468.3904339,0
64,11,569.2281551,0
64,12,431.1837805,0
64,13,27.49115759,0
64,16,38.84509616,0
64,17,248.2556634,0
64,20,634.0214428,0
64,21,54.7610331,0
64,24,179.0578961,0
64,25,700.1843605,0
64,28,532.8642327,26458
64,113,158.2431356,0
64,114,511.3226309,0
64,128,272.8059609,0
64,129,573.1081969,0
64,130,532.726012,0
64,131,541.3275921,0
64,132,432.0861486,0
64,134,89.06241738,0
64,135,540.37638,0
64,136,535.2991278,0
64,137,536.6160705,0
64,138,60.2486112,0
65,12,479.3339225,0
65,13,1108.353536,0
65,14,42.10471899,0
65,15,586.4534393,0
65,16,496.5715797,0
65,17,638.0589391,0
65,18,545.3166769,0
65,19,804.4142659,0
65,20,218.8171059,0
65,23,536.0870215,0
65,24,416.3852392,0
65,27,524.1279262,26458
65,28,24.19284001,26458
65,112,155.1502283,0
65,113,541.4329,0
65,126,173.6510928,0
65,127,620.6096653,0
65,128,291.0174782,0
66,14,674.6003519,0
66,15,415.0659541,0
66,19,579.9128399,0
66,22,837.5653365,0
66,23,133.4346255,0
66,26,33.92702011,26458
66,27,848.6733621,26458
66,50,374.6380295,0
66,51,385.0198148,0
66,110,490.9541806,0
66,111,526.3921844,0
66,112,735.501675,0
66,124,364.3411007,0
66,125,589.637553,0
66,126,381.8269967,0
67,18,397.1100161,0
67,19,662.7839365,0
67,21,209.1604681,0
67,22,423.4514801,0
67,26,560.315169,26458
67,45,417.9842145,0
67,46,722.7639554,0
67,47,606.5968469,0
67,48,557.0026101,0
67,49,583.8602609,0
67,50,146.5257168,0
67,51,166.0090669,0
67,52,601.2596134,0
67,53,104.3104139,0
67,109,539.2768175,0
67,110,117.7167082,0
67,122,363.6128466,0
67,123,603.2898287,0
67,124,307.1370888,0
68,11,328.074762,0
68,12,65.36195308,0
68,16,521.6480201,0
68,17,797.9648168,0
68,18,280.8302564,0
68,21,817.0280082,0
68,25,308.3191643,26458
68,26,464.3634918,26458
68,41,510.957475,0
68,42,415.1088206,0
68,43,544.2448619,0
68,44,719.2962614,0
68,45,420.8133487,0
68,53,611.3264996,0
68,54,82.62415777,0
68,109,550.3799964,0
68,121,504.8887518,0
68,122,265.2750443,0
68,128,334.9811574,0
68,129,741.6830417,0
68,130,585.5100551,0
68,131,552.1894663,0
68,132,534.343845,0
68,133,239.457234,0
69,12,513.5501105,0
69,13,996.5695638,0
69,14,559.9352209,0
69,15,631.7037884,0
69,16,127.4367091,0
69,17,194.3695516,0
69,18,246.7906415,0
69,19,557.9854675,0
69,20,682.3783674,0
69,21,12.27538238,0
69,23,266.420651,26458
69,24,267.0123998,26458
69,25,849.8914038,26458
69,39,507.121544,0
69,40,545.8633018,0
69,41,10.009275,0
69,42,184.1573072,0
69,54,609.1876381,0
69,55,337.5318965,0
69,109,511.7778164,0
69,120,620.9038194,0
69,121,252.7459121,0
69,127,381.7158178,0
69,128,392.7173564,0
70,10,119.2882268,0
70,11,305.6691584,0
70,12,477.4548587,0
70,13,99.55547217,0
70,16,308.2144722,0
70,17,582.2536902,0
70,18,421.5549637,0
70,19,511.7687848,0
70,20,467.7672548,0
70,22,702.2398404,26458
70,23,287.4264498,26458
70,24,372.5046524,26458
70,35,13.99235693,0
70,36,546.8074971,0
70,37,585.4626651,0
70,38,680.4979775,0
70,39,321.707837,0
70,54,598.6606263,0
70,55,344.7056318,0
70,109,181.7702055,0
70,117,108.2615313,0
70,119,250.051076,0
70,120,307.7153087,0
70,126,500.9418952,0
70,127,371.2667419,0
71,10,395.8373608,0
71,11,210.9792137,0
71,12,798.378497,0
71,16,653.2948803,0
71,20,574.3672774,0
71,21,387.613127,26458
71,22,194.7562637,26458
71,33,544.540329,0
71,34,572.2317369,0
71,35,588.2818056,0
71,48,521.6140487,0
71,49,554.2798894,0
71,50,517.604647,0
71,51,508.9243163,0
71,52,500.9389465,0
71,53,983.1520812,0
71,54,104.3015306,0
71,116,390.4719041,0
71,117,567.5014562,0
71,118,149.2784247,0
71,119,570.6160858,0
71,124,110.1412945,0
71,125,676.2857759,0
71,126,110.1196397,0
72,11,302.3408271,0
72,12,215.582413,0
72,15,265.2344685,0
72,16,306.2352463,0
72,20,605.6491554,0
72,21,369.5708947,26458
72,22,148.7745295,26458
72,31,492.5010898,0
72,32,659.268592,0
72,33,60.3246009,0
72,43,535.0565624,0
72,44,628.4854714,0
72,45,521.2886224,0
72,46,534.4811479,0
72,47,704.6723571,0
72,48,99.65443015,0
72,52,85.5761331,0
72,53,434.7924263,0
72,113,186.6382693,0
72,114,525.2637075,0
72,115,617.436898,0
72,116,184.5423658,0
72,117,999.4318633,0
72,118,130.8026867,0
72,119,540.9602487,0
72,120,112.9060259,0
72,121,589.9651851,0
72,122,642.1412425,0
72,123,527.9960767,0
72,124,444.1611171,0
73,11,366.9283853,0
73,15,684.9681901,0
73,20,104.1036788,0
73,21,551.7518708,26458
73,29,78.5482528,0
73,30,628.3466139,0
73,31,268.4537549,0
73,39,149.0258143,0
73,40,621.7798711,0
73,41,543.6839955,0
73,42,623.433256,0
73,43,115.8824052,0
73,49,264.0410367,0
73,50,535.7986195,0
73,51,533.4797227,0
73,52,587.1464579,0
73,117,382.0150212,0
73,119,1201.876242,0
73,120,648.1727404,0
74,14,429.1237723,0
74,15,176.0535257,0
74,21,915.2857148,26458
74,28,291.0211231,0
74,29,589.7892066,0
74,37,611.4165987,0
74,38,548.9202857,0
74,39,470.4410111,0
74,45,155.2054516,0
74,46,525.8418805,0
74,47,835.8928725,0
74,48,638.6092493,0
74,49,346.4164873,0
74,140,394.6981104,0
74,141,531.7753454,0
74,142,544.9146605,0
74,143,195.2074945,0
75,14,615.534541,0
75,20,703.9648474,26458
75,21,526.1140939,26458
75,27,248.0920351,0
75,28,469.688567,0
75,35,86.35367625,0
75,36,638.3606909,0
75,37,110.4381631,0
75,43,512.7011679,0
75,44,527.1417421,0
75,45,458.562429,0
75,46,216.0658972,0
75,47,380.4042813,0
75,139,432.4516889,0
75,140,279.0773337,0
76,19,677.0854591,26458
76,20,53.69415279,26458
