ROW,COLUMN,ROW000,COLUMN000,GRID_ID,drainlen
32,27,032,027,032027,85
32,28,032,028,032028,511
32,32,032,032,032032,547
32,33,032,033,032033,604
32,34,032,034,032034,120
32,35,032,035,032035,491
32,36,032,036,032036,480
32,37,032,037,032037,539
32,38,032,038,032038,770
32,39,032,039,032039,661
32,40,032,040,032040,528
32,41,032,041,032041,450
