2.836934838792661701e-02,3.115493304600702729e-02,2.776356234772305726e-02,2.531943374955077791e-02,2.988333472299225385e-02,3.130863778070923364e-02,2.765488542430687494e-02,2.509941689874903986e-02,9.114772418325538250e-02,1.064859601188673510e-01,9.634977270639796809e-02,1.037166244897713696e-01
1.002027944379648983e-01,1.017906874707700526e-01,9.975243761669086440e-02,1.009027378524618018e-01,1.258712730111599398e-01,1.556037066450290940e-01,1.368861614500012647e-01,1.468143210593248482e-01,8.109535208064118372e-02,8.549394893558139030e-02,8.037165349535893566e-02,9.908761731945689433e-02
8.693866609849174032e-02,9.046773452509425384e-02,9.379646029520466444e-02,9.725606315974989757e-02,8.557710087140286970e-02,9.328049277614819390e-02,8.814381687920484765e-02,1.048484601213255096e-01,9.303169348042386599e-02,9.704464528992520767e-02,9.492258095920663719e-02,9.956402277599112061e-02
6.501382435320383901e-02,6.395914165639826621e-02,6.247427871361330848e-02,5.918063014309644931e-02,1.685365060824804417e-01,1.550292424339272668e-01,1.698215109543600165e-01,1.631807700323093802e-01,1.323404598437228075e-01,8.902383790472459535e-02,1.096762801644511620e-01,9.249374897320809807e-02
3.900813357691985950e-02,4.100872956724632701e-02,4.252998023797045085e-02,4.563286851524438886e-02,3.355987376648590648e-02,3.485158358798944034e-02,3.414263314358837592e-02,3.891508784924723602e-02,1.078017116109508677e-01,9.506806124733188645e-02,1.021081935665094920e-01,9.819847209821513934e-02
3.798360129820758241e-02,3.634409343419895549e-02,3.616694351844240707e-02,3.610499565681848932e-02,3.200496245705997111e-02,3.290471810050862173e-02,2.984354824124272818e-02,2.951839334888212152e-02,1.020916980313167910e-01,9.987065251884481853e-02,9.731457697875253721e-02,1.002594231894287369e-01
3.638375808619045276e-02,4.295527118216303786e-02,3.967998133911136011e-02,4.078800011818729809e-02,5.036387092337601956e-02,3.174843756591137073e-02,4.207812689159533964e-02,4.142903250812057792e-02,9.804226807403021438e-02,9.666354734653752334e-02,9.296476783836556124e-02,9.784858275547191064e-02
3.343035027156082695e-02,3.371144786244072156e-02,3.186257872798332891e-02,3.336060797791672028e-02,3.026677088133085045e-02,3.099382929151788674e-02,2.807638075067999534e-02,2.708584276282297032e-02,9.776755446068997879e-02,9.651273088807574285e-02,9.600122944330535812e-02,9.756185567113528911e-02
2.826686737731938168e-02,3.028232384627356846e-02,2.995574903126305144e-02,2.701582184141434334e-02,2.418978474610533613e-02,2.340681275190063804e-02,2.267992062505802195e-02,2.554902084939883466e-02,9.512184958945284208e-02,9.826814403847450308e-02,9.942578553568946764e-02,1.001823005860638383e-01
2.959046177214988416e-02,3.132483159787639165e-02,3.123509962127948847e-02,2.941508991875707579e-02,2.322586890478361282e-02,1.862655603179012506e-02,1.812288783588705474e-02,1.727443902984637097e-02,1.013570837452072715e-01,9.701370029631188607e-02,9.840987653878066621e-02,9.921332851583200552e-02
3.467647928084905545e-02,3.569595826984241216e-02,3.536983102388074202e-02,3.344194668657433922e-02,3.520008515577330993e-02,3.031963411930615332e-02,3.411760578575699643e-02,2.578898399251029067e-02,9.982588671598024987e-02,9.742458156262434610e-02,9.241700497574498185e-02,1.006037714962724622e-01
