2.97598666435981E-02,3.32028790566507E-02,3.14841208385861E-02,2.84806108137304E-02,2.26983671955286E-02,2.13319986149147E-02,2.09490394534611E-02,2.80452053063129E-02,1.25267703003679E-01,1.30395513174793E-01,1.23795676507219E-01,1.26662641712191E-01,2.33210782424246E-02
1.20182992610728E-01,1.19064946812024E-01,1.21947070118793E-01,1.13844309296978E-01,1.01041202707933E-01,1.22541603258355E-01,1.04381458142238E-01,1.10416073556482E-01,1.14967499038731E-01,1.07523580698145E-01,1.16752116522550E-01,1.10293274061692E-01,3.81188163207743E-02
1.18834351196275E-01,1.18669773335841E-01,1.20651652072637E-01,1.15619310057405E-01,7.07620740072438E-02,8.14240591831132E-02,7.76375359800817E-02,7.95863337714348E-02,1.12304152564996E-01,1.05483031908960E-01,1.11226257179608E-01,1.06374341833888E-01,6.56485291569487E-02
1.53771581105412E-01,1.45227497392488E-01,1.56074888881932E-01,1.63215312877959E-01,2.98925128272507E-01,2.91680707744175E-01,3.08107451374842E-01,2.96667565291907E-01,2.56416492448796E-01,2.41669179414066E-01,2.53805417845618E-01,2.40419683289407E-01,8.75763109853597E-02
3.11466636081581E-02,2.88874631851229E-02,3.04518712168262E-02,3.34060558821238E-02,2.41027942169194E-02,2.04033793125966E-02,2.02340519979667E-02,2.67585980941646E-02,1.12348819561825E-01,1.01511125167478E-01,1.08333026388369E-01,9.79036765105424E-02,1.99750457546102E-02
3.12207933025124E-02,3.02134133351218E-02,2.95532574711720E-02,2.96780809156583E-02,2.76073376696240E-02,2.57073068315236E-02,3.22045739641998E-02,2.78164331828909E-02,1.14781905685143E-01,1.03449775953938E-01,1.10491497483025E-01,9.89993056293446E-02,2.88254941077905E-02
5.79458476416892E-02,4.70129654073511E-02,5.09124910186398E-02,4.22683760640085E-02,9.11088101300514E-02,7.20181116299971E-02,8.13573330078365E-02,7.47741254069176E-02,1.14656832686904E-01,1.02666952616369E-01,1.10301773385148E-01,1.03996789416016E-01,2.95718098481170E-02
2.28792094797256E-02,2.60937137913971E-02,2.52671729008998E-02,2.68504473834830E-02,1.97132731679219E-02,2.19787984096830E-02,2.15953943460209E-02,2.45293001554419E-02,1.13189235383788E-01,1.00860190280691E-01,1.07231487515230E-01,9.89199271379945E-02,2.40895187919859E-02
2.73089493989158E-02,2.70218185364483E-02,2.86495133447809E-02,2.58460086249349E-02,2.76560366671487E-02,3.08014592970472E-02,2.99501573456746E-02,3.37566165327352E-02,1.12026270933535E-01,1.02458695901518E-01,1.11045530870809E-01,9.94963979903644E-02,3.47510426879363E-02
2.29628213322730E-02,2.40522013142445E-02,2.48059680922927E-02,2.85263184679936E-02,2.68664043369032E-02,2.55410160002325E-02,2.56961809699332E-02,3.04521955561018E-02,1.16879781864808E-01,1.03384363127133E-01,1.08533673448431E-01,1.01417858903798E-01,2.83455089686972E-02
