2.62808586717553E-02,2.58219183700707E-02,2.50433204739525E-02,2.97160247950058E-02,3.02086927556939E-02,2.99612663711803E-02,2.88627943778888E-02,2.46277370034532E-02,9.33722495558933E-02,8.95603051802258E-02,8.69609171312378E-02,8.82616460872208E-02,2.62911053595002E-02
1.88964368195842E-01,1.94633230730614E-01,1.94826049132369E-01,1.90976264066231E-01,1.46059212273046E-01,1.85224073300228E-01,1.60755818126954E-01,1.84661876614886E-01,9.01260108202680E-02,9.17996711588798E-02,8.69134161077065E-02,8.53225578394294E-02,5.74770602802227E-02
9.26393094237346E-02,9.13212756749078E-02,9.36927014518805E-02,9.01582281077540E-02,9.92615934089787E-02,1.04878057167257E-01,1.04690606013953E-01,1.18656789763736E-01,9.14861287226573E-02,9.16733316347030E-02,9.19312775074170E-02,9.98532288503836E-02,5.08126087160525E-02
5.11000277355449E-02,4.92086907930761E-02,5.24550555555876E-02,5.06232671724682E-02,8.43634734733161E-02,7.99649746729821E-02,7.91369718711875E-02,7.59153593534985E-02,1.65611936742945E-01,1.23116487749202E-01,1.75994672265495E-01,1.36371006905796E-01,9.05563593713762E-02
3.31714690225546E-02,3.43486724437781E-02,3.26124665621343E-02,3.26950717496497E-02,3.48597176168394E-02,3.36929967621079E-02,3.18663025536112E-02,3.49250942634358E-02,9.62685865207128E-02,9.30594445193456E-02,8.83432428553801E-02,9.46856783787741E-02,2.57124167927873E-02
2.93887700957890E-02,2.88719024691827E-02,2.89447048345921E-02,2.77605795521406E-02,2.74872998032199E-02,2.93083260874154E-02,2.50900929757440E-02,2.88199388040534E-02,9.04712358784408E-02,9.22985865676535E-02,8.56359931754130E-02,9.38475932884163E-02,2.42024292681278E-02
5.69333008389715E-02,6.24564318493116E-02,5.87939772536503E-02,5.72243592222006E-02,5.19922488347225E-02,2.95645799291993E-02,4.38548052458688E-02,4.30315992094468E-02,8.52237009682009E-02,9.42042751271077E-02,8.15494151269678E-02,9.08571695071359E-02,4.34712249615007E-02
3.67674978417684E-02,3.85707231436415E-02,3.76899266978791E-02,3.29853237133853E-02,3.63639766064062E-02,3.51791827268126E-02,3.37696966808878E-02,3.45775311336804E-02,9.34659227215646E-02,9.59223409457241E-02,9.22626411250808E-02,9.50122413461117E-02,2.93237114298373E-02
3.28561402485366E-02,3.13494865748974E-02,3.03691061093815E-02,3.72823642510638E-02,2.89230074455382E-02,2.94280519265345E-02,3.28151280340528E-02,2.93517183452173E-02,9.30370748886107E-02,9.36702070741408E-02,8.96084449596376E-02,8.97755438132187E-02,3.01736096347581E-02
2.85633819667238E-02,3.18384635986767E-02,2.97728618657552E-02,2.97355051533780E-02,3.00565068941503E-02,2.42961281842563E-02,2.91518694121315E-02,2.69304518185731E-02,9.01897452140873E-02,8.99718147616234E-02,8.28572385704300E-02,8.78541114432954E-02,2.34421166360565E-02
